S No,Vehicle Category,State,Year,Fuel,Value
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,HCNG,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,HCNG,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,LNG,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,LNG,607
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,LNG,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,LNG,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,LNG,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,LNG,1
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,LNG,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,LNG,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,LNG,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,LNG,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,LNG,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,LNG,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,LNG,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,LNG,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,LNG,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,LNG,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,LNG,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,LPG ONLY,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,LPG ONLY,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,LPG ONLY,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,LPG ONLY,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,LPG ONLY,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,LPG ONLY,7
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,LPG ONLY,2
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,LPG ONLY,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,LPG ONLY,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,LPG ONLY,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,LPG ONLY,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,LPG ONLY,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,LPG ONLY,54
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,LPG ONLY,"33,579"
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,LPG ONLY,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,LPG ONLY,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,LPG ONLY,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,METHANOL,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,METHANOL,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,METHANOL,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,METHANOL,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,METHANOL,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,METHANOL,1
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,METHANOL,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,METHANOL,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,METHANOL,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,METHANOL,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,METHANOL,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,METHANOL,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,METHANOL,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,METHANOL,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,METHANOL,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,METHANOL,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,METHANOL,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,"1,687"
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,19
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,"13,336"
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,"46,567"
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,156
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,"2,782"
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,9
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,NOT APPLICABLE,111
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,NOT APPLICABLE,1
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL,"1,346"
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL,1
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL,5
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL,"21,032"
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL,"13,21,510"
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL,"42,422"
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL,1
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL,10
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,PETROL,361
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL,57
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL,20
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL,"3,814"
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL,"18,561"
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL,"1,37,51,532"
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL,"10,398"
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/CNG,585
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/CNG,"5,769"
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/CNG,"6,37,256"
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/CNG,"1,98,823"
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,PETROL/CNG,17
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/CNG,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL/CNG,1
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL/CNG,139
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/CNG,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL/CNG,2
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL/CNG,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,36
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,373
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,"82,417"
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,"26,358"
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,19
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,"35,507"
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,747
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,16
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,5
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,18
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,382
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,10
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,720
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,1
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,2
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,"13,095"
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,"7,77,871"
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,"12,176"
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,41
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,3
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,"1,603"
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,"5,792"
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,"52,19,542"
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,"2,865"
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/HYBRID,93
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID,"2,07,585"
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID,"7,810"
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/HYBRID,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL/HYBRID,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL/HYBRID,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/HYBRID,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL/HYBRID,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL/HYBRID,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/HYBRID/CNG,1
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID/CNG,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID/CNG,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID/CNG,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID/CNG,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID/CNG,169
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID/CNG,98
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID/CNG,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID/CNG,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID/CNG,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,PETROL/HYBRID/CNG,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/HYBRID/CNG,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL/HYBRID/CNG,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL/HYBRID/CNG,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/HYBRID/CNG,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL/HYBRID/CNG,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL/HYBRID/CNG,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/LPG,5
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/LPG,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/LPG,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/LPG,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/LPG,130
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/LPG,"8,773"
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/LPG,452
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/LPG,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/LPG,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/LPG,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,PETROL/LPG,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/LPG,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL/LPG,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL/LPG,21
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/LPG,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL/LPG,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL/LPG,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/METHANOL,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/METHANOL,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/METHANOL,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/METHANOL,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/METHANOL,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/METHANOL,2
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/METHANOL,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/METHANOL,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/METHANOL,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PETROL/METHANOL,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,PETROL/METHANOL,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/METHANOL,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL/METHANOL,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL/METHANOL,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PETROL/METHANOL,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,PETROL/METHANOL,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,PETROL/METHANOL,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,PLUG-IN HYBRID EV,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PLUG-IN HYBRID EV,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,PLUG-IN HYBRID EV,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,PLUG-IN HYBRID EV,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,PLUG-IN HYBRID EV,0
