S No,Norms,State,Year,Vehicle Category,Value
9,NOT AVAILABLE,Himachal Pradesh(96),2026,3WT,8
10,TREM STAGE IV,Himachal Pradesh(96),2026,3WT,0
1,BHARAT STAGE II,Himachal Pradesh(96),2026,4WIC,0
2,BHARAT STAGE III,Himachal Pradesh(96),2026,4WIC,0
3,BHARAT STAGE III/IV,Himachal Pradesh(96),2026,4WIC,0
4,BHARAT STAGE IV,Himachal Pradesh(96),2026,4WIC,0
5,BHARAT STAGE VI,Himachal Pradesh(96),2026,4WIC,0
6,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2026,4WIC,0
7,CEV STAGE IV,Himachal Pradesh(96),2026,4WIC,0
8,CEV STAGE V,Himachal Pradesh(96),2026,4WIC,0
9,NOT AVAILABLE,Himachal Pradesh(96),2026,4WIC,0
10,TREM STAGE IV,Himachal Pradesh(96),2026,4WIC,0
1,BHARAT STAGE II,Himachal Pradesh(96),2026,HGV,0
2,BHARAT STAGE III,Himachal Pradesh(96),2026,HGV,0
3,BHARAT STAGE III/IV,Himachal Pradesh(96),2026,HGV,0
4,BHARAT STAGE IV,Himachal Pradesh(96),2026,HGV,0
5,BHARAT STAGE VI,Himachal Pradesh(96),2026,HGV,569
6,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2026,HGV,0
7,CEV STAGE IV,Himachal Pradesh(96),2026,HGV,0
8,CEV STAGE V,Himachal Pradesh(96),2026,HGV,0
9,NOT AVAILABLE,Himachal Pradesh(96),2026,HGV,0
10,TREM STAGE IV,Himachal Pradesh(96),2026,HGV,0
1,BHARAT STAGE II,Himachal Pradesh(96),2026,HMV,0
2,BHARAT STAGE III,Himachal Pradesh(96),2026,HMV,0
3,BHARAT STAGE III/IV,Himachal Pradesh(96),2026,HMV,0
4,BHARAT STAGE IV,Himachal Pradesh(96),2026,HMV,0
5,BHARAT STAGE VI,Himachal Pradesh(96),2026,HMV,1
6,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2026,HMV,0
7,CEV STAGE IV,Himachal Pradesh(96),2026,HMV,0
8,CEV STAGE V,Himachal Pradesh(96),2026,HMV,0
9,NOT AVAILABLE,Himachal Pradesh(96),2026,HMV,0
10,TREM STAGE IV,Himachal Pradesh(96),2026,HMV,0
1,BHARAT STAGE II,Himachal Pradesh(96),2026,HPV,0
2,BHARAT STAGE III,Himachal Pradesh(96),2026,HPV,0
3,BHARAT STAGE III/IV,Himachal Pradesh(96),2026,HPV,0
4,BHARAT STAGE IV,Himachal Pradesh(96),2026,HPV,0
5,BHARAT STAGE VI,Himachal Pradesh(96),2026,HPV,17
6,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2026,HPV,0
7,CEV STAGE IV,Himachal Pradesh(96),2026,HPV,0
8,CEV STAGE V,Himachal Pradesh(96),2026,HPV,0
9,NOT AVAILABLE,Himachal Pradesh(96),2026,HPV,0
10,TREM STAGE IV,Himachal Pradesh(96),2026,HPV,0
1,BHARAT STAGE II,Himachal Pradesh(96),2026,LGV,0
2,BHARAT STAGE III,Himachal Pradesh(96),2026,LGV,0
3,BHARAT STAGE III/IV,Himachal Pradesh(96),2026,LGV,0
4,BHARAT STAGE IV,Himachal Pradesh(96),2026,LGV,0
5,BHARAT STAGE VI,Himachal Pradesh(96),2026,LGV,"1,089"
6,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2026,LGV,0
7,CEV STAGE IV,Himachal Pradesh(96),2026,LGV,0
8,CEV STAGE V,Himachal Pradesh(96),2026,LGV,0
9,NOT AVAILABLE,Himachal Pradesh(96),2026,LGV,7
10,TREM STAGE IV,Himachal Pradesh(96),2026,LGV,0
1,BHARAT STAGE II,Himachal Pradesh(96),2026,LMV,0
2,BHARAT STAGE III,Himachal Pradesh(96),2026,LMV,2
3,BHARAT STAGE III/IV,Himachal Pradesh(96),2026,LMV,2
4,BHARAT STAGE IV,Himachal Pradesh(96),2026,LMV,4
5,BHARAT STAGE VI,Himachal Pradesh(96),2026,LMV,"9,551"
6,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2026,LMV,430
7,CEV STAGE IV,Himachal Pradesh(96),2026,LMV,1
8,CEV STAGE V,Himachal Pradesh(96),2026,LMV,0
9,NOT AVAILABLE,Himachal Pradesh(96),2026,LMV,97
10,TREM STAGE IV,Himachal Pradesh(96),2026,LMV,4
1,BHARAT STAGE II,Himachal Pradesh(96),2026,LPV,0
2,BHARAT STAGE III,Himachal Pradesh(96),2026,LPV,0
3,BHARAT STAGE III/IV,Himachal Pradesh(96),2026,LPV,0
4,BHARAT STAGE IV,Himachal Pradesh(96),2026,LPV,0
5,BHARAT STAGE VI,Himachal Pradesh(96),2026,LPV,"1,232"
6,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2026,LPV,0
7,CEV STAGE IV,Himachal Pradesh(96),2026,LPV,0
8,CEV STAGE V,Himachal Pradesh(96),2026,LPV,0
9,NOT AVAILABLE,Himachal Pradesh(96),2026,LPV,13
10,TREM STAGE IV,Himachal Pradesh(96),2026,LPV,0
1,BHARAT STAGE II,Himachal Pradesh(96),2026,MGV,0
2,BHARAT STAGE III,Himachal Pradesh(96),2026,MGV,0
3,BHARAT STAGE III/IV,Himachal Pradesh(96),2026,MGV,0
4,BHARAT STAGE IV,Himachal Pradesh(96),2026,MGV,0
5,BHARAT STAGE VI,Himachal Pradesh(96),2026,MGV,121
6,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2026,MGV,0
7,CEV STAGE IV,Himachal Pradesh(96),2026,MGV,0
8,CEV STAGE V,Himachal Pradesh(96),2026,MGV,0
9,NOT AVAILABLE,Himachal Pradesh(96),2026,MGV,0
10,TREM STAGE IV,Himachal Pradesh(96),2026,MGV,0
1,BHARAT STAGE II,Himachal Pradesh(96),2026,MMV,1
2,BHARAT STAGE III,Himachal Pradesh(96),2026,MMV,0
3,BHARAT STAGE III/IV,Himachal Pradesh(96),2026,MMV,0
4,BHARAT STAGE IV,Himachal Pradesh(96),2026,MMV,0
5,BHARAT STAGE VI,Himachal Pradesh(96),2026,MMV,0
6,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2026,MMV,0
7,CEV STAGE IV,Himachal Pradesh(96),2026,MMV,0
8,CEV STAGE V,Himachal Pradesh(96),2026,MMV,2
9,NOT AVAILABLE,Himachal Pradesh(96),2026,MMV,0
10,TREM STAGE IV,Himachal Pradesh(96),2026,MMV,0
1,BHARAT STAGE II,Himachal Pradesh(96),2026,MPV,0
2,BHARAT STAGE III,Himachal Pradesh(96),2026,MPV,0
3,BHARAT STAGE III/IV,Himachal Pradesh(96),2026,MPV,0
4,BHARAT STAGE IV,Himachal Pradesh(96),2026,MPV,0
5,BHARAT STAGE VI,Himachal Pradesh(96),2026,MPV,29
6,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2026,MPV,0
7,CEV STAGE IV,Himachal Pradesh(96),2026,MPV,0
8,CEV STAGE V,Himachal Pradesh(96),2026,MPV,0
9,NOT AVAILABLE,Himachal Pradesh(96),2026,MPV,0
10,TREM STAGE IV,Himachal Pradesh(96),2026,MPV,0
1,BHARAT STAGE II,Himachal Pradesh(96),2026,OTH,0
2,BHARAT STAGE III,Himachal Pradesh(96),2026,OTH,0
3,BHARAT STAGE III/IV,Himachal Pradesh(96),2026,OTH,0
4,BHARAT STAGE IV,Himachal Pradesh(96),2026,OTH,0
5,BHARAT STAGE VI,Himachal Pradesh(96),2026,OTH,1
6,BHARAT (TREM) STAGE III A,Himachal Pradesh(96),2026,OTH,0
7,CEV STAGE IV,Himachal Pradesh(96),2026,OTH,0
8,CEV STAGE V,Himachal Pradesh(96),2026,OTH,61
9,NOT AVAILABLE,Himachal Pradesh(96),2026,OTH,0
10,TREM STAGE IV,Himachal Pradesh(96),2026,OTH,0
1,BHARAT STAGE III (CEV),Haryana(104),2026,2WIC,0
2,BHARAT STAGE IV,Haryana(104),2026,2WIC,0
3,BHARAT STAGE VI,Haryana(104),2026,2WIC,0
4,BHARAT (TREM) STAGE III,Haryana(104),2026,2WIC,0
5,BHARAT (TREM) STAGE III A,Haryana(104),2026,2WIC,0
6,BHARAT (TREM) STAGE III B,Haryana(104),2026,2WIC,0
7,CEV STAGE IV,Haryana(104),2026,2WIC,0
8,CEV STAGE V,Haryana(104),2026,2WIC,0
9,NOT AVAILABLE,Haryana(104),2026,2WIC,0
10,TREM STAGE IV,Haryana(104),2026,2WIC,0
11,TREM STAGE V,Haryana(104),2026,2WIC,0
1,BHARAT STAGE III (CEV),Haryana(104),2026,2WN,0
2,BHARAT STAGE IV,Haryana(104),2026,2WN,0
3,BHARAT STAGE VI,Haryana(104),2026,2WN,"86,612"
4,BHARAT (TREM) STAGE III,Haryana(104),2026,2WN,0
5,BHARAT (TREM) STAGE III A,Haryana(104),2026,2WN,0
6,BHARAT (TREM) STAGE III B,Haryana(104),2026,2WN,0
7,CEV STAGE IV,Haryana(104),2026,2WN,0
8,CEV STAGE V,Haryana(104),2026,2WN,0
9,NOT AVAILABLE,Haryana(104),2026,2WN,"1,513"
10,TREM STAGE IV,Haryana(104),2026,2WN,0
11,TREM STAGE V,Haryana(104),2026,2WN,0
1,BHARAT STAGE III (CEV),Haryana(104),2026,2WT,0
2,BHARAT STAGE IV,Haryana(104),2026,2WT,0
3,BHARAT STAGE VI,Haryana(104),2026,2WT,62
4,BHARAT (TREM) STAGE III,Haryana(104),2026,2WT,0
5,BHARAT (TREM) STAGE III A,Haryana(104),2026,2WT,0
6,BHARAT (TREM) STAGE III B,Haryana(104),2026,2WT,0
7,CEV STAGE IV,Haryana(104),2026,2WT,0
8,CEV STAGE V,Haryana(104),2026,2WT,0
9,NOT AVAILABLE,Haryana(104),2026,2WT,0
10,TREM STAGE IV,Haryana(104),2026,2WT,0
11,TREM STAGE V,Haryana(104),2026,2WT,0
1,BHARAT STAGE III (CEV),Haryana(104),2026,3WIC,0
2,BHARAT STAGE IV,Haryana(104),2026,3WIC,0
3,BHARAT STAGE VI,Haryana(104),2026,3WIC,0
4,BHARAT (TREM) STAGE III,Haryana(104),2026,3WIC,0
5,BHARAT (TREM) STAGE III A,Haryana(104),2026,3WIC,0
6,BHARAT (TREM) STAGE III B,Haryana(104),2026,3WIC,0
7,CEV STAGE IV,Haryana(104),2026,3WIC,0
8,CEV STAGE V,Haryana(104),2026,3WIC,0
9,NOT AVAILABLE,Haryana(104),2026,3WIC,0
10,TREM STAGE IV,Haryana(104),2026,3WIC,0
11,TREM STAGE V,Haryana(104),2026,3WIC,0
1,BHARAT STAGE III (CEV),Haryana(104),2026,3WN,0
2,BHARAT STAGE IV,Haryana(104),2026,3WN,0
3,BHARAT STAGE VI,Haryana(104),2026,3WN,0
4,BHARAT (TREM) STAGE III,Haryana(104),2026,3WN,0
5,BHARAT (TREM) STAGE III A,Haryana(104),2026,3WN,0
6,BHARAT (TREM) STAGE III B,Haryana(104),2026,3WN,0
7,CEV STAGE IV,Haryana(104),2026,3WN,0
8,CEV STAGE V,Haryana(104),2026,3WN,0
9,NOT AVAILABLE,Haryana(104),2026,3WN,0
10,TREM STAGE IV,Haryana(104),2026,3WN,0
11,TREM STAGE V,Haryana(104),2026,3WN,0
1,BHARAT STAGE III (CEV),Haryana(104),2026,3WT,0
2,BHARAT STAGE IV,Haryana(104),2026,3WT,0
3,BHARAT STAGE VI,Haryana(104),2026,3WT,"2,147"
4,BHARAT (TREM) STAGE III,Haryana(104),2026,3WT,0
5,BHARAT (TREM) STAGE III A,Haryana(104),2026,3WT,0
6,BHARAT (TREM) STAGE III B,Haryana(104),2026,3WT,0
7,CEV STAGE IV,Haryana(104),2026,3WT,0
8,CEV STAGE V,Haryana(104),2026,3WT,0
9,NOT AVAILABLE,Haryana(104),2026,3WT,"2,614"
10,TREM STAGE IV,Haryana(104),2026,3WT,0
11,TREM STAGE V,Haryana(104),2026,3WT,0
1,BHARAT STAGE III (CEV),Haryana(104),2026,4WIC,0
2,BHARAT STAGE IV,Haryana(104),2026,4WIC,0
3,BHARAT STAGE VI,Haryana(104),2026,4WIC,4
4,BHARAT (TREM) STAGE III,Haryana(104),2026,4WIC,0
5,BHARAT (TREM) STAGE III A,Haryana(104),2026,4WIC,0
6,BHARAT (TREM) STAGE III B,Haryana(104),2026,4WIC,0
7,CEV STAGE IV,Haryana(104),2026,4WIC,0
8,CEV STAGE V,Haryana(104),2026,4WIC,0
9,NOT AVAILABLE,Haryana(104),2026,4WIC,0
10,TREM STAGE IV,Haryana(104),2026,4WIC,0
11,TREM STAGE V,Haryana(104),2026,4WIC,0
1,BHARAT STAGE III (CEV),Haryana(104),2026,HGV,0
2,BHARAT STAGE IV,Haryana(104),2026,HGV,0
3,BHARAT STAGE VI,Haryana(104),2026,HGV,"6,873"
4,BHARAT (TREM) STAGE III,Haryana(104),2026,HGV,0
5,BHARAT (TREM) STAGE III A,Haryana(104),2026,HGV,0
6,BHARAT (TREM) STAGE III B,Haryana(104),2026,HGV,0
7,CEV STAGE IV,Haryana(104),2026,HGV,0
8,CEV STAGE V,Haryana(104),2026,HGV,0
9,NOT AVAILABLE,Haryana(104),2026,HGV,73
10,TREM STAGE IV,Haryana(104),2026,HGV,0
11,TREM STAGE V,Haryana(104),2026,HGV,0
1,BHARAT STAGE III (CEV),Haryana(104),2026,HMV,0
2,BHARAT STAGE IV,Haryana(104),2026,HMV,0
3,BHARAT STAGE VI,Haryana(104),2026,HMV,0
4,BHARAT (TREM) STAGE III,Haryana(104),2026,HMV,0
5,BHARAT (TREM) STAGE III A,Haryana(104),2026,HMV,0
6,BHARAT (TREM) STAGE III B,Haryana(104),2026,HMV,7
7,CEV STAGE IV,Haryana(104),2026,HMV,1
8,CEV STAGE V,Haryana(104),2026,HMV,121
9,NOT AVAILABLE,Haryana(104),2026,HMV,0
10,TREM STAGE IV,Haryana(104),2026,HMV,0
11,TREM STAGE V,Haryana(104),2026,HMV,0
1,BHARAT STAGE III (CEV),Haryana(104),2026,HPV,0
2,BHARAT STAGE IV,Haryana(104),2026,HPV,0
3,BHARAT STAGE VI,Haryana(104),2026,HPV,136
4,BHARAT (TREM) STAGE III,Haryana(104),2026,HPV,0
5,BHARAT (TREM) STAGE III A,Haryana(104),2026,HPV,0
6,BHARAT (TREM) STAGE III B,Haryana(104),2026,HPV,0
7,CEV STAGE IV,Haryana(104),2026,HPV,0
8,CEV STAGE V,Haryana(104),2026,HPV,0
9,NOT AVAILABLE,Haryana(104),2026,HPV,0
10,TREM STAGE IV,Haryana(104),2026,HPV,0
11,TREM STAGE V,Haryana(104),2026,HPV,0
1,BHARAT STAGE III (CEV),Haryana(104),2026,LGV,0
2,BHARAT STAGE IV,Haryana(104),2026,LGV,0
3,BHARAT STAGE VI,Haryana(104),2026,LGV,"4,247"
4,BHARAT (TREM) STAGE III,Haryana(104),2026,LGV,0
5,BHARAT (TREM) STAGE III A,Haryana(104),2026,LGV,0
6,BHARAT (TREM) STAGE III B,Haryana(104),2026,LGV,0
7,CEV STAGE IV,Haryana(104),2026,LGV,0
8,CEV STAGE V,Haryana(104),2026,LGV,0
9,NOT AVAILABLE,Haryana(104),2026,LGV,156
10,TREM STAGE IV,Haryana(104),2026,LGV,0
11,TREM STAGE V,Haryana(104),2026,LGV,0
1,BHARAT STAGE III (CEV),Haryana(104),2026,LMV,0
2,BHARAT STAGE IV,Haryana(104),2026,LMV,1
3,BHARAT STAGE VI,Haryana(104),2026,LMV,"52,722"
4,BHARAT (TREM) STAGE III,Haryana(104),2026,LMV,0
5,BHARAT (TREM) STAGE III A,Haryana(104),2026,LMV,"9,097"
6,BHARAT (TREM) STAGE III B,Haryana(104),2026,LMV,1
7,CEV STAGE IV,Haryana(104),2026,LMV,0
8,CEV STAGE V,Haryana(104),2026,LMV,4
9,NOT AVAILABLE,Haryana(104),2026,LMV,157
10,TREM STAGE IV,Haryana(104),2026,LMV,177
11,TREM STAGE V,Haryana(104),2026,LMV,1
1,BHARAT STAGE III (CEV),Haryana(104),2026,LPV,0
2,BHARAT STAGE IV,Haryana(104),2026,LPV,1
3,BHARAT STAGE VI,Haryana(104),2026,LPV,"4,676"
4,BHARAT (TREM) STAGE III,Haryana(104),2026,LPV,0
5,BHARAT (TREM) STAGE III A,Haryana(104),2026,LPV,0
6,BHARAT (TREM) STAGE III B,Haryana(104),2026,LPV,0
7,CEV STAGE IV,Haryana(104),2026,LPV,0
8,CEV STAGE V,Haryana(104),2026,LPV,0
9,NOT AVAILABLE,Haryana(104),2026,LPV,82
10,TREM STAGE IV,Haryana(104),2026,LPV,0
11,TREM STAGE V,Haryana(104),2026,LPV,0
1,BHARAT STAGE III (CEV),Haryana(104),2026,MGV,0
2,BHARAT STAGE IV,Haryana(104),2026,MGV,0
3,BHARAT STAGE VI,Haryana(104),2026,MGV,"1,386"
4,BHARAT (TREM) STAGE III,Haryana(104),2026,MGV,0
5,BHARAT (TREM) STAGE III A,Haryana(104),2026,MGV,0
6,BHARAT (TREM) STAGE III B,Haryana(104),2026,MGV,0
7,CEV STAGE IV,Haryana(104),2026,MGV,0
8,CEV STAGE V,Haryana(104),2026,MGV,0
9,NOT AVAILABLE,Haryana(104),2026,MGV,0
10,TREM STAGE IV,Haryana(104),2026,MGV,0
11,TREM STAGE V,Haryana(104),2026,MGV,0
1,BHARAT STAGE III (CEV),Haryana(104),2026,MMV,5
2,BHARAT STAGE IV,Haryana(104),2026,MMV,0
3,BHARAT STAGE VI,Haryana(104),2026,MMV,0
4,BHARAT (TREM) STAGE III,Haryana(104),2026,MMV,0
5,BHARAT (TREM) STAGE III A,Haryana(104),2026,MMV,4
6,BHARAT (TREM) STAGE III B,Haryana(104),2026,MMV,0
7,CEV STAGE IV,Haryana(104),2026,MMV,0
8,CEV STAGE V,Haryana(104),2026,MMV,88
9,NOT AVAILABLE,Haryana(104),2026,MMV,0
10,TREM STAGE IV,Haryana(104),2026,MMV,1
11,TREM STAGE V,Haryana(104),2026,MMV,0
1,BHARAT STAGE III (CEV),Haryana(104),2026,MPV,0
2,BHARAT STAGE IV,Haryana(104),2026,MPV,0
3,BHARAT STAGE VI,Haryana(104),2026,MPV,191
4,BHARAT (TREM) STAGE III,Haryana(104),2026,MPV,0
5,BHARAT (TREM) STAGE III A,Haryana(104),2026,MPV,0
6,BHARAT (TREM) STAGE III B,Haryana(104),2026,MPV,0
7,CEV STAGE IV,Haryana(104),2026,MPV,0
8,CEV STAGE V,Haryana(104),2026,MPV,0
9,NOT AVAILABLE,Haryana(104),2026,MPV,0
10,TREM STAGE IV,Haryana(104),2026,MPV,0
11,TREM STAGE V,Haryana(104),2026,MPV,0
1,BHARAT STAGE III (CEV),Haryana(104),2026,OTH,1
2,BHARAT STAGE IV,Haryana(104),2026,OTH,0
3,BHARAT STAGE VI,Haryana(104),2026,OTH,3
4,BHARAT (TREM) STAGE III,Haryana(104),2026,OTH,1
5,BHARAT (TREM) STAGE III A,Haryana(104),2026,OTH,6
6,BHARAT (TREM) STAGE III B,Haryana(104),2026,OTH,13
7,CEV STAGE IV,Haryana(104),2026,OTH,3
8,CEV STAGE V,Haryana(104),2026,OTH,312
9,NOT AVAILABLE,Haryana(104),2026,OTH,0
10,TREM STAGE IV,Haryana(104),2026,OTH,341
11,TREM STAGE V,Haryana(104),2026,OTH,1
1,BHARAT STAGE III (CEV),Jharkhand(25),2026,2WIC,0
2,BHARAT STAGE VI,Jharkhand(25),2026,2WIC,0
3,BHARAT (TREM) STAGE III A,Jharkhand(25),2026,2WIC,0
4,CEV STAGE IV,Jharkhand(25),2026,2WIC,0
5,CEV STAGE V,Jharkhand(25),2026,2WIC,0
6,NOT AVAILABLE,Jharkhand(25),2026,2WIC,0
7,TREM STAGE IV,Jharkhand(25),2026,2WIC,0
1,BHARAT STAGE III (CEV),Jharkhand(25),2026,2WN,0
2,BHARAT STAGE VI,Jharkhand(25),2026,2WN,"72,473"
3,BHARAT (TREM) STAGE III A,Jharkhand(25),2026,2WN,0
4,CEV STAGE IV,Jharkhand(25),2026,2WN,0
5,CEV STAGE V,Jharkhand(25),2026,2WN,0
6,NOT AVAILABLE,Jharkhand(25),2026,2WN,"1,508"
7,TREM STAGE IV,Jharkhand(25),2026,2WN,0
1,BHARAT STAGE III (CEV),Jharkhand(25),2026,2WT,0
2,BHARAT STAGE VI,Jharkhand(25),2026,2WT,0
3,BHARAT (TREM) STAGE III A,Jharkhand(25),2026,2WT,0
4,CEV STAGE IV,Jharkhand(25),2026,2WT,0
5,CEV STAGE V,Jharkhand(25),2026,2WT,0
6,NOT AVAILABLE,Jharkhand(25),2026,2WT,0
7,TREM STAGE IV,Jharkhand(25),2026,2WT,0
1,BHARAT STAGE III (CEV),Jharkhand(25),2026,3WIC,0
2,BHARAT STAGE VI,Jharkhand(25),2026,3WIC,0
3,BHARAT (TREM) STAGE III A,Jharkhand(25),2026,3WIC,0
4,CEV STAGE IV,Jharkhand(25),2026,3WIC,0
5,CEV STAGE V,Jharkhand(25),2026,3WIC,0
6,NOT AVAILABLE,Jharkhand(25),2026,3WIC,0
7,TREM STAGE IV,Jharkhand(25),2026,3WIC,0
1,BHARAT STAGE III (CEV),Jharkhand(25),2026,3WN,0
2,BHARAT STAGE VI,Jharkhand(25),2026,3WN,0
3,BHARAT (TREM) STAGE III A,Jharkhand(25),2026,3WN,0
4,CEV STAGE IV,Jharkhand(25),2026,3WN,0
5,CEV STAGE V,Jharkhand(25),2026,3WN,0
6,NOT AVAILABLE,Jharkhand(25),2026,3WN,0
7,TREM STAGE IV,Jharkhand(25),2026,3WN,0
1,BHARAT STAGE III (CEV),Jharkhand(25),2026,3WT,0
2,BHARAT STAGE VI,Jharkhand(25),2026,3WT,"1,875"
3,BHARAT (TREM) STAGE III A,Jharkhand(25),2026,3WT,0
4,CEV STAGE IV,Jharkhand(25),2026,3WT,0
5,CEV STAGE V,Jharkhand(25),2026,3WT,0
6,NOT AVAILABLE,Jharkhand(25),2026,3WT,"3,411"
7,TREM STAGE IV,Jharkhand(25),2026,3WT,0
1,BHARAT STAGE III (CEV),Jharkhand(25),2026,4WIC,0
2,BHARAT STAGE VI,Jharkhand(25),2026,4WIC,2
3,BHARAT (TREM) STAGE III A,Jharkhand(25),2026,4WIC,0
4,CEV STAGE IV,Jharkhand(25),2026,4WIC,0
5,CEV STAGE V,Jharkhand(25),2026,4WIC,0
6,NOT AVAILABLE,Jharkhand(25),2026,4WIC,0
7,TREM STAGE IV,Jharkhand(25),2026,4WIC,0
1,BHARAT STAGE III (CEV),Jharkhand(25),2026,HGV,0
2,BHARAT STAGE VI,Jharkhand(25),2026,HGV,"1,221"
3,BHARAT (TREM) STAGE III A,Jharkhand(25),2026,HGV,0
4,CEV STAGE IV,Jharkhand(25),2026,HGV,0
5,CEV STAGE V,Jharkhand(25),2026,HGV,1
6,NOT AVAILABLE,Jharkhand(25),2026,HGV,0
7,TREM STAGE IV,Jharkhand(25),2026,HGV,0
1,BHARAT STAGE III (CEV),Jharkhand(25),2026,HMV,0
2,BHARAT STAGE VI,Jharkhand(25),2026,HMV,5
3,BHARAT (TREM) STAGE III A,Jharkhand(25),2026,HMV,0
4,CEV STAGE IV,Jharkhand(25),2026,HMV,0
5,CEV STAGE V,Jharkhand(25),2026,HMV,1
6,NOT AVAILABLE,Jharkhand(25),2026,HMV,0
7,TREM STAGE IV,Jharkhand(25),2026,HMV,0
1,BHARAT STAGE III (CEV),Jharkhand(25),2026,HPV,0
2,BHARAT STAGE VI,Jharkhand(25),2026,HPV,3
3,BHARAT (TREM) STAGE III A,Jharkhand(25),2026,HPV,0
4,CEV STAGE IV,Jharkhand(25),2026,HPV,0
5,CEV STAGE V,Jharkhand(25),2026,HPV,0
6,NOT AVAILABLE,Jharkhand(25),2026,HPV,0
7,TREM STAGE IV,Jharkhand(25),2026,HPV,0
1,BHARAT STAGE III (CEV),Jharkhand(25),2026,LGV,0
2,BHARAT STAGE VI,Jharkhand(25),2026,LGV,"1,570"
3,BHARAT (TREM) STAGE III A,Jharkhand(25),2026,LGV,"2,777"
4,CEV STAGE IV,Jharkhand(25),2026,LGV,0
5,CEV STAGE V,Jharkhand(25),2026,LGV,0
6,NOT AVAILABLE,Jharkhand(25),2026,LGV,70
7,TREM STAGE IV,Jharkhand(25),2026,LGV,17
1,BHARAT STAGE III (CEV),Jharkhand(25),2026,LMV,0
2,BHARAT STAGE VI,Jharkhand(25),2026,LMV,"11,873"
3,BHARAT (TREM) STAGE III A,Jharkhand(25),2026,LMV,0
4,CEV STAGE IV,Jharkhand(25),2026,LMV,1
5,CEV STAGE V,Jharkhand(25),2026,LMV,1
6,NOT AVAILABLE,Jharkhand(25),2026,LMV,105
7,TREM STAGE IV,Jharkhand(25),2026,LMV,0
1,BHARAT STAGE III (CEV),Jharkhand(25),2026,LPV,0
2,BHARAT STAGE VI,Jharkhand(25),2026,LPV,393
3,BHARAT (TREM) STAGE III A,Jharkhand(25),2026,LPV,0
4,CEV STAGE IV,Jharkhand(25),2026,LPV,0
5,CEV STAGE V,Jharkhand(25),2026,LPV,0
6,NOT AVAILABLE,Jharkhand(25),2026,LPV,2
7,TREM STAGE IV,Jharkhand(25),2026,LPV,0
1,BHARAT STAGE III (CEV),Jharkhand(25),2026,MGV,0
2,BHARAT STAGE VI,Jharkhand(25),2026,MGV,79
3,BHARAT (TREM) STAGE III A,Jharkhand(25),2026,MGV,0
4,CEV STAGE IV,Jharkhand(25),2026,MGV,0
5,CEV STAGE V,Jharkhand(25),2026,MGV,0
6,NOT AVAILABLE,Jharkhand(25),2026,MGV,0
7,TREM STAGE IV,Jharkhand(25),2026,MGV,0
1,BHARAT STAGE III (CEV),Jharkhand(25),2026,MMV,0
2,BHARAT STAGE VI,Jharkhand(25),2026,MMV,1
3,BHARAT (TREM) STAGE III A,Jharkhand(25),2026,MMV,0
4,CEV STAGE IV,Jharkhand(25),2026,MMV,0
5,CEV STAGE V,Jharkhand(25),2026,MMV,4
6,NOT AVAILABLE,Jharkhand(25),2026,MMV,0
7,TREM STAGE IV,Jharkhand(25),2026,MMV,0
1,BHARAT STAGE III (CEV),Jharkhand(25),2026,MPV,0
2,BHARAT STAGE VI,Jharkhand(25),2026,MPV,27
3,BHARAT (TREM) STAGE III A,Jharkhand(25),2026,MPV,0
4,CEV STAGE IV,Jharkhand(25),2026,MPV,0
5,CEV STAGE V,Jharkhand(25),2026,MPV,0
6,NOT AVAILABLE,Jharkhand(25),2026,MPV,0
7,TREM STAGE IV,Jharkhand(25),2026,MPV,0
1,BHARAT STAGE III (CEV),Jharkhand(25),2026,OTH,2
2,BHARAT STAGE VI,Jharkhand(25),2026,OTH,7
3,BHARAT (TREM) STAGE III A,Jharkhand(25),2026,OTH,0
4,CEV STAGE IV,Jharkhand(25),2026,OTH,11
5,CEV STAGE V,Jharkhand(25),2026,OTH,134
6,NOT AVAILABLE,Jharkhand(25),2026,OTH,0
7,TREM STAGE IV,Jharkhand(25),2026,OTH,0
1,BHARAT STAGE III,Jammu and Kashmir(21),2026,2WIC,0
2,BHARAT STAGE VI,Jammu and Kashmir(21),2026,2WIC,0
3,BHARAT (TREM) STAGE III,Jammu and Kashmir(21),2026,2WIC,0
4,BHARAT (TREM) STAGE III A,Jammu and Kashmir(21),2026,2WIC,0
5,CEV STAGE V,Jammu and Kashmir(21),2026,2WIC,0
6,NOT AVAILABLE,Jammu and Kashmir(21),2026,2WIC,0
7,TREM STAGE IV,Jammu and Kashmir(21),2026,2WIC,0
1,BHARAT STAGE III,Jammu and Kashmir(21),2026,2WN,0
2,BHARAT STAGE VI,Jammu and Kashmir(21),2026,2WN,"10,855"
3,BHARAT (TREM) STAGE III,Jammu and Kashmir(21),2026,2WN,0
4,BHARAT (TREM) STAGE III A,Jammu and Kashmir(21),2026,2WN,0
