state_code,state_name,rto_code,rto_name
AN,Andaman & Nicobar Island,201,Baratang - AN201( 29-NOV-2024 )
AN,Andaman & Nicobar Island,212,Campbell Bay - AN212( 18-FEB-2022 )
AN,Andaman & Nicobar Island,211,Car Nicobar - AN211( 23-FEB-2023 )
AN,Andaman & Nicobar Island,204,Diglipur - AN204( 09-NOV-2021 )
AN,Andaman & Nicobar Island,200,Ferrargunj - AN200( 12-OCT-2021 )
AN,Andaman & Nicobar Island,207,Little Andaman - AN207( 17-FEB-2025 )
AN,Andaman & Nicobar Island,203,Mayabunder - AN203( 09-NOV-2021 )
AN,Andaman & Nicobar Island,1,Port Blair DTO - AN1( 15-AUG-2020 )
AN,Andaman & Nicobar Island,202,Rangat - AN202( 17-NOV-2021 )
AN,Andaman & Nicobar Island,206,Swaraj Dweep - AN206( 29-NOV-2021 )
AP,Andhra Pradesh,201,Baratang - AN201( 29-NOV-2024 )
AP,Andhra Pradesh,212,Campbell Bay - AN212( 18-FEB-2022 )
AP,Andhra Pradesh,211,Car Nicobar - AN211( 23-FEB-2023 )
AP,Andhra Pradesh,204,Diglipur - AN204( 09-NOV-2021 )
AP,Andhra Pradesh,200,Ferrargunj - AN200( 12-OCT-2021 )
AP,Andhra Pradesh,207,Little Andaman - AN207( 17-FEB-2025 )
AP,Andhra Pradesh,203,Mayabunder - AN203( 09-NOV-2021 )
AP,Andhra Pradesh,1,Port Blair DTO - AN1( 15-AUG-2020 )
AP,Andhra Pradesh,202,Rangat - AN202( 17-NOV-2021 )
AP,Andhra Pradesh,206,Swaraj Dweep - AN206( 29-NOV-2021 )
AR,Arunachal Pradesh,221,Adoni RTO - AP221( 06-MAY-2022 )
AR,Arunachal Pradesh,205,Amalapuram RTA - AP205( 25-APR-2022 )
AR,Arunachal Pradesh,131,Anakapalli RTA - AP131( 25-APR-2022 )
AR,Arunachal Pradesh,2,Anantapur RTA - AP2( 25-APR-2022 )
AR,Arunachal Pradesh,321,Atmakur-Kurnool MVI Office - AP321( 06-MAY-2022 )
AR,Arunachal Pradesh,126,Atmakur MVI Office - AP126( 11-MAY-2022 )
AR,Arunachal Pradesh,104,Badvel MVI Office - AP104( 06-MAY-2022 )
AR,Arunachal Pradesh,207,BAPATLA RTO OFFICE - AP207( 25-APR-2022 )
AR,Arunachal Pradesh,137,Bhimavaram RTA - AP137( 25-APR-2022 )
AR,Arunachal Pradesh,307,Chilakaluripeta MVI Office - AP307( 06-MAY-2022 )
AR,Arunachal Pradesh,905,Chintoor - AP905( 09-JUN-2022 )
AR,Arunachal Pradesh,127,Chirala UO - AP127( 06-MAY-2022 )
AR,Arunachal Pradesh,3,Chittoor RTA - AP3( 25-APR-2022 )
AR,Arunachal Pradesh,4,Cuddapah RTA - AP4( 25-APR-2022 )
AR,Arunachal Pradesh,427,Darsi UO - AP427( 11-MAY-2022 )
AR,Arunachal Pradesh,837,Devarapalli Unit Office - AP837( 19-AUG-2025 )
AR,Arunachal Pradesh,602,Dharamavaram unit office - AP602( 04-DEC-2024 )
AR,Arunachal Pradesh,421,Dhone MVI Office - AP421( 06-MAY-2022 )
AR,Arunachal Pradesh,231,Gajuwaka RTA - AP231( 06-MAY-2022 )
AR,Arunachal Pradesh,116,Gudiwada RTA - AP116( 05-MAY-2022 )
AR,Arunachal Pradesh,226,Gudur RTA - AP226( 06-MAY-2022 )
AR,Arunachal Pradesh,202,Guntakal UO - AP202( 06-MAY-2022 )
AR,Arunachal Pradesh,7,Guntur RTA - AP7( 25-APR-2022 )
AR,Arunachal Pradesh,102,Hindupur RTA - AP102( 25-APR-2022 )
AR,Arunachal Pradesh,130,Itchapuram MVI Office - AP130( 12-MAY-2022 )
AR,Arunachal Pradesh,616,Jaggayyapet UO - AP616( 05-MAY-2022 )
AR,Arunachal Pradesh,237,JANGAREDDYGUDEM RTA - AP237( 06-MAY-2022 )
AR,Arunachal Pradesh,702,Kalyandurg RTO office - AP702( 04-DEC-2024 )
AR,Arunachal Pradesh,227,Kandukur MVI Office - AP227( 11-MAY-2022 )
AR,Arunachal Pradesh,326,Kavali UO - AP326( 11-MAY-2022 )
AR,Arunachal Pradesh,337,Kovvuru UO - AP337( 12-MAY-2022 )
AR,Arunachal Pradesh,21,Kurnool RTA - AP21( 25-APR-2022 )
AR,Arunachal Pradesh,407,Macherla MVI Office - AP407( 06-MAY-2022 )
AR,Arunachal Pradesh,405,Mandapeta UO - AP405( 06-MAY-2022 )
AR,Arunachal Pradesh,507,Mangalagiri MVI Office - AP507( 06-MAY-2022 )
AR,Arunachal Pradesh,327,Markapur UO - AP327( 12-MAY-2022 )
AR,Arunachal Pradesh,114,Nagari MVI office - AP114( 30-NOV-2024 )
AR,Arunachal Pradesh,316,Nandigama RTA - AP316( 05-MAY-2022 )
AR,Arunachal Pradesh,121,Nandyal RTA - AP121( 25-APR-2022 )
AR,Arunachal Pradesh,107,Narasaraopet RTA - AP107( 25-APR-2022 )
AR,Arunachal Pradesh,331,Narsipatnam MVI Office - AP331( 06-MAY-2022 )
AR,Arunachal Pradesh,26,Nellore RTA - AP26( 25-APR-2022 )
AR,Arunachal Pradesh,416,Nuzvid UO - AP416( 06-MAY-2022 )
AR,Arunachal Pradesh,41,Paderu RTA - AP41( 09-JUN-2022 )
AR,Arunachal Pradesh,637,Palakole UO - AP637( 06-MAY-2022 )
AR,Arunachal Pradesh,230,PALAKONDA RTA - AP230( 12-MAY-2022 )
AR,Arunachal Pradesh,303,Palamaner MVI Office - AP303( 10-MAY-2022 )
AR,Arunachal Pradesh,330,Palasa MVI Office - AP330( 12-MAY-2022 )
AR,Arunachal Pradesh,135,PARVATHIPURAM RTO OFFICE - AP135( 25-APR-2022 )
AR,Arunachal Pradesh,505,Peddapuram MVI Office - AP505( 06-MAY-2022 )
AR,Arunachal Pradesh,607,Piduguralla UO - AP607( 06-MAY-2022 )
AR,Arunachal Pradesh,403,Piler MVI Office - AP403( 12-MAY-2022 )
AR,Arunachal Pradesh,27,Prakasam RTA - AP27( 25-APR-2022 )
AR,Arunachal Pradesh,204,Proddutur RTA - AP204( 06-MAY-2022 )
AR,Arunachal Pradesh,304,Pulivendula MVI Office - AP304( 06-MAY-2022 )
AR,Arunachal Pradesh,113,Punganur UO - AP113( 09-JUN-2022 )
AR,Arunachal Pradesh,503,Puttur MVI Office - AP503( 12-MAY-2022 )
AR,Arunachal Pradesh,105,Rajahmundry RTA - AP105( 25-APR-2022 )
AR,Arunachal Pradesh,404,Rajampet MVI Office - AP404( 12-MAY-2022 )
AR,Arunachal Pradesh,605,Ramachandrapuram UO - AP605( 09-JUN-2022 )
AR,Arunachal Pradesh,705,Ravulapalem UO - AP705( 06-MAY-2022 )
AR,Arunachal Pradesh,504,Rayachoti MVI Office - AP504( 25-APR-2022 )
AR,Arunachal Pradesh,141,REGIONAL TRANSPORT OFFICE RAMPACHODAVARAM - AP141( 04-APR-2023 )
AR,Arunachal Pradesh,37,RTA Eluru - AP37( 25-APR-2022 )
AR,Arunachal Pradesh,5,RTA Kakinada - AP5( 25-APR-2022 )
AR,Arunachal Pradesh,216,RTA MACHILIPATNAM - AP216( 25-APR-2022 )
AR,Arunachal Pradesh,302,RTO KADIRI - AP302( 11-MAY-2022 )
AR,Arunachal Pradesh,203,RTO MADANAPALLE - AP203( 12-MAY-2022 )
AR,Arunachal Pradesh,235,Salur MVI Office - AP235( 12-MAY-2022 )
AR,Arunachal Pradesh,30,Srikakulam RTA - AP30( 25-APR-2022 )
AR,Arunachal Pradesh,603,Srikalahasthi MVI Office - AP603( 12-MAY-2022 )
AR,Arunachal Pradesh,426,Sullurpet UO - AP426( 11-MAY-2022 )
AR,Arunachal Pradesh,437,Tadepalli Gudem UO - AP437( 06-MAY-2022 )
AR,Arunachal Pradesh,402,Tadipatri UO - AP402( 06-MAY-2022 )
AR,Arunachal Pradesh,537,Tanuku UO - AP537( 06-MAY-2022 )
AR,Arunachal Pradesh,430,Tekkali MVI Office - AP430( 12-MAY-2022 )
AR,Arunachal Pradesh,707,TENALI RTA - AP707( 06-MAY-2022 )
AR,Arunachal Pradesh,103,Tirupati RTA - AP103( 25-APR-2022 )
AR,Arunachal Pradesh,305,UNIT OFFICE KATHIPUDI - AP305( 06-MAY-2022 )
AR,Arunachal Pradesh,502,UNIT OFFICE RAYADURG - AP502( 23-JUN-2022 )
AR,Arunachal Pradesh,16,Vijayawada RTA - AP16( 17-FEB-2022 )
AR,Arunachal Pradesh,31,Vishakapatnam RTA - AP31( 25-APR-2022 )
AR,Arunachal Pradesh,35,Vizianagaram RTA - AP35( 25-APR-2022 )
AR,Arunachal Pradesh,516,Vuyyuru UO - AP516( 05-MAY-2022 )
AS,Assam,15,BARPETA - AS15( 29-DEC-2016 )
AS,Assam,28,BASKA - AS28( 13-NOV-2017 )
AS,Assam,32,BISWANATH CHARIALI - AS32( 08-AUG-2019 )
AS,Assam,19,BONGAIGAON - AS19( 24-APR-2017 )
AS,Assam,11,CACHAR - AS11( 05-MAY-2017 )
AS,Assam,33,CHARAIDEO - AS33( 17-JAN-2020 )
AS,Assam,26,CHIRANG - AS26( 25-SEP-2017 )
AS,Assam,13,DARRANG - AS13( 04-MAY-2018 )
AS,Assam,22,DHEMAJI - AS22( 05-OCT-2017 )
AS,Assam,17,DHUBRI - AS17( 05-MAY-2017 )
AS,Assam,6,DIBRUGARH - AS6( 16-FEB-2017 )
AS,Assam,8,DIMA HASAO - AS8( 18-APR-2017 )
AS,Assam,18,GOALPARA - AS18( 09-NOV-2016 )
AS,Assam,5,GOLAGHAT - AS5( 03-MAY-2017 )
AS,Assam,24,HAILAKANDI - AS24( 11-MAR-2019 )
AS,Assam,31,HOJAI - AS31( 09-DEC-2019 )
AS,Assam,3,JORHAT - AS3( 25-APR-2017 )
AS,Assam,1,KAMRUP - AS1( 17-NOV-2016 )
AS,Assam,25,KAMRUP(RURAL) - AS25( 24-NOV-2016 )
AS,Assam,9,KARBI ANGLONG - AS9( 09-APR-2019 )
AS,Assam,10,KARIMGANJ - AS10( 20-JUL-2017 )
AS,Assam,16,KOKRAJHAR - AS16( 24-APR-2017 )
AS,Assam,7,LAKHIMPUR - AS7( 05-OCT-2017 )
AS,Assam,29,MAJULI - AS29( 09-JUL-2019 )
AS,Assam,21,MORIGAON - AS21( 07-APR-2018 )
AS,Assam,2,NAGAON - AS2( 19-APR-2017 )
AS,Assam,14,NALBARI - AS14( 15-DEC-2016 )
AS,Assam,200,"NIAIMT,CACHAR - AS200( 21-OCT-2019 )"
AS,Assam,202,"NIAIMT,HAILAKANDI - AS202( 21-OCT-2019 )"
AS,Assam,201,"NIAIMT,KARIMGANJ - AS201( 21-OCT-2019 )"
AS,Assam,4,SIVASAGAR - AS4( 02-MAY-2017 )
AS,Assam,12,SONITPUR - AS12( 05-JAN-2017 )
AS,Assam,34,SOUTH SALMARA - AS34( 20-DEC-2019 )
AS,Assam,999,STATE TRANSPORT AUTHORITY - AS999( 24-SEP-2018 )
AS,Assam,23,TINSUKIA - AS23( 23-FEB-2017 )
AS,Assam,27,UDALGURI - AS27( 17-AUG-2017 )
BR,Bihar,15,BARPETA - AS15( 29-DEC-2016 )
BR,Bihar,28,BASKA - AS28( 13-NOV-2017 )
BR,Bihar,32,BISWANATH CHARIALI - AS32( 08-AUG-2019 )
BR,Bihar,19,BONGAIGAON - AS19( 24-APR-2017 )
BR,Bihar,11,CACHAR - AS11( 05-MAY-2017 )
BR,Bihar,33,CHARAIDEO - AS33( 17-JAN-2020 )
BR,Bihar,26,CHIRANG - AS26( 25-SEP-2017 )
BR,Bihar,13,DARRANG - AS13( 04-MAY-2018 )
BR,Bihar,22,DHEMAJI - AS22( 05-OCT-2017 )
BR,Bihar,17,DHUBRI - AS17( 05-MAY-2017 )
BR,Bihar,6,DIBRUGARH - AS6( 16-FEB-2017 )
BR,Bihar,8,DIMA HASAO - AS8( 18-APR-2017 )
BR,Bihar,18,GOALPARA - AS18( 09-NOV-2016 )
BR,Bihar,5,GOLAGHAT - AS5( 03-MAY-2017 )
BR,Bihar,24,HAILAKANDI - AS24( 11-MAR-2019 )
BR,Bihar,31,HOJAI - AS31( 09-DEC-2019 )
BR,Bihar,3,JORHAT - AS3( 25-APR-2017 )
BR,Bihar,1,KAMRUP - AS1( 17-NOV-2016 )
BR,Bihar,25,KAMRUP(RURAL) - AS25( 24-NOV-2016 )
BR,Bihar,9,KARBI ANGLONG - AS9( 09-APR-2019 )
BR,Bihar,10,KARIMGANJ - AS10( 20-JUL-2017 )
BR,Bihar,16,KOKRAJHAR - AS16( 24-APR-2017 )
BR,Bihar,7,LAKHIMPUR - AS7( 05-OCT-2017 )
BR,Bihar,29,MAJULI - AS29( 09-JUL-2019 )
BR,Bihar,21,MORIGAON - AS21( 07-APR-2018 )
BR,Bihar,2,NAGAON - AS2( 19-APR-2017 )
BR,Bihar,14,NALBARI - AS14( 15-DEC-2016 )
BR,Bihar,200,"NIAIMT,CACHAR - AS200( 21-OCT-2019 )"
BR,Bihar,202,"NIAIMT,HAILAKANDI - AS202( 21-OCT-2019 )"
BR,Bihar,201,"NIAIMT,KARIMGANJ - AS201( 21-OCT-2019 )"
BR,Bihar,4,SIVASAGAR - AS4( 02-MAY-2017 )
BR,Bihar,12,SONITPUR - AS12( 05-JAN-2017 )
BR,Bihar,34,SOUTH SALMARA - AS34( 20-DEC-2019 )
BR,Bihar,999,STATE TRANSPORT AUTHORITY - AS999( 24-SEP-2018 )
BR,Bihar,23,TINSUKIA - AS23( 23-FEB-2017 )
BR,Bihar,27,UDALGURI - AS27( 17-AUG-2017 )
CG,Chhattisgarh,3,AIG(F/P) PHQ - CG3( 22-APR-2025 )
CG,Chhattisgarh,15,Ambikapur RTO - CG15( 27-DEC-2018 )
CG,Chhattisgarh,16,BAIKUNTHPUR DTO - CG16( 20-DEC-2018 )
CG,Chhattisgarh,22,Baloda Bazar DTO - CG22( 20-SEP-2018 )
CG,Chhattisgarh,24,Balod DTO - CG24( 04-SEP-2018 )
CG,Chhattisgarh,30,Balrampur DTO - CG30( 21-DEC-2018 )
CG,Chhattisgarh,25,Bemetara DTO - CG25( 20-SEP-2018 )
CG,Chhattisgarh,20,Bijapur DTO - CG20( 07-AUG-2018 )
CG,Chhattisgarh,10,Bilaspur RTO - CG10( 29-AUG-2018 )
CG,Chhattisgarh,18,Dantewada DTO - CG18( 27-AUG-2018 )
CG,Chhattisgarh,5,Dhamtari DTO - CG5( 31-AUG-2018 )
CG,Chhattisgarh,7,DURG RTO - CG7( 01-OCT-2018 )
CG,Chhattisgarh,23,Gariyaband DTO - CG23( 04-SEP-2018 )
CG,Chhattisgarh,31,Gaurela-Pendra-Marwahi DTO - CG31( 09-APR-2021 )
CG,Chhattisgarh,17,JAGDALPUR RTO - CG17( 01-OCT-2018 )
CG,Chhattisgarh,11,Janjgir Champa DTO - CG11( 27-AUG-2018 )
CG,Chhattisgarh,14,Jashpur DTO - CG14( 21-DEC-2018 )
CG,Chhattisgarh,19,KANKER DTO - CG19( 22-SEP-2018 )
CG,Chhattisgarh,9,KAWARDHA DTO - CG9( 20-SEP-2018 )
CG,Chhattisgarh,27,KONDAGAON DTO - CG27( 22-SEP-2018 )
CG,Chhattisgarh,12,Korba DTO - CG12( 25-AUG-2018 )
CG,Chhattisgarh,6,Mahasamund DTO - CG6( 27-MAR-2018 )
CG,Chhattisgarh,28,Mungeli DTO - CG28( 27-JUL-2018 )
CG,Chhattisgarh,21,Narayanpur DTO - CG21( 07-AUG-2018 )
CG,Chhattisgarh,13,Raigarh DTO - CG13( 27-AUG-2018 )
CG,Chhattisgarh,4,Raipur RTO - CG4( 28-SEP-2018 )
CG,Chhattisgarh,8,Rajnandgaon ARTO - CG8( 30-AUG-2018 )
CG,Chhattisgarh,998,RTA TC NAWA RAIPUR - CG998( 06-JUL-2020 )
CG,Chhattisgarh,99,State Transport Authority - CG99( 01-JAN-2019 )
CG,Chhattisgarh,26,Sukma DTO - CG26( 04-SEP-2018 )
CG,Chhattisgarh,29,Surajpur DTO - CG29( 20-DEC-2018 )
CH,Chandigarh,3,AIG(F/P) PHQ - CG3( 22-APR-2025 )
CH,Chandigarh,15,Ambikapur RTO - CG15( 27-DEC-2018 )
CH,Chandigarh,16,BAIKUNTHPUR DTO - CG16( 20-DEC-2018 )
CH,Chandigarh,22,Baloda Bazar DTO - CG22( 20-SEP-2018 )
CH,Chandigarh,24,Balod DTO - CG24( 04-SEP-2018 )
CH,Chandigarh,30,Balrampur DTO - CG30( 21-DEC-2018 )
CH,Chandigarh,25,Bemetara DTO - CG25( 20-SEP-2018 )
CH,Chandigarh,20,Bijapur DTO - CG20( 07-AUG-2018 )
CH,Chandigarh,10,Bilaspur RTO - CG10( 29-AUG-2018 )
CH,Chandigarh,18,Dantewada DTO - CG18( 27-AUG-2018 )
CH,Chandigarh,5,Dhamtari DTO - CG5( 31-AUG-2018 )
CH,Chandigarh,7,DURG RTO - CG7( 01-OCT-2018 )
CH,Chandigarh,23,Gariyaband DTO - CG23( 04-SEP-2018 )
CH,Chandigarh,31,Gaurela-Pendra-Marwahi DTO - CG31( 09-APR-2021 )
CH,Chandigarh,17,JAGDALPUR RTO - CG17( 01-OCT-2018 )
CH,Chandigarh,11,Janjgir Champa DTO - CG11( 27-AUG-2018 )
CH,Chandigarh,14,Jashpur DTO - CG14( 21-DEC-2018 )
CH,Chandigarh,19,KANKER DTO - CG19( 22-SEP-2018 )
CH,Chandigarh,9,KAWARDHA DTO - CG9( 20-SEP-2018 )
CH,Chandigarh,27,KONDAGAON DTO - CG27( 22-SEP-2018 )
CH,Chandigarh,12,Korba DTO - CG12( 25-AUG-2018 )
CH,Chandigarh,6,Mahasamund DTO - CG6( 27-MAR-2018 )
CH,Chandigarh,28,Mungeli DTO - CG28( 27-JUL-2018 )
CH,Chandigarh,21,Narayanpur DTO - CG21( 07-AUG-2018 )
CH,Chandigarh,13,Raigarh DTO - CG13( 27-AUG-2018 )
CH,Chandigarh,4,Raipur RTO - CG4( 28-SEP-2018 )
CH,Chandigarh,8,Rajnandgaon ARTO - CG8( 30-AUG-2018 )
CH,Chandigarh,998,RTA TC NAWA RAIPUR - CG998( 06-JUL-2020 )
CH,Chandigarh,99,State Transport Authority - CG99( 01-JAN-2019 )
CH,Chandigarh,26,Sukma DTO - CG26( 04-SEP-2018 )
CH,Chandigarh,29,Surajpur DTO - CG29( 20-DEC-2018 )
DD,UT of DNH and DD,1,CHANDIGARH UT (RLA AND STA) - CH1( 08-JAN-2018 )
DL,Delhi,3,DAMAN - DD3( 14-DEC-2017 )
DL,Delhi,2,DIU - DD2( 14-DEC-2017 )
DL,Delhi,1,SILVASSA - DD1( 20-DEC-2017 )
GA,Goa,53,BURARI AUTO UNIT - DL53( 08-APR-2016 )
GA,Goa,52,BURARI TAXI UNIT - DL52( 08-APR-2016 )
GA,Goa,9,DWARKA - DL9( 28-JUL-2015 )
GA,Goa,2,I P ESTATE - DL2( 01-JUN-2015 )
GA,Goa,4,JANAKPURI - DL4( 24-JUL-2015 )
GA,Goa,207,JHULJHULI FITNESS CENTER - DL207( 19-JUN-2017 )
GA,Goa,205,KAIR CLUSTER BUS FITNESS CENTER - DL205( 18-JAN-2017 )
GA,Goa,206,KUSHAKNALA CLUSTER BUS FITNESS CENTER - DL206( 18-JAN-2017 )
GA,Goa,201,LADO SARAI FITNESS CENTER - DL201( 18-JAN-2017 )
GA,Goa,5,LONI ROAD - DL5( 09-SEP-2015 )
GA,Goa,1,MALL ROAD - DL1( 12-OCT-2015 )
GA,Goa,7,MAYUR VIHAR - DL7( 29-JUN-2015 )
GA,Goa,204,RAJA GARDEN FITNESS CENTER - DL204( 18-JAN-2017 )
GA,Goa,10,RAJOURI GARDEN - DL10( 12-AUG-2015 )
GA,Goa,51,RAJPUR ROAD/VIU BURARI - DL51( 08-APR-2016 )
GA,Goa,11,ROHINI - DL11( 14-AUG-2015 )
GA,Goa,6,SARAI KALE KHAN - DL6( 10-SEP-2015 )
GA,Goa,202,SHAKUR BASTI FITNESS CENTER - DL202( 18-JAN-2017 )
GA,Goa,3,SOUTH DELHI - DL3( 15-SEP-2015 )
GA,Goa,13,SURAJMAL VIHAR - DL13( 26-JUN-2015 )
GA,Goa,12,VASANT VIHAR - DL12( 01-JUN-2015 )
GA,Goa,203,VISHWAS NAGAR FITNESS CENTER - DL203( 18-JAN-2017 )
GA,Goa,8,WAZIRPUR - DL8( 17-SEP-2015 )
GJ,Gujarat,107,ASSISTANT DIRECTOR OF TRANSPORT ENF. (NORTH) PANAJI - GA107( 25-JAN-2021 )
GJ,Gujarat,108,ASSISTANT DIRECTOR OF TRANSPORT ENF. (SOUTH) MARGAO - GA108( 08-MAR-2021 )
GJ,Gujarat,4,BICHOLIM RTO - GA4( 04-SEP-2017 )
GJ,Gujarat,10,CANACONA RTO - GA10( 04-OCT-2017 )
GJ,Gujarat,12,DHARBANDORA RTO - GA12( 18-SEP-2017 )
GJ,Gujarat,3,MAPUSA RTO - GA3( 18-SEP-2017 )
GJ,Gujarat,8,MARGAO RTO - GA8( 04-OCT-2017 )
GJ,Gujarat,7,PANAJI RTO - GA7( 03-JUL-2017 )
GJ,Gujarat,11,PERNEM RTO - GA11( 04-SEP-2017 )
GJ,Gujarat,5,PONDA RTO - GA5( 11-SEP-2017 )
GJ,Gujarat,9,QUEPEM RTO - GA9( 18-SEP-2017 )
GJ,Gujarat,999,"STATE TRANSPORT AUTHORITY, GOA - GA999( 01-JUN-2021 )"
GJ,Gujarat,6,VASCO RTO - GA6( 11-SEP-2017 )
HP,Himachal Pradesh,113,HRTC BAIJNATH - HP113( 18-DEC-2017 )
HP,Himachal Pradesh,105,HRTC BILASPUR - HP105( 18-DEC-2017 )
HP,Himachal Pradesh,115,HRTC CHAMBA - HP115( 18-DEC-2017 )
HP,Himachal Pradesh,114,HRTC DEHRA - HP114( 11-DEC-2017 )
HP,Himachal Pradesh,111,HRTC DHARAMSHALA - HP111( 20-NOV-2017 )
HP,Himachal Pradesh,119,HRTC HAMIRPUR - HP119( 11-DEC-2017 )
HP,Himachal Pradesh,107,HRTC JASSUR - HP107( 18-DEC-2017 )
HP,Himachal Pradesh,104,HRTC KULLU - HP104( 18-DEC-2017 )
HP,Himachal Pradesh,106,HRTC MANDI - HP106( 18-DEC-2017 )
HP,Himachal Pradesh,110,HRTC NAHAN - HP110( 18-DEC-2017 )
HP,Himachal Pradesh,109,HRTC NALAGARH - HP109( 11-DEC-2017 )
HP,Himachal Pradesh,112,HRTC PALAMPUR - HP112( 18-DEC-2017 )
HP,Himachal Pradesh,122,HRTC RAMPUR - HP122( 18-DEC-2017 )
HP,Himachal Pradesh,116,HRTC SARKAGHAT - HP116( 18-DEC-2017 )
HP,Himachal Pradesh,121,HRTC SHIMLA(RURAL) - HP121( 18-DEC-2017 )
HP,Himachal Pradesh,117,HRTC SUNDERNAGAR - HP117( 18-DEC-2017 )
HP,Himachal Pradesh,103,HRTC TARADEVI - HP103( 18-DEC-2017 )
HP,Himachal Pradesh,108,HRTC UNA - HP108( 11-DEC-2017 )
HP,Himachal Pradesh,19,RLA AMB - HP19( 07-JUL-2017 )
HP,Himachal Pradesh,35,RLA ANI - HP35( 15-JUL-2017 )
HP,Himachal Pradesh,11,RLA ARKI - HP11( 07-JUL-2017 )
HP,Himachal Pradesh,127,RLA BADDI - HP127( 26-OCT-2024 )
HP,Himachal Pradesh,53,RLA BAIJNATH - HP53( 30-JUN-2017 )
HP,Himachal Pradesh,82,RLA BALH - HP82( 19-JUL-2017 )
HP,Himachal Pradesh,123,RLA BALICHOWKI - HP123( 25-JUN-2022 )
HP,Himachal Pradesh,78,RLA BANGANA - HP78( 22-JUL-2017 )
HP,Himachal Pradesh,49,RLA BANJAR - HP49( 15-JUL-2017 )
HP,Himachal Pradesh,21,RLA BARSAR - HP21( 10-JUL-2017 )
HP,Himachal Pradesh,46,RLA BHARMOUR - HP46( 12-JUL-2017 )
HP,Himachal Pradesh,74,RLA BHORANJ - HP74( 10-JUL-2017 )
HP,Himachal Pradesh,24,RLA BILASPUR - HP24( 12-JUN-2017 )
HP,Himachal Pradesh,48,RLA CHAMBA - HP48( 12-JUN-2017 )
HP,Himachal Pradesh,8,RLA CHOPAL - HP8( 21-JUN-2017 )
HP,Himachal Pradesh,44,RLA CHURAH - HP44( 07-JUL-2017 )
HP,Himachal Pradesh,57,RLA CHUWARI - HP57( 07-JUL-2017 )
HP,Himachal Pradesh,47,RLA DALHOUSIE - HP47( 05-JUL-2017 )
HP,Himachal Pradesh,36,RLA DEHRA - HP36( 12-JUL-2017 )
HP,Himachal Pradesh,86,RLA DHARAMPUR - HP86( 19-JUL-2017 )
HP,Himachal Pradesh,39,RLA DHARAMSHALA - HP39( 22-MAY-2017 )
HP,Himachal Pradesh,96,RLA DHEERA - HP96( 05-MAR-2018 )
HP,Himachal Pradesh,77,RLA DODRA KAWAR - HP77( 21-JUN-2017 )
HP,Himachal Pradesh,88,RLA FATHEPUR - HP88( 26-DEC-2016 )
HP,Himachal Pradesh,101,RLA GAGRET - HP101( 19-NOV-2019 )
HP,Himachal Pradesh,23,RLA GHUMARVI - HP23( 05-JUL-2017 )
HP,Himachal Pradesh,32,RLA GOHAR - HP32( 15-JUL-2017 )
HP,Himachal Pradesh,22,RLA HAMIRPUR - HP22( 12-JUN-2017 )
HP,Himachal Pradesh,80,RLA HAROLI - HP80( 15-JUL-2017 )
HP,Himachal Pradesh,97,RLA INDORA - HP97( 19-FEB-2018 )
HP,Himachal Pradesh,56,RLA JAISINGPUR - HP56( 30-JUN-2017 )
HP,Himachal Pradesh,83,RLA JAWALAJI - HP83( 19-JUL-2017 )
HP,Himachal Pradesh,54,RLA JAWALI - HP54( 15-JUL-2017 )
HP,Himachal Pradesh,89,RLA JHANDUTTA - HP89( 13-JUN-2017 )
HP,Himachal Pradesh,29,RLA JOGINDER NAGAR - HP29( 15-JUL-2017 )
HP,Himachal Pradesh,75,RLA JUBBAL - HP75( 10-FEB-2023 )
HP,Himachal Pradesh,125,RLA KAFFOTA - HP125( 25-NOV-2022 )
HP,Himachal Pradesh,25,RLA KALPA - HP25( 12-JUN-2017 )
HP,Himachal Pradesh,13,RLA KANDAGHAT - HP13( 19-JUL-2017 )
HP,Himachal Pradesh,40,RLA KANGRA - HP40( 01-JUL-2017 )
HP,Himachal Pradesh,30,RLA KARSOG - HP30( 15-JUL-2017 )
HP,Himachal Pradesh,98,RLA KASAULI - HP98( 25-JUN-2021 )
HP,Himachal Pradesh,41,RLA KAZA - HP41( 17-JUL-2017 )
HP,Himachal Pradesh,42,RLA KELANG - HP42( 12-JUN-2017 )
HP,Himachal Pradesh,99,RLA KOTKHAI - HP99( 10-FEB-2023 )
HP,Himachal Pradesh,102,RLA KOTLI - HP102( 12-MAR-2022 )
HP,Himachal Pradesh,34,RLA KULU - HP34( 12-JUN-2017 )
HP,Himachal Pradesh,95,RLA KUMARSAIN - HP95( 26-JUL-2017 )
HP,Himachal Pradesh,126,RLA KUPVI - HP126( 10-FEB-2023 )
HP,Himachal Pradesh,58,RLA MANALI - HP58( 05-JUL-2017 )
HP,Himachal Pradesh,33,RLA MANDI - HP33( 12-JUN-2017 )
HP,Himachal Pradesh,55,RLA NADAUN - HP55( 05-JUL-2017 )
HP,Himachal Pradesh,94,RLA NAGROTA BAGWAN - HP94( 29-SEP-2017 )
HP,Himachal Pradesh,18,RLA NAHAN - HP18( 12-JUN-2017 )
HP,Himachal Pradesh,12,RLA NALAGARH - HP12( 21-JUN-2017 )
HP,Himachal Pradesh,26,RLA NICHAR - HP26( 21-JUN-2017 )
HP,Himachal Pradesh,124,RLA NIRMAND - HP124( 05-SEP-2022 )
