state_code,state_name,rto_code,rto_name
ML,Meghalaya,29,YAWATMAL - MH29( 07-JUL-2017 )
MN,Manipur,14,AMPATI - ML14( 03-NOV-2017 )
MN,Manipur,9,BAGHMARA - ML9( 02-FEB-2017 )
MN,Manipur,98,Commissioner of Transport - null98( 07-MAY-2025 )
MN,Manipur,4,JOWAI - ML4( 03-AUG-2017 )
MN,Manipur,11,KHLIEHRIAT - ML11( 11-JUL-2017 )
MN,Manipur,15,MAIRANG - ML15( 05-JUL-2022 )
MN,Manipur,12,MAWKYRWAT - ML12( 26-FEB-2018 )
MN,Manipur,10,NONGPOH - ML10( 06-MAR-2017 )
MN,Manipur,6,NONGSTOIN - ML6( 08-DEC-2017 )
MN,Manipur,13,RESUBELPARA - ML13( 19-DEC-2017 )
MN,Manipur,5,SHILLONG - ML5( 29-FEB-2016 )
MN,Manipur,99,STATE TRANSPORT AUTHORITY - ML99( 28-NOV-2017 )
MN,Manipur,8,TURA - ML8( 31-JAN-2017 )
MN,Manipur,7,WILLIAMNAGAR - ML7( 14-AUG-2017 )
MP,Madhya Pradesh,14,AMPATI - ML14( 03-NOV-2017 )
MP,Madhya Pradesh,9,BAGHMARA - ML9( 02-FEB-2017 )
MP,Madhya Pradesh,98,Commissioner of Transport - null98( 07-MAY-2025 )
MP,Madhya Pradesh,4,JOWAI - ML4( 03-AUG-2017 )
MP,Madhya Pradesh,11,KHLIEHRIAT - ML11( 11-JUL-2017 )
MP,Madhya Pradesh,15,MAIRANG - ML15( 05-JUL-2022 )
MP,Madhya Pradesh,12,MAWKYRWAT - ML12( 26-FEB-2018 )
MP,Madhya Pradesh,10,NONGPOH - ML10( 06-MAR-2017 )
MP,Madhya Pradesh,6,NONGSTOIN - ML6( 08-DEC-2017 )
MP,Madhya Pradesh,13,RESUBELPARA - ML13( 19-DEC-2017 )
MP,Madhya Pradesh,5,SHILLONG - ML5( 29-FEB-2016 )
MP,Madhya Pradesh,99,STATE TRANSPORT AUTHORITY - ML99( 28-NOV-2017 )
MP,Madhya Pradesh,8,TURA - ML8( 31-JAN-2017 )
MP,Madhya Pradesh,7,WILLIAMNAGAR - ML7( 14-AUG-2017 )
MZ,Mizoram,14,AMPATI - ML14( 03-NOV-2017 )
MZ,Mizoram,9,BAGHMARA - ML9( 02-FEB-2017 )
MZ,Mizoram,98,Commissioner of Transport - null98( 07-MAY-2025 )
MZ,Mizoram,4,JOWAI - ML4( 03-AUG-2017 )
MZ,Mizoram,11,KHLIEHRIAT - ML11( 11-JUL-2017 )
MZ,Mizoram,15,MAIRANG - ML15( 05-JUL-2022 )
MZ,Mizoram,12,MAWKYRWAT - ML12( 26-FEB-2018 )
MZ,Mizoram,10,NONGPOH - ML10( 06-MAR-2017 )
MZ,Mizoram,6,NONGSTOIN - ML6( 08-DEC-2017 )
MZ,Mizoram,13,RESUBELPARA - ML13( 19-DEC-2017 )
MZ,Mizoram,5,SHILLONG - ML5( 29-FEB-2016 )
MZ,Mizoram,99,STATE TRANSPORT AUTHORITY - ML99( 28-NOV-2017 )
MZ,Mizoram,8,TURA - ML8( 31-JAN-2017 )
MZ,Mizoram,7,WILLIAMNAGAR - ML7( 14-AUG-2017 )
NL,Nagaland,14,AMPATI - ML14( 03-NOV-2017 )
NL,Nagaland,9,BAGHMARA - ML9( 02-FEB-2017 )
NL,Nagaland,98,Commissioner of Transport - null98( 07-MAY-2025 )
NL,Nagaland,4,JOWAI - ML4( 03-AUG-2017 )
NL,Nagaland,11,KHLIEHRIAT - ML11( 11-JUL-2017 )
NL,Nagaland,15,MAIRANG - ML15( 05-JUL-2022 )
NL,Nagaland,12,MAWKYRWAT - ML12( 26-FEB-2018 )
NL,Nagaland,10,NONGPOH - ML10( 06-MAR-2017 )
NL,Nagaland,6,NONGSTOIN - ML6( 08-DEC-2017 )
NL,Nagaland,13,RESUBELPARA - ML13( 19-DEC-2017 )
NL,Nagaland,5,SHILLONG - ML5( 29-FEB-2016 )
NL,Nagaland,99,STATE TRANSPORT AUTHORITY - ML99( 28-NOV-2017 )
NL,Nagaland,8,TURA - ML8( 31-JAN-2017 )
NL,Nagaland,7,WILLIAMNAGAR - ML7( 14-AUG-2017 )
OR,Odisha,14,AMPATI - ML14( 03-NOV-2017 )
OR,Odisha,9,BAGHMARA - ML9( 02-FEB-2017 )
OR,Odisha,98,Commissioner of Transport - null98( 07-MAY-2025 )
OR,Odisha,4,JOWAI - ML4( 03-AUG-2017 )
OR,Odisha,11,KHLIEHRIAT - ML11( 11-JUL-2017 )
OR,Odisha,15,MAIRANG - ML15( 05-JUL-2022 )
OR,Odisha,12,MAWKYRWAT - ML12( 26-FEB-2018 )
OR,Odisha,10,NONGPOH - ML10( 06-MAR-2017 )
OR,Odisha,6,NONGSTOIN - ML6( 08-DEC-2017 )
OR,Odisha,13,RESUBELPARA - ML13( 19-DEC-2017 )
OR,Odisha,5,SHILLONG - ML5( 29-FEB-2016 )
OR,Odisha,99,STATE TRANSPORT AUTHORITY - ML99( 28-NOV-2017 )
OR,Odisha,8,TURA - ML8( 31-JAN-2017 )
OR,Odisha,7,WILLIAMNAGAR - ML7( 14-AUG-2017 )
PB,Punjab,14,AMPATI - ML14( 03-NOV-2017 )
PB,Punjab,9,BAGHMARA - ML9( 02-FEB-2017 )
PB,Punjab,98,Commissioner of Transport - null98( 07-MAY-2025 )
PB,Punjab,4,JOWAI - ML4( 03-AUG-2017 )
PB,Punjab,11,KHLIEHRIAT - ML11( 11-JUL-2017 )
PB,Punjab,15,MAIRANG - ML15( 05-JUL-2022 )
PB,Punjab,12,MAWKYRWAT - ML12( 26-FEB-2018 )
PB,Punjab,10,NONGPOH - ML10( 06-MAR-2017 )
PB,Punjab,6,NONGSTOIN - ML6( 08-DEC-2017 )
PB,Punjab,13,RESUBELPARA - ML13( 19-DEC-2017 )
PB,Punjab,5,SHILLONG - ML5( 29-FEB-2016 )
PB,Punjab,99,STATE TRANSPORT AUTHORITY - ML99( 28-NOV-2017 )
PB,Punjab,8,TURA - ML8( 31-JAN-2017 )
PB,Punjab,7,WILLIAMNAGAR - ML7( 14-AUG-2017 )
PY,Puducherry,14,AMPATI - ML14( 03-NOV-2017 )
PY,Puducherry,9,BAGHMARA - ML9( 02-FEB-2017 )
PY,Puducherry,98,Commissioner of Transport - null98( 07-MAY-2025 )
PY,Puducherry,4,JOWAI - ML4( 03-AUG-2017 )
PY,Puducherry,11,KHLIEHRIAT - ML11( 11-JUL-2017 )
PY,Puducherry,15,MAIRANG - ML15( 05-JUL-2022 )
PY,Puducherry,12,MAWKYRWAT - ML12( 26-FEB-2018 )
PY,Puducherry,10,NONGPOH - ML10( 06-MAR-2017 )
PY,Puducherry,6,NONGSTOIN - ML6( 08-DEC-2017 )
PY,Puducherry,13,RESUBELPARA - ML13( 19-DEC-2017 )
PY,Puducherry,5,SHILLONG - ML5( 29-FEB-2016 )
PY,Puducherry,99,STATE TRANSPORT AUTHORITY - ML99( 28-NOV-2017 )
PY,Puducherry,8,TURA - ML8( 31-JAN-2017 )
PY,Puducherry,7,WILLIAMNAGAR - ML7( 14-AUG-2017 )
RJ,Rajasthan,14,AMPATI - ML14( 03-NOV-2017 )
RJ,Rajasthan,9,BAGHMARA - ML9( 02-FEB-2017 )
RJ,Rajasthan,98,Commissioner of Transport - null98( 07-MAY-2025 )
RJ,Rajasthan,4,JOWAI - ML4( 03-AUG-2017 )
RJ,Rajasthan,11,KHLIEHRIAT - ML11( 11-JUL-2017 )
RJ,Rajasthan,15,MAIRANG - ML15( 05-JUL-2022 )
RJ,Rajasthan,12,MAWKYRWAT - ML12( 26-FEB-2018 )
RJ,Rajasthan,10,NONGPOH - ML10( 06-MAR-2017 )
RJ,Rajasthan,6,NONGSTOIN - ML6( 08-DEC-2017 )
RJ,Rajasthan,13,RESUBELPARA - ML13( 19-DEC-2017 )
RJ,Rajasthan,5,SHILLONG - ML5( 29-FEB-2016 )
RJ,Rajasthan,99,STATE TRANSPORT AUTHORITY - ML99( 28-NOV-2017 )
RJ,Rajasthan,8,TURA - ML8( 31-JAN-2017 )
RJ,Rajasthan,7,WILLIAMNAGAR - ML7( 14-AUG-2017 )
SK,Sikkim,14,AMPATI - ML14( 03-NOV-2017 )
SK,Sikkim,9,BAGHMARA - ML9( 02-FEB-2017 )
SK,Sikkim,98,Commissioner of Transport - null98( 07-MAY-2025 )
SK,Sikkim,4,JOWAI - ML4( 03-AUG-2017 )
SK,Sikkim,11,KHLIEHRIAT - ML11( 11-JUL-2017 )
SK,Sikkim,15,MAIRANG - ML15( 05-JUL-2022 )
SK,Sikkim,12,MAWKYRWAT - ML12( 26-FEB-2018 )
SK,Sikkim,10,NONGPOH - ML10( 06-MAR-2017 )
SK,Sikkim,6,NONGSTOIN - ML6( 08-DEC-2017 )
SK,Sikkim,13,RESUBELPARA - ML13( 19-DEC-2017 )
SK,Sikkim,5,SHILLONG - ML5( 29-FEB-2016 )
SK,Sikkim,99,STATE TRANSPORT AUTHORITY - ML99( 28-NOV-2017 )
SK,Sikkim,8,TURA - ML8( 31-JAN-2017 )
SK,Sikkim,7,WILLIAMNAGAR - ML7( 14-AUG-2017 )
TN,Tamil Nadu,2,GYALSING - SK2( 05-JUL-2017 )
TN,Tamil Nadu,4,JORETHANG - SK4( 19-APR-2018 )
TN,Tamil Nadu,3,MANGAN - SK3( 24-APR-2017 )
TN,Tamil Nadu,5,NAMCHI - SK5( 01-DEC-2017 )
TN,Tamil Nadu,99,"Office of the Secretary, STA - SK99( 23-JAN-2024 )"
TN,Tamil Nadu,7,Pakyong - SK7( 12-JUN-2018 )
TN,Tamil Nadu,1,RTO GANGTOK - SK1( 12-SEP-2016 )
TN,Tamil Nadu,8,"Singtam, East Sikkim - SK8( 25-JAN-2019 )"
TN,Tamil Nadu,6,SORENG - SK6( 02-APR-2018 )
TR,Tripura,2,GYALSING - SK2( 05-JUL-2017 )
TR,Tripura,4,JORETHANG - SK4( 19-APR-2018 )
TR,Tripura,3,MANGAN - SK3( 24-APR-2017 )
TR,Tripura,5,NAMCHI - SK5( 01-DEC-2017 )
TR,Tripura,99,"Office of the Secretary, STA - SK99( 23-JAN-2024 )"
TR,Tripura,7,Pakyong - SK7( 12-JUN-2018 )
TR,Tripura,1,RTO GANGTOK - SK1( 12-SEP-2016 )
TR,Tripura,8,"Singtam, East Sikkim - SK8( 25-JAN-2019 )"
TR,Tripura,6,SORENG - SK6( 02-APR-2018 )
UK,Uttarakhand,2,GYALSING - SK2( 05-JUL-2017 )
UK,Uttarakhand,4,JORETHANG - SK4( 19-APR-2018 )
UK,Uttarakhand,3,MANGAN - SK3( 24-APR-2017 )
UK,Uttarakhand,5,NAMCHI - SK5( 01-DEC-2017 )
UK,Uttarakhand,99,"Office of the Secretary, STA - SK99( 23-JAN-2024 )"
UK,Uttarakhand,7,Pakyong - SK7( 12-JUN-2018 )
UK,Uttarakhand,1,RTO GANGTOK - SK1( 12-SEP-2016 )
UK,Uttarakhand,8,"Singtam, East Sikkim - SK8( 25-JAN-2019 )"
UK,Uttarakhand,6,SORENG - SK6( 02-APR-2018 )
UP,Uttar Pradesh,2,GYALSING - SK2( 05-JUL-2017 )
UP,Uttar Pradesh,4,JORETHANG - SK4( 19-APR-2018 )
UP,Uttar Pradesh,3,MANGAN - SK3( 24-APR-2017 )
UP,Uttar Pradesh,5,NAMCHI - SK5( 01-DEC-2017 )
UP,Uttar Pradesh,99,"Office of the Secretary, STA - SK99( 23-JAN-2024 )"
UP,Uttar Pradesh,7,Pakyong - SK7( 12-JUN-2018 )
UP,Uttar Pradesh,1,RTO GANGTOK - SK1( 12-SEP-2016 )
UP,Uttar Pradesh,8,"Singtam, East Sikkim - SK8( 25-JAN-2019 )"
UP,Uttar Pradesh,6,SORENG - SK6( 02-APR-2018 )
WB,West Bengal,2,GYALSING - SK2( 05-JUL-2017 )
WB,West Bengal,4,JORETHANG - SK4( 19-APR-2018 )
WB,West Bengal,3,MANGAN - SK3( 24-APR-2017 )
WB,West Bengal,5,NAMCHI - SK5( 01-DEC-2017 )
WB,West Bengal,99,"Office of the Secretary, STA - SK99( 23-JAN-2024 )"
WB,West Bengal,7,Pakyong - SK7( 12-JUN-2018 )
WB,West Bengal,1,RTO GANGTOK - SK1( 12-SEP-2016 )
WB,West Bengal,8,"Singtam, East Sikkim - SK8( 25-JAN-2019 )"
WB,West Bengal,6,SORENG - SK6( 02-APR-2018 )
