S No,Norms,State,Year,Vehicle Class,Value
1,BHARAT STAGE VI,Lakshadweep(9),2025,Omni Bus,1
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,Omni Bus,0
3,CEV STAGE V,Lakshadweep(9),2025,Omni Bus,0
4,NOT AVAILABLE,Lakshadweep(9),2025,Omni Bus,0
1,BHARAT STAGE VI,Lakshadweep(9),2025,Dumper,0
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,Dumper,0
3,CEV STAGE V,Lakshadweep(9),2025,Dumper,0
4,NOT AVAILABLE,Lakshadweep(9),2025,Dumper,0
1,BHARAT STAGE VI,Lakshadweep(9),2025,Excavator (Commercial),0
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,Excavator (Commercial),0
3,CEV STAGE V,Lakshadweep(9),2025,Excavator (Commercial),0
4,NOT AVAILABLE,Lakshadweep(9),2025,Excavator (Commercial),0
1,BHARAT STAGE VI,Lakshadweep(9),2025,Trailer (Commercial),0
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,Trailer (Commercial),0
3,CEV STAGE V,Lakshadweep(9),2025,Trailer (Commercial),0
4,NOT AVAILABLE,Lakshadweep(9),2025,Trailer (Commercial),0
1,BHARAT STAGE VI,Lakshadweep(9),2025,Tractor-Trolley(Commercial),0
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,Tractor-Trolley(Commercial),0
3,CEV STAGE V,Lakshadweep(9),2025,Tractor-Trolley(Commercial),0
4,NOT AVAILABLE,Lakshadweep(9),2025,Tractor-Trolley(Commercial),0
1,BHARAT STAGE VI,Lakshadweep(9),2025,Semi-Trailer (Commercial),0
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,Semi-Trailer (Commercial),0
3,CEV STAGE V,Lakshadweep(9),2025,Semi-Trailer (Commercial),0
4,NOT AVAILABLE,Lakshadweep(9),2025,Semi-Trailer (Commercial),0
1,BHARAT STAGE VI,Lakshadweep(9),2025,Construction Equipment Vehicle (Commercial),0
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,Construction Equipment Vehicle (Commercial),0
3,CEV STAGE V,Lakshadweep(9),2025,Construction Equipment Vehicle (Commercial),0
4,NOT AVAILABLE,Lakshadweep(9),2025,Construction Equipment Vehicle (Commercial),0
1,BHARAT STAGE VI,Lakshadweep(9),2025,Quadricycle (Commercial),0
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,Quadricycle (Commercial),0
3,CEV STAGE V,Lakshadweep(9),2025,Quadricycle (Commercial),0
4,NOT AVAILABLE,Lakshadweep(9),2025,Quadricycle (Commercial),0
1,BHARAT STAGE VI,Lakshadweep(9),2025,Modular Hydraulic Trailer,0
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,Modular Hydraulic Trailer,0
3,CEV STAGE V,Lakshadweep(9),2025,Modular Hydraulic Trailer,0
4,NOT AVAILABLE,Lakshadweep(9),2025,Modular Hydraulic Trailer,0
1,BHARAT STAGE VI,Lakshadweep(9),2025,Vintage Motor Vehicle,0
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,Vintage Motor Vehicle,0
3,CEV STAGE V,Lakshadweep(9),2025,Vintage Motor Vehicle,0
4,NOT AVAILABLE,Lakshadweep(9),2025,Vintage Motor Vehicle,0
1,BHARAT STAGE III,Maharashtra(59),2025,M-Cycle/Scooter,6
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,M-Cycle/Scooter,0
3,BHARAT STAGE IV,Maharashtra(59),2025,M-Cycle/Scooter,11
4,BHARAT STAGE VI,Maharashtra(59),2025,M-Cycle/Scooter,"20,64,559"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,M-Cycle/Scooter,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,M-Cycle/Scooter,0
7,CEV STAGE IV,Maharashtra(59),2025,M-Cycle/Scooter,0
8,CEV STAGE V,Maharashtra(59),2025,M-Cycle/Scooter,0
9,EURO 6,Maharashtra(59),2025,M-Cycle/Scooter,0
10,EURO 6D,Maharashtra(59),2025,M-Cycle/Scooter,0
11,NOT AVAILABLE,Maharashtra(59),2025,M-Cycle/Scooter,"2,08,063"
12,TREM STAGE IV,Maharashtra(59),2025,M-Cycle/Scooter,0
13,TREM STAGE V,Maharashtra(59),2025,M-Cycle/Scooter,0
1,BHARAT STAGE III,Maharashtra(59),2025,M-Cycle/Scooter-With Side Car,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,M-Cycle/Scooter-With Side Car,0
3,BHARAT STAGE IV,Maharashtra(59),2025,M-Cycle/Scooter-With Side Car,0
4,BHARAT STAGE VI,Maharashtra(59),2025,M-Cycle/Scooter-With Side Car,78
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,M-Cycle/Scooter-With Side Car,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,M-Cycle/Scooter-With Side Car,0
7,CEV STAGE IV,Maharashtra(59),2025,M-Cycle/Scooter-With Side Car,0
8,CEV STAGE V,Maharashtra(59),2025,M-Cycle/Scooter-With Side Car,0
9,EURO 6,Maharashtra(59),2025,M-Cycle/Scooter-With Side Car,0
10,EURO 6D,Maharashtra(59),2025,M-Cycle/Scooter-With Side Car,0
11,NOT AVAILABLE,Maharashtra(59),2025,M-Cycle/Scooter-With Side Car,0
12,TREM STAGE IV,Maharashtra(59),2025,M-Cycle/Scooter-With Side Car,0
13,TREM STAGE V,Maharashtra(59),2025,M-Cycle/Scooter-With Side Car,0
1,BHARAT STAGE III,Maharashtra(59),2025,Moped,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Moped,0
3,BHARAT STAGE IV,Maharashtra(59),2025,Moped,0
4,BHARAT STAGE VI,Maharashtra(59),2025,Moped,"12,305"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Moped,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Moped,0
7,CEV STAGE IV,Maharashtra(59),2025,Moped,0
8,CEV STAGE V,Maharashtra(59),2025,Moped,0
9,EURO 6,Maharashtra(59),2025,Moped,0
10,EURO 6D,Maharashtra(59),2025,Moped,0
11,NOT AVAILABLE,Maharashtra(59),2025,Moped,"7,999"
12,TREM STAGE IV,Maharashtra(59),2025,Moped,0
13,TREM STAGE V,Maharashtra(59),2025,Moped,0
1,BHARAT STAGE III,Maharashtra(59),2025,Motorised Cycle (CC > 25cc),0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Motorised Cycle (CC > 25cc),0
3,BHARAT STAGE IV,Maharashtra(59),2025,Motorised Cycle (CC > 25cc),0
4,BHARAT STAGE VI,Maharashtra(59),2025,Motorised Cycle (CC > 25cc),697
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Motorised Cycle (CC > 25cc),0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Motorised Cycle (CC > 25cc),0
7,CEV STAGE IV,Maharashtra(59),2025,Motorised Cycle (CC > 25cc),0
8,CEV STAGE V,Maharashtra(59),2025,Motorised Cycle (CC > 25cc),0
9,EURO 6,Maharashtra(59),2025,Motorised Cycle (CC > 25cc),0
10,EURO 6D,Maharashtra(59),2025,Motorised Cycle (CC > 25cc),0
11,NOT AVAILABLE,Maharashtra(59),2025,Motorised Cycle (CC > 25cc),14
12,TREM STAGE IV,Maharashtra(59),2025,Motorised Cycle (CC > 25cc),0
13,TREM STAGE V,Maharashtra(59),2025,Motorised Cycle (CC > 25cc),0
1,BHARAT STAGE III,Maharashtra(59),2025,Adapted Vehicle,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Adapted Vehicle,0
3,BHARAT STAGE IV,Maharashtra(59),2025,Adapted Vehicle,0
4,BHARAT STAGE VI,Maharashtra(59),2025,Adapted Vehicle,"1,391"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Adapted Vehicle,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Adapted Vehicle,0
7,CEV STAGE IV,Maharashtra(59),2025,Adapted Vehicle,0
8,CEV STAGE V,Maharashtra(59),2025,Adapted Vehicle,0
9,EURO 6,Maharashtra(59),2025,Adapted Vehicle,0
10,EURO 6D,Maharashtra(59),2025,Adapted Vehicle,0
11,NOT AVAILABLE,Maharashtra(59),2025,Adapted Vehicle,9
12,TREM STAGE IV,Maharashtra(59),2025,Adapted Vehicle,0
13,TREM STAGE V,Maharashtra(59),2025,Adapted Vehicle,0
1,BHARAT STAGE III,Maharashtra(59),2025,Three Wheeler (Personal),0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Three Wheeler (Personal),0
3,BHARAT STAGE IV,Maharashtra(59),2025,Three Wheeler (Personal),0
4,BHARAT STAGE VI,Maharashtra(59),2025,Three Wheeler (Personal),3
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Three Wheeler (Personal),0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Three Wheeler (Personal),0
7,CEV STAGE IV,Maharashtra(59),2025,Three Wheeler (Personal),0
8,CEV STAGE V,Maharashtra(59),2025,Three Wheeler (Personal),0
9,EURO 6,Maharashtra(59),2025,Three Wheeler (Personal),0
10,EURO 6D,Maharashtra(59),2025,Three Wheeler (Personal),0
11,NOT AVAILABLE,Maharashtra(59),2025,Three Wheeler (Personal),7
12,TREM STAGE IV,Maharashtra(59),2025,Three Wheeler (Personal),0
13,TREM STAGE V,Maharashtra(59),2025,Three Wheeler (Personal),0
1,BHARAT STAGE III,Maharashtra(59),2025,Motor Car,78
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Motor Car,0
3,BHARAT STAGE IV,Maharashtra(59),2025,Motor Car,25
4,BHARAT STAGE VI,Maharashtra(59),2025,Motor Car,"4,76,277"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Motor Car,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Motor Car,0
7,CEV STAGE IV,Maharashtra(59),2025,Motor Car,0
8,CEV STAGE V,Maharashtra(59),2025,Motor Car,0
9,EURO 6,Maharashtra(59),2025,Motor Car,8
10,EURO 6D,Maharashtra(59),2025,Motor Car,1
11,NOT AVAILABLE,Maharashtra(59),2025,Motor Car,"29,451"
12,TREM STAGE IV,Maharashtra(59),2025,Motor Car,0
13,TREM STAGE V,Maharashtra(59),2025,Motor Car,0
1,BHARAT STAGE III,Maharashtra(59),2025,Fork Lift,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Fork Lift,206
3,BHARAT STAGE IV,Maharashtra(59),2025,Fork Lift,0
4,BHARAT STAGE VI,Maharashtra(59),2025,Fork Lift,4
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Fork Lift,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Fork Lift,0
7,CEV STAGE IV,Maharashtra(59),2025,Fork Lift,24
8,CEV STAGE V,Maharashtra(59),2025,Fork Lift,62
9,EURO 6,Maharashtra(59),2025,Fork Lift,0
10,EURO 6D,Maharashtra(59),2025,Fork Lift,0
11,NOT AVAILABLE,Maharashtra(59),2025,Fork Lift,1
12,TREM STAGE IV,Maharashtra(59),2025,Fork Lift,0
13,TREM STAGE V,Maharashtra(59),2025,Fork Lift,0
1,BHARAT STAGE III,Maharashtra(59),2025,Vehicle Fitted With Rig,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Vehicle Fitted With Rig,0
3,BHARAT STAGE IV,Maharashtra(59),2025,Vehicle Fitted With Rig,0
4,BHARAT STAGE VI,Maharashtra(59),2025,Vehicle Fitted With Rig,51
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Vehicle Fitted With Rig,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Vehicle Fitted With Rig,0
7,CEV STAGE IV,Maharashtra(59),2025,Vehicle Fitted With Rig,0
8,CEV STAGE V,Maharashtra(59),2025,Vehicle Fitted With Rig,0
9,EURO 6,Maharashtra(59),2025,Vehicle Fitted With Rig,0
10,EURO 6D,Maharashtra(59),2025,Vehicle Fitted With Rig,0
11,NOT AVAILABLE,Maharashtra(59),2025,Vehicle Fitted With Rig,0
12,TREM STAGE IV,Maharashtra(59),2025,Vehicle Fitted With Rig,0
13,TREM STAGE V,Maharashtra(59),2025,Vehicle Fitted With Rig,0
1,BHARAT STAGE III,Maharashtra(59),2025,Vehicle Fitted With Generator,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Vehicle Fitted With Generator,0
3,BHARAT STAGE IV,Maharashtra(59),2025,Vehicle Fitted With Generator,0
4,BHARAT STAGE VI,Maharashtra(59),2025,Vehicle Fitted With Generator,20
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Vehicle Fitted With Generator,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Vehicle Fitted With Generator,0
7,CEV STAGE IV,Maharashtra(59),2025,Vehicle Fitted With Generator,0
8,CEV STAGE V,Maharashtra(59),2025,Vehicle Fitted With Generator,0
9,EURO 6,Maharashtra(59),2025,Vehicle Fitted With Generator,0
10,EURO 6D,Maharashtra(59),2025,Vehicle Fitted With Generator,0
11,NOT AVAILABLE,Maharashtra(59),2025,Vehicle Fitted With Generator,0
12,TREM STAGE IV,Maharashtra(59),2025,Vehicle Fitted With Generator,0
13,TREM STAGE V,Maharashtra(59),2025,Vehicle Fitted With Generator,0
1,BHARAT STAGE III,Maharashtra(59),2025,Vehicle Fitted With Compressor,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Vehicle Fitted With Compressor,0
3,BHARAT STAGE IV,Maharashtra(59),2025,Vehicle Fitted With Compressor,0
4,BHARAT STAGE VI,Maharashtra(59),2025,Vehicle Fitted With Compressor,5
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Vehicle Fitted With Compressor,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Vehicle Fitted With Compressor,0
7,CEV STAGE IV,Maharashtra(59),2025,Vehicle Fitted With Compressor,0
8,CEV STAGE V,Maharashtra(59),2025,Vehicle Fitted With Compressor,0
9,EURO 6,Maharashtra(59),2025,Vehicle Fitted With Compressor,0
10,EURO 6D,Maharashtra(59),2025,Vehicle Fitted With Compressor,0
11,NOT AVAILABLE,Maharashtra(59),2025,Vehicle Fitted With Compressor,0
12,TREM STAGE IV,Maharashtra(59),2025,Vehicle Fitted With Compressor,0
13,TREM STAGE V,Maharashtra(59),2025,Vehicle Fitted With Compressor,0
1,BHARAT STAGE III,Maharashtra(59),2025,Crane Mounted Vehicle,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Crane Mounted Vehicle,693
3,BHARAT STAGE IV,Maharashtra(59),2025,Crane Mounted Vehicle,0
4,BHARAT STAGE VI,Maharashtra(59),2025,Crane Mounted Vehicle,234
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Crane Mounted Vehicle,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Crane Mounted Vehicle,0
7,CEV STAGE IV,Maharashtra(59),2025,Crane Mounted Vehicle,632
8,CEV STAGE V,Maharashtra(59),2025,Crane Mounted Vehicle,"1,013"
9,EURO 6,Maharashtra(59),2025,Crane Mounted Vehicle,381
10,EURO 6D,Maharashtra(59),2025,Crane Mounted Vehicle,0
11,NOT AVAILABLE,Maharashtra(59),2025,Crane Mounted Vehicle,0
12,TREM STAGE IV,Maharashtra(59),2025,Crane Mounted Vehicle,7
13,TREM STAGE V,Maharashtra(59),2025,Crane Mounted Vehicle,1
1,BHARAT STAGE III,Maharashtra(59),2025,Agricultural Tractor,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Agricultural Tractor,1
3,BHARAT STAGE IV,Maharashtra(59),2025,Agricultural Tractor,0
4,BHARAT STAGE VI,Maharashtra(59),2025,Agricultural Tractor,4
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Agricultural Tractor,7
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Agricultural Tractor,"1,43,691"
7,CEV STAGE IV,Maharashtra(59),2025,Agricultural Tractor,0
8,CEV STAGE V,Maharashtra(59),2025,Agricultural Tractor,0
9,EURO 6,Maharashtra(59),2025,Agricultural Tractor,0
10,EURO 6D,Maharashtra(59),2025,Agricultural Tractor,0
11,NOT AVAILABLE,Maharashtra(59),2025,Agricultural Tractor,16
12,TREM STAGE IV,Maharashtra(59),2025,Agricultural Tractor,"2,651"
13,TREM STAGE V,Maharashtra(59),2025,Agricultural Tractor,0
1,BHARAT STAGE III,Maharashtra(59),2025,Power Tiller,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Power Tiller,0
3,BHARAT STAGE IV,Maharashtra(59),2025,Power Tiller,0
4,BHARAT STAGE VI,Maharashtra(59),2025,Power Tiller,0
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Power Tiller,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Power Tiller,0
7,CEV STAGE IV,Maharashtra(59),2025,Power Tiller,0
8,CEV STAGE V,Maharashtra(59),2025,Power Tiller,0
9,EURO 6,Maharashtra(59),2025,Power Tiller,0
10,EURO 6D,Maharashtra(59),2025,Power Tiller,0
11,NOT AVAILABLE,Maharashtra(59),2025,Power Tiller,0
12,TREM STAGE IV,Maharashtra(59),2025,Power Tiller,0
13,TREM STAGE V,Maharashtra(59),2025,Power Tiller,0
1,BHARAT STAGE III,Maharashtra(59),2025,Private Service Vehicle (Individual Use),0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Private Service Vehicle (Individual Use),0
3,BHARAT STAGE IV,Maharashtra(59),2025,Private Service Vehicle (Individual Use),0
4,BHARAT STAGE VI,Maharashtra(59),2025,Private Service Vehicle (Individual Use),122
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Private Service Vehicle (Individual Use),0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Private Service Vehicle (Individual Use),0
7,CEV STAGE IV,Maharashtra(59),2025,Private Service Vehicle (Individual Use),0
8,CEV STAGE V,Maharashtra(59),2025,Private Service Vehicle (Individual Use),0
9,EURO 6,Maharashtra(59),2025,Private Service Vehicle (Individual Use),0
10,EURO 6D,Maharashtra(59),2025,Private Service Vehicle (Individual Use),0
11,NOT AVAILABLE,Maharashtra(59),2025,Private Service Vehicle (Individual Use),0
12,TREM STAGE IV,Maharashtra(59),2025,Private Service Vehicle (Individual Use),0
13,TREM STAGE V,Maharashtra(59),2025,Private Service Vehicle (Individual Use),0
1,BHARAT STAGE III,Maharashtra(59),2025,Camper Van / Trailer (Private Use),0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Camper Van / Trailer (Private Use),0
3,BHARAT STAGE IV,Maharashtra(59),2025,Camper Van / Trailer (Private Use),0
4,BHARAT STAGE VI,Maharashtra(59),2025,Camper Van / Trailer (Private Use),21
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Camper Van / Trailer (Private Use),0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Camper Van / Trailer (Private Use),0
7,CEV STAGE IV,Maharashtra(59),2025,Camper Van / Trailer (Private Use),0
8,CEV STAGE V,Maharashtra(59),2025,Camper Van / Trailer (Private Use),0
9,EURO 6,Maharashtra(59),2025,Camper Van / Trailer (Private Use),0
10,EURO 6D,Maharashtra(59),2025,Camper Van / Trailer (Private Use),0
11,NOT AVAILABLE,Maharashtra(59),2025,Camper Van / Trailer (Private Use),0
12,TREM STAGE IV,Maharashtra(59),2025,Camper Van / Trailer (Private Use),0
13,TREM STAGE V,Maharashtra(59),2025,Camper Van / Trailer (Private Use),0
1,BHARAT STAGE III,Maharashtra(59),2025,Tow Truck,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Tow Truck,0
3,BHARAT STAGE IV,Maharashtra(59),2025,Tow Truck,0
4,BHARAT STAGE VI,Maharashtra(59),2025,Tow Truck,132
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Tow Truck,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Tow Truck,0
7,CEV STAGE IV,Maharashtra(59),2025,Tow Truck,0
8,CEV STAGE V,Maharashtra(59),2025,Tow Truck,0
9,EURO 6,Maharashtra(59),2025,Tow Truck,0
10,EURO 6D,Maharashtra(59),2025,Tow Truck,0
11,NOT AVAILABLE,Maharashtra(59),2025,Tow Truck,0
12,TREM STAGE IV,Maharashtra(59),2025,Tow Truck,0
13,TREM STAGE V,Maharashtra(59),2025,Tow Truck,0
1,BHARAT STAGE III,Maharashtra(59),2025,Breakdown Van,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Breakdown Van,0
3,BHARAT STAGE IV,Maharashtra(59),2025,Breakdown Van,0
4,BHARAT STAGE VI,Maharashtra(59),2025,Breakdown Van,10
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Breakdown Van,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Breakdown Van,0
7,CEV STAGE IV,Maharashtra(59),2025,Breakdown Van,0
8,CEV STAGE V,Maharashtra(59),2025,Breakdown Van,0
9,EURO 6,Maharashtra(59),2025,Breakdown Van,0
10,EURO 6D,Maharashtra(59),2025,Breakdown Van,0
11,NOT AVAILABLE,Maharashtra(59),2025,Breakdown Van,0
12,TREM STAGE IV,Maharashtra(59),2025,Breakdown Van,0
13,TREM STAGE V,Maharashtra(59),2025,Breakdown Van,0
1,BHARAT STAGE III,Maharashtra(59),2025,Recovery Vehicle,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Recovery Vehicle,0
3,BHARAT STAGE IV,Maharashtra(59),2025,Recovery Vehicle,0
4,BHARAT STAGE VI,Maharashtra(59),2025,Recovery Vehicle,12
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Recovery Vehicle,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Recovery Vehicle,0
7,CEV STAGE IV,Maharashtra(59),2025,Recovery Vehicle,0
8,CEV STAGE V,Maharashtra(59),2025,Recovery Vehicle,0
9,EURO 6,Maharashtra(59),2025,Recovery Vehicle,0
10,EURO 6D,Maharashtra(59),2025,Recovery Vehicle,0
11,NOT AVAILABLE,Maharashtra(59),2025,Recovery Vehicle,0
12,TREM STAGE IV,Maharashtra(59),2025,Recovery Vehicle,0
13,TREM STAGE V,Maharashtra(59),2025,Recovery Vehicle,0
1,BHARAT STAGE III,Maharashtra(59),2025,Tower Wagon,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Tower Wagon,0
3,BHARAT STAGE IV,Maharashtra(59),2025,Tower Wagon,0
4,BHARAT STAGE VI,Maharashtra(59),2025,Tower Wagon,6
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Tower Wagon,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Tower Wagon,0
7,CEV STAGE IV,Maharashtra(59),2025,Tower Wagon,0
8,CEV STAGE V,Maharashtra(59),2025,Tower Wagon,0
9,EURO 6,Maharashtra(59),2025,Tower Wagon,0
10,EURO 6D,Maharashtra(59),2025,Tower Wagon,0
11,NOT AVAILABLE,Maharashtra(59),2025,Tower Wagon,0
12,TREM STAGE IV,Maharashtra(59),2025,Tower Wagon,0
13,TREM STAGE V,Maharashtra(59),2025,Tower Wagon,0
1,BHARAT STAGE III,Maharashtra(59),2025,Tree Trimming Vehicle,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Tree Trimming Vehicle,0
3,BHARAT STAGE IV,Maharashtra(59),2025,Tree Trimming Vehicle,0
4,BHARAT STAGE VI,Maharashtra(59),2025,Tree Trimming Vehicle,1
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Tree Trimming Vehicle,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Tree Trimming Vehicle,0
7,CEV STAGE IV,Maharashtra(59),2025,Tree Trimming Vehicle,0
8,CEV STAGE V,Maharashtra(59),2025,Tree Trimming Vehicle,0
9,EURO 6,Maharashtra(59),2025,Tree Trimming Vehicle,0
10,EURO 6D,Maharashtra(59),2025,Tree Trimming Vehicle,0
11,NOT AVAILABLE,Maharashtra(59),2025,Tree Trimming Vehicle,0
12,TREM STAGE IV,Maharashtra(59),2025,Tree Trimming Vehicle,0
13,TREM STAGE V,Maharashtra(59),2025,Tree Trimming Vehicle,0
1,BHARAT STAGE III,Maharashtra(59),2025,Construction Equipment Vehicle,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Construction Equipment Vehicle,"1,081"
3,BHARAT STAGE IV,Maharashtra(59),2025,Construction Equipment Vehicle,0
4,BHARAT STAGE VI,Maharashtra(59),2025,Construction Equipment Vehicle,92
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Construction Equipment Vehicle,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Construction Equipment Vehicle,2
7,CEV STAGE IV,Maharashtra(59),2025,Construction Equipment Vehicle,"1,527"
8,CEV STAGE V,Maharashtra(59),2025,Construction Equipment Vehicle,"2,956"
9,EURO 6,Maharashtra(59),2025,Construction Equipment Vehicle,4
10,EURO 6D,Maharashtra(59),2025,Construction Equipment Vehicle,0
11,NOT AVAILABLE,Maharashtra(59),2025,Construction Equipment Vehicle,0
12,TREM STAGE IV,Maharashtra(59),2025,Construction Equipment Vehicle,1
13,TREM STAGE V,Maharashtra(59),2025,Construction Equipment Vehicle,0
1,BHARAT STAGE III,Maharashtra(59),2025,Omni Bus (Private Use),0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Omni Bus (Private Use),0
3,BHARAT STAGE IV,Maharashtra(59),2025,Omni Bus (Private Use),0
4,BHARAT STAGE VI,Maharashtra(59),2025,Omni Bus (Private Use),926
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Omni Bus (Private Use),0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Omni Bus (Private Use),0
7,CEV STAGE IV,Maharashtra(59),2025,Omni Bus (Private Use),0
8,CEV STAGE V,Maharashtra(59),2025,Omni Bus (Private Use),0
9,EURO 6,Maharashtra(59),2025,Omni Bus (Private Use),0
10,EURO 6D,Maharashtra(59),2025,Omni Bus (Private Use),0
11,NOT AVAILABLE,Maharashtra(59),2025,Omni Bus (Private Use),0
12,TREM STAGE IV,Maharashtra(59),2025,Omni Bus (Private Use),0
13,TREM STAGE V,Maharashtra(59),2025,Omni Bus (Private Use),0
1,BHARAT STAGE III,Maharashtra(59),2025,Road Roller,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Road Roller,1
3,BHARAT STAGE IV,Maharashtra(59),2025,Road Roller,0
4,BHARAT STAGE VI,Maharashtra(59),2025,Road Roller,0
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Road Roller,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Road Roller,0
7,CEV STAGE IV,Maharashtra(59),2025,Road Roller,17
8,CEV STAGE V,Maharashtra(59),2025,Road Roller,0
9,EURO 6,Maharashtra(59),2025,Road Roller,0
10,EURO 6D,Maharashtra(59),2025,Road Roller,0
11,NOT AVAILABLE,Maharashtra(59),2025,Road Roller,0
12,TREM STAGE IV,Maharashtra(59),2025,Road Roller,0
13,TREM STAGE V,Maharashtra(59),2025,Road Roller,0
1,BHARAT STAGE III,Maharashtra(59),2025,Excavator (NT),0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,Excavator (NT),391
3,BHARAT STAGE IV,Maharashtra(59),2025,Excavator (NT),0
4,BHARAT STAGE VI,Maharashtra(59),2025,Excavator (NT),0
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,Excavator (NT),0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,Excavator (NT),0
7,CEV STAGE IV,Maharashtra(59),2025,Excavator (NT),763
8,CEV STAGE V,Maharashtra(59),2025,Excavator (NT),"2,368"
