S No,Vehicle Class,State,Year,Month Wise,Value
16,FORK LIFT,Himachal Pradesh(96),2025,JAN,1
17,GOODS CARRIER,Himachal Pradesh(96),2025,JAN,911
18,HEARSES,Himachal Pradesh(96),2025,JAN,0
19,MAXI CAB,Himachal Pradesh(96),2025,JAN,58
20,M-CYCLE/SCOOTER,Himachal Pradesh(96),2025,JAN,"6,576"
21,M-CYCLE/SCOOTER-WITH SIDE CAR,Himachal Pradesh(96),2025,JAN,1
22,MOBILE CANTEEN,Himachal Pradesh(96),2025,JAN,0
23,MOBILE CLINIC,Himachal Pradesh(96),2025,JAN,0
24,MOPED,Himachal Pradesh(96),2025,JAN,40
25,MOTOR CAB,Himachal Pradesh(96),2025,JAN,572
26,MOTOR CAR,Himachal Pradesh(96),2025,JAN,"5,638"
27,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Himachal Pradesh(96),2025,JAN,58
28,MOTORISED CYCLE (CC > 25CC),Himachal Pradesh(96),2025,JAN,0
29,OMNI BUS,Himachal Pradesh(96),2025,JAN,38
30,PRIVATE SERVICE VEHICLE,Himachal Pradesh(96),2025,JAN,0
31,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Himachal Pradesh(96),2025,JAN,1
32,RECOVERY VEHICLE,Himachal Pradesh(96),2025,JAN,2
33,THREE WHEELER (GOODS),Himachal Pradesh(96),2025,JAN,9
34,THREE WHEELER (PASSENGER),Himachal Pradesh(96),2025,JAN,36
35,TRACTOR (COMMERCIAL),Himachal Pradesh(96),2025,JAN,0
36,VEHICLE FITTED WITH COMPRESSOR,Himachal Pradesh(96),2025,JAN,1
37,VEHICLE FITTED WITH RIG,Himachal Pradesh(96),2025,JAN,1
1,ADAPTED VEHICLE,Himachal Pradesh(96),2025,FEB,0
2,AGRICULTURAL TRACTOR,Himachal Pradesh(96),2025,FEB,214
3,AMBULANCE,Himachal Pradesh(96),2025,FEB,4
4,BREAKDOWN VAN,Himachal Pradesh(96),2025,FEB,0
5,BUS,Himachal Pradesh(96),2025,FEB,35
6,CAMPER VAN / TRAILER (PRIVATE USE),Himachal Pradesh(96),2025,FEB,1
7,CONSTRUCTION EQUIPMENT VEHICLE,Himachal Pradesh(96),2025,FEB,20
8,CRANE MOUNTED VEHICLE,Himachal Pradesh(96),2025,FEB,5
9,EARTH MOVING EQUIPMENT,Himachal Pradesh(96),2025,FEB,0
10,EDUCATIONAL INSTITUTION BUS,Himachal Pradesh(96),2025,FEB,23
11,E-RICKSHAW(P),Himachal Pradesh(96),2025,FEB,4
12,E-RICKSHAW WITH CART (G),Himachal Pradesh(96),2025,FEB,3
13,EXCAVATOR (NT),Himachal Pradesh(96),2025,FEB,16
14,FIRE FIGHTING VEHICLE,Himachal Pradesh(96),2025,FEB,0
15,FIRE TENDERS,Himachal Pradesh(96),2025,FEB,0
16,FORK LIFT,Himachal Pradesh(96),2025,FEB,3
17,GOODS CARRIER,Himachal Pradesh(96),2025,FEB,901
18,HEARSES,Himachal Pradesh(96),2025,FEB,0
19,MAXI CAB,Himachal Pradesh(96),2025,FEB,70
20,M-CYCLE/SCOOTER,Himachal Pradesh(96),2025,FEB,"5,076"
21,M-CYCLE/SCOOTER-WITH SIDE CAR,Himachal Pradesh(96),2025,FEB,1
22,MOBILE CANTEEN,Himachal Pradesh(96),2025,FEB,0
23,MOBILE CLINIC,Himachal Pradesh(96),2025,FEB,1
24,MOPED,Himachal Pradesh(96),2025,FEB,20
25,MOTOR CAB,Himachal Pradesh(96),2025,FEB,463
26,MOTOR CAR,Himachal Pradesh(96),2025,FEB,"3,922"
27,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Himachal Pradesh(96),2025,FEB,52
28,MOTORISED CYCLE (CC > 25CC),Himachal Pradesh(96),2025,FEB,1
29,OMNI BUS,Himachal Pradesh(96),2025,FEB,25
30,PRIVATE SERVICE VEHICLE,Himachal Pradesh(96),2025,FEB,0
31,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Himachal Pradesh(96),2025,FEB,5
32,RECOVERY VEHICLE,Himachal Pradesh(96),2025,FEB,3
33,THREE WHEELER (GOODS),Himachal Pradesh(96),2025,FEB,8
34,THREE WHEELER (PASSENGER),Himachal Pradesh(96),2025,FEB,46
35,TRACTOR (COMMERCIAL),Himachal Pradesh(96),2025,FEB,0
36,VEHICLE FITTED WITH COMPRESSOR,Himachal Pradesh(96),2025,FEB,0
37,VEHICLE FITTED WITH RIG,Himachal Pradesh(96),2025,FEB,2
1,ADAPTED VEHICLE,Himachal Pradesh(96),2025,MAR,0
2,AGRICULTURAL TRACTOR,Himachal Pradesh(96),2025,MAR,239
3,AMBULANCE,Himachal Pradesh(96),2025,MAR,6
4,BREAKDOWN VAN,Himachal Pradesh(96),2025,MAR,0
5,BUS,Himachal Pradesh(96),2025,MAR,43
6,CAMPER VAN / TRAILER (PRIVATE USE),Himachal Pradesh(96),2025,MAR,1
7,CONSTRUCTION EQUIPMENT VEHICLE,Himachal Pradesh(96),2025,MAR,28
8,CRANE MOUNTED VEHICLE,Himachal Pradesh(96),2025,MAR,4
9,EARTH MOVING EQUIPMENT,Himachal Pradesh(96),2025,MAR,0
10,EDUCATIONAL INSTITUTION BUS,Himachal Pradesh(96),2025,MAR,23
11,E-RICKSHAW(P),Himachal Pradesh(96),2025,MAR,0
12,E-RICKSHAW WITH CART (G),Himachal Pradesh(96),2025,MAR,3
13,EXCAVATOR (NT),Himachal Pradesh(96),2025,MAR,15
14,FIRE FIGHTING VEHICLE,Himachal Pradesh(96),2025,MAR,0
15,FIRE TENDERS,Himachal Pradesh(96),2025,MAR,0
16,FORK LIFT,Himachal Pradesh(96),2025,MAR,0
17,GOODS CARRIER,Himachal Pradesh(96),2025,MAR,912
18,HEARSES,Himachal Pradesh(96),2025,MAR,0
19,MAXI CAB,Himachal Pradesh(96),2025,MAR,51
20,M-CYCLE/SCOOTER,Himachal Pradesh(96),2025,MAR,"5,351"
21,M-CYCLE/SCOOTER-WITH SIDE CAR,Himachal Pradesh(96),2025,MAR,3
22,MOBILE CANTEEN,Himachal Pradesh(96),2025,MAR,0
23,MOBILE CLINIC,Himachal Pradesh(96),2025,MAR,0
24,MOPED,Himachal Pradesh(96),2025,MAR,26
25,MOTOR CAB,Himachal Pradesh(96),2025,MAR,414
26,MOTOR CAR,Himachal Pradesh(96),2025,MAR,"3,825"
27,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Himachal Pradesh(96),2025,MAR,45
28,MOTORISED CYCLE (CC > 25CC),Himachal Pradesh(96),2025,MAR,1
29,OMNI BUS,Himachal Pradesh(96),2025,MAR,36
30,PRIVATE SERVICE VEHICLE,Himachal Pradesh(96),2025,MAR,1
31,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Himachal Pradesh(96),2025,MAR,1
32,RECOVERY VEHICLE,Himachal Pradesh(96),2025,MAR,1
33,THREE WHEELER (GOODS),Himachal Pradesh(96),2025,MAR,8
34,THREE WHEELER (PASSENGER),Himachal Pradesh(96),2025,MAR,30
35,TRACTOR (COMMERCIAL),Himachal Pradesh(96),2025,MAR,0
36,VEHICLE FITTED WITH COMPRESSOR,Himachal Pradesh(96),2025,MAR,0
37,VEHICLE FITTED WITH RIG,Himachal Pradesh(96),2025,MAR,1
1,ADAPTED VEHICLE,Himachal Pradesh(96),2025,APR,0
2,AGRICULTURAL TRACTOR,Himachal Pradesh(96),2025,APR,215
3,AMBULANCE,Himachal Pradesh(96),2025,APR,4
4,BREAKDOWN VAN,Himachal Pradesh(96),2025,APR,1
5,BUS,Himachal Pradesh(96),2025,APR,52
6,CAMPER VAN / TRAILER (PRIVATE USE),Himachal Pradesh(96),2025,APR,0
7,CONSTRUCTION EQUIPMENT VEHICLE,Himachal Pradesh(96),2025,APR,26
8,CRANE MOUNTED VEHICLE,Himachal Pradesh(96),2025,APR,3
9,EARTH MOVING EQUIPMENT,Himachal Pradesh(96),2025,APR,2
10,EDUCATIONAL INSTITUTION BUS,Himachal Pradesh(96),2025,APR,39
11,E-RICKSHAW(P),Himachal Pradesh(96),2025,APR,2
12,E-RICKSHAW WITH CART (G),Himachal Pradesh(96),2025,APR,4
13,EXCAVATOR (NT),Himachal Pradesh(96),2025,APR,24
14,FIRE FIGHTING VEHICLE,Himachal Pradesh(96),2025,APR,0
15,FIRE TENDERS,Himachal Pradesh(96),2025,APR,0
16,FORK LIFT,Himachal Pradesh(96),2025,APR,1
17,GOODS CARRIER,Himachal Pradesh(96),2025,APR,899
18,HEARSES,Himachal Pradesh(96),2025,APR,0
19,MAXI CAB,Himachal Pradesh(96),2025,APR,61
20,M-CYCLE/SCOOTER,Himachal Pradesh(96),2025,APR,"5,718"
21,M-CYCLE/SCOOTER-WITH SIDE CAR,Himachal Pradesh(96),2025,APR,0
22,MOBILE CANTEEN,Himachal Pradesh(96),2025,APR,0
23,MOBILE CLINIC,Himachal Pradesh(96),2025,APR,0
24,MOPED,Himachal Pradesh(96),2025,APR,28
25,MOTOR CAB,Himachal Pradesh(96),2025,APR,417
26,MOTOR CAR,Himachal Pradesh(96),2025,APR,"4,325"
27,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Himachal Pradesh(96),2025,APR,175
28,MOTORISED CYCLE (CC > 25CC),Himachal Pradesh(96),2025,APR,1
29,OMNI BUS,Himachal Pradesh(96),2025,APR,48
30,PRIVATE SERVICE VEHICLE,Himachal Pradesh(96),2025,APR,1
31,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Himachal Pradesh(96),2025,APR,1
32,RECOVERY VEHICLE,Himachal Pradesh(96),2025,APR,0
33,THREE WHEELER (GOODS),Himachal Pradesh(96),2025,APR,11
34,THREE WHEELER (PASSENGER),Himachal Pradesh(96),2025,APR,32
35,TRACTOR (COMMERCIAL),Himachal Pradesh(96),2025,APR,0
36,VEHICLE FITTED WITH COMPRESSOR,Himachal Pradesh(96),2025,APR,4
37,VEHICLE FITTED WITH RIG,Himachal Pradesh(96),2025,APR,1
1,ADAPTED VEHICLE,Himachal Pradesh(96),2025,MAY,0
2,AGRICULTURAL TRACTOR,Himachal Pradesh(96),2025,MAY,205
3,AMBULANCE,Himachal Pradesh(96),2025,MAY,6
4,BREAKDOWN VAN,Himachal Pradesh(96),2025,MAY,0
5,BUS,Himachal Pradesh(96),2025,MAY,56
6,CAMPER VAN / TRAILER (PRIVATE USE),Himachal Pradesh(96),2025,MAY,1
7,CONSTRUCTION EQUIPMENT VEHICLE,Himachal Pradesh(96),2025,MAY,42
8,CRANE MOUNTED VEHICLE,Himachal Pradesh(96),2025,MAY,5
9,EARTH MOVING EQUIPMENT,Himachal Pradesh(96),2025,MAY,3
10,EDUCATIONAL INSTITUTION BUS,Himachal Pradesh(96),2025,MAY,61
11,E-RICKSHAW(P),Himachal Pradesh(96),2025,MAY,0
12,E-RICKSHAW WITH CART (G),Himachal Pradesh(96),2025,MAY,2
13,EXCAVATOR (NT),Himachal Pradesh(96),2025,MAY,15
14,FIRE FIGHTING VEHICLE,Himachal Pradesh(96),2025,MAY,0
15,FIRE TENDERS,Himachal Pradesh(96),2025,MAY,0
16,FORK LIFT,Himachal Pradesh(96),2025,MAY,0
17,GOODS CARRIER,Himachal Pradesh(96),2025,MAY,"1,185"
18,HEARSES,Himachal Pradesh(96),2025,MAY,0
19,MAXI CAB,Himachal Pradesh(96),2025,MAY,44
20,M-CYCLE/SCOOTER,Himachal Pradesh(96),2025,MAY,"6,389"
21,M-CYCLE/SCOOTER-WITH SIDE CAR,Himachal Pradesh(96),2025,MAY,0
22,MOBILE CANTEEN,Himachal Pradesh(96),2025,MAY,0
23,MOBILE CLINIC,Himachal Pradesh(96),2025,MAY,0
24,MOPED,Himachal Pradesh(96),2025,MAY,21
25,MOTOR CAB,Himachal Pradesh(96),2025,MAY,303
26,MOTOR CAR,Himachal Pradesh(96),2025,MAY,"3,869"
27,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Himachal Pradesh(96),2025,MAY,213
28,MOTORISED CYCLE (CC > 25CC),Himachal Pradesh(96),2025,MAY,0
29,OMNI BUS,Himachal Pradesh(96),2025,MAY,40
30,PRIVATE SERVICE VEHICLE,Himachal Pradesh(96),2025,MAY,1
31,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Himachal Pradesh(96),2025,MAY,4
32,RECOVERY VEHICLE,Himachal Pradesh(96),2025,MAY,3
33,THREE WHEELER (GOODS),Himachal Pradesh(96),2025,MAY,11
34,THREE WHEELER (PASSENGER),Himachal Pradesh(96),2025,MAY,31
35,TRACTOR (COMMERCIAL),Himachal Pradesh(96),2025,MAY,0
36,VEHICLE FITTED WITH COMPRESSOR,Himachal Pradesh(96),2025,MAY,0
37,VEHICLE FITTED WITH RIG,Himachal Pradesh(96),2025,MAY,1
1,ADAPTED VEHICLE,Himachal Pradesh(96),2025,JUN,1
2,AGRICULTURAL TRACTOR,Himachal Pradesh(96),2025,JUN,202
3,AMBULANCE,Himachal Pradesh(96),2025,JUN,8
4,BREAKDOWN VAN,Himachal Pradesh(96),2025,JUN,0
5,BUS,Himachal Pradesh(96),2025,JUN,70
6,CAMPER VAN / TRAILER (PRIVATE USE),Himachal Pradesh(96),2025,JUN,1
7,CONSTRUCTION EQUIPMENT VEHICLE,Himachal Pradesh(96),2025,JUN,55
8,CRANE MOUNTED VEHICLE,Himachal Pradesh(96),2025,JUN,4
9,EARTH MOVING EQUIPMENT,Himachal Pradesh(96),2025,JUN,3
10,EDUCATIONAL INSTITUTION BUS,Himachal Pradesh(96),2025,JUN,38
11,E-RICKSHAW(P),Himachal Pradesh(96),2025,JUN,1
12,E-RICKSHAW WITH CART (G),Himachal Pradesh(96),2025,JUN,7
13,EXCAVATOR (NT),Himachal Pradesh(96),2025,JUN,3
14,FIRE FIGHTING VEHICLE,Himachal Pradesh(96),2025,JUN,0
15,FIRE TENDERS,Himachal Pradesh(96),2025,JUN,2
16,FORK LIFT,Himachal Pradesh(96),2025,JUN,2
17,GOODS CARRIER,Himachal Pradesh(96),2025,JUN,"1,041"
18,HEARSES,Himachal Pradesh(96),2025,JUN,0
19,MAXI CAB,Himachal Pradesh(96),2025,JUN,84
20,M-CYCLE/SCOOTER,Himachal Pradesh(96),2025,JUN,"6,292"
21,M-CYCLE/SCOOTER-WITH SIDE CAR,Himachal Pradesh(96),2025,JUN,2
22,MOBILE CANTEEN,Himachal Pradesh(96),2025,JUN,0
23,MOBILE CLINIC,Himachal Pradesh(96),2025,JUN,0
24,MOPED,Himachal Pradesh(96),2025,JUN,22
25,MOTOR CAB,Himachal Pradesh(96),2025,JUN,696
26,MOTOR CAR,Himachal Pradesh(96),2025,JUN,"3,525"
27,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Himachal Pradesh(96),2025,JUN,136
28,MOTORISED CYCLE (CC > 25CC),Himachal Pradesh(96),2025,JUN,2
29,OMNI BUS,Himachal Pradesh(96),2025,JUN,54
30,PRIVATE SERVICE VEHICLE,Himachal Pradesh(96),2025,JUN,4
31,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Himachal Pradesh(96),2025,JUN,0
32,RECOVERY VEHICLE,Himachal Pradesh(96),2025,JUN,1
33,THREE WHEELER (GOODS),Himachal Pradesh(96),2025,JUN,4
34,THREE WHEELER (PASSENGER),Himachal Pradesh(96),2025,JUN,53
35,TRACTOR (COMMERCIAL),Himachal Pradesh(96),2025,JUN,0
36,VEHICLE FITTED WITH COMPRESSOR,Himachal Pradesh(96),2025,JUN,1
37,VEHICLE FITTED WITH RIG,Himachal Pradesh(96),2025,JUN,2
1,ADAPTED VEHICLE,Himachal Pradesh(96),2025,JUL,0
2,AGRICULTURAL TRACTOR,Himachal Pradesh(96),2025,JUL,224
3,AMBULANCE,Himachal Pradesh(96),2025,JUL,5
4,BREAKDOWN VAN,Himachal Pradesh(96),2025,JUL,1
5,BUS,Himachal Pradesh(96),2025,JUL,86
6,CAMPER VAN / TRAILER (PRIVATE USE),Himachal Pradesh(96),2025,JUL,1
7,CONSTRUCTION EQUIPMENT VEHICLE,Himachal Pradesh(96),2025,JUL,31
8,CRANE MOUNTED VEHICLE,Himachal Pradesh(96),2025,JUL,4
9,EARTH MOVING EQUIPMENT,Himachal Pradesh(96),2025,JUL,1
10,EDUCATIONAL INSTITUTION BUS,Himachal Pradesh(96),2025,JUL,48
11,E-RICKSHAW(P),Himachal Pradesh(96),2025,JUL,0
12,E-RICKSHAW WITH CART (G),Himachal Pradesh(96),2025,JUL,7
13,EXCAVATOR (NT),Himachal Pradesh(96),2025,JUL,2
14,FIRE FIGHTING VEHICLE,Himachal Pradesh(96),2025,JUL,0
15,FIRE TENDERS,Himachal Pradesh(96),2025,JUL,0
16,FORK LIFT,Himachal Pradesh(96),2025,JUL,0
17,GOODS CARRIER,Himachal Pradesh(96),2025,JUL,"1,031"
18,HEARSES,Himachal Pradesh(96),2025,JUL,0
19,MAXI CAB,Himachal Pradesh(96),2025,JUL,46
20,M-CYCLE/SCOOTER,Himachal Pradesh(96),2025,JUL,"5,653"
21,M-CYCLE/SCOOTER-WITH SIDE CAR,Himachal Pradesh(96),2025,JUL,2
22,MOBILE CANTEEN,Himachal Pradesh(96),2025,JUL,1
23,MOBILE CLINIC,Himachal Pradesh(96),2025,JUL,0
24,MOPED,Himachal Pradesh(96),2025,JUL,30
25,MOTOR CAB,Himachal Pradesh(96),2025,JUL,448
26,MOTOR CAR,Himachal Pradesh(96),2025,JUL,"3,748"
27,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Himachal Pradesh(96),2025,JUL,63
28,MOTORISED CYCLE (CC > 25CC),Himachal Pradesh(96),2025,JUL,0
29,OMNI BUS,Himachal Pradesh(96),2025,JUL,43
30,PRIVATE SERVICE VEHICLE,Himachal Pradesh(96),2025,JUL,1
31,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Himachal Pradesh(96),2025,JUL,5
32,RECOVERY VEHICLE,Himachal Pradesh(96),2025,JUL,10
33,THREE WHEELER (GOODS),Himachal Pradesh(96),2025,JUL,8
34,THREE WHEELER (PASSENGER),Himachal Pradesh(96),2025,JUL,33
35,TRACTOR (COMMERCIAL),Himachal Pradesh(96),2025,JUL,1
36,VEHICLE FITTED WITH COMPRESSOR,Himachal Pradesh(96),2025,JUL,2
37,VEHICLE FITTED WITH RIG,Himachal Pradesh(96),2025,JUL,2
1,ADAPTED VEHICLE,Himachal Pradesh(96),2025,AUG,0
2,AGRICULTURAL TRACTOR,Himachal Pradesh(96),2025,AUG,202
3,AMBULANCE,Himachal Pradesh(96),2025,AUG,4
4,BREAKDOWN VAN,Himachal Pradesh(96),2025,AUG,0
5,BUS,Himachal Pradesh(96),2025,AUG,47
6,CAMPER VAN / TRAILER (PRIVATE USE),Himachal Pradesh(96),2025,AUG,0
7,CONSTRUCTION EQUIPMENT VEHICLE,Himachal Pradesh(96),2025,AUG,21
8,CRANE MOUNTED VEHICLE,Himachal Pradesh(96),2025,AUG,3
9,EARTH MOVING EQUIPMENT,Himachal Pradesh(96),2025,AUG,2
10,EDUCATIONAL INSTITUTION BUS,Himachal Pradesh(96),2025,AUG,25
11,E-RICKSHAW(P),Himachal Pradesh(96),2025,AUG,1
12,E-RICKSHAW WITH CART (G),Himachal Pradesh(96),2025,AUG,3
13,EXCAVATOR (NT),Himachal Pradesh(96),2025,AUG,4
14,FIRE FIGHTING VEHICLE,Himachal Pradesh(96),2025,AUG,0
15,FIRE TENDERS,Himachal Pradesh(96),2025,AUG,0
16,FORK LIFT,Himachal Pradesh(96),2025,AUG,0
17,GOODS CARRIER,Himachal Pradesh(96),2025,AUG,983
18,HEARSES,Himachal Pradesh(96),2025,AUG,0
19,MAXI CAB,Himachal Pradesh(96),2025,AUG,33
20,M-CYCLE/SCOOTER,Himachal Pradesh(96),2025,AUG,"6,301"
21,M-CYCLE/SCOOTER-WITH SIDE CAR,Himachal Pradesh(96),2025,AUG,2
22,MOBILE CANTEEN,Himachal Pradesh(96),2025,AUG,0
23,MOBILE CLINIC,Himachal Pradesh(96),2025,AUG,0
24,MOPED,Himachal Pradesh(96),2025,AUG,21
25,MOTOR CAB,Himachal Pradesh(96),2025,AUG,235
26,MOTOR CAR,Himachal Pradesh(96),2025,AUG,"3,496"
27,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Himachal Pradesh(96),2025,AUG,40
28,MOTORISED CYCLE (CC > 25CC),Himachal Pradesh(96),2025,AUG,1
29,OMNI BUS,Himachal Pradesh(96),2025,AUG,27
30,PRIVATE SERVICE VEHICLE,Himachal Pradesh(96),2025,AUG,0
31,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Himachal Pradesh(96),2025,AUG,2
32,RECOVERY VEHICLE,Himachal Pradesh(96),2025,AUG,1
33,THREE WHEELER (GOODS),Himachal Pradesh(96),2025,AUG,2
34,THREE WHEELER (PASSENGER),Himachal Pradesh(96),2025,AUG,18
35,TRACTOR (COMMERCIAL),Himachal Pradesh(96),2025,AUG,0
36,VEHICLE FITTED WITH COMPRESSOR,Himachal Pradesh(96),2025,AUG,0
37,VEHICLE FITTED WITH RIG,Himachal Pradesh(96),2025,AUG,0
1,ADAPTED VEHICLE,Himachal Pradesh(96),2025,SEP,0
2,AGRICULTURAL TRACTOR,Himachal Pradesh(96),2025,SEP,208
3,AMBULANCE,Himachal Pradesh(96),2025,SEP,33
4,BREAKDOWN VAN,Himachal Pradesh(96),2025,SEP,0
5,BUS,Himachal Pradesh(96),2025,SEP,31
6,CAMPER VAN / TRAILER (PRIVATE USE),Himachal Pradesh(96),2025,SEP,1
7,CONSTRUCTION EQUIPMENT VEHICLE,Himachal Pradesh(96),2025,SEP,14
8,CRANE MOUNTED VEHICLE,Himachal Pradesh(96),2025,SEP,0
9,EARTH MOVING EQUIPMENT,Himachal Pradesh(96),2025,SEP,3
10,EDUCATIONAL INSTITUTION BUS,Himachal Pradesh(96),2025,SEP,22
11,E-RICKSHAW(P),Himachal Pradesh(96),2025,SEP,1
12,E-RICKSHAW WITH CART (G),Himachal Pradesh(96),2025,SEP,4
13,EXCAVATOR (NT),Himachal Pradesh(96),2025,SEP,1
14,FIRE FIGHTING VEHICLE,Himachal Pradesh(96),2025,SEP,0
15,FIRE TENDERS,Himachal Pradesh(96),2025,SEP,0
16,FORK LIFT,Himachal Pradesh(96),2025,SEP,0
17,GOODS CARRIER,Himachal Pradesh(96),2025,SEP,746
18,HEARSES,Himachal Pradesh(96),2025,SEP,0
19,MAXI CAB,Himachal Pradesh(96),2025,SEP,17
20,M-CYCLE/SCOOTER,Himachal Pradesh(96),2025,SEP,"4,377"
21,M-CYCLE/SCOOTER-WITH SIDE CAR,Himachal Pradesh(96),2025,SEP,2
22,MOBILE CANTEEN,Himachal Pradesh(96),2025,SEP,0
23,MOBILE CLINIC,Himachal Pradesh(96),2025,SEP,0
24,MOPED,Himachal Pradesh(96),2025,SEP,11
25,MOTOR CAB,Himachal Pradesh(96),2025,SEP,135
26,MOTOR CAR,Himachal Pradesh(96),2025,SEP,"2,102"
27,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Himachal Pradesh(96),2025,SEP,49
28,MOTORISED CYCLE (CC > 25CC),Himachal Pradesh(96),2025,SEP,0
29,OMNI BUS,Himachal Pradesh(96),2025,SEP,14
30,PRIVATE SERVICE VEHICLE,Himachal Pradesh(96),2025,SEP,1
31,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Himachal Pradesh(96),2025,SEP,5
32,RECOVERY VEHICLE,Himachal Pradesh(96),2025,SEP,4
33,THREE WHEELER (GOODS),Himachal Pradesh(96),2025,SEP,5
34,THREE WHEELER (PASSENGER),Himachal Pradesh(96),2025,SEP,11
35,TRACTOR (COMMERCIAL),Himachal Pradesh(96),2025,SEP,0
36,VEHICLE FITTED WITH COMPRESSOR,Himachal Pradesh(96),2025,SEP,2
37,VEHICLE FITTED WITH RIG,Himachal Pradesh(96),2025,SEP,2
1,ADAPTED VEHICLE,Himachal Pradesh(96),2025,OCT,0
2,AGRICULTURAL TRACTOR,Himachal Pradesh(96),2025,OCT,150
3,AMBULANCE,Himachal Pradesh(96),2025,OCT,5
4,BREAKDOWN VAN,Himachal Pradesh(96),2025,OCT,0
5,BUS,Himachal Pradesh(96),2025,OCT,43
6,CAMPER VAN / TRAILER (PRIVATE USE),Himachal Pradesh(96),2025,OCT,0
7,CONSTRUCTION EQUIPMENT VEHICLE,Himachal Pradesh(96),2025,OCT,28
8,CRANE MOUNTED VEHICLE,Himachal Pradesh(96),2025,OCT,0
9,EARTH MOVING EQUIPMENT,Himachal Pradesh(96),2025,OCT,0
10,EDUCATIONAL INSTITUTION BUS,Himachal Pradesh(96),2025,OCT,12
11,E-RICKSHAW(P),Himachal Pradesh(96),2025,OCT,0
12,E-RICKSHAW WITH CART (G),Himachal Pradesh(96),2025,OCT,2
13,EXCAVATOR (NT),Himachal Pradesh(96),2025,OCT,2
14,FIRE FIGHTING VEHICLE,Himachal Pradesh(96),2025,OCT,0
15,FIRE TENDERS,Himachal Pradesh(96),2025,OCT,0
16,FORK LIFT,Himachal Pradesh(96),2025,OCT,2
17,GOODS CARRIER,Himachal Pradesh(96),2025,OCT,861
18,HEARSES,Himachal Pradesh(96),2025,OCT,1
19,MAXI CAB,Himachal Pradesh(96),2025,OCT,47
20,M-CYCLE/SCOOTER,Himachal Pradesh(96),2025,OCT,"6,797"
21,M-CYCLE/SCOOTER-WITH SIDE CAR,Himachal Pradesh(96),2025,OCT,1
22,MOBILE CANTEEN,Himachal Pradesh(96),2025,OCT,1
23,MOBILE CLINIC,Himachal Pradesh(96),2025,OCT,6
24,MOPED,Himachal Pradesh(96),2025,OCT,26
25,MOTOR CAB,Himachal Pradesh(96),2025,OCT,470
26,MOTOR CAR,Himachal Pradesh(96),2025,OCT,"5,309"
27,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Himachal Pradesh(96),2025,OCT,34
28,MOTORISED CYCLE (CC > 25CC),Himachal Pradesh(96),2025,OCT,1
29,OMNI BUS,Himachal Pradesh(96),2025,OCT,31
30,PRIVATE SERVICE VEHICLE,Himachal Pradesh(96),2025,OCT,1
31,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Himachal Pradesh(96),2025,OCT,7
32,RECOVERY VEHICLE,Himachal Pradesh(96),2025,OCT,1
33,THREE WHEELER (GOODS),Himachal Pradesh(96),2025,OCT,1
34,THREE WHEELER (PASSENGER),Himachal Pradesh(96),2025,OCT,12
35,TRACTOR (COMMERCIAL),Himachal Pradesh(96),2025,OCT,0
36,VEHICLE FITTED WITH COMPRESSOR,Himachal Pradesh(96),2025,OCT,1
37,VEHICLE FITTED WITH RIG,Himachal Pradesh(96),2025,OCT,0
1,ADAPTED VEHICLE,Himachal Pradesh(96),2025,NOV,0
2,AGRICULTURAL TRACTOR,Himachal Pradesh(96),2025,NOV,199
3,AMBULANCE,Himachal Pradesh(96),2025,NOV,3
4,BREAKDOWN VAN,Himachal Pradesh(96),2025,NOV,0
5,BUS,Himachal Pradesh(96),2025,NOV,37
6,CAMPER VAN / TRAILER (PRIVATE USE),Himachal Pradesh(96),2025,NOV,1
7,CONSTRUCTION EQUIPMENT VEHICLE,Himachal Pradesh(96),2025,NOV,26
8,CRANE MOUNTED VEHICLE,Himachal Pradesh(96),2025,NOV,0
9,EARTH MOVING EQUIPMENT,Himachal Pradesh(96),2025,NOV,2
10,EDUCATIONAL INSTITUTION BUS,Himachal Pradesh(96),2025,NOV,24
11,E-RICKSHAW(P),Himachal Pradesh(96),2025,NOV,0
12,E-RICKSHAW WITH CART (G),Himachal Pradesh(96),2025,NOV,1
13,EXCAVATOR (NT),Himachal Pradesh(96),2025,NOV,2
14,FIRE FIGHTING VEHICLE,Himachal Pradesh(96),2025,NOV,1
