S No,Vehicle Class,State,Year,Month Wise,Value
13,M-CYCLE/SCOOTER-WITH SIDE CAR,Ladakh(3),2025,APR,0
14,MOPED,Ladakh(3),2025,APR,6
15,MOTOR CAB,Ladakh(3),2025,APR,50
16,MOTOR CAR,Ladakh(3),2025,APR,105
17,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Ladakh(3),2025,APR,0
18,OMNI BUS,Ladakh(3),2025,APR,0
19,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Ladakh(3),2025,APR,0
20,SCHOOL BUS,Ladakh(3),2025,APR,0
21,THREE WHEELER (GOODS),Ladakh(3),2025,APR,0
1,AGRICULTURAL TRACTOR,Ladakh(3),2025,MAY,1
2,AMBULANCE,Ladakh(3),2025,MAY,0
3,BUS,Ladakh(3),2025,MAY,12
4,CAMPER VAN / TRAILER,Ladakh(3),2025,MAY,0
5,CAMPER VAN / TRAILER (PRIVATE USE),Ladakh(3),2025,MAY,32
6,CONSTRUCTION EQUIPMENT VEHICLE,Ladakh(3),2025,MAY,0
7,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Ladakh(3),2025,MAY,18
8,DUMPER,Ladakh(3),2025,MAY,7
9,EDUCATIONAL INSTITUTION BUS,Ladakh(3),2025,MAY,2
10,GOODS CARRIER,Ladakh(3),2025,MAY,137
11,MAXI CAB,Ladakh(3),2025,MAY,50
12,M-CYCLE/SCOOTER,Ladakh(3),2025,MAY,16
13,M-CYCLE/SCOOTER-WITH SIDE CAR,Ladakh(3),2025,MAY,0
14,MOPED,Ladakh(3),2025,MAY,5
15,MOTOR CAB,Ladakh(3),2025,MAY,40
16,MOTOR CAR,Ladakh(3),2025,MAY,237
17,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Ladakh(3),2025,MAY,7
18,OMNI BUS,Ladakh(3),2025,MAY,1
19,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Ladakh(3),2025,MAY,0
20,SCHOOL BUS,Ladakh(3),2025,MAY,2
21,THREE WHEELER (GOODS),Ladakh(3),2025,MAY,0
1,AGRICULTURAL TRACTOR,Ladakh(3),2025,JUN,2
2,AMBULANCE,Ladakh(3),2025,JUN,2
3,BUS,Ladakh(3),2025,JUN,18
4,CAMPER VAN / TRAILER,Ladakh(3),2025,JUN,1
5,CAMPER VAN / TRAILER (PRIVATE USE),Ladakh(3),2025,JUN,29
6,CONSTRUCTION EQUIPMENT VEHICLE,Ladakh(3),2025,JUN,2
7,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Ladakh(3),2025,JUN,9
8,DUMPER,Ladakh(3),2025,JUN,5
9,EDUCATIONAL INSTITUTION BUS,Ladakh(3),2025,JUN,0
10,GOODS CARRIER,Ladakh(3),2025,JUN,184
11,MAXI CAB,Ladakh(3),2025,JUN,13
12,M-CYCLE/SCOOTER,Ladakh(3),2025,JUN,24
13,M-CYCLE/SCOOTER-WITH SIDE CAR,Ladakh(3),2025,JUN,0
14,MOPED,Ladakh(3),2025,JUN,23
15,MOTOR CAB,Ladakh(3),2025,JUN,16
16,MOTOR CAR,Ladakh(3),2025,JUN,218
17,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Ladakh(3),2025,JUN,49
18,OMNI BUS,Ladakh(3),2025,JUN,0
19,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Ladakh(3),2025,JUN,0
20,SCHOOL BUS,Ladakh(3),2025,JUN,0
21,THREE WHEELER (GOODS),Ladakh(3),2025,JUN,0
1,AGRICULTURAL TRACTOR,Ladakh(3),2025,JUL,0
2,AMBULANCE,Ladakh(3),2025,JUL,0
3,BUS,Ladakh(3),2025,JUL,5
4,CAMPER VAN / TRAILER,Ladakh(3),2025,JUL,1
5,CAMPER VAN / TRAILER (PRIVATE USE),Ladakh(3),2025,JUL,28
6,CONSTRUCTION EQUIPMENT VEHICLE,Ladakh(3),2025,JUL,1
7,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Ladakh(3),2025,JUL,7
8,DUMPER,Ladakh(3),2025,JUL,5
9,EDUCATIONAL INSTITUTION BUS,Ladakh(3),2025,JUL,0
10,GOODS CARRIER,Ladakh(3),2025,JUL,102
11,MAXI CAB,Ladakh(3),2025,JUL,2
12,M-CYCLE/SCOOTER,Ladakh(3),2025,JUL,20
13,M-CYCLE/SCOOTER-WITH SIDE CAR,Ladakh(3),2025,JUL,5
14,MOPED,Ladakh(3),2025,JUL,37
15,MOTOR CAB,Ladakh(3),2025,JUL,8
16,MOTOR CAR,Ladakh(3),2025,JUL,249
17,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Ladakh(3),2025,JUL,32
18,OMNI BUS,Ladakh(3),2025,JUL,0
19,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Ladakh(3),2025,JUL,1
20,SCHOOL BUS,Ladakh(3),2025,JUL,0
21,THREE WHEELER (GOODS),Ladakh(3),2025,JUL,0
1,AGRICULTURAL TRACTOR,Ladakh(3),2025,AUG,0
2,AMBULANCE,Ladakh(3),2025,AUG,0
3,BUS,Ladakh(3),2025,AUG,4
4,CAMPER VAN / TRAILER,Ladakh(3),2025,AUG,0
5,CAMPER VAN / TRAILER (PRIVATE USE),Ladakh(3),2025,AUG,23
6,CONSTRUCTION EQUIPMENT VEHICLE,Ladakh(3),2025,AUG,1
7,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Ladakh(3),2025,AUG,1
8,DUMPER,Ladakh(3),2025,AUG,0
9,EDUCATIONAL INSTITUTION BUS,Ladakh(3),2025,AUG,0
10,GOODS CARRIER,Ladakh(3),2025,AUG,42
11,MAXI CAB,Ladakh(3),2025,AUG,2
12,M-CYCLE/SCOOTER,Ladakh(3),2025,AUG,20
13,M-CYCLE/SCOOTER-WITH SIDE CAR,Ladakh(3),2025,AUG,1
14,MOPED,Ladakh(3),2025,AUG,46
15,MOTOR CAB,Ladakh(3),2025,AUG,1
16,MOTOR CAR,Ladakh(3),2025,AUG,200
17,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Ladakh(3),2025,AUG,17
18,OMNI BUS,Ladakh(3),2025,AUG,0
19,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Ladakh(3),2025,AUG,0
20,SCHOOL BUS,Ladakh(3),2025,AUG,1
21,THREE WHEELER (GOODS),Ladakh(3),2025,AUG,0
1,AGRICULTURAL TRACTOR,Ladakh(3),2025,SEP,1
2,AMBULANCE,Ladakh(3),2025,SEP,0
3,BUS,Ladakh(3),2025,SEP,1
4,CAMPER VAN / TRAILER,Ladakh(3),2025,SEP,0
5,CAMPER VAN / TRAILER (PRIVATE USE),Ladakh(3),2025,SEP,22
6,CONSTRUCTION EQUIPMENT VEHICLE,Ladakh(3),2025,SEP,0
7,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Ladakh(3),2025,SEP,3
8,DUMPER,Ladakh(3),2025,SEP,1
9,EDUCATIONAL INSTITUTION BUS,Ladakh(3),2025,SEP,0
10,GOODS CARRIER,Ladakh(3),2025,SEP,25
11,MAXI CAB,Ladakh(3),2025,SEP,3
12,M-CYCLE/SCOOTER,Ladakh(3),2025,SEP,8
13,M-CYCLE/SCOOTER-WITH SIDE CAR,Ladakh(3),2025,SEP,0
14,MOPED,Ladakh(3),2025,SEP,25
15,MOTOR CAB,Ladakh(3),2025,SEP,2
16,MOTOR CAR,Ladakh(3),2025,SEP,128
17,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Ladakh(3),2025,SEP,12
18,OMNI BUS,Ladakh(3),2025,SEP,0
19,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Ladakh(3),2025,SEP,0
20,SCHOOL BUS,Ladakh(3),2025,SEP,0
21,THREE WHEELER (GOODS),Ladakh(3),2025,SEP,0
1,AGRICULTURAL TRACTOR,Ladakh(3),2025,OCT,3
2,AMBULANCE,Ladakh(3),2025,OCT,0
3,BUS,Ladakh(3),2025,OCT,1
4,CAMPER VAN / TRAILER,Ladakh(3),2025,OCT,0
5,CAMPER VAN / TRAILER (PRIVATE USE),Ladakh(3),2025,OCT,37
6,CONSTRUCTION EQUIPMENT VEHICLE,Ladakh(3),2025,OCT,0
7,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Ladakh(3),2025,OCT,3
8,DUMPER,Ladakh(3),2025,OCT,0
9,EDUCATIONAL INSTITUTION BUS,Ladakh(3),2025,OCT,3
10,GOODS CARRIER,Ladakh(3),2025,OCT,38
11,MAXI CAB,Ladakh(3),2025,OCT,2
12,M-CYCLE/SCOOTER,Ladakh(3),2025,OCT,17
13,M-CYCLE/SCOOTER-WITH SIDE CAR,Ladakh(3),2025,OCT,2
14,MOPED,Ladakh(3),2025,OCT,15
15,MOTOR CAB,Ladakh(3),2025,OCT,9
16,MOTOR CAR,Ladakh(3),2025,OCT,298
17,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Ladakh(3),2025,OCT,15
18,OMNI BUS,Ladakh(3),2025,OCT,0
19,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Ladakh(3),2025,OCT,0
20,SCHOOL BUS,Ladakh(3),2025,OCT,0
21,THREE WHEELER (GOODS),Ladakh(3),2025,OCT,1
1,AGRICULTURAL TRACTOR,Ladakh(3),2025,NOV,1
2,AMBULANCE,Ladakh(3),2025,NOV,0
3,BUS,Ladakh(3),2025,NOV,0
4,CAMPER VAN / TRAILER,Ladakh(3),2025,NOV,0
5,CAMPER VAN / TRAILER (PRIVATE USE),Ladakh(3),2025,NOV,33
6,CONSTRUCTION EQUIPMENT VEHICLE,Ladakh(3),2025,NOV,0
7,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Ladakh(3),2025,NOV,0
8,DUMPER,Ladakh(3),2025,NOV,0
9,EDUCATIONAL INSTITUTION BUS,Ladakh(3),2025,NOV,0
10,GOODS CARRIER,Ladakh(3),2025,NOV,40
11,MAXI CAB,Ladakh(3),2025,NOV,3
12,M-CYCLE/SCOOTER,Ladakh(3),2025,NOV,10
13,M-CYCLE/SCOOTER-WITH SIDE CAR,Ladakh(3),2025,NOV,9
14,MOPED,Ladakh(3),2025,NOV,7
15,MOTOR CAB,Ladakh(3),2025,NOV,1
16,MOTOR CAR,Ladakh(3),2025,NOV,232
17,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Ladakh(3),2025,NOV,7
18,OMNI BUS,Ladakh(3),2025,NOV,0
19,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Ladakh(3),2025,NOV,0
20,SCHOOL BUS,Ladakh(3),2025,NOV,0
21,THREE WHEELER (GOODS),Ladakh(3),2025,NOV,0
1,AGRICULTURAL TRACTOR,Ladakh(3),2025,DEC,8
2,AMBULANCE,Ladakh(3),2025,DEC,1
3,BUS,Ladakh(3),2025,DEC,0
4,CAMPER VAN / TRAILER,Ladakh(3),2025,DEC,0
5,CAMPER VAN / TRAILER (PRIVATE USE),Ladakh(3),2025,DEC,16
6,CONSTRUCTION EQUIPMENT VEHICLE,Ladakh(3),2025,DEC,1
7,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Ladakh(3),2025,DEC,1
8,DUMPER,Ladakh(3),2025,DEC,0
9,EDUCATIONAL INSTITUTION BUS,Ladakh(3),2025,DEC,0
10,GOODS CARRIER,Ladakh(3),2025,DEC,37
11,MAXI CAB,Ladakh(3),2025,DEC,1
12,M-CYCLE/SCOOTER,Ladakh(3),2025,DEC,4
13,M-CYCLE/SCOOTER-WITH SIDE CAR,Ladakh(3),2025,DEC,0
14,MOPED,Ladakh(3),2025,DEC,14
15,MOTOR CAB,Ladakh(3),2025,DEC,4
16,MOTOR CAR,Ladakh(3),2025,DEC,278
17,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Ladakh(3),2025,DEC,2
18,OMNI BUS,Ladakh(3),2025,DEC,0
19,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Ladakh(3),2025,DEC,0
20,SCHOOL BUS,Ladakh(3),2025,DEC,0
21,THREE WHEELER (GOODS),Ladakh(3),2025,DEC,0
1,AGRICULTURAL TRACTOR,Lakshadweep(9),2025,JAN,0
2,AMBULANCE,Lakshadweep(9),2025,JAN,0
3,CONSTRUCTION EQUIPMENT VEHICLE,Lakshadweep(9),2025,JAN,0
4,CRANE MOUNTED VEHICLE,Lakshadweep(9),2025,JAN,0
5,EXCAVATOR (NT),Lakshadweep(9),2025,JAN,0
6,FIRE FIGHTING VEHICLE,Lakshadweep(9),2025,JAN,0
7,GOODS CARRIER,Lakshadweep(9),2025,JAN,0
8,M-CYCLE/SCOOTER,Lakshadweep(9),2025,JAN,45
9,MOTOR CAB,Lakshadweep(9),2025,JAN,0
10,MOTOR CAR,Lakshadweep(9),2025,JAN,1
11,OMNI BUS,Lakshadweep(9),2025,JAN,0
12,THREE WHEELER (GOODS),Lakshadweep(9),2025,JAN,1
13,THREE WHEELER (PASSENGER),Lakshadweep(9),2025,JAN,1
14,TRACTOR (COMMERCIAL),Lakshadweep(9),2025,JAN,0
1,AGRICULTURAL TRACTOR,Lakshadweep(9),2025,FEB,0
2,AMBULANCE,Lakshadweep(9),2025,FEB,0
3,CONSTRUCTION EQUIPMENT VEHICLE,Lakshadweep(9),2025,FEB,1
4,CRANE MOUNTED VEHICLE,Lakshadweep(9),2025,FEB,1
5,EXCAVATOR (NT),Lakshadweep(9),2025,FEB,0
6,FIRE FIGHTING VEHICLE,Lakshadweep(9),2025,FEB,0
7,GOODS CARRIER,Lakshadweep(9),2025,FEB,1
8,M-CYCLE/SCOOTER,Lakshadweep(9),2025,FEB,123
9,MOTOR CAB,Lakshadweep(9),2025,FEB,2
10,MOTOR CAR,Lakshadweep(9),2025,FEB,2
11,OMNI BUS,Lakshadweep(9),2025,FEB,0
12,THREE WHEELER (GOODS),Lakshadweep(9),2025,FEB,1
13,THREE WHEELER (PASSENGER),Lakshadweep(9),2025,FEB,2
14,TRACTOR (COMMERCIAL),Lakshadweep(9),2025,FEB,1
1,AGRICULTURAL TRACTOR,Lakshadweep(9),2025,MAR,2
2,AMBULANCE,Lakshadweep(9),2025,MAR,1
3,CONSTRUCTION EQUIPMENT VEHICLE,Lakshadweep(9),2025,MAR,0
4,CRANE MOUNTED VEHICLE,Lakshadweep(9),2025,MAR,0
5,EXCAVATOR (NT),Lakshadweep(9),2025,MAR,0
6,FIRE FIGHTING VEHICLE,Lakshadweep(9),2025,MAR,0
7,GOODS CARRIER,Lakshadweep(9),2025,MAR,1
8,M-CYCLE/SCOOTER,Lakshadweep(9),2025,MAR,111
9,MOTOR CAB,Lakshadweep(9),2025,MAR,6
10,MOTOR CAR,Lakshadweep(9),2025,MAR,5
11,OMNI BUS,Lakshadweep(9),2025,MAR,0
12,THREE WHEELER (GOODS),Lakshadweep(9),2025,MAR,4
13,THREE WHEELER (PASSENGER),Lakshadweep(9),2025,MAR,5
14,TRACTOR (COMMERCIAL),Lakshadweep(9),2025,MAR,0
1,AGRICULTURAL TRACTOR,Lakshadweep(9),2025,APR,0
2,AMBULANCE,Lakshadweep(9),2025,APR,1
3,CONSTRUCTION EQUIPMENT VEHICLE,Lakshadweep(9),2025,APR,0
4,CRANE MOUNTED VEHICLE,Lakshadweep(9),2025,APR,0
5,EXCAVATOR (NT),Lakshadweep(9),2025,APR,0
6,FIRE FIGHTING VEHICLE,Lakshadweep(9),2025,APR,2
7,GOODS CARRIER,Lakshadweep(9),2025,APR,3
8,M-CYCLE/SCOOTER,Lakshadweep(9),2025,APR,108
9,MOTOR CAB,Lakshadweep(9),2025,APR,5
10,MOTOR CAR,Lakshadweep(9),2025,APR,1
11,OMNI BUS,Lakshadweep(9),2025,APR,0
12,THREE WHEELER (GOODS),Lakshadweep(9),2025,APR,2
13,THREE WHEELER (PASSENGER),Lakshadweep(9),2025,APR,3
14,TRACTOR (COMMERCIAL),Lakshadweep(9),2025,APR,1
1,AGRICULTURAL TRACTOR,Lakshadweep(9),2025,MAY,0
2,AMBULANCE,Lakshadweep(9),2025,MAY,0
3,CONSTRUCTION EQUIPMENT VEHICLE,Lakshadweep(9),2025,MAY,0
4,CRANE MOUNTED VEHICLE,Lakshadweep(9),2025,MAY,0
5,EXCAVATOR (NT),Lakshadweep(9),2025,MAY,0
6,FIRE FIGHTING VEHICLE,Lakshadweep(9),2025,MAY,0
7,GOODS CARRIER,Lakshadweep(9),2025,MAY,1
8,M-CYCLE/SCOOTER,Lakshadweep(9),2025,MAY,99
9,MOTOR CAB,Lakshadweep(9),2025,MAY,1
10,MOTOR CAR,Lakshadweep(9),2025,MAY,0
11,OMNI BUS,Lakshadweep(9),2025,MAY,0
12,THREE WHEELER (GOODS),Lakshadweep(9),2025,MAY,2
13,THREE WHEELER (PASSENGER),Lakshadweep(9),2025,MAY,2
14,TRACTOR (COMMERCIAL),Lakshadweep(9),2025,MAY,0
1,AGRICULTURAL TRACTOR,Lakshadweep(9),2025,JUN,0
2,AMBULANCE,Lakshadweep(9),2025,JUN,0
3,CONSTRUCTION EQUIPMENT VEHICLE,Lakshadweep(9),2025,JUN,0
4,CRANE MOUNTED VEHICLE,Lakshadweep(9),2025,JUN,1
5,EXCAVATOR (NT),Lakshadweep(9),2025,JUN,1
6,FIRE FIGHTING VEHICLE,Lakshadweep(9),2025,JUN,0
7,GOODS CARRIER,Lakshadweep(9),2025,JUN,0
8,M-CYCLE/SCOOTER,Lakshadweep(9),2025,JUN,90
9,MOTOR CAB,Lakshadweep(9),2025,JUN,3
10,MOTOR CAR,Lakshadweep(9),2025,JUN,4
11,OMNI BUS,Lakshadweep(9),2025,JUN,0
12,THREE WHEELER (GOODS),Lakshadweep(9),2025,JUN,0
13,THREE WHEELER (PASSENGER),Lakshadweep(9),2025,JUN,1
14,TRACTOR (COMMERCIAL),Lakshadweep(9),2025,JUN,0
1,AGRICULTURAL TRACTOR,Lakshadweep(9),2025,JUL,0
2,AMBULANCE,Lakshadweep(9),2025,JUL,0
3,CONSTRUCTION EQUIPMENT VEHICLE,Lakshadweep(9),2025,JUL,0
4,CRANE MOUNTED VEHICLE,Lakshadweep(9),2025,JUL,0
5,EXCAVATOR (NT),Lakshadweep(9),2025,JUL,0
6,FIRE FIGHTING VEHICLE,Lakshadweep(9),2025,JUL,0
7,GOODS CARRIER,Lakshadweep(9),2025,JUL,1
8,M-CYCLE/SCOOTER,Lakshadweep(9),2025,JUL,48
9,MOTOR CAB,Lakshadweep(9),2025,JUL,2
10,MOTOR CAR,Lakshadweep(9),2025,JUL,3
11,OMNI BUS,Lakshadweep(9),2025,JUL,1
12,THREE WHEELER (GOODS),Lakshadweep(9),2025,JUL,2
13,THREE WHEELER (PASSENGER),Lakshadweep(9),2025,JUL,0
14,TRACTOR (COMMERCIAL),Lakshadweep(9),2025,JUL,0
1,AGRICULTURAL TRACTOR,Lakshadweep(9),2025,AUG,0
2,AMBULANCE,Lakshadweep(9),2025,AUG,3
3,CONSTRUCTION EQUIPMENT VEHICLE,Lakshadweep(9),2025,AUG,0
4,CRANE MOUNTED VEHICLE,Lakshadweep(9),2025,AUG,0
5,EXCAVATOR (NT),Lakshadweep(9),2025,AUG,0
6,FIRE FIGHTING VEHICLE,Lakshadweep(9),2025,AUG,1
7,GOODS CARRIER,Lakshadweep(9),2025,AUG,0
8,M-CYCLE/SCOOTER,Lakshadweep(9),2025,AUG,34
9,MOTOR CAB,Lakshadweep(9),2025,AUG,0
10,MOTOR CAR,Lakshadweep(9),2025,AUG,2
11,OMNI BUS,Lakshadweep(9),2025,AUG,0
12,THREE WHEELER (GOODS),Lakshadweep(9),2025,AUG,0
13,THREE WHEELER (PASSENGER),Lakshadweep(9),2025,AUG,0
14,TRACTOR (COMMERCIAL),Lakshadweep(9),2025,AUG,1
1,AGRICULTURAL TRACTOR,Lakshadweep(9),2025,SEP,0
2,AMBULANCE,Lakshadweep(9),2025,SEP,1
3,CONSTRUCTION EQUIPMENT VEHICLE,Lakshadweep(9),2025,SEP,0
4,CRANE MOUNTED VEHICLE,Lakshadweep(9),2025,SEP,0
5,EXCAVATOR (NT),Lakshadweep(9),2025,SEP,0
6,FIRE FIGHTING VEHICLE,Lakshadweep(9),2025,SEP,0
7,GOODS CARRIER,Lakshadweep(9),2025,SEP,0
8,M-CYCLE/SCOOTER,Lakshadweep(9),2025,SEP,47
9,MOTOR CAB,Lakshadweep(9),2025,SEP,0
10,MOTOR CAR,Lakshadweep(9),2025,SEP,0
11,OMNI BUS,Lakshadweep(9),2025,SEP,0
12,THREE WHEELER (GOODS),Lakshadweep(9),2025,SEP,0
13,THREE WHEELER (PASSENGER),Lakshadweep(9),2025,SEP,2
14,TRACTOR (COMMERCIAL),Lakshadweep(9),2025,SEP,0
1,AGRICULTURAL TRACTOR,Lakshadweep(9),2025,OCT,0
2,AMBULANCE,Lakshadweep(9),2025,OCT,0
3,CONSTRUCTION EQUIPMENT VEHICLE,Lakshadweep(9),2025,OCT,0
4,CRANE MOUNTED VEHICLE,Lakshadweep(9),2025,OCT,0
5,EXCAVATOR (NT),Lakshadweep(9),2025,OCT,0
6,FIRE FIGHTING VEHICLE,Lakshadweep(9),2025,OCT,0
7,GOODS CARRIER,Lakshadweep(9),2025,OCT,0
8,M-CYCLE/SCOOTER,Lakshadweep(9),2025,OCT,37
9,MOTOR CAB,Lakshadweep(9),2025,OCT,0
10,MOTOR CAR,Lakshadweep(9),2025,OCT,0
11,OMNI BUS,Lakshadweep(9),2025,OCT,0
12,THREE WHEELER (GOODS),Lakshadweep(9),2025,OCT,1
13,THREE WHEELER (PASSENGER),Lakshadweep(9),2025,OCT,1
14,TRACTOR (COMMERCIAL),Lakshadweep(9),2025,OCT,0
1,AGRICULTURAL TRACTOR,Lakshadweep(9),2025,NOV,0
2,AMBULANCE,Lakshadweep(9),2025,NOV,1
3,CONSTRUCTION EQUIPMENT VEHICLE,Lakshadweep(9),2025,NOV,0
4,CRANE MOUNTED VEHICLE,Lakshadweep(9),2025,NOV,0
5,EXCAVATOR (NT),Lakshadweep(9),2025,NOV,0
6,FIRE FIGHTING VEHICLE,Lakshadweep(9),2025,NOV,0
7,GOODS CARRIER,Lakshadweep(9),2025,NOV,0
8,M-CYCLE/SCOOTER,Lakshadweep(9),2025,NOV,66
9,MOTOR CAB,Lakshadweep(9),2025,NOV,0
10,MOTOR CAR,Lakshadweep(9),2025,NOV,0
11,OMNI BUS,Lakshadweep(9),2025,NOV,0
12,THREE WHEELER (GOODS),Lakshadweep(9),2025,NOV,0
13,THREE WHEELER (PASSENGER),Lakshadweep(9),2025,NOV,1
14,TRACTOR (COMMERCIAL),Lakshadweep(9),2025,NOV,0
1,AGRICULTURAL TRACTOR,Lakshadweep(9),2025,DEC,0
2,AMBULANCE,Lakshadweep(9),2025,DEC,0
3,CONSTRUCTION EQUIPMENT VEHICLE,Lakshadweep(9),2025,DEC,1
4,CRANE MOUNTED VEHICLE,Lakshadweep(9),2025,DEC,0
5,EXCAVATOR (NT),Lakshadweep(9),2025,DEC,0
6,FIRE FIGHTING VEHICLE,Lakshadweep(9),2025,DEC,0
7,GOODS CARRIER,Lakshadweep(9),2025,DEC,0
8,M-CYCLE/SCOOTER,Lakshadweep(9),2025,DEC,93
9,MOTOR CAB,Lakshadweep(9),2025,DEC,1
10,MOTOR CAR,Lakshadweep(9),2025,DEC,4
11,OMNI BUS,Lakshadweep(9),2025,DEC,0
12,THREE WHEELER (GOODS),Lakshadweep(9),2025,DEC,1
13,THREE WHEELER (PASSENGER),Lakshadweep(9),2025,DEC,4
14,TRACTOR (COMMERCIAL),Lakshadweep(9),2025,DEC,0
1,ADAPTED VEHICLE,Maharashtra(59),2025,JAN,119
2,AGRICULTURAL TRACTOR,Maharashtra(59),2025,JAN,"10,700"
3,AMBULANCE,Maharashtra(59),2025,JAN,100
4,ANIMAL AMBULANCE,Maharashtra(59),2025,JAN,0
5,ARMOURED/SPECIALISED VEHICLE,Maharashtra(59),2025,JAN,0
6,ARTICULATED VEHICLE,Maharashtra(59),2025,JAN,181
7,AUXILIARY TRAILER,Maharashtra(59),2025,JAN,0
8,BREAKDOWN VAN,Maharashtra(59),2025,JAN,0
9,BUS,Maharashtra(59),2025,JAN,909
10,CAMPER VAN / TRAILER,Maharashtra(59),2025,JAN,4
11,CAMPER VAN / TRAILER (PRIVATE USE),Maharashtra(59),2025,JAN,0
12,CASH VAN,Maharashtra(59),2025,JAN,9
13,CONSTRUCTION EQUIPMENT VEHICLE,Maharashtra(59),2025,JAN,767
14,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Maharashtra(59),2025,JAN,0
15,CRANE MOUNTED VEHICLE,Maharashtra(59),2025,JAN,522
16,DUMPER,Maharashtra(59),2025,JAN,114
17,EARTH MOVING EQUIPMENT,Maharashtra(59),2025,JAN,9
18,E-RICKSHAW(P),Maharashtra(59),2025,JAN,440
19,E-RICKSHAW WITH CART (G),Maharashtra(59),2025,JAN,262
20,EXCAVATOR (NT),Maharashtra(59),2025,JAN,459
21,FIRE FIGHTING VEHICLE,Maharashtra(59),2025,JAN,26
22,FIRE TENDERS,Maharashtra(59),2025,JAN,3
23,FORK LIFT,Maharashtra(59),2025,JAN,45
24,GOODS CARRIER,Maharashtra(59),2025,JAN,"13,787"
25,HARVESTER,Maharashtra(59),2025,JAN,115
26,HEARSES,Maharashtra(59),2025,JAN,53
27,LIBRARY VAN,Maharashtra(59),2025,JAN,0
28,MAXI CAB,Maharashtra(59),2025,JAN,1
29,M-CYCLE/SCOOTER,Maharashtra(59),2025,JAN,"1,88,204"
30,M-CYCLE/SCOOTER-WITH SIDE CAR,Maharashtra(59),2025,JAN,3
31,MOBILE CLINIC,Maharashtra(59),2025,JAN,0
32,MOBILE WORKSHOP,Maharashtra(59),2025,JAN,2
33,MOPED,Maharashtra(59),2025,JAN,"2,138"
34,MOTOR CAB,Maharashtra(59),2025,JAN,"6,673"
35,MOTOR CAR,Maharashtra(59),2025,JAN,"53,392"
36,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Maharashtra(59),2025,JAN,0
37,MOTORISED CYCLE (CC > 25CC),Maharashtra(59),2025,JAN,145
38,OMNI BUS,Maharashtra(59),2025,JAN,0
39,OMNI BUS (PRIVATE USE),Maharashtra(59),2025,JAN,101
40,PRIVATE SERVICE VEHICLE,Maharashtra(59),2025,JAN,0
41,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Maharashtra(59),2025,JAN,4
42,RECOVERY VEHICLE,Maharashtra(59),2025,JAN,3
43,ROAD ROLLER,Maharashtra(59),2025,JAN,3
44,SEMI-TRAILER (COMMERCIAL),Maharashtra(59),2025,JAN,7
45,SNORKED LADDERS,Maharashtra(59),2025,JAN,0
46,THREE WHEELER (GOODS),Maharashtra(59),2025,JAN,"1,533"
47,THREE WHEELER (PASSENGER),Maharashtra(59),2025,JAN,"7,095"
48,THREE WHEELER (PERSONAL),Maharashtra(59),2025,JAN,0
49,TOWER WAGON,Maharashtra(59),2025,JAN,0
50,TOW TRUCK,Maharashtra(59),2025,JAN,16
51,TRACTOR (COMMERCIAL),Maharashtra(59),2025,JAN,9
52,TRAILER (AGRICULTURAL),Maharashtra(59),2025,JAN,"1,725"
53,TRAILER (COMMERCIAL),Maharashtra(59),2025,JAN,31
54,TRAILER FOR PERSONAL USE,Maharashtra(59),2025,JAN,4
55,TREE TRIMMING VEHICLE,Maharashtra(59),2025,JAN,0
56,VEHICLE FITTED WITH COMPRESSOR,Maharashtra(59),2025,JAN,1
57,VEHICLE FITTED WITH GENERATOR,Maharashtra(59),2025,JAN,3
58,VEHICLE FITTED WITH RIG,Maharashtra(59),2025,JAN,14
1,ADAPTED VEHICLE,Maharashtra(59),2025,FEB,91
