S No,Norms,State,Year,Vehicle Category,Value
5,BHARAT STAGE III/IV,Nagaland(9),2025,LPV,0
6,BHARAT STAGE IV,Nagaland(9),2025,LPV,0
7,BHARAT STAGE VI,Nagaland(9),2025,LPV,385
8,BHARAT (TREM) STAGE III A,Nagaland(9),2025,LPV,0
9,CEV STAGE IV,Nagaland(9),2025,LPV,0
10,CEV STAGE V,Nagaland(9),2025,LPV,0
11,EURO 1,Nagaland(9),2025,LPV,0
12,EURO 2,Nagaland(9),2025,LPV,0
13,EURO 3,Nagaland(9),2025,LPV,0
14,EURO 4,Nagaland(9),2025,LPV,0
15,NOT APPLICABLE,Nagaland(9),2025,LPV,0
16,NOT AVAILABLE,Nagaland(9),2025,LPV,1
17,TREM STAGE IV,Nagaland(9),2025,LPV,0
1,BHARAT STAGE I,Nagaland(9),2025,MGV,0
2,BHARAT STAGE II,Nagaland(9),2025,MGV,0
3,BHARAT STAGE III,Nagaland(9),2025,MGV,1
4,BHARAT STAGE III (CEV),Nagaland(9),2025,MGV,0
5,BHARAT STAGE III/IV,Nagaland(9),2025,MGV,0
6,BHARAT STAGE IV,Nagaland(9),2025,MGV,1
7,BHARAT STAGE VI,Nagaland(9),2025,MGV,146
8,BHARAT (TREM) STAGE III A,Nagaland(9),2025,MGV,0
9,CEV STAGE IV,Nagaland(9),2025,MGV,0
10,CEV STAGE V,Nagaland(9),2025,MGV,0
11,EURO 1,Nagaland(9),2025,MGV,0
12,EURO 2,Nagaland(9),2025,MGV,0
13,EURO 3,Nagaland(9),2025,MGV,0
14,EURO 4,Nagaland(9),2025,MGV,0
15,NOT APPLICABLE,Nagaland(9),2025,MGV,0
16,NOT AVAILABLE,Nagaland(9),2025,MGV,0
17,TREM STAGE IV,Nagaland(9),2025,MGV,0
1,BHARAT STAGE I,Nagaland(9),2025,MMV,0
2,BHARAT STAGE II,Nagaland(9),2025,MMV,0
3,BHARAT STAGE III,Nagaland(9),2025,MMV,0
4,BHARAT STAGE III (CEV),Nagaland(9),2025,MMV,1
5,BHARAT STAGE III/IV,Nagaland(9),2025,MMV,0
6,BHARAT STAGE IV,Nagaland(9),2025,MMV,0
7,BHARAT STAGE VI,Nagaland(9),2025,MMV,0
8,BHARAT (TREM) STAGE III A,Nagaland(9),2025,MMV,0
9,CEV STAGE IV,Nagaland(9),2025,MMV,4
10,CEV STAGE V,Nagaland(9),2025,MMV,1
11,EURO 1,Nagaland(9),2025,MMV,0
12,EURO 2,Nagaland(9),2025,MMV,0
13,EURO 3,Nagaland(9),2025,MMV,0
14,EURO 4,Nagaland(9),2025,MMV,0
15,NOT APPLICABLE,Nagaland(9),2025,MMV,0
16,NOT AVAILABLE,Nagaland(9),2025,MMV,0
17,TREM STAGE IV,Nagaland(9),2025,MMV,0
1,BHARAT STAGE I,Nagaland(9),2025,MPV,0
2,BHARAT STAGE II,Nagaland(9),2025,MPV,0
3,BHARAT STAGE III,Nagaland(9),2025,MPV,0
4,BHARAT STAGE III (CEV),Nagaland(9),2025,MPV,0
5,BHARAT STAGE III/IV,Nagaland(9),2025,MPV,0
6,BHARAT STAGE IV,Nagaland(9),2025,MPV,0
7,BHARAT STAGE VI,Nagaland(9),2025,MPV,33
8,BHARAT (TREM) STAGE III A,Nagaland(9),2025,MPV,0
9,CEV STAGE IV,Nagaland(9),2025,MPV,0
10,CEV STAGE V,Nagaland(9),2025,MPV,0
11,EURO 1,Nagaland(9),2025,MPV,0
12,EURO 2,Nagaland(9),2025,MPV,0
13,EURO 3,Nagaland(9),2025,MPV,0
14,EURO 4,Nagaland(9),2025,MPV,0
15,NOT APPLICABLE,Nagaland(9),2025,MPV,0
16,NOT AVAILABLE,Nagaland(9),2025,MPV,0
17,TREM STAGE IV,Nagaland(9),2025,MPV,0
1,BHARAT STAGE I,Nagaland(9),2025,OTH,0
2,BHARAT STAGE II,Nagaland(9),2025,OTH,1
3,BHARAT STAGE III,Nagaland(9),2025,OTH,8
4,BHARAT STAGE III (CEV),Nagaland(9),2025,OTH,38
5,BHARAT STAGE III/IV,Nagaland(9),2025,OTH,0
6,BHARAT STAGE IV,Nagaland(9),2025,OTH,5
7,BHARAT STAGE VI,Nagaland(9),2025,OTH,56
8,BHARAT (TREM) STAGE III A,Nagaland(9),2025,OTH,0
9,CEV STAGE IV,Nagaland(9),2025,OTH,241
10,CEV STAGE V,Nagaland(9),2025,OTH,167
11,EURO 1,Nagaland(9),2025,OTH,0
12,EURO 2,Nagaland(9),2025,OTH,0
13,EURO 3,Nagaland(9),2025,OTH,0
14,EURO 4,Nagaland(9),2025,OTH,0
15,NOT APPLICABLE,Nagaland(9),2025,OTH,0
16,NOT AVAILABLE,Nagaland(9),2025,OTH,0
17,TREM STAGE IV,Nagaland(9),2025,OTH,0
1,BHARAT STAGE III,Odisha(39),2025,2WIC,0
2,BHARAT STAGE III (CEV),Odisha(39),2025,2WIC,0
3,BHARAT STAGE IV,Odisha(39),2025,2WIC,0
4,BHARAT STAGE VI,Odisha(39),2025,2WIC,2
5,BHARAT (TREM) STAGE III,Odisha(39),2025,2WIC,0
6,BHARAT (TREM) STAGE III A,Odisha(39),2025,2WIC,0
7,CEV STAGE IV,Odisha(39),2025,2WIC,0
8,CEV STAGE V,Odisha(39),2025,2WIC,0
9,EURO 6,Odisha(39),2025,2WIC,0
10,NOT AVAILABLE,Odisha(39),2025,2WIC,0
11,TREM STAGE IV,Odisha(39),2025,2WIC,0
1,BHARAT STAGE III,Odisha(39),2025,2WN,1
2,BHARAT STAGE III (CEV),Odisha(39),2025,2WN,0
3,BHARAT STAGE IV,Odisha(39),2025,2WN,0
4,BHARAT STAGE VI,Odisha(39),2025,2WN,"6,46,846"
5,BHARAT (TREM) STAGE III,Odisha(39),2025,2WN,0
6,BHARAT (TREM) STAGE III A,Odisha(39),2025,2WN,0
7,CEV STAGE IV,Odisha(39),2025,2WN,0
8,CEV STAGE V,Odisha(39),2025,2WN,0
9,EURO 6,Odisha(39),2025,2WN,0
10,NOT AVAILABLE,Odisha(39),2025,2WN,"67,526"
11,TREM STAGE IV,Odisha(39),2025,2WN,0
1,BHARAT STAGE III,Odisha(39),2025,2WT,0
2,BHARAT STAGE III (CEV),Odisha(39),2025,2WT,0
3,BHARAT STAGE IV,Odisha(39),2025,2WT,0
4,BHARAT STAGE VI,Odisha(39),2025,2WT,333
5,BHARAT (TREM) STAGE III,Odisha(39),2025,2WT,0
6,BHARAT (TREM) STAGE III A,Odisha(39),2025,2WT,0
7,CEV STAGE IV,Odisha(39),2025,2WT,0
8,CEV STAGE V,Odisha(39),2025,2WT,0
9,EURO 6,Odisha(39),2025,2WT,0
10,NOT AVAILABLE,Odisha(39),2025,2WT,20
11,TREM STAGE IV,Odisha(39),2025,2WT,0
1,BHARAT STAGE III,Odisha(39),2025,3WIC,0
2,BHARAT STAGE III (CEV),Odisha(39),2025,3WIC,0
3,BHARAT STAGE IV,Odisha(39),2025,3WIC,0
4,BHARAT STAGE VI,Odisha(39),2025,3WIC,0
5,BHARAT (TREM) STAGE III,Odisha(39),2025,3WIC,0
6,BHARAT (TREM) STAGE III A,Odisha(39),2025,3WIC,0
7,CEV STAGE IV,Odisha(39),2025,3WIC,0
8,CEV STAGE V,Odisha(39),2025,3WIC,0
9,EURO 6,Odisha(39),2025,3WIC,0
10,NOT AVAILABLE,Odisha(39),2025,3WIC,0
11,TREM STAGE IV,Odisha(39),2025,3WIC,0
1,BHARAT STAGE III,Odisha(39),2025,3WN,0
2,BHARAT STAGE III (CEV),Odisha(39),2025,3WN,0
3,BHARAT STAGE IV,Odisha(39),2025,3WN,0
4,BHARAT STAGE VI,Odisha(39),2025,3WN,2
5,BHARAT (TREM) STAGE III,Odisha(39),2025,3WN,0
6,BHARAT (TREM) STAGE III A,Odisha(39),2025,3WN,0
7,CEV STAGE IV,Odisha(39),2025,3WN,0
8,CEV STAGE V,Odisha(39),2025,3WN,0
9,EURO 6,Odisha(39),2025,3WN,0
10,NOT AVAILABLE,Odisha(39),2025,3WN,2
11,TREM STAGE IV,Odisha(39),2025,3WN,0
1,BHARAT STAGE III,Odisha(39),2025,3WT,0
2,BHARAT STAGE III (CEV),Odisha(39),2025,3WT,0
3,BHARAT STAGE IV,Odisha(39),2025,3WT,0
4,BHARAT STAGE VI,Odisha(39),2025,3WT,"19,237"
5,BHARAT (TREM) STAGE III,Odisha(39),2025,3WT,0
6,BHARAT (TREM) STAGE III A,Odisha(39),2025,3WT,0
7,CEV STAGE IV,Odisha(39),2025,3WT,0
8,CEV STAGE V,Odisha(39),2025,3WT,0
9,EURO 6,Odisha(39),2025,3WT,0
10,NOT AVAILABLE,Odisha(39),2025,3WT,"6,372"
11,TREM STAGE IV,Odisha(39),2025,3WT,0
1,BHARAT STAGE III,Odisha(39),2025,4WIC,0
2,BHARAT STAGE III (CEV),Odisha(39),2025,4WIC,0
3,BHARAT STAGE IV,Odisha(39),2025,4WIC,0
4,BHARAT STAGE VI,Odisha(39),2025,4WIC,15
5,BHARAT (TREM) STAGE III,Odisha(39),2025,4WIC,0
6,BHARAT (TREM) STAGE III A,Odisha(39),2025,4WIC,0
7,CEV STAGE IV,Odisha(39),2025,4WIC,0
8,CEV STAGE V,Odisha(39),2025,4WIC,0
9,EURO 6,Odisha(39),2025,4WIC,0
10,NOT AVAILABLE,Odisha(39),2025,4WIC,0
11,TREM STAGE IV,Odisha(39),2025,4WIC,0
1,BHARAT STAGE III,Odisha(39),2025,HGV,0
2,BHARAT STAGE III (CEV),Odisha(39),2025,HGV,0
3,BHARAT STAGE IV,Odisha(39),2025,HGV,0
4,BHARAT STAGE VI,Odisha(39),2025,HGV,"11,767"
5,BHARAT (TREM) STAGE III,Odisha(39),2025,HGV,0
6,BHARAT (TREM) STAGE III A,Odisha(39),2025,HGV,1
7,CEV STAGE IV,Odisha(39),2025,HGV,0
8,CEV STAGE V,Odisha(39),2025,HGV,0
9,EURO 6,Odisha(39),2025,HGV,0
10,NOT AVAILABLE,Odisha(39),2025,HGV,60
11,TREM STAGE IV,Odisha(39),2025,HGV,0
1,BHARAT STAGE III,Odisha(39),2025,HMV,0
2,BHARAT STAGE III (CEV),Odisha(39),2025,HMV,2
3,BHARAT STAGE IV,Odisha(39),2025,HMV,1
4,BHARAT STAGE VI,Odisha(39),2025,HMV,33
5,BHARAT (TREM) STAGE III,Odisha(39),2025,HMV,0
6,BHARAT (TREM) STAGE III A,Odisha(39),2025,HMV,0
7,CEV STAGE IV,Odisha(39),2025,HMV,5
8,CEV STAGE V,Odisha(39),2025,HMV,7
9,EURO 6,Odisha(39),2025,HMV,2
10,NOT AVAILABLE,Odisha(39),2025,HMV,0
11,TREM STAGE IV,Odisha(39),2025,HMV,0
1,BHARAT STAGE III,Odisha(39),2025,HPV,0
2,BHARAT STAGE III (CEV),Odisha(39),2025,HPV,0
3,BHARAT STAGE IV,Odisha(39),2025,HPV,0
4,BHARAT STAGE VI,Odisha(39),2025,HPV,484
5,BHARAT (TREM) STAGE III,Odisha(39),2025,HPV,0
6,BHARAT (TREM) STAGE III A,Odisha(39),2025,HPV,0
7,CEV STAGE IV,Odisha(39),2025,HPV,0
8,CEV STAGE V,Odisha(39),2025,HPV,0
9,EURO 6,Odisha(39),2025,HPV,0
10,NOT AVAILABLE,Odisha(39),2025,HPV,180
11,TREM STAGE IV,Odisha(39),2025,HPV,0
1,BHARAT STAGE III,Odisha(39),2025,LGV,0
2,BHARAT STAGE III (CEV),Odisha(39),2025,LGV,0
3,BHARAT STAGE IV,Odisha(39),2025,LGV,1
4,BHARAT STAGE VI,Odisha(39),2025,LGV,"16,082"
5,BHARAT (TREM) STAGE III,Odisha(39),2025,LGV,0
6,BHARAT (TREM) STAGE III A,Odisha(39),2025,LGV,"1,096"
7,CEV STAGE IV,Odisha(39),2025,LGV,0
8,CEV STAGE V,Odisha(39),2025,LGV,0
9,EURO 6,Odisha(39),2025,LGV,0
10,NOT AVAILABLE,Odisha(39),2025,LGV,"2,821"
11,TREM STAGE IV,Odisha(39),2025,LGV,6
1,BHARAT STAGE III,Odisha(39),2025,LMV,1
2,BHARAT STAGE III (CEV),Odisha(39),2025,LMV,1
3,BHARAT STAGE IV,Odisha(39),2025,LMV,3
4,BHARAT STAGE VI,Odisha(39),2025,LMV,"76,836"
5,BHARAT (TREM) STAGE III,Odisha(39),2025,LMV,0
6,BHARAT (TREM) STAGE III A,Odisha(39),2025,LMV,"22,813"
7,CEV STAGE IV,Odisha(39),2025,LMV,7
8,CEV STAGE V,Odisha(39),2025,LMV,2
9,EURO 6,Odisha(39),2025,LMV,0
10,NOT AVAILABLE,Odisha(39),2025,LMV,"4,391"
11,TREM STAGE IV,Odisha(39),2025,LMV,215
1,BHARAT STAGE III,Odisha(39),2025,LPV,0
2,BHARAT STAGE III (CEV),Odisha(39),2025,LPV,0
3,BHARAT STAGE IV,Odisha(39),2025,LPV,0
4,BHARAT STAGE VI,Odisha(39),2025,LPV,"10,451"
5,BHARAT (TREM) STAGE III,Odisha(39),2025,LPV,0
6,BHARAT (TREM) STAGE III A,Odisha(39),2025,LPV,0
7,CEV STAGE IV,Odisha(39),2025,LPV,0
8,CEV STAGE V,Odisha(39),2025,LPV,0
9,EURO 6,Odisha(39),2025,LPV,0
10,NOT AVAILABLE,Odisha(39),2025,LPV,153
11,TREM STAGE IV,Odisha(39),2025,LPV,0
1,BHARAT STAGE III,Odisha(39),2025,MGV,0
2,BHARAT STAGE III (CEV),Odisha(39),2025,MGV,0
3,BHARAT STAGE IV,Odisha(39),2025,MGV,0
4,BHARAT STAGE VI,Odisha(39),2025,MGV,508
5,BHARAT (TREM) STAGE III,Odisha(39),2025,MGV,0
6,BHARAT (TREM) STAGE III A,Odisha(39),2025,MGV,2
7,CEV STAGE IV,Odisha(39),2025,MGV,0
8,CEV STAGE V,Odisha(39),2025,MGV,0
9,EURO 6,Odisha(39),2025,MGV,0
10,NOT AVAILABLE,Odisha(39),2025,MGV,0
11,TREM STAGE IV,Odisha(39),2025,MGV,0
1,BHARAT STAGE III,Odisha(39),2025,MMV,0
2,BHARAT STAGE III (CEV),Odisha(39),2025,MMV,29
3,BHARAT STAGE IV,Odisha(39),2025,MMV,0
4,BHARAT STAGE VI,Odisha(39),2025,MMV,25
5,BHARAT (TREM) STAGE III,Odisha(39),2025,MMV,0
6,BHARAT (TREM) STAGE III A,Odisha(39),2025,MMV,0
7,CEV STAGE IV,Odisha(39),2025,MMV,43
8,CEV STAGE V,Odisha(39),2025,MMV,26
9,EURO 6,Odisha(39),2025,MMV,0
10,NOT AVAILABLE,Odisha(39),2025,MMV,0
11,TREM STAGE IV,Odisha(39),2025,MMV,0
1,BHARAT STAGE III,Odisha(39),2025,MPV,0
2,BHARAT STAGE III (CEV),Odisha(39),2025,MPV,0
3,BHARAT STAGE IV,Odisha(39),2025,MPV,0
4,BHARAT STAGE VI,Odisha(39),2025,MPV,"1,051"
5,BHARAT (TREM) STAGE III,Odisha(39),2025,MPV,0
6,BHARAT (TREM) STAGE III A,Odisha(39),2025,MPV,0
7,CEV STAGE IV,Odisha(39),2025,MPV,0
8,CEV STAGE V,Odisha(39),2025,MPV,0
9,EURO 6,Odisha(39),2025,MPV,0
10,NOT AVAILABLE,Odisha(39),2025,MPV,29
11,TREM STAGE IV,Odisha(39),2025,MPV,0
1,BHARAT STAGE III,Odisha(39),2025,OTH,2
2,BHARAT STAGE III (CEV),Odisha(39),2025,OTH,684
3,BHARAT STAGE IV,Odisha(39),2025,OTH,0
4,BHARAT STAGE VI,Odisha(39),2025,OTH,131
5,BHARAT (TREM) STAGE III,Odisha(39),2025,OTH,1
6,BHARAT (TREM) STAGE III A,Odisha(39),2025,OTH,2
7,CEV STAGE IV,Odisha(39),2025,OTH,"1,278"
8,CEV STAGE V,Odisha(39),2025,OTH,"2,433"
9,EURO 6,Odisha(39),2025,OTH,7
10,NOT AVAILABLE,Odisha(39),2025,OTH,31
11,TREM STAGE IV,Odisha(39),2025,OTH,66
1,BHARAT STAGE II,Punjab(96),2025,2WIC,0
2,BHARAT STAGE III,Punjab(96),2025,2WIC,0
3,BHARAT STAGE III (CEV),Punjab(96),2025,2WIC,0
4,BHARAT STAGE III/IV,Punjab(96),2025,2WIC,0
5,BHARAT STAGE IV,Punjab(96),2025,2WIC,0
6,BHARAT STAGE VI,Punjab(96),2025,2WIC,0
7,BHARAT (TREM) STAGE III,Punjab(96),2025,2WIC,0
8,BHARAT (TREM) STAGE III A,Punjab(96),2025,2WIC,0
9,BHARAT (TREM) STAGE III B,Punjab(96),2025,2WIC,0
10,CEV STAGE IV,Punjab(96),2025,2WIC,0
11,CEV STAGE V,Punjab(96),2025,2WIC,0
12,EURO 6,Punjab(96),2025,2WIC,0
13,NOT APPLICABLE,Punjab(96),2025,2WIC,0
14,NOT AVAILABLE,Punjab(96),2025,2WIC,0
15,TREM STAGE IV,Punjab(96),2025,2WIC,0
16,TREM STAGE V,Punjab(96),2025,2WIC,0
1,BHARAT STAGE II,Punjab(96),2025,2WN,52
2,BHARAT STAGE III,Punjab(96),2025,2WN,27
3,BHARAT STAGE III (CEV),Punjab(96),2025,2WN,0
4,BHARAT STAGE III/IV,Punjab(96),2025,2WN,12
5,BHARAT STAGE IV,Punjab(96),2025,2WN,1
6,BHARAT STAGE VI,Punjab(96),2025,2WN,"5,14,873"
7,BHARAT (TREM) STAGE III,Punjab(96),2025,2WN,0
8,BHARAT (TREM) STAGE III A,Punjab(96),2025,2WN,0
9,BHARAT (TREM) STAGE III B,Punjab(96),2025,2WN,0
10,CEV STAGE IV,Punjab(96),2025,2WN,0
11,CEV STAGE V,Punjab(96),2025,2WN,0
12,EURO 6,Punjab(96),2025,2WN,0
13,NOT APPLICABLE,Punjab(96),2025,2WN,0
14,NOT AVAILABLE,Punjab(96),2025,2WN,"27,264"
15,TREM STAGE IV,Punjab(96),2025,2WN,0
16,TREM STAGE V,Punjab(96),2025,2WN,0
1,BHARAT STAGE II,Punjab(96),2025,2WT,0
2,BHARAT STAGE III,Punjab(96),2025,2WT,0
3,BHARAT STAGE III (CEV),Punjab(96),2025,2WT,0
4,BHARAT STAGE III/IV,Punjab(96),2025,2WT,0
5,BHARAT STAGE IV,Punjab(96),2025,2WT,0
6,BHARAT STAGE VI,Punjab(96),2025,2WT,39
7,BHARAT (TREM) STAGE III,Punjab(96),2025,2WT,0
8,BHARAT (TREM) STAGE III A,Punjab(96),2025,2WT,0
9,BHARAT (TREM) STAGE III B,Punjab(96),2025,2WT,0
10,CEV STAGE IV,Punjab(96),2025,2WT,0
11,CEV STAGE V,Punjab(96),2025,2WT,0
12,EURO 6,Punjab(96),2025,2WT,0
13,NOT APPLICABLE,Punjab(96),2025,2WT,0
14,NOT AVAILABLE,Punjab(96),2025,2WT,1
15,TREM STAGE IV,Punjab(96),2025,2WT,0
16,TREM STAGE V,Punjab(96),2025,2WT,0
1,BHARAT STAGE II,Punjab(96),2025,3WIC,0
2,BHARAT STAGE III,Punjab(96),2025,3WIC,0
3,BHARAT STAGE III (CEV),Punjab(96),2025,3WIC,0
4,BHARAT STAGE III/IV,Punjab(96),2025,3WIC,0
5,BHARAT STAGE IV,Punjab(96),2025,3WIC,0
6,BHARAT STAGE VI,Punjab(96),2025,3WIC,0
7,BHARAT (TREM) STAGE III,Punjab(96),2025,3WIC,0
8,BHARAT (TREM) STAGE III A,Punjab(96),2025,3WIC,0
9,BHARAT (TREM) STAGE III B,Punjab(96),2025,3WIC,0
10,CEV STAGE IV,Punjab(96),2025,3WIC,0
11,CEV STAGE V,Punjab(96),2025,3WIC,0
12,EURO 6,Punjab(96),2025,3WIC,0
13,NOT APPLICABLE,Punjab(96),2025,3WIC,0
14,NOT AVAILABLE,Punjab(96),2025,3WIC,0
15,TREM STAGE IV,Punjab(96),2025,3WIC,0
16,TREM STAGE V,Punjab(96),2025,3WIC,0
1,BHARAT STAGE II,Punjab(96),2025,3WN,0
2,BHARAT STAGE III,Punjab(96),2025,3WN,0
3,BHARAT STAGE III (CEV),Punjab(96),2025,3WN,0
4,BHARAT STAGE III/IV,Punjab(96),2025,3WN,0
5,BHARAT STAGE IV,Punjab(96),2025,3WN,0
6,BHARAT STAGE VI,Punjab(96),2025,3WN,0
7,BHARAT (TREM) STAGE III,Punjab(96),2025,3WN,0
8,BHARAT (TREM) STAGE III A,Punjab(96),2025,3WN,0
9,BHARAT (TREM) STAGE III B,Punjab(96),2025,3WN,0
10,CEV STAGE IV,Punjab(96),2025,3WN,0
11,CEV STAGE V,Punjab(96),2025,3WN,0
12,EURO 6,Punjab(96),2025,3WN,0
13,NOT APPLICABLE,Punjab(96),2025,3WN,0
14,NOT AVAILABLE,Punjab(96),2025,3WN,0
15,TREM STAGE IV,Punjab(96),2025,3WN,0
16,TREM STAGE V,Punjab(96),2025,3WN,0
1,BHARAT STAGE II,Punjab(96),2025,3WT,0
2,BHARAT STAGE III,Punjab(96),2025,3WT,0
3,BHARAT STAGE III (CEV),Punjab(96),2025,3WT,0
4,BHARAT STAGE III/IV,Punjab(96),2025,3WT,0
5,BHARAT STAGE IV,Punjab(96),2025,3WT,0
6,BHARAT STAGE VI,Punjab(96),2025,3WT,"2,993"
7,BHARAT (TREM) STAGE III,Punjab(96),2025,3WT,0
8,BHARAT (TREM) STAGE III A,Punjab(96),2025,3WT,0
9,BHARAT (TREM) STAGE III B,Punjab(96),2025,3WT,0
10,CEV STAGE IV,Punjab(96),2025,3WT,0
11,CEV STAGE V,Punjab(96),2025,3WT,0
12,EURO 6,Punjab(96),2025,3WT,0
13,NOT APPLICABLE,Punjab(96),2025,3WT,0
14,NOT AVAILABLE,Punjab(96),2025,3WT,"14,059"
15,TREM STAGE IV,Punjab(96),2025,3WT,0
16,TREM STAGE V,Punjab(96),2025,3WT,0
1,BHARAT STAGE II,Punjab(96),2025,4WIC,0
2,BHARAT STAGE III,Punjab(96),2025,4WIC,0
3,BHARAT STAGE III (CEV),Punjab(96),2025,4WIC,0
4,BHARAT STAGE III/IV,Punjab(96),2025,4WIC,0
5,BHARAT STAGE IV,Punjab(96),2025,4WIC,0
6,BHARAT STAGE VI,Punjab(96),2025,4WIC,8
7,BHARAT (TREM) STAGE III,Punjab(96),2025,4WIC,0
8,BHARAT (TREM) STAGE III A,Punjab(96),2025,4WIC,0
9,BHARAT (TREM) STAGE III B,Punjab(96),2025,4WIC,0
10,CEV STAGE IV,Punjab(96),2025,4WIC,0
11,CEV STAGE V,Punjab(96),2025,4WIC,0
12,EURO 6,Punjab(96),2025,4WIC,0
13,NOT APPLICABLE,Punjab(96),2025,4WIC,0
14,NOT AVAILABLE,Punjab(96),2025,4WIC,1
15,TREM STAGE IV,Punjab(96),2025,4WIC,0
16,TREM STAGE V,Punjab(96),2025,4WIC,0
1,BHARAT STAGE II,Punjab(96),2025,HGV,0
2,BHARAT STAGE III,Punjab(96),2025,HGV,0
3,BHARAT STAGE III (CEV),Punjab(96),2025,HGV,0
4,BHARAT STAGE III/IV,Punjab(96),2025,HGV,0
5,BHARAT STAGE IV,Punjab(96),2025,HGV,0
6,BHARAT STAGE VI,Punjab(96),2025,HGV,"5,610"
7,BHARAT (TREM) STAGE III,Punjab(96),2025,HGV,0
8,BHARAT (TREM) STAGE III A,Punjab(96),2025,HGV,0
9,BHARAT (TREM) STAGE III B,Punjab(96),2025,HGV,0
10,CEV STAGE IV,Punjab(96),2025,HGV,0
11,CEV STAGE V,Punjab(96),2025,HGV,0
12,EURO 6,Punjab(96),2025,HGV,0
13,NOT APPLICABLE,Punjab(96),2025,HGV,0
14,NOT AVAILABLE,Punjab(96),2025,HGV,0
15,TREM STAGE IV,Punjab(96),2025,HGV,0
16,TREM STAGE V,Punjab(96),2025,HGV,0
1,BHARAT STAGE II,Punjab(96),2025,HMV,0
2,BHARAT STAGE III,Punjab(96),2025,HMV,0
3,BHARAT STAGE III (CEV),Punjab(96),2025,HMV,11
4,BHARAT STAGE III/IV,Punjab(96),2025,HMV,0
5,BHARAT STAGE IV,Punjab(96),2025,HMV,0
6,BHARAT STAGE VI,Punjab(96),2025,HMV,1
7,BHARAT (TREM) STAGE III,Punjab(96),2025,HMV,0
8,BHARAT (TREM) STAGE III A,Punjab(96),2025,HMV,0
9,BHARAT (TREM) STAGE III B,Punjab(96),2025,HMV,0
10,CEV STAGE IV,Punjab(96),2025,HMV,12
11,CEV STAGE V,Punjab(96),2025,HMV,30
12,EURO 6,Punjab(96),2025,HMV,0
13,NOT APPLICABLE,Punjab(96),2025,HMV,0
14,NOT AVAILABLE,Punjab(96),2025,HMV,0
15,TREM STAGE IV,Punjab(96),2025,HMV,0
16,TREM STAGE V,Punjab(96),2025,HMV,0
1,BHARAT STAGE II,Punjab(96),2025,HPV,0
2,BHARAT STAGE III,Punjab(96),2025,HPV,0
3,BHARAT STAGE III (CEV),Punjab(96),2025,HPV,0
4,BHARAT STAGE III/IV,Punjab(96),2025,HPV,0
5,BHARAT STAGE IV,Punjab(96),2025,HPV,1
6,BHARAT STAGE VI,Punjab(96),2025,HPV,217
7,BHARAT (TREM) STAGE III,Punjab(96),2025,HPV,0
8,BHARAT (TREM) STAGE III A,Punjab(96),2025,HPV,0
9,BHARAT (TREM) STAGE III B,Punjab(96),2025,HPV,0
10,CEV STAGE IV,Punjab(96),2025,HPV,0
11,CEV STAGE V,Punjab(96),2025,HPV,0
12,EURO 6,Punjab(96),2025,HPV,0
13,NOT APPLICABLE,Punjab(96),2025,HPV,0
14,NOT AVAILABLE,Punjab(96),2025,HPV,1
15,TREM STAGE IV,Punjab(96),2025,HPV,0
16,TREM STAGE V,Punjab(96),2025,HPV,0
1,BHARAT STAGE II,Punjab(96),2025,LGV,0
2,BHARAT STAGE III,Punjab(96),2025,LGV,0
3,BHARAT STAGE III (CEV),Punjab(96),2025,LGV,0
4,BHARAT STAGE III/IV,Punjab(96),2025,LGV,0
5,BHARAT STAGE IV,Punjab(96),2025,LGV,0
6,BHARAT STAGE VI,Punjab(96),2025,LGV,"11,745"
7,BHARAT (TREM) STAGE III,Punjab(96),2025,LGV,0
8,BHARAT (TREM) STAGE III A,Punjab(96),2025,LGV,3
9,BHARAT (TREM) STAGE III B,Punjab(96),2025,LGV,0
10,CEV STAGE IV,Punjab(96),2025,LGV,0
11,CEV STAGE V,Punjab(96),2025,LGV,0
12,EURO 6,Punjab(96),2025,LGV,0
13,NOT APPLICABLE,Punjab(96),2025,LGV,0
14,NOT AVAILABLE,Punjab(96),2025,LGV,137
15,TREM STAGE IV,Punjab(96),2025,LGV,0
16,TREM STAGE V,Punjab(96),2025,LGV,0
1,BHARAT STAGE II,Punjab(96),2025,LMV,2
2,BHARAT STAGE III,Punjab(96),2025,LMV,0
3,BHARAT STAGE III (CEV),Punjab(96),2025,LMV,0
4,BHARAT STAGE III/IV,Punjab(96),2025,LMV,3
5,BHARAT STAGE IV,Punjab(96),2025,LMV,3
6,BHARAT STAGE VI,Punjab(96),2025,LMV,"1,66,026"
7,BHARAT (TREM) STAGE III,Punjab(96),2025,LMV,2
8,BHARAT (TREM) STAGE III A,Punjab(96),2025,LMV,"31,992"
9,BHARAT (TREM) STAGE III B,Punjab(96),2025,LMV,2
10,CEV STAGE IV,Punjab(96),2025,LMV,6
11,CEV STAGE V,Punjab(96),2025,LMV,0
12,EURO 6,Punjab(96),2025,LMV,2
13,NOT APPLICABLE,Punjab(96),2025,LMV,1
14,NOT AVAILABLE,Punjab(96),2025,LMV,"3,823"
15,TREM STAGE IV,Punjab(96),2025,LMV,"4,461"
16,TREM STAGE V,Punjab(96),2025,LMV,8
1,BHARAT STAGE II,Punjab(96),2025,LPV,0
2,BHARAT STAGE III,Punjab(96),2025,LPV,0
3,BHARAT STAGE III (CEV),Punjab(96),2025,LPV,0
