S No,Vehicle Class,State,Year,Vehicle Category,Value
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,BS I,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,BS I,0
3,AMBULANCE,All Vahan4 Running States (35/36),2025,BS I,0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,BS I,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,BS I,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,BS I,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,BS I,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,BS I,0
9,BULLDOZER,All Vahan4 Running States (35/36),2025,BS I,0
10,BUS,All Vahan4 Running States (35/36),2025,BS I,0
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,BS I,0
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,BS I,0
13,CASH VAN,All Vahan4 Running States (35/36),2025,BS I,0
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,BS I,0
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS I,0
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,BS I,0
17,DUMPER,All Vahan4 Running States (35/36),2025,BS I,0
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,BS I,0
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,BS I,0
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,BS I,0
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,BS I,0
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS I,0
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,BS I,0
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,BS I,0
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,BS I,0
26,FORK LIFT,All Vahan4 Running States (35/36),2025,BS I,0
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,BS I,2
28,HARVESTER,All Vahan4 Running States (35/36),2025,BS I,0
29,HEARSES,All Vahan4 Running States (35/36),2025,BS I,0
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,BS I,0
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,BS I,0
32,MAXI CAB,All Vahan4 Running States (35/36),2025,BS I,2
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,BS I,35
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,BS I,0
35,MOBILE CANTEEN,All Vahan4 Running States (35/36),2025,BS I,0
36,MOBILE CLINIC,All Vahan4 Running States (35/36),2025,BS I,0
37,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2025,BS I,0
38,MOPED,All Vahan4 Running States (35/36),2025,BS I,0
39,MOTOR CAB,All Vahan4 Running States (35/36),2025,BS I,0
40,MOTOR CAR,All Vahan4 Running States (35/36),2025,BS I,12
41,MOTOR CARAVAN,All Vahan4 Running States (35/36),2025,BS I,0
42,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2025,BS I,0
43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2025,BS I,0
44,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2025,BS I,0
45,OMNI BUS,All Vahan4 Running States (35/36),2025,BS I,0
46,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2025,BS I,0
47,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2025,BS I,0
48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2025,BS I,0
49,PULLER TRACTOR,All Vahan4 Running States (35/36),2025,BS I,0
50,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS I,0
51,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2025,BS I,0
52,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2025,BS I,1
53,ROAD ROLLER,All Vahan4 Running States (35/36),2025,BS I,0
54,SCHOOL BUS,All Vahan4 Running States (35/36),2025,BS I,0
55,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS I,0
56,SNORKED LADDERS,All Vahan4 Running States (35/36),2025,BS I,0
57,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2025,BS I,0
58,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2025,BS I,0
59,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2025,BS I,0
60,TOWER WAGON,All Vahan4 Running States (35/36),2025,BS I,0
61,TOW TRUCK,All Vahan4 Running States (35/36),2025,BS I,0
62,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS I,0
63,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2025,BS I,0
64,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2025,BS I,0
65,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS I,0
66,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2025,BS I,0
67,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2025,BS I,0
68,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2025,BS I,0
69,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2025,BS I,0
70,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2025,BS I,0
71,VINTAGE MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,BS I,0
72,X-RAY VAN,All Vahan4 Running States (35/36),2025,BS I,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,BS II,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,BS II,1
3,AMBULANCE,All Vahan4 Running States (35/36),2025,BS II,0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,BS II,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,BS II,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,BS II,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,BS II,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,BS II,0
9,BULLDOZER,All Vahan4 Running States (35/36),2025,BS II,0
10,BUS,All Vahan4 Running States (35/36),2025,BS II,1
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,BS II,0
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,BS II,3
13,CASH VAN,All Vahan4 Running States (35/36),2025,BS II,0
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,BS II,2
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS II,0
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,BS II,0
17,DUMPER,All Vahan4 Running States (35/36),2025,BS II,0
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,BS II,1
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,BS II,1
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,BS II,0
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,BS II,0
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS II,0
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,BS II,0
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,BS II,0
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,BS II,0
26,FORK LIFT,All Vahan4 Running States (35/36),2025,BS II,0
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,BS II,13
28,HARVESTER,All Vahan4 Running States (35/36),2025,BS II,0
29,HEARSES,All Vahan4 Running States (35/36),2025,BS II,0
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,BS II,0
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,BS II,0
32,MAXI CAB,All Vahan4 Running States (35/36),2025,BS II,0
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,BS II,427
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,BS II,0
35,MOBILE CANTEEN,All Vahan4 Running States (35/36),2025,BS II,0
36,MOBILE CLINIC,All Vahan4 Running States (35/36),2025,BS II,0
37,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2025,BS II,0
38,MOPED,All Vahan4 Running States (35/36),2025,BS II,0
39,MOTOR CAB,All Vahan4 Running States (35/36),2025,BS II,1
40,MOTOR CAR,All Vahan4 Running States (35/36),2025,BS II,328
41,MOTOR CARAVAN,All Vahan4 Running States (35/36),2025,BS II,0
42,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2025,BS II,0
43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2025,BS II,0
44,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2025,BS II,0
45,OMNI BUS,All Vahan4 Running States (35/36),2025,BS II,0
46,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2025,BS II,1
47,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2025,BS II,0
48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2025,BS II,3
49,PULLER TRACTOR,All Vahan4 Running States (35/36),2025,BS II,0
50,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS II,0
51,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2025,BS II,0
52,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2025,BS II,2
53,ROAD ROLLER,All Vahan4 Running States (35/36),2025,BS II,0
54,SCHOOL BUS,All Vahan4 Running States (35/36),2025,BS II,0
55,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS II,0
56,SNORKED LADDERS,All Vahan4 Running States (35/36),2025,BS II,0
57,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2025,BS II,0
58,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2025,BS II,0
59,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2025,BS II,0
60,TOWER WAGON,All Vahan4 Running States (35/36),2025,BS II,0
61,TOW TRUCK,All Vahan4 Running States (35/36),2025,BS II,0
62,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS II,0
63,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2025,BS II,0
64,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2025,BS II,0
65,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS II,0
66,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2025,BS II,0
67,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2025,BS II,0
68,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2025,BS II,0
69,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2025,BS II,0
70,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2025,BS II,1
71,VINTAGE MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,BS II,0
72,X-RAY VAN,All Vahan4 Running States (35/36),2025,BS II,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,BS III,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,BS III,6
3,AMBULANCE,All Vahan4 Running States (35/36),2025,BS III,2
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,BS III,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,BS III,72
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,BS III,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,BS III,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,BS III,0
9,BULLDOZER,All Vahan4 Running States (35/36),2025,BS III,0
10,BUS,All Vahan4 Running States (35/36),2025,BS III,24
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,BS III,0
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,BS III,7
13,CASH VAN,All Vahan4 Running States (35/36),2025,BS III,0
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,BS III,19
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III,3
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,BS III,3
17,DUMPER,All Vahan4 Running States (35/36),2025,BS III,0
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,BS III,1
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,BS III,0
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,BS III,0
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,BS III,0
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III,0
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,BS III,3
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,BS III,0
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,BS III,0
26,FORK LIFT,All Vahan4 Running States (35/36),2025,BS III,0
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,BS III,317
28,HARVESTER,All Vahan4 Running States (35/36),2025,BS III,0
29,HEARSES,All Vahan4 Running States (35/36),2025,BS III,0
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,BS III,0
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,BS III,0
32,MAXI CAB,All Vahan4 Running States (35/36),2025,BS III,10
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,BS III,218
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,BS III,0
35,MOBILE CANTEEN,All Vahan4 Running States (35/36),2025,BS III,0
36,MOBILE CLINIC,All Vahan4 Running States (35/36),2025,BS III,0
37,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2025,BS III,0
38,MOPED,All Vahan4 Running States (35/36),2025,BS III,0
39,MOTOR CAB,All Vahan4 Running States (35/36),2025,BS III,2
40,MOTOR CAR,All Vahan4 Running States (35/36),2025,BS III,539
41,MOTOR CARAVAN,All Vahan4 Running States (35/36),2025,BS III,0
42,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2025,BS III,0
43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2025,BS III,0
44,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2025,BS III,0
45,OMNI BUS,All Vahan4 Running States (35/36),2025,BS III,0
46,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2025,BS III,0
47,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2025,BS III,0
48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2025,BS III,8
49,PULLER TRACTOR,All Vahan4 Running States (35/36),2025,BS III,0
50,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III,0
51,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2025,BS III,0
52,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2025,BS III,5
53,ROAD ROLLER,All Vahan4 Running States (35/36),2025,BS III,0
54,SCHOOL BUS,All Vahan4 Running States (35/36),2025,BS III,0
55,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III,0
56,SNORKED LADDERS,All Vahan4 Running States (35/36),2025,BS III,0
57,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2025,BS III,0
58,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2025,BS III,0
59,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2025,BS III,0
60,TOWER WAGON,All Vahan4 Running States (35/36),2025,BS III,0
61,TOW TRUCK,All Vahan4 Running States (35/36),2025,BS III,9
62,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III,0
63,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III,0
64,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2025,BS III,0
65,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III,0
66,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2025,BS III,0
67,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2025,BS III,0
68,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2025,BS III,0
69,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2025,BS III,0
70,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2025,BS III,3
71,VINTAGE MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,BS III,0
72,X-RAY VAN,All Vahan4 Running States (35/36),2025,BS III,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,BS III (CEV),0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,BS III (CEV),19
3,AMBULANCE,All Vahan4 Running States (35/36),2025,BS III (CEV),0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,BS III (CEV),0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,BS III (CEV),0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,BS III (CEV),0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,BS III (CEV),0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,BS III (CEV),0
9,BULLDOZER,All Vahan4 Running States (35/36),2025,BS III (CEV),5
10,BUS,All Vahan4 Running States (35/36),2025,BS III (CEV),0
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,BS III (CEV),0
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,BS III (CEV),0
13,CASH VAN,All Vahan4 Running States (35/36),2025,BS III (CEV),0
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,BS III (CEV),"8,001"
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III (CEV),"1,302"
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,BS III (CEV),"2,467"
17,DUMPER,All Vahan4 Running States (35/36),2025,BS III (CEV),0
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,BS III (CEV),396
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,BS III (CEV),0
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,BS III (CEV),0
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,BS III (CEV),0
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III (CEV),8
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,BS III (CEV),741
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,BS III (CEV),0
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,BS III (CEV),0
26,FORK LIFT,All Vahan4 Running States (35/36),2025,BS III (CEV),846
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,BS III (CEV),0
28,HARVESTER,All Vahan4 Running States (35/36),2025,BS III (CEV),6
29,HEARSES,All Vahan4 Running States (35/36),2025,BS III (CEV),0
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,BS III (CEV),0
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,BS III (CEV),0
32,MAXI CAB,All Vahan4 Running States (35/36),2025,BS III (CEV),0
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,BS III (CEV),0
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,BS III (CEV),0
35,MOBILE CANTEEN,All Vahan4 Running States (35/36),2025,BS III (CEV),0
36,MOBILE CLINIC,All Vahan4 Running States (35/36),2025,BS III (CEV),0
37,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2025,BS III (CEV),0
38,MOPED,All Vahan4 Running States (35/36),2025,BS III (CEV),0
39,MOTOR CAB,All Vahan4 Running States (35/36),2025,BS III (CEV),0
40,MOTOR CAR,All Vahan4 Running States (35/36),2025,BS III (CEV),1
41,MOTOR CARAVAN,All Vahan4 Running States (35/36),2025,BS III (CEV),0
42,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2025,BS III (CEV),0
43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2025,BS III (CEV),0
44,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2025,BS III (CEV),0
45,OMNI BUS,All Vahan4 Running States (35/36),2025,BS III (CEV),0
46,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2025,BS III (CEV),0
47,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2025,BS III (CEV),0
48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2025,BS III (CEV),0
49,PULLER TRACTOR,All Vahan4 Running States (35/36),2025,BS III (CEV),0
50,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III (CEV),0
51,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2025,BS III (CEV),0
52,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2025,BS III (CEV),0
53,ROAD ROLLER,All Vahan4 Running States (35/36),2025,BS III (CEV),27
54,SCHOOL BUS,All Vahan4 Running States (35/36),2025,BS III (CEV),0
55,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III (CEV),0
56,SNORKED LADDERS,All Vahan4 Running States (35/36),2025,BS III (CEV),2
57,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2025,BS III (CEV),0
58,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2025,BS III (CEV),0
59,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2025,BS III (CEV),0
60,TOWER WAGON,All Vahan4 Running States (35/36),2025,BS III (CEV),0
61,TOW TRUCK,All Vahan4 Running States (35/36),2025,BS III (CEV),0
62,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III (CEV),0
63,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III (CEV),3
64,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2025,BS III (CEV),0
65,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III (CEV),0
66,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2025,BS III (CEV),0
67,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2025,BS III (CEV),0
68,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2025,BS III (CEV),0
69,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2025,BS III (CEV),0
70,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2025,BS III (CEV),0
71,VINTAGE MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,BS III (CEV),0
72,X-RAY VAN,All Vahan4 Running States (35/36),2025,BS III (CEV),0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,BS III/IV,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,BS III/IV,0
3,AMBULANCE,All Vahan4 Running States (35/36),2025,BS III/IV,0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,BS III/IV,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,BS III/IV,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,BS III/IV,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,BS III/IV,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,BS III/IV,0
9,BULLDOZER,All Vahan4 Running States (35/36),2025,BS III/IV,0
10,BUS,All Vahan4 Running States (35/36),2025,BS III/IV,2
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,BS III/IV,0
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,BS III/IV,1
13,CASH VAN,All Vahan4 Running States (35/36),2025,BS III/IV,0
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,BS III/IV,0
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III/IV,0
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,BS III/IV,0
17,DUMPER,All Vahan4 Running States (35/36),2025,BS III/IV,0
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,BS III/IV,0
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,BS III/IV,0
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,BS III/IV,0
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,BS III/IV,0
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III/IV,0
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,BS III/IV,0
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,BS III/IV,0
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,BS III/IV,0
26,FORK LIFT,All Vahan4 Running States (35/36),2025,BS III/IV,0
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,BS III/IV,30
28,HARVESTER,All Vahan4 Running States (35/36),2025,BS III/IV,0
29,HEARSES,All Vahan4 Running States (35/36),2025,BS III/IV,0
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,BS III/IV,0
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,BS III/IV,0
32,MAXI CAB,All Vahan4 Running States (35/36),2025,BS III/IV,23
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,BS III/IV,68
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,BS III/IV,0
35,MOBILE CANTEEN,All Vahan4 Running States (35/36),2025,BS III/IV,0
36,MOBILE CLINIC,All Vahan4 Running States (35/36),2025,BS III/IV,0
37,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2025,BS III/IV,0
38,MOPED,All Vahan4 Running States (35/36),2025,BS III/IV,0
39,MOTOR CAB,All Vahan4 Running States (35/36),2025,BS III/IV,5
40,MOTOR CAR,All Vahan4 Running States (35/36),2025,BS III/IV,402
41,MOTOR CARAVAN,All Vahan4 Running States (35/36),2025,BS III/IV,0
42,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2025,BS III/IV,0
43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2025,BS III/IV,0
44,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2025,BS III/IV,0
45,OMNI BUS,All Vahan4 Running States (35/36),2025,BS III/IV,0
