S No,Vehicle Class,State,Year,Vehicle Category,Value
24,HEARSES,Haryana(104),2025,CEV STAGE V,0
25,LIBRARY VAN,Haryana(104),2025,CEV STAGE V,0
26,LUXURY CAB,Haryana(104),2025,CEV STAGE V,0
27,MAXI CAB,Haryana(104),2025,CEV STAGE V,0
28,M-CYCLE/SCOOTER,Haryana(104),2025,CEV STAGE V,0
29,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2025,CEV STAGE V,0
30,MOBILE CANTEEN,Haryana(104),2025,CEV STAGE V,0
31,MOBILE CLINIC,Haryana(104),2025,CEV STAGE V,0
32,MOBILE WORKSHOP,Haryana(104),2025,CEV STAGE V,0
33,MOPED,Haryana(104),2025,CEV STAGE V,0
34,MOTOR CAB,Haryana(104),2025,CEV STAGE V,0
35,MOTOR CAR,Haryana(104),2025,CEV STAGE V,0
36,MOTOR CYCLE/SCOOTER-SIDECAR(T),Haryana(104),2025,CEV STAGE V,0
37,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2025,CEV STAGE V,0
38,MOTORISED CYCLE (CC > 25CC),Haryana(104),2025,CEV STAGE V,0
39,OMNI BUS,Haryana(104),2025,CEV STAGE V,0
40,OMNI BUS (PRIVATE USE),Haryana(104),2025,CEV STAGE V,0
41,PRIVATE SERVICE VEHICLE,Haryana(104),2025,CEV STAGE V,0
42,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Haryana(104),2025,CEV STAGE V,0
43,RECOVERY VEHICLE,Haryana(104),2025,CEV STAGE V,0
44,ROAD ROLLER,Haryana(104),2025,CEV STAGE V,4
45,SEMI-TRAILER (COMMERCIAL),Haryana(104),2025,CEV STAGE V,0
46,THREE WHEELER (GOODS),Haryana(104),2025,CEV STAGE V,0
47,THREE WHEELER (PASSENGER),Haryana(104),2025,CEV STAGE V,0
48,TOW TRUCK,Haryana(104),2025,CEV STAGE V,0
49,TRACTOR (COMMERCIAL),Haryana(104),2025,CEV STAGE V,0
50,TRAILER (AGRICULTURAL),Haryana(104),2025,CEV STAGE V,0
51,TRAILER (COMMERCIAL),Haryana(104),2025,CEV STAGE V,0
52,VEHICLE FITTED WITH COMPRESSOR,Haryana(104),2025,CEV STAGE V,0
53,VEHICLE FITTED WITH RIG,Haryana(104),2025,CEV STAGE V,0
1,ADAPTED VEHICLE,Haryana(104),2025,EURO 1,0
2,AGRICULTURAL TRACTOR,Haryana(104),2025,EURO 1,0
3,AMBULANCE,Haryana(104),2025,EURO 1,0
4,ANIMAL AMBULANCE,Haryana(104),2025,EURO 1,0
5,ARMOURED/SPECIALISED VEHICLE,Haryana(104),2025,EURO 1,0
6,ARTICULATED VEHICLE,Haryana(104),2025,EURO 1,0
7,BUS,Haryana(104),2025,EURO 1,0
8,CAMPER VAN / TRAILER,Haryana(104),2025,EURO 1,0
9,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2025,EURO 1,0
10,CASH VAN,Haryana(104),2025,EURO 1,0
11,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2025,EURO 1,0
12,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Haryana(104),2025,EURO 1,0
13,CRANE MOUNTED VEHICLE,Haryana(104),2025,EURO 1,0
14,EARTH MOVING EQUIPMENT,Haryana(104),2025,EURO 1,0
15,EDUCATIONAL INSTITUTION BUS,Haryana(104),2025,EURO 1,0
16,E-RICKSHAW(P),Haryana(104),2025,EURO 1,0
17,E-RICKSHAW WITH CART (G),Haryana(104),2025,EURO 1,0
18,EXCAVATOR (NT),Haryana(104),2025,EURO 1,0
19,FIRE FIGHTING VEHICLE,Haryana(104),2025,EURO 1,0
20,FIRE TENDERS,Haryana(104),2025,EURO 1,0
21,FORK LIFT,Haryana(104),2025,EURO 1,0
22,GOODS CARRIER,Haryana(104),2025,EURO 1,0
23,HARVESTER,Haryana(104),2025,EURO 1,0
24,HEARSES,Haryana(104),2025,EURO 1,0
25,LIBRARY VAN,Haryana(104),2025,EURO 1,0
26,LUXURY CAB,Haryana(104),2025,EURO 1,0
27,MAXI CAB,Haryana(104),2025,EURO 1,0
28,M-CYCLE/SCOOTER,Haryana(104),2025,EURO 1,0
29,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2025,EURO 1,0
30,MOBILE CANTEEN,Haryana(104),2025,EURO 1,0
31,MOBILE CLINIC,Haryana(104),2025,EURO 1,0
32,MOBILE WORKSHOP,Haryana(104),2025,EURO 1,0
33,MOPED,Haryana(104),2025,EURO 1,0
34,MOTOR CAB,Haryana(104),2025,EURO 1,0
35,MOTOR CAR,Haryana(104),2025,EURO 1,0
36,MOTOR CYCLE/SCOOTER-SIDECAR(T),Haryana(104),2025,EURO 1,0
37,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2025,EURO 1,0
38,MOTORISED CYCLE (CC > 25CC),Haryana(104),2025,EURO 1,0
39,OMNI BUS,Haryana(104),2025,EURO 1,0
40,OMNI BUS (PRIVATE USE),Haryana(104),2025,EURO 1,0
41,PRIVATE SERVICE VEHICLE,Haryana(104),2025,EURO 1,0
42,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Haryana(104),2025,EURO 1,0
43,RECOVERY VEHICLE,Haryana(104),2025,EURO 1,0
44,ROAD ROLLER,Haryana(104),2025,EURO 1,0
45,SEMI-TRAILER (COMMERCIAL),Haryana(104),2025,EURO 1,0
46,THREE WHEELER (GOODS),Haryana(104),2025,EURO 1,0
47,THREE WHEELER (PASSENGER),Haryana(104),2025,EURO 1,0
48,TOW TRUCK,Haryana(104),2025,EURO 1,0
49,TRACTOR (COMMERCIAL),Haryana(104),2025,EURO 1,0
50,TRAILER (AGRICULTURAL),Haryana(104),2025,EURO 1,0
51,TRAILER (COMMERCIAL),Haryana(104),2025,EURO 1,0
52,VEHICLE FITTED WITH COMPRESSOR,Haryana(104),2025,EURO 1,0
53,VEHICLE FITTED WITH RIG,Haryana(104),2025,EURO 1,0
1,ADAPTED VEHICLE,Haryana(104),2025,EURO 2,0
2,AGRICULTURAL TRACTOR,Haryana(104),2025,EURO 2,0
3,AMBULANCE,Haryana(104),2025,EURO 2,0
4,ANIMAL AMBULANCE,Haryana(104),2025,EURO 2,0
5,ARMOURED/SPECIALISED VEHICLE,Haryana(104),2025,EURO 2,0
6,ARTICULATED VEHICLE,Haryana(104),2025,EURO 2,0
7,BUS,Haryana(104),2025,EURO 2,0
8,CAMPER VAN / TRAILER,Haryana(104),2025,EURO 2,0
9,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2025,EURO 2,0
10,CASH VAN,Haryana(104),2025,EURO 2,0
11,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2025,EURO 2,0
12,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Haryana(104),2025,EURO 2,0
13,CRANE MOUNTED VEHICLE,Haryana(104),2025,EURO 2,0
14,EARTH MOVING EQUIPMENT,Haryana(104),2025,EURO 2,0
15,EDUCATIONAL INSTITUTION BUS,Haryana(104),2025,EURO 2,0
16,E-RICKSHAW(P),Haryana(104),2025,EURO 2,0
17,E-RICKSHAW WITH CART (G),Haryana(104),2025,EURO 2,0
18,EXCAVATOR (NT),Haryana(104),2025,EURO 2,0
19,FIRE FIGHTING VEHICLE,Haryana(104),2025,EURO 2,0
20,FIRE TENDERS,Haryana(104),2025,EURO 2,0
21,FORK LIFT,Haryana(104),2025,EURO 2,0
22,GOODS CARRIER,Haryana(104),2025,EURO 2,0
23,HARVESTER,Haryana(104),2025,EURO 2,0
24,HEARSES,Haryana(104),2025,EURO 2,0
25,LIBRARY VAN,Haryana(104),2025,EURO 2,0
26,LUXURY CAB,Haryana(104),2025,EURO 2,0
27,MAXI CAB,Haryana(104),2025,EURO 2,0
28,M-CYCLE/SCOOTER,Haryana(104),2025,EURO 2,0
29,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2025,EURO 2,0
30,MOBILE CANTEEN,Haryana(104),2025,EURO 2,0
31,MOBILE CLINIC,Haryana(104),2025,EURO 2,0
32,MOBILE WORKSHOP,Haryana(104),2025,EURO 2,0
33,MOPED,Haryana(104),2025,EURO 2,0
34,MOTOR CAB,Haryana(104),2025,EURO 2,0
35,MOTOR CAR,Haryana(104),2025,EURO 2,0
36,MOTOR CYCLE/SCOOTER-SIDECAR(T),Haryana(104),2025,EURO 2,0
37,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2025,EURO 2,0
38,MOTORISED CYCLE (CC > 25CC),Haryana(104),2025,EURO 2,0
39,OMNI BUS,Haryana(104),2025,EURO 2,0
40,OMNI BUS (PRIVATE USE),Haryana(104),2025,EURO 2,0
41,PRIVATE SERVICE VEHICLE,Haryana(104),2025,EURO 2,0
42,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Haryana(104),2025,EURO 2,0
43,RECOVERY VEHICLE,Haryana(104),2025,EURO 2,0
44,ROAD ROLLER,Haryana(104),2025,EURO 2,0
45,SEMI-TRAILER (COMMERCIAL),Haryana(104),2025,EURO 2,0
46,THREE WHEELER (GOODS),Haryana(104),2025,EURO 2,0
47,THREE WHEELER (PASSENGER),Haryana(104),2025,EURO 2,0
48,TOW TRUCK,Haryana(104),2025,EURO 2,0
49,TRACTOR (COMMERCIAL),Haryana(104),2025,EURO 2,0
50,TRAILER (AGRICULTURAL),Haryana(104),2025,EURO 2,0
51,TRAILER (COMMERCIAL),Haryana(104),2025,EURO 2,0
52,VEHICLE FITTED WITH COMPRESSOR,Haryana(104),2025,EURO 2,0
53,VEHICLE FITTED WITH RIG,Haryana(104),2025,EURO 2,0
1,ADAPTED VEHICLE,Haryana(104),2025,EURO 3,0
2,AGRICULTURAL TRACTOR,Haryana(104),2025,EURO 3,0
3,AMBULANCE,Haryana(104),2025,EURO 3,0
4,ANIMAL AMBULANCE,Haryana(104),2025,EURO 3,0
5,ARMOURED/SPECIALISED VEHICLE,Haryana(104),2025,EURO 3,0
6,ARTICULATED VEHICLE,Haryana(104),2025,EURO 3,0
7,BUS,Haryana(104),2025,EURO 3,0
8,CAMPER VAN / TRAILER,Haryana(104),2025,EURO 3,0
9,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2025,EURO 3,0
10,CASH VAN,Haryana(104),2025,EURO 3,0
11,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2025,EURO 3,0
12,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Haryana(104),2025,EURO 3,0
13,CRANE MOUNTED VEHICLE,Haryana(104),2025,EURO 3,0
14,EARTH MOVING EQUIPMENT,Haryana(104),2025,EURO 3,0
15,EDUCATIONAL INSTITUTION BUS,Haryana(104),2025,EURO 3,0
16,E-RICKSHAW(P),Haryana(104),2025,EURO 3,0
17,E-RICKSHAW WITH CART (G),Haryana(104),2025,EURO 3,0
18,EXCAVATOR (NT),Haryana(104),2025,EURO 3,0
19,FIRE FIGHTING VEHICLE,Haryana(104),2025,EURO 3,0
20,FIRE TENDERS,Haryana(104),2025,EURO 3,0
21,FORK LIFT,Haryana(104),2025,EURO 3,0
22,GOODS CARRIER,Haryana(104),2025,EURO 3,0
23,HARVESTER,Haryana(104),2025,EURO 3,0
24,HEARSES,Haryana(104),2025,EURO 3,0
25,LIBRARY VAN,Haryana(104),2025,EURO 3,0
26,LUXURY CAB,Haryana(104),2025,EURO 3,0
27,MAXI CAB,Haryana(104),2025,EURO 3,0
28,M-CYCLE/SCOOTER,Haryana(104),2025,EURO 3,0
29,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2025,EURO 3,0
30,MOBILE CANTEEN,Haryana(104),2025,EURO 3,0
31,MOBILE CLINIC,Haryana(104),2025,EURO 3,0
32,MOBILE WORKSHOP,Haryana(104),2025,EURO 3,0
33,MOPED,Haryana(104),2025,EURO 3,0
34,MOTOR CAB,Haryana(104),2025,EURO 3,0
35,MOTOR CAR,Haryana(104),2025,EURO 3,0
36,MOTOR CYCLE/SCOOTER-SIDECAR(T),Haryana(104),2025,EURO 3,0
37,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2025,EURO 3,0
38,MOTORISED CYCLE (CC > 25CC),Haryana(104),2025,EURO 3,0
39,OMNI BUS,Haryana(104),2025,EURO 3,0
40,OMNI BUS (PRIVATE USE),Haryana(104),2025,EURO 3,0
41,PRIVATE SERVICE VEHICLE,Haryana(104),2025,EURO 3,0
42,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Haryana(104),2025,EURO 3,0
43,RECOVERY VEHICLE,Haryana(104),2025,EURO 3,0
44,ROAD ROLLER,Haryana(104),2025,EURO 3,0
45,SEMI-TRAILER (COMMERCIAL),Haryana(104),2025,EURO 3,0
46,THREE WHEELER (GOODS),Haryana(104),2025,EURO 3,0
47,THREE WHEELER (PASSENGER),Haryana(104),2025,EURO 3,0
48,TOW TRUCK,Haryana(104),2025,EURO 3,0
49,TRACTOR (COMMERCIAL),Haryana(104),2025,EURO 3,0
50,TRAILER (AGRICULTURAL),Haryana(104),2025,EURO 3,0
51,TRAILER (COMMERCIAL),Haryana(104),2025,EURO 3,0
52,VEHICLE FITTED WITH COMPRESSOR,Haryana(104),2025,EURO 3,0
53,VEHICLE FITTED WITH RIG,Haryana(104),2025,EURO 3,0
1,ADAPTED VEHICLE,Haryana(104),2025,EURO 4,0
2,AGRICULTURAL TRACTOR,Haryana(104),2025,EURO 4,0
3,AMBULANCE,Haryana(104),2025,EURO 4,0
4,ANIMAL AMBULANCE,Haryana(104),2025,EURO 4,0
5,ARMOURED/SPECIALISED VEHICLE,Haryana(104),2025,EURO 4,0
6,ARTICULATED VEHICLE,Haryana(104),2025,EURO 4,0
7,BUS,Haryana(104),2025,EURO 4,0
8,CAMPER VAN / TRAILER,Haryana(104),2025,EURO 4,0
9,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2025,EURO 4,0
10,CASH VAN,Haryana(104),2025,EURO 4,0
11,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2025,EURO 4,0
12,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Haryana(104),2025,EURO 4,0
13,CRANE MOUNTED VEHICLE,Haryana(104),2025,EURO 4,0
14,EARTH MOVING EQUIPMENT,Haryana(104),2025,EURO 4,0
15,EDUCATIONAL INSTITUTION BUS,Haryana(104),2025,EURO 4,0
16,E-RICKSHAW(P),Haryana(104),2025,EURO 4,0
17,E-RICKSHAW WITH CART (G),Haryana(104),2025,EURO 4,0
18,EXCAVATOR (NT),Haryana(104),2025,EURO 4,0
19,FIRE FIGHTING VEHICLE,Haryana(104),2025,EURO 4,0
20,FIRE TENDERS,Haryana(104),2025,EURO 4,0
21,FORK LIFT,Haryana(104),2025,EURO 4,0
22,GOODS CARRIER,Haryana(104),2025,EURO 4,0
23,HARVESTER,Haryana(104),2025,EURO 4,0
24,HEARSES,Haryana(104),2025,EURO 4,0
25,LIBRARY VAN,Haryana(104),2025,EURO 4,0
26,LUXURY CAB,Haryana(104),2025,EURO 4,0
27,MAXI CAB,Haryana(104),2025,EURO 4,0
28,M-CYCLE/SCOOTER,Haryana(104),2025,EURO 4,0
29,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2025,EURO 4,0
30,MOBILE CANTEEN,Haryana(104),2025,EURO 4,0
31,MOBILE CLINIC,Haryana(104),2025,EURO 4,0
32,MOBILE WORKSHOP,Haryana(104),2025,EURO 4,0
33,MOPED,Haryana(104),2025,EURO 4,0
34,MOTOR CAB,Haryana(104),2025,EURO 4,0
35,MOTOR CAR,Haryana(104),2025,EURO 4,1
36,MOTOR CYCLE/SCOOTER-SIDECAR(T),Haryana(104),2025,EURO 4,0
37,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2025,EURO 4,0
38,MOTORISED CYCLE (CC > 25CC),Haryana(104),2025,EURO 4,0
39,OMNI BUS,Haryana(104),2025,EURO 4,0
40,OMNI BUS (PRIVATE USE),Haryana(104),2025,EURO 4,0
41,PRIVATE SERVICE VEHICLE,Haryana(104),2025,EURO 4,0
42,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Haryana(104),2025,EURO 4,0
43,RECOVERY VEHICLE,Haryana(104),2025,EURO 4,0
44,ROAD ROLLER,Haryana(104),2025,EURO 4,0
45,SEMI-TRAILER (COMMERCIAL),Haryana(104),2025,EURO 4,0
46,THREE WHEELER (GOODS),Haryana(104),2025,EURO 4,0
47,THREE WHEELER (PASSENGER),Haryana(104),2025,EURO 4,0
48,TOW TRUCK,Haryana(104),2025,EURO 4,0
49,TRACTOR (COMMERCIAL),Haryana(104),2025,EURO 4,0
50,TRAILER (AGRICULTURAL),Haryana(104),2025,EURO 4,0
51,TRAILER (COMMERCIAL),Haryana(104),2025,EURO 4,0
52,VEHICLE FITTED WITH COMPRESSOR,Haryana(104),2025,EURO 4,0
53,VEHICLE FITTED WITH RIG,Haryana(104),2025,EURO 4,0
1,ADAPTED VEHICLE,Haryana(104),2025,EURO 6,0
2,AGRICULTURAL TRACTOR,Haryana(104),2025,EURO 6,0
3,AMBULANCE,Haryana(104),2025,EURO 6,0
4,ANIMAL AMBULANCE,Haryana(104),2025,EURO 6,0
5,ARMOURED/SPECIALISED VEHICLE,Haryana(104),2025,EURO 6,0
6,ARTICULATED VEHICLE,Haryana(104),2025,EURO 6,0
7,BUS,Haryana(104),2025,EURO 6,0
8,CAMPER VAN / TRAILER,Haryana(104),2025,EURO 6,0
9,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2025,EURO 6,0
10,CASH VAN,Haryana(104),2025,EURO 6,0
11,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2025,EURO 6,0
12,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Haryana(104),2025,EURO 6,0
13,CRANE MOUNTED VEHICLE,Haryana(104),2025,EURO 6,4
14,EARTH MOVING EQUIPMENT,Haryana(104),2025,EURO 6,0
15,EDUCATIONAL INSTITUTION BUS,Haryana(104),2025,EURO 6,0
16,E-RICKSHAW(P),Haryana(104),2025,EURO 6,0
17,E-RICKSHAW WITH CART (G),Haryana(104),2025,EURO 6,0
18,EXCAVATOR (NT),Haryana(104),2025,EURO 6,0
19,FIRE FIGHTING VEHICLE,Haryana(104),2025,EURO 6,0
20,FIRE TENDERS,Haryana(104),2025,EURO 6,0
21,FORK LIFT,Haryana(104),2025,EURO 6,0
22,GOODS CARRIER,Haryana(104),2025,EURO 6,0
23,HARVESTER,Haryana(104),2025,EURO 6,0
24,HEARSES,Haryana(104),2025,EURO 6,0
25,LIBRARY VAN,Haryana(104),2025,EURO 6,0
26,LUXURY CAB,Haryana(104),2025,EURO 6,0
27,MAXI CAB,Haryana(104),2025,EURO 6,1
28,M-CYCLE/SCOOTER,Haryana(104),2025,EURO 6,0
29,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2025,EURO 6,0
30,MOBILE CANTEEN,Haryana(104),2025,EURO 6,0
31,MOBILE CLINIC,Haryana(104),2025,EURO 6,0
32,MOBILE WORKSHOP,Haryana(104),2025,EURO 6,0
33,MOPED,Haryana(104),2025,EURO 6,0
34,MOTOR CAB,Haryana(104),2025,EURO 6,2
35,MOTOR CAR,Haryana(104),2025,EURO 6,8
36,MOTOR CYCLE/SCOOTER-SIDECAR(T),Haryana(104),2025,EURO 6,0
37,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2025,EURO 6,0
38,MOTORISED CYCLE (CC > 25CC),Haryana(104),2025,EURO 6,0
39,OMNI BUS,Haryana(104),2025,EURO 6,0
40,OMNI BUS (PRIVATE USE),Haryana(104),2025,EURO 6,0
41,PRIVATE SERVICE VEHICLE,Haryana(104),2025,EURO 6,0
42,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Haryana(104),2025,EURO 6,0
43,RECOVERY VEHICLE,Haryana(104),2025,EURO 6,0
44,ROAD ROLLER,Haryana(104),2025,EURO 6,0
45,SEMI-TRAILER (COMMERCIAL),Haryana(104),2025,EURO 6,0
46,THREE WHEELER (GOODS),Haryana(104),2025,EURO 6,0
47,THREE WHEELER (PASSENGER),Haryana(104),2025,EURO 6,0
48,TOW TRUCK,Haryana(104),2025,EURO 6,0
49,TRACTOR (COMMERCIAL),Haryana(104),2025,EURO 6,0
50,TRAILER (AGRICULTURAL),Haryana(104),2025,EURO 6,0
51,TRAILER (COMMERCIAL),Haryana(104),2025,EURO 6,0
52,VEHICLE FITTED WITH COMPRESSOR,Haryana(104),2025,EURO 6,0
53,VEHICLE FITTED WITH RIG,Haryana(104),2025,EURO 6,0
1,ADAPTED VEHICLE,Haryana(104),2025,EURO 6A,0
2,AGRICULTURAL TRACTOR,Haryana(104),2025,EURO 6A,0
3,AMBULANCE,Haryana(104),2025,EURO 6A,0
4,ANIMAL AMBULANCE,Haryana(104),2025,EURO 6A,0
5,ARMOURED/SPECIALISED VEHICLE,Haryana(104),2025,EURO 6A,0
6,ARTICULATED VEHICLE,Haryana(104),2025,EURO 6A,0
7,BUS,Haryana(104),2025,EURO 6A,0
8,CAMPER VAN / TRAILER,Haryana(104),2025,EURO 6A,0
9,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2025,EURO 6A,0
10,CASH VAN,Haryana(104),2025,EURO 6A,0
11,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2025,EURO 6A,0
12,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Haryana(104),2025,EURO 6A,0
13,CRANE MOUNTED VEHICLE,Haryana(104),2025,EURO 6A,0
14,EARTH MOVING EQUIPMENT,Haryana(104),2025,EURO 6A,0
15,EDUCATIONAL INSTITUTION BUS,Haryana(104),2025,EURO 6A,0
16,E-RICKSHAW(P),Haryana(104),2025,EURO 6A,0
17,E-RICKSHAW WITH CART (G),Haryana(104),2025,EURO 6A,0
18,EXCAVATOR (NT),Haryana(104),2025,EURO 6A,0
19,FIRE FIGHTING VEHICLE,Haryana(104),2025,EURO 6A,0
20,FIRE TENDERS,Haryana(104),2025,EURO 6A,0
21,FORK LIFT,Haryana(104),2025,EURO 6A,0
22,GOODS CARRIER,Haryana(104),2025,EURO 6A,0
23,HARVESTER,Haryana(104),2025,EURO 6A,0
24,HEARSES,Haryana(104),2025,EURO 6A,0
25,LIBRARY VAN,Haryana(104),2025,EURO 6A,0
26,LUXURY CAB,Haryana(104),2025,EURO 6A,0
27,MAXI CAB,Haryana(104),2025,EURO 6A,0
28,M-CYCLE/SCOOTER,Haryana(104),2025,EURO 6A,0
29,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2025,EURO 6A,0
30,MOBILE CANTEEN,Haryana(104),2025,EURO 6A,0
31,MOBILE CLINIC,Haryana(104),2025,EURO 6A,0
32,MOBILE WORKSHOP,Haryana(104),2025,EURO 6A,0
33,MOPED,Haryana(104),2025,EURO 6A,0
34,MOTOR CAB,Haryana(104),2025,EURO 6A,0
35,MOTOR CAR,Haryana(104),2025,EURO 6A,0
36,MOTOR CYCLE/SCOOTER-SIDECAR(T),Haryana(104),2025,EURO 6A,0
37,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2025,EURO 6A,0
38,MOTORISED CYCLE (CC > 25CC),Haryana(104),2025,EURO 6A,0
39,OMNI BUS,Haryana(104),2025,EURO 6A,0
40,OMNI BUS (PRIVATE USE),Haryana(104),2025,EURO 6A,0
41,PRIVATE SERVICE VEHICLE,Haryana(104),2025,EURO 6A,0
42,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Haryana(104),2025,EURO 6A,0
43,RECOVERY VEHICLE,Haryana(104),2025,EURO 6A,0
44,ROAD ROLLER,Haryana(104),2025,EURO 6A,0
45,SEMI-TRAILER (COMMERCIAL),Haryana(104),2025,EURO 6A,0
46,THREE WHEELER (GOODS),Haryana(104),2025,EURO 6A,0
47,THREE WHEELER (PASSENGER),Haryana(104),2025,EURO 6A,0
48,TOW TRUCK,Haryana(104),2025,EURO 6A,0
49,TRACTOR (COMMERCIAL),Haryana(104),2025,EURO 6A,0
50,TRAILER (AGRICULTURAL),Haryana(104),2025,EURO 6A,0
51,TRAILER (COMMERCIAL),Haryana(104),2025,EURO 6A,0
52,VEHICLE FITTED WITH COMPRESSOR,Haryana(104),2025,EURO 6A,0
53,VEHICLE FITTED WITH RIG,Haryana(104),2025,EURO 6A,0
1,ADAPTED VEHICLE,Haryana(104),2025,EURO  6AD,0
2,AGRICULTURAL TRACTOR,Haryana(104),2025,EURO  6AD,0
3,AMBULANCE,Haryana(104),2025,EURO  6AD,0
4,ANIMAL AMBULANCE,Haryana(104),2025,EURO  6AD,0
5,ARMOURED/SPECIALISED VEHICLE,Haryana(104),2025,EURO  6AD,0
6,ARTICULATED VEHICLE,Haryana(104),2025,EURO  6AD,0
7,BUS,Haryana(104),2025,EURO  6AD,0
8,CAMPER VAN / TRAILER,Haryana(104),2025,EURO  6AD,0
9,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2025,EURO  6AD,0
10,CASH VAN,Haryana(104),2025,EURO  6AD,0
11,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2025,EURO  6AD,0
12,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Haryana(104),2025,EURO  6AD,0
13,CRANE MOUNTED VEHICLE,Haryana(104),2025,EURO  6AD,0
14,EARTH MOVING EQUIPMENT,Haryana(104),2025,EURO  6AD,0
15,EDUCATIONAL INSTITUTION BUS,Haryana(104),2025,EURO  6AD,0
16,E-RICKSHAW(P),Haryana(104),2025,EURO  6AD,0
17,E-RICKSHAW WITH CART (G),Haryana(104),2025,EURO  6AD,0
18,EXCAVATOR (NT),Haryana(104),2025,EURO  6AD,0
19,FIRE FIGHTING VEHICLE,Haryana(104),2025,EURO  6AD,0
20,FIRE TENDERS,Haryana(104),2025,EURO  6AD,0
21,FORK LIFT,Haryana(104),2025,EURO  6AD,0
22,GOODS CARRIER,Haryana(104),2025,EURO  6AD,0
23,HARVESTER,Haryana(104),2025,EURO  6AD,0
24,HEARSES,Haryana(104),2025,EURO  6AD,0
25,LIBRARY VAN,Haryana(104),2025,EURO  6AD,0
26,LUXURY CAB,Haryana(104),2025,EURO  6AD,0
27,MAXI CAB,Haryana(104),2025,EURO  6AD,0
28,M-CYCLE/SCOOTER,Haryana(104),2025,EURO  6AD,0
29,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2025,EURO  6AD,0
30,MOBILE CANTEEN,Haryana(104),2025,EURO  6AD,0
31,MOBILE CLINIC,Haryana(104),2025,EURO  6AD,0
32,MOBILE WORKSHOP,Haryana(104),2025,EURO  6AD,0
33,MOPED,Haryana(104),2025,EURO  6AD,0
34,MOTOR CAB,Haryana(104),2025,EURO  6AD,0
35,MOTOR CAR,Haryana(104),2025,EURO  6AD,0
36,MOTOR CYCLE/SCOOTER-SIDECAR(T),Haryana(104),2025,EURO  6AD,0
37,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2025,EURO  6AD,0
38,MOTORISED CYCLE (CC > 25CC),Haryana(104),2025,EURO  6AD,0
39,OMNI BUS,Haryana(104),2025,EURO  6AD,0
40,OMNI BUS (PRIVATE USE),Haryana(104),2025,EURO  6AD,0
41,PRIVATE SERVICE VEHICLE,Haryana(104),2025,EURO  6AD,0
42,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Haryana(104),2025,EURO  6AD,0
43,RECOVERY VEHICLE,Haryana(104),2025,EURO  6AD,0
44,ROAD ROLLER,Haryana(104),2025,EURO  6AD,0
45,SEMI-TRAILER (COMMERCIAL),Haryana(104),2025,EURO  6AD,0
