S No,Norms,State,Year,Fuel,Value
10,BHARAT (TREM) STAGE III B,All Vahan4 Running States (35/36),2025,FLEX-FUEL(ETHANOL),0
11,CEV STAGE IV,All Vahan4 Running States (35/36),2025,FLEX-FUEL(ETHANOL),0
12,CEV STAGE V,All Vahan4 Running States (35/36),2025,FLEX-FUEL(ETHANOL),0
13,EURO 1,All Vahan4 Running States (35/36),2025,FLEX-FUEL(ETHANOL),0
14,EURO 2,All Vahan4 Running States (35/36),2025,FLEX-FUEL(ETHANOL),0
15,EURO 3,All Vahan4 Running States (35/36),2025,FLEX-FUEL(ETHANOL),0
16,EURO 4,All Vahan4 Running States (35/36),2025,FLEX-FUEL(ETHANOL),0
17,EURO 6,All Vahan4 Running States (35/36),2025,FLEX-FUEL(ETHANOL),0
18,EURO 6B,All Vahan4 Running States (35/36),2025,FLEX-FUEL(ETHANOL),0
19,EURO 6D,All Vahan4 Running States (35/36),2025,FLEX-FUEL(ETHANOL),0
20,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,FLEX-FUEL(ETHANOL),0
21,NOT AVAILABLE,All Vahan4 Running States (35/36),2025,FLEX-FUEL(ETHANOL),0
22,TREM STAGE IV,All Vahan4 Running States (35/36),2025,FLEX-FUEL(ETHANOL),0
23,TREM STAGE V,All Vahan4 Running States (35/36),2025,FLEX-FUEL(ETHANOL),0
1,BHARAT STAGE I,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
2,BHARAT STAGE II,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
3,BHARAT STAGE III,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
4,BHARAT STAGE III (CEV),All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
5,BHARAT STAGE III/IV,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
6,BHARAT STAGE IV,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
7,BHARAT STAGE VI,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
8,BHARAT (TREM) STAGE III,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
9,BHARAT (TREM) STAGE III A,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
10,BHARAT (TREM) STAGE III B,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
11,CEV STAGE IV,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
12,CEV STAGE V,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
13,EURO 1,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
14,EURO 2,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
15,EURO 3,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
16,EURO 4,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
17,EURO 6,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
18,EURO 6B,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
19,EURO 6D,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
20,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
21,NOT AVAILABLE,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,6
22,TREM STAGE IV,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
23,TREM STAGE V,All Vahan4 Running States (35/36),2025,FUEL CELL HYDROGEN,0
1,BHARAT STAGE I,All Vahan4 Running States (35/36),2025,HCNG,0
2,BHARAT STAGE II,All Vahan4 Running States (35/36),2025,HCNG,0
3,BHARAT STAGE III,All Vahan4 Running States (35/36),2025,HCNG,0
4,BHARAT STAGE III (CEV),All Vahan4 Running States (35/36),2025,HCNG,0
5,BHARAT STAGE III/IV,All Vahan4 Running States (35/36),2025,HCNG,0
6,BHARAT STAGE IV,All Vahan4 Running States (35/36),2025,HCNG,0
7,BHARAT STAGE VI,All Vahan4 Running States (35/36),2025,HCNG,0
8,BHARAT (TREM) STAGE III,All Vahan4 Running States (35/36),2025,HCNG,0
9,BHARAT (TREM) STAGE III A,All Vahan4 Running States (35/36),2025,HCNG,0
10,BHARAT (TREM) STAGE III B,All Vahan4 Running States (35/36),2025,HCNG,0
11,CEV STAGE IV,All Vahan4 Running States (35/36),2025,HCNG,0
12,CEV STAGE V,All Vahan4 Running States (35/36),2025,HCNG,0
13,EURO 1,All Vahan4 Running States (35/36),2025,HCNG,0
14,EURO 2,All Vahan4 Running States (35/36),2025,HCNG,0
15,EURO 3,All Vahan4 Running States (35/36),2025,HCNG,0
16,EURO 4,All Vahan4 Running States (35/36),2025,HCNG,0
17,EURO 6,All Vahan4 Running States (35/36),2025,HCNG,0
18,EURO 6B,All Vahan4 Running States (35/36),2025,HCNG,0
19,EURO 6D,All Vahan4 Running States (35/36),2025,HCNG,0
20,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,HCNG,0
21,NOT AVAILABLE,All Vahan4 Running States (35/36),2025,HCNG,0
22,TREM STAGE IV,All Vahan4 Running States (35/36),2025,HCNG,0
23,TREM STAGE V,All Vahan4 Running States (35/36),2025,HCNG,0
1,BHARAT STAGE I,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
2,BHARAT STAGE II,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
3,BHARAT STAGE III,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
4,BHARAT STAGE III (CEV),All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
5,BHARAT STAGE III/IV,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
6,BHARAT STAGE IV,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
7,BHARAT STAGE VI,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
8,BHARAT (TREM) STAGE III,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
9,BHARAT (TREM) STAGE III A,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
10,BHARAT (TREM) STAGE III B,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
11,CEV STAGE IV,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
12,CEV STAGE V,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
13,EURO 1,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
14,EURO 2,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
15,EURO 3,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
16,EURO 4,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
17,EURO 6,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
18,EURO 6B,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
19,EURO 6D,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
20,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
21,NOT AVAILABLE,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
22,TREM STAGE IV,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
23,TREM STAGE V,All Vahan4 Running States (35/36),2025,HYDROGEN(ICE),0
1,BHARAT STAGE I,All Vahan4 Running States (35/36),2025,LNG,0
2,BHARAT STAGE II,All Vahan4 Running States (35/36),2025,LNG,0
3,BHARAT STAGE III,All Vahan4 Running States (35/36),2025,LNG,0
4,BHARAT STAGE III (CEV),All Vahan4 Running States (35/36),2025,LNG,0
5,BHARAT STAGE III/IV,All Vahan4 Running States (35/36),2025,LNG,0
6,BHARAT STAGE IV,All Vahan4 Running States (35/36),2025,LNG,0
7,BHARAT STAGE VI,All Vahan4 Running States (35/36),2025,LNG,608
8,BHARAT (TREM) STAGE III,All Vahan4 Running States (35/36),2025,LNG,0
9,BHARAT (TREM) STAGE III A,All Vahan4 Running States (35/36),2025,LNG,0
10,BHARAT (TREM) STAGE III B,All Vahan4 Running States (35/36),2025,LNG,0
11,CEV STAGE IV,All Vahan4 Running States (35/36),2025,LNG,0
12,CEV STAGE V,All Vahan4 Running States (35/36),2025,LNG,0
13,EURO 1,All Vahan4 Running States (35/36),2025,LNG,0
14,EURO 2,All Vahan4 Running States (35/36),2025,LNG,0
15,EURO 3,All Vahan4 Running States (35/36),2025,LNG,0
16,EURO 4,All Vahan4 Running States (35/36),2025,LNG,0
17,EURO 6,All Vahan4 Running States (35/36),2025,LNG,0
18,EURO 6B,All Vahan4 Running States (35/36),2025,LNG,0
19,EURO 6D,All Vahan4 Running States (35/36),2025,LNG,0
20,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,LNG,0
21,NOT AVAILABLE,All Vahan4 Running States (35/36),2025,LNG,0
22,TREM STAGE IV,All Vahan4 Running States (35/36),2025,LNG,0
23,TREM STAGE V,All Vahan4 Running States (35/36),2025,LNG,0
1,BHARAT STAGE I,All Vahan4 Running States (35/36),2025,LPG ONLY,0
2,BHARAT STAGE II,All Vahan4 Running States (35/36),2025,LPG ONLY,0
3,BHARAT STAGE III,All Vahan4 Running States (35/36),2025,LPG ONLY,0
4,BHARAT STAGE III (CEV),All Vahan4 Running States (35/36),2025,LPG ONLY,0
5,BHARAT STAGE III/IV,All Vahan4 Running States (35/36),2025,LPG ONLY,0
6,BHARAT STAGE IV,All Vahan4 Running States (35/36),2025,LPG ONLY,0
7,BHARAT STAGE VI,All Vahan4 Running States (35/36),2025,LPG ONLY,"33,642"
8,BHARAT (TREM) STAGE III,All Vahan4 Running States (35/36),2025,LPG ONLY,0
9,BHARAT (TREM) STAGE III A,All Vahan4 Running States (35/36),2025,LPG ONLY,0
10,BHARAT (TREM) STAGE III B,All Vahan4 Running States (35/36),2025,LPG ONLY,0
11,CEV STAGE IV,All Vahan4 Running States (35/36),2025,LPG ONLY,0
12,CEV STAGE V,All Vahan4 Running States (35/36),2025,LPG ONLY,0
13,EURO 1,All Vahan4 Running States (35/36),2025,LPG ONLY,0
14,EURO 2,All Vahan4 Running States (35/36),2025,LPG ONLY,0
15,EURO 3,All Vahan4 Running States (35/36),2025,LPG ONLY,0
16,EURO 4,All Vahan4 Running States (35/36),2025,LPG ONLY,0
17,EURO 6,All Vahan4 Running States (35/36),2025,LPG ONLY,0
18,EURO 6B,All Vahan4 Running States (35/36),2025,LPG ONLY,0
19,EURO 6D,All Vahan4 Running States (35/36),2025,LPG ONLY,0
20,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,LPG ONLY,0
21,NOT AVAILABLE,All Vahan4 Running States (35/36),2025,LPG ONLY,0
22,TREM STAGE IV,All Vahan4 Running States (35/36),2025,LPG ONLY,0
23,TREM STAGE V,All Vahan4 Running States (35/36),2025,LPG ONLY,0
1,BHARAT STAGE I,All Vahan4 Running States (35/36),2025,METHANOL,0
2,BHARAT STAGE II,All Vahan4 Running States (35/36),2025,METHANOL,0
3,BHARAT STAGE III,All Vahan4 Running States (35/36),2025,METHANOL,0
4,BHARAT STAGE III (CEV),All Vahan4 Running States (35/36),2025,METHANOL,0
5,BHARAT STAGE III/IV,All Vahan4 Running States (35/36),2025,METHANOL,0
6,BHARAT STAGE IV,All Vahan4 Running States (35/36),2025,METHANOL,0
7,BHARAT STAGE VI,All Vahan4 Running States (35/36),2025,METHANOL,1
8,BHARAT (TREM) STAGE III,All Vahan4 Running States (35/36),2025,METHANOL,0
9,BHARAT (TREM) STAGE III A,All Vahan4 Running States (35/36),2025,METHANOL,0
10,BHARAT (TREM) STAGE III B,All Vahan4 Running States (35/36),2025,METHANOL,0
11,CEV STAGE IV,All Vahan4 Running States (35/36),2025,METHANOL,0
12,CEV STAGE V,All Vahan4 Running States (35/36),2025,METHANOL,0
13,EURO 1,All Vahan4 Running States (35/36),2025,METHANOL,0
14,EURO 2,All Vahan4 Running States (35/36),2025,METHANOL,0
15,EURO 3,All Vahan4 Running States (35/36),2025,METHANOL,0
16,EURO 4,All Vahan4 Running States (35/36),2025,METHANOL,0
17,EURO 6,All Vahan4 Running States (35/36),2025,METHANOL,0
18,EURO 6B,All Vahan4 Running States (35/36),2025,METHANOL,0
19,EURO 6D,All Vahan4 Running States (35/36),2025,METHANOL,0
20,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,METHANOL,0
21,NOT AVAILABLE,All Vahan4 Running States (35/36),2025,METHANOL,0
22,TREM STAGE IV,All Vahan4 Running States (35/36),2025,METHANOL,0
23,TREM STAGE V,All Vahan4 Running States (35/36),2025,METHANOL,0
1,BHARAT STAGE I,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
2,BHARAT STAGE II,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
3,BHARAT STAGE III,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
4,BHARAT STAGE III (CEV),All Vahan4 Running States (35/36),2025,NOT APPLICABLE,4
5,BHARAT STAGE III/IV,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
6,BHARAT STAGE IV,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
7,BHARAT STAGE VI,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,22
8,BHARAT (TREM) STAGE III,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
9,BHARAT (TREM) STAGE III A,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,6
10,BHARAT (TREM) STAGE III B,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
11,CEV STAGE IV,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
12,CEV STAGE V,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,2
13,EURO 1,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
14,EURO 2,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
15,EURO 3,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
16,EURO 4,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
17,EURO 6,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,2
18,EURO 6B,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
19,EURO 6D,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
20,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,1
21,NOT AVAILABLE,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,"64,631"
22,TREM STAGE IV,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
23,TREM STAGE V,All Vahan4 Running States (35/36),2025,NOT APPLICABLE,0
1,BHARAT STAGE I,All Vahan4 Running States (35/36),2025,PETROL,41
2,BHARAT STAGE II,All Vahan4 Running States (35/36),2025,PETROL,512
3,BHARAT STAGE III,All Vahan4 Running States (35/36),2025,PETROL,676
4,BHARAT STAGE III (CEV),All Vahan4 Running States (35/36),2025,PETROL,2
5,BHARAT STAGE III/IV,All Vahan4 Running States (35/36),2025,PETROL,476
6,BHARAT STAGE IV,All Vahan4 Running States (35/36),2025,PETROL,966
7,BHARAT STAGE VI,All Vahan4 Running States (35/36),2025,PETROL,"1,51,67,860"
8,BHARAT (TREM) STAGE III,All Vahan4 Running States (35/36),2025,PETROL,49
9,BHARAT (TREM) STAGE III A,All Vahan4 Running States (35/36),2025,PETROL,0
10,BHARAT (TREM) STAGE III B,All Vahan4 Running States (35/36),2025,PETROL,0
11,CEV STAGE IV,All Vahan4 Running States (35/36),2025,PETROL,0
12,CEV STAGE V,All Vahan4 Running States (35/36),2025,PETROL,0
13,EURO 1,All Vahan4 Running States (35/36),2025,PETROL,21
14,EURO 2,All Vahan4 Running States (35/36),2025,PETROL,30
15,EURO 3,All Vahan4 Running States (35/36),2025,PETROL,151
16,EURO 4,All Vahan4 Running States (35/36),2025,PETROL,62
17,EURO 6,All Vahan4 Running States (35/36),2025,PETROL,24
18,EURO 6B,All Vahan4 Running States (35/36),2025,PETROL,0
19,EURO 6D,All Vahan4 Running States (35/36),2025,PETROL,1
20,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,PETROL,3
21,NOT AVAILABLE,All Vahan4 Running States (35/36),2025,PETROL,196
22,TREM STAGE IV,All Vahan4 Running States (35/36),2025,PETROL,0
23,TREM STAGE V,All Vahan4 Running States (35/36),2025,PETROL,0
1,BHARAT STAGE I,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
2,BHARAT STAGE II,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
3,BHARAT STAGE III,All Vahan4 Running States (35/36),2025,PETROL/CNG,1
4,BHARAT STAGE III (CEV),All Vahan4 Running States (35/36),2025,PETROL/CNG,0
5,BHARAT STAGE III/IV,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
6,BHARAT STAGE IV,All Vahan4 Running States (35/36),2025,PETROL/CNG,6
7,BHARAT STAGE VI,All Vahan4 Running States (35/36),2025,PETROL/CNG,"8,42,583"
8,BHARAT (TREM) STAGE III,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
9,BHARAT (TREM) STAGE III A,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
10,BHARAT (TREM) STAGE III B,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
11,CEV STAGE IV,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
12,CEV STAGE V,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
13,EURO 1,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
14,EURO 2,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
15,EURO 3,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
16,EURO 4,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
17,EURO 6,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
18,EURO 6B,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
19,EURO 6D,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
20,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
21,NOT AVAILABLE,All Vahan4 Running States (35/36),2025,PETROL/CNG,2
22,TREM STAGE IV,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
23,TREM STAGE V,All Vahan4 Running States (35/36),2025,PETROL/CNG,0
1,BHARAT STAGE I,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
2,BHARAT STAGE II,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
3,BHARAT STAGE III,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
4,BHARAT STAGE III (CEV),All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
5,BHARAT STAGE III/IV,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
6,BHARAT STAGE IV,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
7,BHARAT STAGE VI,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,"1,09,184"
8,BHARAT (TREM) STAGE III,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
9,BHARAT (TREM) STAGE III A,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
10,BHARAT (TREM) STAGE III B,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
11,CEV STAGE IV,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
12,CEV STAGE V,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
13,EURO 1,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
14,EURO 2,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
15,EURO 3,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
16,EURO 4,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
17,EURO 6,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
18,EURO 6B,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
19,EURO 6D,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
20,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
21,NOT AVAILABLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
22,TREM STAGE IV,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
23,TREM STAGE V,All Vahan4 Running States (35/36),2025,PETROL(E20)/CNG,0
1,BHARAT STAGE I,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
2,BHARAT STAGE II,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
3,BHARAT STAGE III,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
4,BHARAT STAGE III (CEV),All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
5,BHARAT STAGE III/IV,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
6,BHARAT STAGE IV,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
7,BHARAT STAGE VI,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,"36,273"
8,BHARAT (TREM) STAGE III,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
9,BHARAT (TREM) STAGE III A,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
10,BHARAT (TREM) STAGE III B,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
11,CEV STAGE IV,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
12,CEV STAGE V,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
13,EURO 1,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
14,EURO 2,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
15,EURO 3,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
16,EURO 4,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
17,EURO 6,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
18,EURO 6B,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
19,EURO 6D,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
20,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
21,NOT AVAILABLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
22,TREM STAGE IV,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
23,TREM STAGE V,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID,0
1,BHARAT STAGE I,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
2,BHARAT STAGE II,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
3,BHARAT STAGE III,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
4,BHARAT STAGE III (CEV),All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
5,BHARAT STAGE III/IV,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
6,BHARAT STAGE IV,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
7,BHARAT STAGE VI,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,21
8,BHARAT (TREM) STAGE III,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
9,BHARAT (TREM) STAGE III A,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
10,BHARAT (TREM) STAGE III B,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
11,CEV STAGE IV,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
12,CEV STAGE V,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
13,EURO 1,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
14,EURO 2,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
15,EURO 3,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
16,EURO 4,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
17,EURO 6,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
18,EURO 6B,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
19,EURO 6D,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
20,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
21,NOT AVAILABLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
22,TREM STAGE IV,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
23,TREM STAGE V,All Vahan4 Running States (35/36),2025,PETROL(E20)/HYBRID/CNG,0
1,BHARAT STAGE I,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
2,BHARAT STAGE II,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
3,BHARAT STAGE III,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
4,BHARAT STAGE III (CEV),All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
5,BHARAT STAGE III/IV,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
6,BHARAT STAGE IV,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
7,BHARAT STAGE VI,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,410
8,BHARAT (TREM) STAGE III,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
9,BHARAT (TREM) STAGE III A,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
10,BHARAT (TREM) STAGE III B,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
11,CEV STAGE IV,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
12,CEV STAGE V,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
13,EURO 1,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
14,EURO 2,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
15,EURO 3,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
16,EURO 4,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
17,EURO 6,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
18,EURO 6B,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
19,EURO 6D,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
20,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
21,NOT AVAILABLE,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
22,TREM STAGE IV,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
23,TREM STAGE V,All Vahan4 Running States (35/36),2025,PETROL(E20)/LPG,0
1,BHARAT STAGE I,All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,1
2,BHARAT STAGE II,All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,22
3,BHARAT STAGE III,All Vahan4 Running States (35/36),2025,PETROL/ETHANOL,13
