S No,Fuel,State,Year,Vehicle Class,Value
20,PURE EV,Maharashtra(59),2025,Construction Equipment Vehicle,0
21,STRONG HYBRID EV,Maharashtra(59),2025,Construction Equipment Vehicle,0
1,CNG ONLY,Maharashtra(59),2025,Omni Bus (Private Use),35
2,DIESEL,Maharashtra(59),2025,Omni Bus (Private Use),844
3,DIESEL/HYBRID,Maharashtra(59),2025,Omni Bus (Private Use),0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,Omni Bus (Private Use),0
5,ELECTRIC(BOV),Maharashtra(59),2025,Omni Bus (Private Use),0
6,ETHANOL,Maharashtra(59),2025,Omni Bus (Private Use),0
7,LNG,Maharashtra(59),2025,Omni Bus (Private Use),0
8,LPG ONLY,Maharashtra(59),2025,Omni Bus (Private Use),0
9,NOT APPLICABLE,Maharashtra(59),2025,Omni Bus (Private Use),0
10,PETROL,Maharashtra(59),2025,Omni Bus (Private Use),23
11,PETROL/CNG,Maharashtra(59),2025,Omni Bus (Private Use),0
12,PETROL(E20)/CNG,Maharashtra(59),2025,Omni Bus (Private Use),0
13,PETROL(E20)/HYBRID,Maharashtra(59),2025,Omni Bus (Private Use),0
14,PETROL(E20)/LPG,Maharashtra(59),2025,Omni Bus (Private Use),0
15,PETROL/ETHANOL,Maharashtra(59),2025,Omni Bus (Private Use),20
16,PETROL/HYBRID,Maharashtra(59),2025,Omni Bus (Private Use),0
17,PETROL/HYBRID/CNG,Maharashtra(59),2025,Omni Bus (Private Use),0
18,PETROL/LPG,Maharashtra(59),2025,Omni Bus (Private Use),0
19,PLUG-IN HYBRID EV,Maharashtra(59),2025,Omni Bus (Private Use),0
20,PURE EV,Maharashtra(59),2025,Omni Bus (Private Use),0
21,STRONG HYBRID EV,Maharashtra(59),2025,Omni Bus (Private Use),4
1,CNG ONLY,Maharashtra(59),2025,Road Roller,0
2,DIESEL,Maharashtra(59),2025,Road Roller,18
3,DIESEL/HYBRID,Maharashtra(59),2025,Road Roller,0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,Road Roller,0
5,ELECTRIC(BOV),Maharashtra(59),2025,Road Roller,0
6,ETHANOL,Maharashtra(59),2025,Road Roller,0
7,LNG,Maharashtra(59),2025,Road Roller,0
8,LPG ONLY,Maharashtra(59),2025,Road Roller,0
9,NOT APPLICABLE,Maharashtra(59),2025,Road Roller,0
10,PETROL,Maharashtra(59),2025,Road Roller,0
11,PETROL/CNG,Maharashtra(59),2025,Road Roller,0
12,PETROL(E20)/CNG,Maharashtra(59),2025,Road Roller,0
13,PETROL(E20)/HYBRID,Maharashtra(59),2025,Road Roller,0
14,PETROL(E20)/LPG,Maharashtra(59),2025,Road Roller,0
15,PETROL/ETHANOL,Maharashtra(59),2025,Road Roller,0
16,PETROL/HYBRID,Maharashtra(59),2025,Road Roller,0
17,PETROL/HYBRID/CNG,Maharashtra(59),2025,Road Roller,0
18,PETROL/LPG,Maharashtra(59),2025,Road Roller,0
19,PLUG-IN HYBRID EV,Maharashtra(59),2025,Road Roller,0
20,PURE EV,Maharashtra(59),2025,Road Roller,0
21,STRONG HYBRID EV,Maharashtra(59),2025,Road Roller,0
1,CNG ONLY,Maharashtra(59),2025,Excavator (NT),0
2,DIESEL,Maharashtra(59),2025,Excavator (NT),"3,522"
3,DIESEL/HYBRID,Maharashtra(59),2025,Excavator (NT),0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,Excavator (NT),0
5,ELECTRIC(BOV),Maharashtra(59),2025,Excavator (NT),0
6,ETHANOL,Maharashtra(59),2025,Excavator (NT),0
7,LNG,Maharashtra(59),2025,Excavator (NT),0
8,LPG ONLY,Maharashtra(59),2025,Excavator (NT),0
9,NOT APPLICABLE,Maharashtra(59),2025,Excavator (NT),0
10,PETROL,Maharashtra(59),2025,Excavator (NT),0
11,PETROL/CNG,Maharashtra(59),2025,Excavator (NT),0
12,PETROL(E20)/CNG,Maharashtra(59),2025,Excavator (NT),0
13,PETROL(E20)/HYBRID,Maharashtra(59),2025,Excavator (NT),0
14,PETROL(E20)/LPG,Maharashtra(59),2025,Excavator (NT),0
15,PETROL/ETHANOL,Maharashtra(59),2025,Excavator (NT),0
16,PETROL/HYBRID,Maharashtra(59),2025,Excavator (NT),0
17,PETROL/HYBRID/CNG,Maharashtra(59),2025,Excavator (NT),0
18,PETROL/LPG,Maharashtra(59),2025,Excavator (NT),0
19,PLUG-IN HYBRID EV,Maharashtra(59),2025,Excavator (NT),0
20,PURE EV,Maharashtra(59),2025,Excavator (NT),0
21,STRONG HYBRID EV,Maharashtra(59),2025,Excavator (NT),0
1,CNG ONLY,Maharashtra(59),2025,Bulldozer,0
2,DIESEL,Maharashtra(59),2025,Bulldozer,0
3,DIESEL/HYBRID,Maharashtra(59),2025,Bulldozer,0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,Bulldozer,0
5,ELECTRIC(BOV),Maharashtra(59),2025,Bulldozer,0
6,ETHANOL,Maharashtra(59),2025,Bulldozer,0
7,LNG,Maharashtra(59),2025,Bulldozer,0
8,LPG ONLY,Maharashtra(59),2025,Bulldozer,0
9,NOT APPLICABLE,Maharashtra(59),2025,Bulldozer,0
10,PETROL,Maharashtra(59),2025,Bulldozer,0
11,PETROL/CNG,Maharashtra(59),2025,Bulldozer,0
12,PETROL(E20)/CNG,Maharashtra(59),2025,Bulldozer,0
13,PETROL(E20)/HYBRID,Maharashtra(59),2025,Bulldozer,0
14,PETROL(E20)/LPG,Maharashtra(59),2025,Bulldozer,0
15,PETROL/ETHANOL,Maharashtra(59),2025,Bulldozer,0
16,PETROL/HYBRID,Maharashtra(59),2025,Bulldozer,0
17,PETROL/HYBRID/CNG,Maharashtra(59),2025,Bulldozer,0
18,PETROL/LPG,Maharashtra(59),2025,Bulldozer,0
19,PLUG-IN HYBRID EV,Maharashtra(59),2025,Bulldozer,0
20,PURE EV,Maharashtra(59),2025,Bulldozer,0
21,STRONG HYBRID EV,Maharashtra(59),2025,Bulldozer,0
1,CNG ONLY,Maharashtra(59),2025,Harvester,0
2,DIESEL,Maharashtra(59),2025,Harvester,"1,820"
3,DIESEL/HYBRID,Maharashtra(59),2025,Harvester,0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,Harvester,0
5,ELECTRIC(BOV),Maharashtra(59),2025,Harvester,0
6,ETHANOL,Maharashtra(59),2025,Harvester,0
7,LNG,Maharashtra(59),2025,Harvester,0
8,LPG ONLY,Maharashtra(59),2025,Harvester,0
9,NOT APPLICABLE,Maharashtra(59),2025,Harvester,0
10,PETROL,Maharashtra(59),2025,Harvester,0
11,PETROL/CNG,Maharashtra(59),2025,Harvester,0
12,PETROL(E20)/CNG,Maharashtra(59),2025,Harvester,0
13,PETROL(E20)/HYBRID,Maharashtra(59),2025,Harvester,0
14,PETROL(E20)/LPG,Maharashtra(59),2025,Harvester,0
15,PETROL/ETHANOL,Maharashtra(59),2025,Harvester,0
16,PETROL/HYBRID,Maharashtra(59),2025,Harvester,0
17,PETROL/HYBRID/CNG,Maharashtra(59),2025,Harvester,0
18,PETROL/LPG,Maharashtra(59),2025,Harvester,0
19,PLUG-IN HYBRID EV,Maharashtra(59),2025,Harvester,0
20,PURE EV,Maharashtra(59),2025,Harvester,0
21,STRONG HYBRID EV,Maharashtra(59),2025,Harvester,0
1,CNG ONLY,Maharashtra(59),2025,Trailer (Agricultural),0
2,DIESEL,Maharashtra(59),2025,Trailer (Agricultural),0
3,DIESEL/HYBRID,Maharashtra(59),2025,Trailer (Agricultural),0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,Trailer (Agricultural),0
5,ELECTRIC(BOV),Maharashtra(59),2025,Trailer (Agricultural),0
6,ETHANOL,Maharashtra(59),2025,Trailer (Agricultural),0
7,LNG,Maharashtra(59),2025,Trailer (Agricultural),0
8,LPG ONLY,Maharashtra(59),2025,Trailer (Agricultural),0
9,NOT APPLICABLE,Maharashtra(59),2025,Trailer (Agricultural),"18,786"
10,PETROL,Maharashtra(59),2025,Trailer (Agricultural),0
11,PETROL/CNG,Maharashtra(59),2025,Trailer (Agricultural),0
12,PETROL(E20)/CNG,Maharashtra(59),2025,Trailer (Agricultural),0
13,PETROL(E20)/HYBRID,Maharashtra(59),2025,Trailer (Agricultural),0
14,PETROL(E20)/LPG,Maharashtra(59),2025,Trailer (Agricultural),0
15,PETROL/ETHANOL,Maharashtra(59),2025,Trailer (Agricultural),0
16,PETROL/HYBRID,Maharashtra(59),2025,Trailer (Agricultural),0
17,PETROL/HYBRID/CNG,Maharashtra(59),2025,Trailer (Agricultural),0
18,PETROL/LPG,Maharashtra(59),2025,Trailer (Agricultural),0
19,PLUG-IN HYBRID EV,Maharashtra(59),2025,Trailer (Agricultural),0
20,PURE EV,Maharashtra(59),2025,Trailer (Agricultural),0
21,STRONG HYBRID EV,Maharashtra(59),2025,Trailer (Agricultural),0
1,CNG ONLY,Maharashtra(59),2025,Earth Moving Equipment,0
2,DIESEL,Maharashtra(59),2025,Earth Moving Equipment,98
3,DIESEL/HYBRID,Maharashtra(59),2025,Earth Moving Equipment,0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,Earth Moving Equipment,0
5,ELECTRIC(BOV),Maharashtra(59),2025,Earth Moving Equipment,0
6,ETHANOL,Maharashtra(59),2025,Earth Moving Equipment,0
7,LNG,Maharashtra(59),2025,Earth Moving Equipment,0
8,LPG ONLY,Maharashtra(59),2025,Earth Moving Equipment,0
9,NOT APPLICABLE,Maharashtra(59),2025,Earth Moving Equipment,0
10,PETROL,Maharashtra(59),2025,Earth Moving Equipment,0
11,PETROL/CNG,Maharashtra(59),2025,Earth Moving Equipment,0
12,PETROL(E20)/CNG,Maharashtra(59),2025,Earth Moving Equipment,0
13,PETROL(E20)/HYBRID,Maharashtra(59),2025,Earth Moving Equipment,0
14,PETROL(E20)/LPG,Maharashtra(59),2025,Earth Moving Equipment,0
15,PETROL/ETHANOL,Maharashtra(59),2025,Earth Moving Equipment,0
16,PETROL/HYBRID,Maharashtra(59),2025,Earth Moving Equipment,0
17,PETROL/HYBRID/CNG,Maharashtra(59),2025,Earth Moving Equipment,0
18,PETROL/LPG,Maharashtra(59),2025,Earth Moving Equipment,0
19,PLUG-IN HYBRID EV,Maharashtra(59),2025,Earth Moving Equipment,0
20,PURE EV,Maharashtra(59),2025,Earth Moving Equipment,0
21,STRONG HYBRID EV,Maharashtra(59),2025,Earth Moving Equipment,0
1,CNG ONLY,Maharashtra(59),2025,Trailer For Personal Use,0
2,DIESEL,Maharashtra(59),2025,Trailer For Personal Use,0
3,DIESEL/HYBRID,Maharashtra(59),2025,Trailer For Personal Use,0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,Trailer For Personal Use,0
5,ELECTRIC(BOV),Maharashtra(59),2025,Trailer For Personal Use,0
6,ETHANOL,Maharashtra(59),2025,Trailer For Personal Use,0
7,LNG,Maharashtra(59),2025,Trailer For Personal Use,0
8,LPG ONLY,Maharashtra(59),2025,Trailer For Personal Use,0
9,NOT APPLICABLE,Maharashtra(59),2025,Trailer For Personal Use,61
10,PETROL,Maharashtra(59),2025,Trailer For Personal Use,0
11,PETROL/CNG,Maharashtra(59),2025,Trailer For Personal Use,0
12,PETROL(E20)/CNG,Maharashtra(59),2025,Trailer For Personal Use,0
13,PETROL(E20)/HYBRID,Maharashtra(59),2025,Trailer For Personal Use,0
14,PETROL(E20)/LPG,Maharashtra(59),2025,Trailer For Personal Use,0
15,PETROL/ETHANOL,Maharashtra(59),2025,Trailer For Personal Use,0
16,PETROL/HYBRID,Maharashtra(59),2025,Trailer For Personal Use,0
17,PETROL/HYBRID/CNG,Maharashtra(59),2025,Trailer For Personal Use,0
18,PETROL/LPG,Maharashtra(59),2025,Trailer For Personal Use,0
19,PLUG-IN HYBRID EV,Maharashtra(59),2025,Trailer For Personal Use,0
20,PURE EV,Maharashtra(59),2025,Trailer For Personal Use,0
21,STRONG HYBRID EV,Maharashtra(59),2025,Trailer For Personal Use,0
1,CNG ONLY,Maharashtra(59),2025,Quadricycle (Private),0
2,DIESEL,Maharashtra(59),2025,Quadricycle (Private),0
3,DIESEL/HYBRID,Maharashtra(59),2025,Quadricycle (Private),0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,Quadricycle (Private),0
5,ELECTRIC(BOV),Maharashtra(59),2025,Quadricycle (Private),0
6,ETHANOL,Maharashtra(59),2025,Quadricycle (Private),0
7,LNG,Maharashtra(59),2025,Quadricycle (Private),0
8,LPG ONLY,Maharashtra(59),2025,Quadricycle (Private),0
9,NOT APPLICABLE,Maharashtra(59),2025,Quadricycle (Private),0
10,PETROL,Maharashtra(59),2025,Quadricycle (Private),0
11,PETROL/CNG,Maharashtra(59),2025,Quadricycle (Private),0
12,PETROL(E20)/CNG,Maharashtra(59),2025,Quadricycle (Private),0
13,PETROL(E20)/HYBRID,Maharashtra(59),2025,Quadricycle (Private),0
14,PETROL(E20)/LPG,Maharashtra(59),2025,Quadricycle (Private),0
15,PETROL/ETHANOL,Maharashtra(59),2025,Quadricycle (Private),0
16,PETROL/HYBRID,Maharashtra(59),2025,Quadricycle (Private),0
17,PETROL/HYBRID/CNG,Maharashtra(59),2025,Quadricycle (Private),0
18,PETROL/LPG,Maharashtra(59),2025,Quadricycle (Private),0
19,PLUG-IN HYBRID EV,Maharashtra(59),2025,Quadricycle (Private),0
20,PURE EV,Maharashtra(59),2025,Quadricycle (Private),0
21,STRONG HYBRID EV,Maharashtra(59),2025,Quadricycle (Private),0
1,CNG ONLY,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
2,DIESEL,Maharashtra(59),2025,Armoured/Specialised Vehicle,11
3,DIESEL/HYBRID,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
5,ELECTRIC(BOV),Maharashtra(59),2025,Armoured/Specialised Vehicle,0
6,ETHANOL,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
7,LNG,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
8,LPG ONLY,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
9,NOT APPLICABLE,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
10,PETROL,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
11,PETROL/CNG,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
12,PETROL(E20)/CNG,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
13,PETROL(E20)/HYBRID,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
14,PETROL(E20)/LPG,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
15,PETROL/ETHANOL,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
16,PETROL/HYBRID,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
17,PETROL/HYBRID/CNG,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
18,PETROL/LPG,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
19,PLUG-IN HYBRID EV,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
20,PURE EV,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
21,STRONG HYBRID EV,Maharashtra(59),2025,Armoured/Specialised Vehicle,0
1,CNG ONLY,Maharashtra(59),2025,Motor Caravan,0
2,DIESEL,Maharashtra(59),2025,Motor Caravan,0
3,DIESEL/HYBRID,Maharashtra(59),2025,Motor Caravan,0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,Motor Caravan,0
5,ELECTRIC(BOV),Maharashtra(59),2025,Motor Caravan,0
6,ETHANOL,Maharashtra(59),2025,Motor Caravan,0
7,LNG,Maharashtra(59),2025,Motor Caravan,0
8,LPG ONLY,Maharashtra(59),2025,Motor Caravan,0
9,NOT APPLICABLE,Maharashtra(59),2025,Motor Caravan,0
10,PETROL,Maharashtra(59),2025,Motor Caravan,0
11,PETROL/CNG,Maharashtra(59),2025,Motor Caravan,0
12,PETROL(E20)/CNG,Maharashtra(59),2025,Motor Caravan,0
13,PETROL(E20)/HYBRID,Maharashtra(59),2025,Motor Caravan,0
14,PETROL(E20)/LPG,Maharashtra(59),2025,Motor Caravan,0
15,PETROL/ETHANOL,Maharashtra(59),2025,Motor Caravan,0
16,PETROL/HYBRID,Maharashtra(59),2025,Motor Caravan,0
17,PETROL/HYBRID/CNG,Maharashtra(59),2025,Motor Caravan,0
18,PETROL/LPG,Maharashtra(59),2025,Motor Caravan,0
19,PLUG-IN HYBRID EV,Maharashtra(59),2025,Motor Caravan,0
20,PURE EV,Maharashtra(59),2025,Motor Caravan,0
21,STRONG HYBRID EV,Maharashtra(59),2025,Motor Caravan,0
1,CNG ONLY,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
2,DIESEL,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
3,DIESEL/HYBRID,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
5,ELECTRIC(BOV),Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
6,ETHANOL,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
7,LNG,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
8,LPG ONLY,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
9,NOT APPLICABLE,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
10,PETROL,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
11,PETROL/CNG,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
12,PETROL(E20)/CNG,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
13,PETROL(E20)/HYBRID,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
14,PETROL(E20)/LPG,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
15,PETROL/ETHANOL,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
16,PETROL/HYBRID,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
17,PETROL/HYBRID/CNG,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
18,PETROL/LPG,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
19,PLUG-IN HYBRID EV,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
20,PURE EV,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
21,STRONG HYBRID EV,Maharashtra(59),2025,Motor Cycle/Scooter-SideCar(T),0
1,CNG ONLY,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
2,DIESEL,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
3,DIESEL/HYBRID,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
5,ELECTRIC(BOV),Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
6,ETHANOL,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
7,LNG,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
8,LPG ONLY,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
9,NOT APPLICABLE,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
10,PETROL,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
11,PETROL/CNG,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
12,PETROL(E20)/CNG,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
13,PETROL(E20)/HYBRID,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
14,PETROL(E20)/LPG,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
15,PETROL/ETHANOL,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
16,PETROL/HYBRID,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
17,PETROL/HYBRID/CNG,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
18,PETROL/LPG,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
19,PLUG-IN HYBRID EV,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
20,PURE EV,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
21,STRONG HYBRID EV,Maharashtra(59),2025,Motor Cycle/Scooter-With Trailer,0
1,CNG ONLY,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
2,DIESEL,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
3,DIESEL/HYBRID,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
5,ELECTRIC(BOV),Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
6,ETHANOL,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
7,LNG,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
8,LPG ONLY,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
9,NOT APPLICABLE,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
10,PETROL,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,14
11,PETROL/CNG,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
12,PETROL(E20)/CNG,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
13,PETROL(E20)/HYBRID,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
14,PETROL(E20)/LPG,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
15,PETROL/ETHANOL,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,21
16,PETROL/HYBRID,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
17,PETROL/HYBRID/CNG,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
18,PETROL/LPG,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
19,PLUG-IN HYBRID EV,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
20,PURE EV,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,100
21,STRONG HYBRID EV,Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,0
1,CNG ONLY,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
2,DIESEL,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
3,DIESEL/HYBRID,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
5,ELECTRIC(BOV),Maharashtra(59),2025,e-Rickshaw with Cart (G),"1,923"
6,ETHANOL,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
7,LNG,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
8,LPG ONLY,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
9,NOT APPLICABLE,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
10,PETROL,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
11,PETROL/CNG,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
12,PETROL(E20)/CNG,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
13,PETROL(E20)/HYBRID,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
14,PETROL(E20)/LPG,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
15,PETROL/ETHANOL,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
16,PETROL/HYBRID,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
17,PETROL/HYBRID/CNG,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
18,PETROL/LPG,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
19,PLUG-IN HYBRID EV,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
20,PURE EV,Maharashtra(59),2025,e-Rickshaw with Cart (G),902
21,STRONG HYBRID EV,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
1,CNG ONLY,Maharashtra(59),2025,e-Rickshaw(P),0
2,DIESEL,Maharashtra(59),2025,e-Rickshaw(P),0
3,DIESEL/HYBRID,Maharashtra(59),2025,e-Rickshaw(P),0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,e-Rickshaw(P),0
5,ELECTRIC(BOV),Maharashtra(59),2025,e-Rickshaw(P),"2,309"
6,ETHANOL,Maharashtra(59),2025,e-Rickshaw(P),0
7,LNG,Maharashtra(59),2025,e-Rickshaw(P),0
8,LPG ONLY,Maharashtra(59),2025,e-Rickshaw(P),0
9,NOT APPLICABLE,Maharashtra(59),2025,e-Rickshaw(P),0
10,PETROL,Maharashtra(59),2025,e-Rickshaw(P),0
11,PETROL/CNG,Maharashtra(59),2025,e-Rickshaw(P),0
12,PETROL(E20)/CNG,Maharashtra(59),2025,e-Rickshaw(P),0
13,PETROL(E20)/HYBRID,Maharashtra(59),2025,e-Rickshaw(P),0
14,PETROL(E20)/LPG,Maharashtra(59),2025,e-Rickshaw(P),0
15,PETROL/ETHANOL,Maharashtra(59),2025,e-Rickshaw(P),0
16,PETROL/HYBRID,Maharashtra(59),2025,e-Rickshaw(P),0
17,PETROL/HYBRID/CNG,Maharashtra(59),2025,e-Rickshaw(P),0
18,PETROL/LPG,Maharashtra(59),2025,e-Rickshaw(P),0
19,PLUG-IN HYBRID EV,Maharashtra(59),2025,e-Rickshaw(P),0
20,PURE EV,Maharashtra(59),2025,e-Rickshaw(P),943
21,STRONG HYBRID EV,Maharashtra(59),2025,e-Rickshaw(P),0
1,CNG ONLY,Maharashtra(59),2025,Luxury Cab,0
2,DIESEL,Maharashtra(59),2025,Luxury Cab,0
3,DIESEL/HYBRID,Maharashtra(59),2025,Luxury Cab,0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,Luxury Cab,0
5,ELECTRIC(BOV),Maharashtra(59),2025,Luxury Cab,0
6,ETHANOL,Maharashtra(59),2025,Luxury Cab,0
7,LNG,Maharashtra(59),2025,Luxury Cab,0
8,LPG ONLY,Maharashtra(59),2025,Luxury Cab,0
9,NOT APPLICABLE,Maharashtra(59),2025,Luxury Cab,0
10,PETROL,Maharashtra(59),2025,Luxury Cab,0
11,PETROL/CNG,Maharashtra(59),2025,Luxury Cab,0
12,PETROL(E20)/CNG,Maharashtra(59),2025,Luxury Cab,0
13,PETROL(E20)/HYBRID,Maharashtra(59),2025,Luxury Cab,0
14,PETROL(E20)/LPG,Maharashtra(59),2025,Luxury Cab,0
15,PETROL/ETHANOL,Maharashtra(59),2025,Luxury Cab,0
16,PETROL/HYBRID,Maharashtra(59),2025,Luxury Cab,0
17,PETROL/HYBRID/CNG,Maharashtra(59),2025,Luxury Cab,0
18,PETROL/LPG,Maharashtra(59),2025,Luxury Cab,0
19,PLUG-IN HYBRID EV,Maharashtra(59),2025,Luxury Cab,0
20,PURE EV,Maharashtra(59),2025,Luxury Cab,0
21,STRONG HYBRID EV,Maharashtra(59),2025,Luxury Cab,0
1,CNG ONLY,Maharashtra(59),2025,Three Wheeler (Passenger),"56,766"
2,DIESEL,Maharashtra(59),2025,Three Wheeler (Passenger),999
3,DIESEL/HYBRID,Maharashtra(59),2025,Three Wheeler (Passenger),0
4,DUAL DIESEL/LNG,Maharashtra(59),2025,Three Wheeler (Passenger),0
5,ELECTRIC(BOV),Maharashtra(59),2025,Three Wheeler (Passenger),"3,519"
6,ETHANOL,Maharashtra(59),2025,Three Wheeler (Passenger),0
7,LNG,Maharashtra(59),2025,Three Wheeler (Passenger),0
8,LPG ONLY,Maharashtra(59),2025,Three Wheeler (Passenger),"7,885"
