state_code,state_name,metric,year,count,growth_pct
MN,Manipur,permits,2025:,4793503,16.99%
MN,Manipur,permits,2024:,4097243,16.52%
MN,Manipur,permits,2023:,3516328,60.00%
MN,Manipur,permits,2022:,2197669,
MP,Madhya Pradesh,registrations,Till Today,417663328,
MP,Madhya Pradesh,registrations,2026:,4385834,
MP,Madhya Pradesh,registrations,2025:,28253418,7.79%
MP,Madhya Pradesh,registrations,2024:,26210514,9.17%
MP,Madhya Pradesh,registrations,2023:,24009647,11.26%
MP,Madhya Pradesh,registrations,2022:,21579546,
MP,Madhya Pradesh,transactions,Till Today,1726904630,
MP,Madhya Pradesh,transactions,2026:,15414033,
MP,Madhya Pradesh,transactions,2025:,104042663,7.22%
MP,Madhya Pradesh,transactions,2024:,97033695,7.83%
MP,Madhya Pradesh,transactions,2023:,89984536,6.38%
MP,Madhya Pradesh,transactions,2022:,84583979,
MP,Madhya Pradesh,revenue,Till Today,9097891078269,
MP,Madhya Pradesh,revenue,2026:,168025884671,
MP,Madhya Pradesh,revenue,2025:,1058575135796,7.23%
MP,Madhya Pradesh,revenue,2024:,987238756251,12.61%
MP,Madhya Pradesh,revenue,2023:,876711594521,16.36%
MP,Madhya Pradesh,revenue,2022:,753453477008,
MP,Madhya Pradesh,permits,Till Today,26716624,
MP,Madhya Pradesh,permits,2026:,741724,
MP,Madhya Pradesh,permits,2025:,4793503,16.99%
MP,Madhya Pradesh,permits,2024:,4097243,16.52%
MP,Madhya Pradesh,permits,2023:,3516328,60.00%
MP,Madhya Pradesh,permits,2022:,2197669,
MZ,Mizoram,registrations,Till Today,417663328,
MZ,Mizoram,registrations,2026:,4385834,
MZ,Mizoram,registrations,2025:,28253418,7.79%
MZ,Mizoram,registrations,2024:,26210514,9.17%
MZ,Mizoram,registrations,2023:,24009647,11.26%
MZ,Mizoram,registrations,2022:,21579546,
MZ,Mizoram,transactions,Till Today,1726904630,
MZ,Mizoram,transactions,2026:,15414033,
MZ,Mizoram,transactions,2025:,104042663,7.22%
MZ,Mizoram,transactions,2024:,97033695,7.83%
MZ,Mizoram,transactions,2023:,89984536,6.38%
MZ,Mizoram,transactions,2022:,84583979,
MZ,Mizoram,revenue,Till Today,9097891078269,
MZ,Mizoram,revenue,2026:,168025884671,
MZ,Mizoram,revenue,2025:,1058575135796,7.23%
MZ,Mizoram,revenue,2024:,987238756251,12.61%
MZ,Mizoram,revenue,2023:,876711594521,16.36%
MZ,Mizoram,revenue,2022:,753453477008,
MZ,Mizoram,permits,Till Today,26716624,
MZ,Mizoram,permits,2026:,741724,
MZ,Mizoram,permits,2025:,4793503,16.99%
MZ,Mizoram,permits,2024:,4097243,16.52%
MZ,Mizoram,permits,2023:,3516328,60.00%
MZ,Mizoram,permits,2022:,2197669,
NL,Nagaland,registrations,Till Today,417663328,
NL,Nagaland,registrations,2026:,4385834,
NL,Nagaland,registrations,2025:,28253418,7.79%
NL,Nagaland,registrations,2024:,26210514,9.17%
NL,Nagaland,registrations,2023:,24009647,11.26%
NL,Nagaland,registrations,2022:,21579546,
NL,Nagaland,transactions,Till Today,1726904630,
NL,Nagaland,transactions,2026:,15414033,
NL,Nagaland,transactions,2025:,104042663,7.22%
NL,Nagaland,transactions,2024:,97033695,7.83%
NL,Nagaland,transactions,2023:,89984536,6.38%
NL,Nagaland,transactions,2022:,84583979,
NL,Nagaland,revenue,Till Today,9097891078269,
NL,Nagaland,revenue,2026:,168025884671,
NL,Nagaland,revenue,2025:,1058575135796,7.23%
NL,Nagaland,revenue,2024:,987238756251,12.61%
NL,Nagaland,revenue,2023:,876711594521,16.36%
NL,Nagaland,revenue,2022:,753453477008,
NL,Nagaland,permits,Till Today,26716624,
NL,Nagaland,permits,2026:,741724,
NL,Nagaland,permits,2025:,4793503,16.99%
NL,Nagaland,permits,2024:,4097243,16.52%
NL,Nagaland,permits,2023:,3516328,60.00%
NL,Nagaland,permits,2022:,2197669,
OR,Odisha,registrations,Till Today,417663328,
OR,Odisha,registrations,2026:,4385834,
OR,Odisha,registrations,2025:,28253418,7.79%
OR,Odisha,registrations,2024:,26210514,9.17%
OR,Odisha,registrations,2023:,24009647,11.26%
OR,Odisha,registrations,2022:,21579546,
OR,Odisha,transactions,Till Today,1726904630,
OR,Odisha,transactions,2026:,15414033,
OR,Odisha,transactions,2025:,104042663,7.22%
OR,Odisha,transactions,2024:,97033695,7.83%
OR,Odisha,transactions,2023:,89984536,6.38%
OR,Odisha,transactions,2022:,84583979,
OR,Odisha,revenue,Till Today,9097891078269,
OR,Odisha,revenue,2026:,168025884671,
OR,Odisha,revenue,2025:,1058575135796,7.23%
OR,Odisha,revenue,2024:,987238756251,12.61%
OR,Odisha,revenue,2023:,876711594521,16.36%
OR,Odisha,revenue,2022:,753453477008,
OR,Odisha,permits,Till Today,26716624,
OR,Odisha,permits,2026:,741724,
OR,Odisha,permits,2025:,4793503,16.99%
OR,Odisha,permits,2024:,4097243,16.52%
OR,Odisha,permits,2023:,3516328,60.00%
OR,Odisha,permits,2022:,2197669,
PB,Punjab,registrations,Till Today,417663328,
PB,Punjab,registrations,2026:,4385834,
PB,Punjab,registrations,2025:,28253418,7.79%
PB,Punjab,registrations,2024:,26210514,9.17%
PB,Punjab,registrations,2023:,24009647,11.26%
PB,Punjab,registrations,2022:,21579546,
PB,Punjab,transactions,Till Today,1726904630,
PB,Punjab,transactions,2026:,15414033,
PB,Punjab,transactions,2025:,104042663,7.22%
PB,Punjab,transactions,2024:,97033695,7.83%
PB,Punjab,transactions,2023:,89984536,6.38%
PB,Punjab,transactions,2022:,84583979,
PB,Punjab,revenue,Till Today,9097891078269,
PB,Punjab,revenue,2026:,168025884671,
PB,Punjab,revenue,2025:,1058575135796,7.23%
PB,Punjab,revenue,2024:,987238756251,12.61%
PB,Punjab,revenue,2023:,876711594521,16.36%
PB,Punjab,revenue,2022:,753453477008,
PB,Punjab,permits,Till Today,26716624,
PB,Punjab,permits,2026:,741724,
PB,Punjab,permits,2025:,4793503,16.99%
PB,Punjab,permits,2024:,4097243,16.52%
PB,Punjab,permits,2023:,3516328,60.00%
PB,Punjab,permits,2022:,2197669,
PY,Puducherry,registrations,Till Today,417663328,
PY,Puducherry,registrations,2026:,4385834,
PY,Puducherry,registrations,2025:,28253418,7.79%
PY,Puducherry,registrations,2024:,26210514,9.17%
PY,Puducherry,registrations,2023:,24009647,11.26%
PY,Puducherry,registrations,2022:,21579546,
PY,Puducherry,transactions,Till Today,1726904630,
PY,Puducherry,transactions,2026:,15414033,
PY,Puducherry,transactions,2025:,104042663,7.22%
PY,Puducherry,transactions,2024:,97033695,7.83%
PY,Puducherry,transactions,2023:,89984536,6.38%
PY,Puducherry,transactions,2022:,84583979,
PY,Puducherry,revenue,Till Today,9097891078269,
PY,Puducherry,revenue,2026:,168025884671,
PY,Puducherry,revenue,2025:,1058575135796,7.23%
PY,Puducherry,revenue,2024:,987238756251,12.61%
PY,Puducherry,revenue,2023:,876711594521,16.36%
PY,Puducherry,revenue,2022:,753453477008,
PY,Puducherry,permits,Till Today,26716624,
PY,Puducherry,permits,2026:,741724,
PY,Puducherry,permits,2025:,4793503,16.99%
PY,Puducherry,permits,2024:,4097243,16.52%
PY,Puducherry,permits,2023:,3516328,60.00%
PY,Puducherry,permits,2022:,2197669,
RJ,Rajasthan,registrations,Till Today,417663328,
RJ,Rajasthan,registrations,2026:,4385834,
RJ,Rajasthan,registrations,2025:,28253418,7.79%
RJ,Rajasthan,registrations,2024:,26210514,9.17%
RJ,Rajasthan,registrations,2023:,24009647,11.26%
RJ,Rajasthan,registrations,2022:,21579546,
RJ,Rajasthan,transactions,Till Today,1726904630,
RJ,Rajasthan,transactions,2026:,15414033,
RJ,Rajasthan,transactions,2025:,104042663,7.22%
RJ,Rajasthan,transactions,2024:,97033695,7.83%
RJ,Rajasthan,transactions,2023:,89984536,6.38%
RJ,Rajasthan,transactions,2022:,84583979,
RJ,Rajasthan,revenue,Till Today,9097891078269,
RJ,Rajasthan,revenue,2026:,168025884671,
RJ,Rajasthan,revenue,2025:,1058575135796,7.23%
RJ,Rajasthan,revenue,2024:,987238756251,12.61%
RJ,Rajasthan,revenue,2023:,876711594521,16.36%
RJ,Rajasthan,revenue,2022:,753453477008,
RJ,Rajasthan,permits,Till Today,26716624,
RJ,Rajasthan,permits,2026:,741724,
RJ,Rajasthan,permits,2025:,4793503,16.99%
RJ,Rajasthan,permits,2024:,4097243,16.52%
RJ,Rajasthan,permits,2023:,3516328,60.00%
RJ,Rajasthan,permits,2022:,2197669,
SK,Sikkim,registrations,Till Today,417663328,
SK,Sikkim,registrations,2026:,4385834,
SK,Sikkim,registrations,2025:,28253418,7.79%
SK,Sikkim,registrations,2024:,26210514,9.17%
SK,Sikkim,registrations,2023:,24009647,11.26%
SK,Sikkim,registrations,2022:,21579546,
SK,Sikkim,transactions,Till Today,1726904630,
SK,Sikkim,transactions,2026:,15414033,
SK,Sikkim,transactions,2025:,104042663,7.22%
SK,Sikkim,transactions,2024:,97033695,7.83%
SK,Sikkim,transactions,2023:,89984536,6.38%
SK,Sikkim,transactions,2022:,84583979,
SK,Sikkim,revenue,Till Today,9097891078269,
SK,Sikkim,revenue,2026:,168025884671,
SK,Sikkim,revenue,2025:,1058575135796,7.23%
SK,Sikkim,revenue,2024:,987238756251,12.61%
SK,Sikkim,revenue,2023:,876711594521,16.36%
SK,Sikkim,revenue,2022:,753453477008,
SK,Sikkim,permits,Till Today,26716624,
SK,Sikkim,permits,2026:,741724,
SK,Sikkim,permits,2025:,4793503,16.99%
SK,Sikkim,permits,2024:,4097243,16.52%
SK,Sikkim,permits,2023:,3516328,60.00%
SK,Sikkim,permits,2022:,2197669,
TN,Tamil Nadu,registrations,Till Today,417663328,
TN,Tamil Nadu,registrations,2026:,4385834,
TN,Tamil Nadu,registrations,2025:,28253418,7.79%
TN,Tamil Nadu,registrations,2024:,26210514,9.17%
TN,Tamil Nadu,registrations,2023:,24009647,11.26%
TN,Tamil Nadu,registrations,2022:,21579546,
TN,Tamil Nadu,transactions,Till Today,1726904630,
TN,Tamil Nadu,transactions,2026:,15414033,
TN,Tamil Nadu,transactions,2025:,104042663,7.22%
TN,Tamil Nadu,transactions,2024:,97033695,7.83%
TN,Tamil Nadu,transactions,2023:,89984536,6.38%
TN,Tamil Nadu,transactions,2022:,84583979,
TN,Tamil Nadu,revenue,Till Today,9097891078269,
TN,Tamil Nadu,revenue,2026:,168025884671,
TN,Tamil Nadu,revenue,2025:,1058575135796,7.23%
TN,Tamil Nadu,revenue,2024:,987238756251,12.61%
TN,Tamil Nadu,revenue,2023:,876711594521,16.36%
TN,Tamil Nadu,revenue,2022:,753453477008,
TN,Tamil Nadu,permits,Till Today,26716624,
TN,Tamil Nadu,permits,2026:,741724,
TN,Tamil Nadu,permits,2025:,4793503,16.99%
TN,Tamil Nadu,permits,2024:,4097243,16.52%
TN,Tamil Nadu,permits,2023:,3516328,60.00%
TN,Tamil Nadu,permits,2022:,2197669,
TR,Tripura,registrations,Till Today,417663328,
TR,Tripura,registrations,2026:,4385834,
TR,Tripura,registrations,2025:,28253418,7.79%
TR,Tripura,registrations,2024:,26210514,9.17%
TR,Tripura,registrations,2023:,24009647,11.26%
TR,Tripura,registrations,2022:,21579546,
TR,Tripura,transactions,Till Today,1726904630,
TR,Tripura,transactions,2026:,15414033,
TR,Tripura,transactions,2025:,104042663,7.22%
TR,Tripura,transactions,2024:,97033695,7.83%
TR,Tripura,transactions,2023:,89984536,6.38%
TR,Tripura,transactions,2022:,84583979,
TR,Tripura,revenue,Till Today,9097891078269,
TR,Tripura,revenue,2026:,168025884671,
TR,Tripura,revenue,2025:,1058575135796,7.23%
TR,Tripura,revenue,2024:,987238756251,12.61%
TR,Tripura,revenue,2023:,876711594521,16.36%
TR,Tripura,revenue,2022:,753453477008,
TR,Tripura,permits,Till Today,26716624,
TR,Tripura,permits,2026:,741724,
TR,Tripura,permits,2025:,4793503,16.99%
TR,Tripura,permits,2024:,4097243,16.52%
TR,Tripura,permits,2023:,3516328,60.00%
TR,Tripura,permits,2022:,2197669,
UK,Uttarakhand,registrations,Till Today,417663328,
UK,Uttarakhand,registrations,2026:,4385834,
UK,Uttarakhand,registrations,2025:,28253418,7.79%
UK,Uttarakhand,registrations,2024:,26210514,9.17%
UK,Uttarakhand,registrations,2023:,24009647,11.26%
UK,Uttarakhand,registrations,2022:,21579546,
UK,Uttarakhand,transactions,Till Today,1726904630,
UK,Uttarakhand,transactions,2026:,15414033,
UK,Uttarakhand,transactions,2025:,104042663,7.22%
UK,Uttarakhand,transactions,2024:,97033695,7.83%
UK,Uttarakhand,transactions,2023:,89984536,6.38%
UK,Uttarakhand,transactions,2022:,84583979,
UK,Uttarakhand,revenue,Till Today,9097891078269,
UK,Uttarakhand,revenue,2026:,168025884671,
UK,Uttarakhand,revenue,2025:,1058575135796,7.23%
UK,Uttarakhand,revenue,2024:,987238756251,12.61%
UK,Uttarakhand,revenue,2023:,876711594521,16.36%
UK,Uttarakhand,revenue,2022:,753453477008,
UK,Uttarakhand,permits,Till Today,26716624,
UK,Uttarakhand,permits,2026:,741724,
UK,Uttarakhand,permits,2025:,4793503,16.99%
UK,Uttarakhand,permits,2024:,4097243,16.52%
UK,Uttarakhand,permits,2023:,3516328,60.00%
UK,Uttarakhand,permits,2022:,2197669,
UP,Uttar Pradesh,registrations,Till Today,417663328,
UP,Uttar Pradesh,registrations,2026:,4385834,
UP,Uttar Pradesh,registrations,2025:,28253418,7.79%
UP,Uttar Pradesh,registrations,2024:,26210514,9.17%
UP,Uttar Pradesh,registrations,2023:,24009647,11.26%
UP,Uttar Pradesh,registrations,2022:,21579546,
UP,Uttar Pradesh,transactions,Till Today,1726904630,
UP,Uttar Pradesh,transactions,2026:,15414033,
UP,Uttar Pradesh,transactions,2025:,104042663,7.22%
UP,Uttar Pradesh,transactions,2024:,97033695,7.83%
UP,Uttar Pradesh,transactions,2023:,89984536,6.38%
UP,Uttar Pradesh,transactions,2022:,84583979,
UP,Uttar Pradesh,revenue,Till Today,9097891078269,
UP,Uttar Pradesh,revenue,2026:,168025884671,
UP,Uttar Pradesh,revenue,2025:,1058575135796,7.23%
UP,Uttar Pradesh,revenue,2024:,987238756251,12.61%
UP,Uttar Pradesh,revenue,2023:,876711594521,16.36%
UP,Uttar Pradesh,revenue,2022:,753453477008,
UP,Uttar Pradesh,permits,Till Today,26716624,
UP,Uttar Pradesh,permits,2026:,741724,
UP,Uttar Pradesh,permits,2025:,4793503,16.99%
UP,Uttar Pradesh,permits,2024:,4097243,16.52%
UP,Uttar Pradesh,permits,2023:,3516328,60.00%
UP,Uttar Pradesh,permits,2022:,2197669,
WB,West Bengal,registrations,Till Today,417663328,
WB,West Bengal,registrations,2026:,4385834,
WB,West Bengal,registrations,2025:,28253418,7.79%
WB,West Bengal,registrations,2024:,26210514,9.17%
WB,West Bengal,registrations,2023:,24009647,11.26%
WB,West Bengal,registrations,2022:,21579546,
WB,West Bengal,transactions,Till Today,1726904630,
WB,West Bengal,transactions,2026:,15414033,
WB,West Bengal,transactions,2025:,104042663,7.22%
WB,West Bengal,transactions,2024:,97033695,7.83%
WB,West Bengal,transactions,2023:,89984536,6.38%
WB,West Bengal,transactions,2022:,84583979,
WB,West Bengal,revenue,Till Today,9097891078269,
WB,West Bengal,revenue,2026:,168025884671,
WB,West Bengal,revenue,2025:,1058575135796,7.23%
WB,West Bengal,revenue,2024:,987238756251,12.61%
WB,West Bengal,revenue,2023:,876711594521,16.36%
WB,West Bengal,revenue,2022:,753453477008,
WB,West Bengal,permits,Till Today,26716624,
WB,West Bengal,permits,2026:,741724,
WB,West Bengal,permits,2025:,4793503,16.99%
WB,West Bengal,permits,2024:,4097243,16.52%
WB,West Bengal,permits,2023:,3516328,60.00%
WB,West Bengal,permits,2022:,2197669,
