S No,Vehicle Category,State,Year,Vehicle Class,Value
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Motor Cab,0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Motor Cab,"2,306"
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Motor Cab,0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Motor Cab,0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Motor Cab,0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Motor Cab,0
12,THREE WHEELER(NT),Goa(13),2025,Motor Cab,0
13,THREE WHEELER(T),Goa(13),2025,Motor Cab,0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Motor Cab,0
15,TWO WHEELER(NT),Goa(13),2025,Motor Cab,0
16,TWO WHEELER(T),Goa(13),2025,Motor Cab,0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Puller Tractor,0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Puller Tractor,0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Puller Tractor,0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Puller Tractor,0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Puller Tractor,0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Puller Tractor,0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Puller Tractor,0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Puller Tractor,0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Puller Tractor,0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Puller Tractor,0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Puller Tractor,0
12,THREE WHEELER(NT),Goa(13),2025,Puller Tractor,0
13,THREE WHEELER(T),Goa(13),2025,Puller Tractor,0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Puller Tractor,0
15,TWO WHEELER(NT),Goa(13),2025,Puller Tractor,0
16,TWO WHEELER(T),Goa(13),2025,Puller Tractor,0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Bus,0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Bus,0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Bus,0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Bus,204
5,LIGHT GOODS VEHICLE,Goa(13),2025,Bus,0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Bus,0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Bus,212
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Bus,0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Bus,0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Bus,178
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Bus,0
12,THREE WHEELER(NT),Goa(13),2025,Bus,0
13,THREE WHEELER(T),Goa(13),2025,Bus,0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Bus,0
15,TWO WHEELER(NT),Goa(13),2025,Bus,0
16,TWO WHEELER(T),Goa(13),2025,Bus,0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,School Bus,0
2,HEAVY GOODS VEHICLE,Goa(13),2025,School Bus,0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,School Bus,0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,School Bus,0
5,LIGHT GOODS VEHICLE,Goa(13),2025,School Bus,0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,School Bus,0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,School Bus,0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,School Bus,0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,School Bus,0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,School Bus,0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,School Bus,0
12,THREE WHEELER(NT),Goa(13),2025,School Bus,0
13,THREE WHEELER(T),Goa(13),2025,School Bus,0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,School Bus,0
15,TWO WHEELER(NT),Goa(13),2025,School Bus,0
16,TWO WHEELER(T),Goa(13),2025,School Bus,0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Educational Institution Bus,0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Educational Institution Bus,0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Educational Institution Bus,0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Educational Institution Bus,0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Educational Institution Bus,0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Educational Institution Bus,0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Educational Institution Bus,0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Educational Institution Bus,0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Educational Institution Bus,0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Educational Institution Bus,0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Educational Institution Bus,0
12,THREE WHEELER(NT),Goa(13),2025,Educational Institution Bus,0
13,THREE WHEELER(T),Goa(13),2025,Educational Institution Bus,0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Educational Institution Bus,0
15,TWO WHEELER(NT),Goa(13),2025,Educational Institution Bus,0
16,TWO WHEELER(T),Goa(13),2025,Educational Institution Bus,0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Ambulance,0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Ambulance,0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Ambulance,0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Ambulance,0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Ambulance,22
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Ambulance,0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Ambulance,15
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Ambulance,0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Ambulance,0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Ambulance,0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Ambulance,0
12,THREE WHEELER(NT),Goa(13),2025,Ambulance,0
13,THREE WHEELER(T),Goa(13),2025,Ambulance,0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Ambulance,0
15,TWO WHEELER(NT),Goa(13),2025,Ambulance,0
16,TWO WHEELER(T),Goa(13),2025,Ambulance,0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Animal Ambulance,0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Animal Ambulance,0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Animal Ambulance,0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Animal Ambulance,0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Animal Ambulance,0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Animal Ambulance,0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Animal Ambulance,0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Animal Ambulance,0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Animal Ambulance,0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Animal Ambulance,0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Animal Ambulance,0
12,THREE WHEELER(NT),Goa(13),2025,Animal Ambulance,0
13,THREE WHEELER(T),Goa(13),2025,Animal Ambulance,0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Animal Ambulance,0
15,TWO WHEELER(NT),Goa(13),2025,Animal Ambulance,0
16,TWO WHEELER(T),Goa(13),2025,Animal Ambulance,0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Camper Van / Trailer,0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Camper Van / Trailer,0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Camper Van / Trailer,0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Camper Van / Trailer,0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Camper Van / Trailer,0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Camper Van / Trailer,0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Camper Van / Trailer,0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Camper Van / Trailer,0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Camper Van / Trailer,0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Camper Van / Trailer,0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Camper Van / Trailer,0
12,THREE WHEELER(NT),Goa(13),2025,Camper Van / Trailer,0
13,THREE WHEELER(T),Goa(13),2025,Camper Van / Trailer,0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Camper Van / Trailer,0
15,TWO WHEELER(NT),Goa(13),2025,Camper Van / Trailer,0
16,TWO WHEELER(T),Goa(13),2025,Camper Van / Trailer,0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Cash Van,0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Cash Van,0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Cash Van,0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Cash Van,0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Cash Van,2
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Cash Van,0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Cash Van,0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Cash Van,0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Cash Van,0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Cash Van,0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Cash Van,0
12,THREE WHEELER(NT),Goa(13),2025,Cash Van,0
13,THREE WHEELER(T),Goa(13),2025,Cash Van,0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Cash Van,0
15,TWO WHEELER(NT),Goa(13),2025,Cash Van,0
16,TWO WHEELER(T),Goa(13),2025,Cash Van,0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Fire Tenders,0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Fire Tenders,7
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Fire Tenders,0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Fire Tenders,0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Fire Tenders,0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Fire Tenders,0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Fire Tenders,0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Fire Tenders,0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Fire Tenders,0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Fire Tenders,0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Fire Tenders,0
12,THREE WHEELER(NT),Goa(13),2025,Fire Tenders,0
13,THREE WHEELER(T),Goa(13),2025,Fire Tenders,0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Fire Tenders,0
15,TWO WHEELER(NT),Goa(13),2025,Fire Tenders,0
16,TWO WHEELER(T),Goa(13),2025,Fire Tenders,0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Snorked Ladders,0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Snorked Ladders,0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Snorked Ladders,0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Snorked Ladders,0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Snorked Ladders,0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Snorked Ladders,0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Snorked Ladders,0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Snorked Ladders,0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Snorked Ladders,0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Snorked Ladders,0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Snorked Ladders,0
12,THREE WHEELER(NT),Goa(13),2025,Snorked Ladders,0
13,THREE WHEELER(T),Goa(13),2025,Snorked Ladders,0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Snorked Ladders,0
15,TWO WHEELER(NT),Goa(13),2025,Snorked Ladders,0
16,TWO WHEELER(T),Goa(13),2025,Snorked Ladders,0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Auxiliary Trailer,0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Auxiliary Trailer,0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Auxiliary Trailer,0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Auxiliary Trailer,0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Auxiliary Trailer,0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Auxiliary Trailer,0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Auxiliary Trailer,0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Auxiliary Trailer,0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Auxiliary Trailer,0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Auxiliary Trailer,0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Auxiliary Trailer,0
12,THREE WHEELER(NT),Goa(13),2025,Auxiliary Trailer,0
13,THREE WHEELER(T),Goa(13),2025,Auxiliary Trailer,0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Auxiliary Trailer,0
15,TWO WHEELER(NT),Goa(13),2025,Auxiliary Trailer,0
16,TWO WHEELER(T),Goa(13),2025,Auxiliary Trailer,0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Fire Fighting Vehicle,0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Fire Fighting Vehicle,0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Fire Fighting Vehicle,0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Fire Fighting Vehicle,0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Fire Fighting Vehicle,0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Fire Fighting Vehicle,0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Fire Fighting Vehicle,0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Fire Fighting Vehicle,0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Fire Fighting Vehicle,0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Fire Fighting Vehicle,0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Fire Fighting Vehicle,0
12,THREE WHEELER(NT),Goa(13),2025,Fire Fighting Vehicle,0
13,THREE WHEELER(T),Goa(13),2025,Fire Fighting Vehicle,0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Fire Fighting Vehicle,0
15,TWO WHEELER(NT),Goa(13),2025,Fire Fighting Vehicle,0
16,TWO WHEELER(T),Goa(13),2025,Fire Fighting Vehicle,0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Articulated Vehicle,0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Articulated Vehicle,1
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Articulated Vehicle,0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Articulated Vehicle,0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Articulated Vehicle,0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Articulated Vehicle,0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Articulated Vehicle,0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Articulated Vehicle,0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Articulated Vehicle,0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Articulated Vehicle,0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Articulated Vehicle,0
12,THREE WHEELER(NT),Goa(13),2025,Articulated Vehicle,0
13,THREE WHEELER(T),Goa(13),2025,Articulated Vehicle,0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Articulated Vehicle,0
15,TWO WHEELER(NT),Goa(13),2025,Articulated Vehicle,0
16,TWO WHEELER(T),Goa(13),2025,Articulated Vehicle,0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Hearses,0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Hearses,0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Hearses,0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Hearses,0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Hearses,0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Hearses,0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Hearses,5
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Hearses,0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Hearses,0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Hearses,0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Hearses,0
12,THREE WHEELER(NT),Goa(13),2025,Hearses,0
13,THREE WHEELER(T),Goa(13),2025,Hearses,0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Hearses,0
15,TWO WHEELER(NT),Goa(13),2025,Hearses,0
16,TWO WHEELER(T),Goa(13),2025,Hearses,0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Omni Bus,0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Omni Bus,0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Omni Bus,0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Omni Bus,0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Omni Bus,0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Omni Bus,0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Omni Bus,0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Omni Bus,0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Omni Bus,0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Omni Bus,0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Omni Bus,0
12,THREE WHEELER(NT),Goa(13),2025,Omni Bus,0
13,THREE WHEELER(T),Goa(13),2025,Omni Bus,0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Omni Bus,0
15,TWO WHEELER(NT),Goa(13),2025,Omni Bus,0
16,TWO WHEELER(T),Goa(13),2025,Omni Bus,0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Dumper,0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Dumper,0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Dumper,0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Dumper,0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Dumper,0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Dumper,0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Dumper,0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Dumper,0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Dumper,0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Dumper,0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Dumper,0
12,THREE WHEELER(NT),Goa(13),2025,Dumper,0
13,THREE WHEELER(T),Goa(13),2025,Dumper,0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Dumper,0
15,TWO WHEELER(NT),Goa(13),2025,Dumper,0
16,TWO WHEELER(T),Goa(13),2025,Dumper,0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Excavator (Commercial),0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Excavator (Commercial),0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Excavator (Commercial),0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Excavator (Commercial),0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Excavator (Commercial),0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Excavator (Commercial),0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Excavator (Commercial),0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Excavator (Commercial),0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Excavator (Commercial),0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Excavator (Commercial),0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Excavator (Commercial),0
12,THREE WHEELER(NT),Goa(13),2025,Excavator (Commercial),0
13,THREE WHEELER(T),Goa(13),2025,Excavator (Commercial),0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Excavator (Commercial),0
15,TWO WHEELER(NT),Goa(13),2025,Excavator (Commercial),0
16,TWO WHEELER(T),Goa(13),2025,Excavator (Commercial),0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Trailer (Commercial),0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Trailer (Commercial),0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Trailer (Commercial),0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Trailer (Commercial),0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Trailer (Commercial),0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Trailer (Commercial),0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Trailer (Commercial),0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Trailer (Commercial),0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Trailer (Commercial),0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Trailer (Commercial),0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Trailer (Commercial),0
12,THREE WHEELER(NT),Goa(13),2025,Trailer (Commercial),0
13,THREE WHEELER(T),Goa(13),2025,Trailer (Commercial),0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Trailer (Commercial),0
15,TWO WHEELER(NT),Goa(13),2025,Trailer (Commercial),0
16,TWO WHEELER(T),Goa(13),2025,Trailer (Commercial),0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Tractor-Trolley(Commercial),0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Tractor-Trolley(Commercial),0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Tractor-Trolley(Commercial),0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Tractor-Trolley(Commercial),0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Tractor-Trolley(Commercial),0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Tractor-Trolley(Commercial),0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Tractor-Trolley(Commercial),0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Tractor-Trolley(Commercial),0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Tractor-Trolley(Commercial),0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Tractor-Trolley(Commercial),0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Tractor-Trolley(Commercial),0
12,THREE WHEELER(NT),Goa(13),2025,Tractor-Trolley(Commercial),0
13,THREE WHEELER(T),Goa(13),2025,Tractor-Trolley(Commercial),0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Tractor-Trolley(Commercial),0
15,TWO WHEELER(NT),Goa(13),2025,Tractor-Trolley(Commercial),0
16,TWO WHEELER(T),Goa(13),2025,Tractor-Trolley(Commercial),0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Semi-Trailer (Commercial),0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Semi-Trailer (Commercial),0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Semi-Trailer (Commercial),0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Semi-Trailer (Commercial),0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Semi-Trailer (Commercial),0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Semi-Trailer (Commercial),0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Semi-Trailer (Commercial),0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Semi-Trailer (Commercial),0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Semi-Trailer (Commercial),0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Semi-Trailer (Commercial),0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Semi-Trailer (Commercial),0
12,THREE WHEELER(NT),Goa(13),2025,Semi-Trailer (Commercial),0
13,THREE WHEELER(T),Goa(13),2025,Semi-Trailer (Commercial),0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Semi-Trailer (Commercial),0
15,TWO WHEELER(NT),Goa(13),2025,Semi-Trailer (Commercial),0
16,TWO WHEELER(T),Goa(13),2025,Semi-Trailer (Commercial),0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Construction Equipment Vehicle (Commercial),0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Construction Equipment Vehicle (Commercial),0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Construction Equipment Vehicle (Commercial),0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Construction Equipment Vehicle (Commercial),0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Construction Equipment Vehicle (Commercial),0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Construction Equipment Vehicle (Commercial),0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Construction Equipment Vehicle (Commercial),0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Construction Equipment Vehicle (Commercial),0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Construction Equipment Vehicle (Commercial),0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Construction Equipment Vehicle (Commercial),0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Construction Equipment Vehicle (Commercial),1
12,THREE WHEELER(NT),Goa(13),2025,Construction Equipment Vehicle (Commercial),0
13,THREE WHEELER(T),Goa(13),2025,Construction Equipment Vehicle (Commercial),0
14,TWO WHEELER (INVALID CARRIAGE),Goa(13),2025,Construction Equipment Vehicle (Commercial),0
15,TWO WHEELER(NT),Goa(13),2025,Construction Equipment Vehicle (Commercial),0
16,TWO WHEELER(T),Goa(13),2025,Construction Equipment Vehicle (Commercial),0
1,FOUR WHEELER (INVALID CARRIAGE),Goa(13),2025,Quadricycle (Commercial),0
2,HEAVY GOODS VEHICLE,Goa(13),2025,Quadricycle (Commercial),0
3,HEAVY MOTOR VEHICLE,Goa(13),2025,Quadricycle (Commercial),0
4,HEAVY PASSENGER VEHICLE,Goa(13),2025,Quadricycle (Commercial),0
5,LIGHT GOODS VEHICLE,Goa(13),2025,Quadricycle (Commercial),0
6,LIGHT MOTOR VEHICLE,Goa(13),2025,Quadricycle (Commercial),0
7,LIGHT PASSENGER VEHICLE,Goa(13),2025,Quadricycle (Commercial),0
8,MEDIUM GOODS VEHICLE,Goa(13),2025,Quadricycle (Commercial),0
9,MEDIUM MOTOR VEHICLE,Goa(13),2025,Quadricycle (Commercial),0
10,MEDIUM PASSENGER VEHICLE,Goa(13),2025,Quadricycle (Commercial),0
11,OTHER THAN MENTIONED ABOVE,Goa(13),2025,Quadricycle (Commercial),0
12,THREE WHEELER(NT),Goa(13),2025,Quadricycle (Commercial),0
13,THREE WHEELER(T),Goa(13),2025,Quadricycle (Commercial),0
