S No,Fuel,State,Year,Month Wise,Value
2,DIESEL,Chhattisgarh(31),2025,AUG,"6,745"
3,DIESEL/HYBRID,Chhattisgarh(31),2025,AUG,11
4,ELECTRIC(BOV),Chhattisgarh(31),2025,AUG,757
5,ETHANOL,Chhattisgarh(31),2025,AUG,1
6,FUEL CELL HYDROGEN,Chhattisgarh(31),2025,AUG,0
7,LPG ONLY,Chhattisgarh(31),2025,AUG,0
8,NOT APPLICABLE,Chhattisgarh(31),2025,AUG,712
9,PETROL,Chhattisgarh(31),2025,AUG,"25,804"
10,PETROL/CNG,Chhattisgarh(31),2025,AUG,54
11,PETROL(E20)/CNG,Chhattisgarh(31),2025,AUG,0
12,PETROL(E20)/HYBRID,Chhattisgarh(31),2025,AUG,0
13,PETROL(E20)/LPG,Chhattisgarh(31),2025,AUG,2
14,PETROL/ETHANOL,Chhattisgarh(31),2025,AUG,"9,583"
15,PETROL/HYBRID,Chhattisgarh(31),2025,AUG,697
16,PETROL/HYBRID/CNG,Chhattisgarh(31),2025,AUG,0
17,PETROL/LPG,Chhattisgarh(31),2025,AUG,0
18,PURE EV,Chhattisgarh(31),2025,AUG,"2,784"
19,STRONG HYBRID EV,Chhattisgarh(31),2025,AUG,73
1,CNG ONLY,Chhattisgarh(31),2025,SEP,25
2,DIESEL,Chhattisgarh(31),2025,SEP,"6,336"
3,DIESEL/HYBRID,Chhattisgarh(31),2025,SEP,16
4,ELECTRIC(BOV),Chhattisgarh(31),2025,SEP,798
5,ETHANOL,Chhattisgarh(31),2025,SEP,3
6,FUEL CELL HYDROGEN,Chhattisgarh(31),2025,SEP,0
7,LPG ONLY,Chhattisgarh(31),2025,SEP,1
8,NOT APPLICABLE,Chhattisgarh(31),2025,SEP,797
9,PETROL,Chhattisgarh(31),2025,SEP,"24,885"
10,PETROL/CNG,Chhattisgarh(31),2025,SEP,46
11,PETROL(E20)/CNG,Chhattisgarh(31),2025,SEP,1
12,PETROL(E20)/HYBRID,Chhattisgarh(31),2025,SEP,0
13,PETROL(E20)/LPG,Chhattisgarh(31),2025,SEP,0
14,PETROL/ETHANOL,Chhattisgarh(31),2025,SEP,"11,840"
15,PETROL/HYBRID,Chhattisgarh(31),2025,SEP,818
16,PETROL/HYBRID/CNG,Chhattisgarh(31),2025,SEP,0
17,PETROL/LPG,Chhattisgarh(31),2025,SEP,0
18,PURE EV,Chhattisgarh(31),2025,SEP,"3,146"
19,STRONG HYBRID EV,Chhattisgarh(31),2025,SEP,92
1,CNG ONLY,Chhattisgarh(31),2025,OCT,41
2,DIESEL,Chhattisgarh(31),2025,OCT,"8,992"
3,DIESEL/HYBRID,Chhattisgarh(31),2025,OCT,26
4,ELECTRIC(BOV),Chhattisgarh(31),2025,OCT,993
5,ETHANOL,Chhattisgarh(31),2025,OCT,1
6,FUEL CELL HYDROGEN,Chhattisgarh(31),2025,OCT,0
7,LPG ONLY,Chhattisgarh(31),2025,OCT,0
8,NOT APPLICABLE,Chhattisgarh(31),2025,OCT,628
9,PETROL,Chhattisgarh(31),2025,OCT,"76,927"
10,PETROL/CNG,Chhattisgarh(31),2025,OCT,85
11,PETROL(E20)/CNG,Chhattisgarh(31),2025,OCT,6
12,PETROL(E20)/HYBRID,Chhattisgarh(31),2025,OCT,159
13,PETROL(E20)/LPG,Chhattisgarh(31),2025,OCT,0
14,PETROL/ETHANOL,Chhattisgarh(31),2025,OCT,"38,019"
15,PETROL/HYBRID,Chhattisgarh(31),2025,OCT,"1,538"
16,PETROL/HYBRID/CNG,Chhattisgarh(31),2025,OCT,0
17,PETROL/LPG,Chhattisgarh(31),2025,OCT,0
18,PURE EV,Chhattisgarh(31),2025,OCT,"5,266"
19,STRONG HYBRID EV,Chhattisgarh(31),2025,OCT,141
1,CNG ONLY,Chhattisgarh(31),2025,NOV,30
2,DIESEL,Chhattisgarh(31),2025,NOV,"8,866"
3,DIESEL/HYBRID,Chhattisgarh(31),2025,NOV,9
4,ELECTRIC(BOV),Chhattisgarh(31),2025,NOV,696
5,ETHANOL,Chhattisgarh(31),2025,NOV,0
6,FUEL CELL HYDROGEN,Chhattisgarh(31),2025,NOV,0
7,LPG ONLY,Chhattisgarh(31),2025,NOV,0
8,NOT APPLICABLE,Chhattisgarh(31),2025,NOV,"1,010"
9,PETROL,Chhattisgarh(31),2025,NOV,"28,512"
10,PETROL/CNG,Chhattisgarh(31),2025,NOV,23
11,PETROL(E20)/CNG,Chhattisgarh(31),2025,NOV,40
12,PETROL(E20)/HYBRID,Chhattisgarh(31),2025,NOV,487
13,PETROL(E20)/LPG,Chhattisgarh(31),2025,NOV,0
14,PETROL/ETHANOL,Chhattisgarh(31),2025,NOV,"25,819"
15,PETROL/HYBRID,Chhattisgarh(31),2025,NOV,219
16,PETROL/HYBRID/CNG,Chhattisgarh(31),2025,NOV,0
17,PETROL/LPG,Chhattisgarh(31),2025,NOV,0
18,PURE EV,Chhattisgarh(31),2025,NOV,"3,357"
19,STRONG HYBRID EV,Chhattisgarh(31),2025,NOV,78
1,CNG ONLY,Chhattisgarh(31),2025,DEC,25
2,DIESEL,Chhattisgarh(31),2025,DEC,"7,587"
3,DIESEL/HYBRID,Chhattisgarh(31),2025,DEC,6
4,ELECTRIC(BOV),Chhattisgarh(31),2025,DEC,543
5,ETHANOL,Chhattisgarh(31),2025,DEC,1
6,FUEL CELL HYDROGEN,Chhattisgarh(31),2025,DEC,0
7,LPG ONLY,Chhattisgarh(31),2025,DEC,0
8,NOT APPLICABLE,Chhattisgarh(31),2025,DEC,951
9,PETROL,Chhattisgarh(31),2025,DEC,"10,574"
10,PETROL/CNG,Chhattisgarh(31),2025,DEC,20
11,PETROL(E20)/CNG,Chhattisgarh(31),2025,DEC,28
12,PETROL(E20)/HYBRID,Chhattisgarh(31),2025,DEC,555
13,PETROL(E20)/LPG,Chhattisgarh(31),2025,DEC,1
14,PETROL/ETHANOL,Chhattisgarh(31),2025,DEC,"21,641"
15,PETROL/HYBRID,Chhattisgarh(31),2025,DEC,65
16,PETROL/HYBRID/CNG,Chhattisgarh(31),2025,DEC,0
17,PETROL/LPG,Chhattisgarh(31),2025,DEC,0
18,PURE EV,Chhattisgarh(31),2025,DEC,"2,880"
19,STRONG HYBRID EV,Chhattisgarh(31),2025,DEC,76
1,CNG ONLY,Chandigarh(1),2025,JAN,20
2,DIESEL,Chandigarh(1),2025,JAN,492
3,DIESEL/HYBRID,Chandigarh(1),2025,JAN,9
4,ELECTRIC(BOV),Chandigarh(1),2025,JAN,319
5,PETROL,Chandigarh(1),2025,JAN,"2,782"
6,PETROL/CNG,Chandigarh(1),2025,JAN,87
7,PETROL(E20)/CNG,Chandigarh(1),2025,JAN,0
8,PETROL(E20)/HYBRID,Chandigarh(1),2025,JAN,0
9,PETROL/ETHANOL,Chandigarh(1),2025,JAN,41
10,PETROL/HYBRID,Chandigarh(1),2025,JAN,193
11,PLUG-IN HYBRID EV,Chandigarh(1),2025,JAN,0
12,PURE EV,Chandigarh(1),2025,JAN,147
13,STRONG HYBRID EV,Chandigarh(1),2025,JAN,138
1,CNG ONLY,Chandigarh(1),2025,FEB,12
2,DIESEL,Chandigarh(1),2025,FEB,366
3,DIESEL/HYBRID,Chandigarh(1),2025,FEB,2
4,ELECTRIC(BOV),Chandigarh(1),2025,FEB,203
5,PETROL,Chandigarh(1),2025,FEB,"2,084"
6,PETROL/CNG,Chandigarh(1),2025,FEB,50
7,PETROL(E20)/CNG,Chandigarh(1),2025,FEB,0
8,PETROL(E20)/HYBRID,Chandigarh(1),2025,FEB,0
9,PETROL/ETHANOL,Chandigarh(1),2025,FEB,74
10,PETROL/HYBRID,Chandigarh(1),2025,FEB,146
11,PLUG-IN HYBRID EV,Chandigarh(1),2025,FEB,0
12,PURE EV,Chandigarh(1),2025,FEB,144
13,STRONG HYBRID EV,Chandigarh(1),2025,FEB,83
1,CNG ONLY,Chandigarh(1),2025,MAR,17
2,DIESEL,Chandigarh(1),2025,MAR,676
3,DIESEL/HYBRID,Chandigarh(1),2025,MAR,24
4,ELECTRIC(BOV),Chandigarh(1),2025,MAR,150
5,PETROL,Chandigarh(1),2025,MAR,"2,489"
6,PETROL/CNG,Chandigarh(1),2025,MAR,67
7,PETROL(E20)/CNG,Chandigarh(1),2025,MAR,0
8,PETROL(E20)/HYBRID,Chandigarh(1),2025,MAR,0
9,PETROL/ETHANOL,Chandigarh(1),2025,MAR,165
10,PETROL/HYBRID,Chandigarh(1),2025,MAR,168
11,PLUG-IN HYBRID EV,Chandigarh(1),2025,MAR,2
12,PURE EV,Chandigarh(1),2025,MAR,235
13,STRONG HYBRID EV,Chandigarh(1),2025,MAR,225
1,CNG ONLY,Chandigarh(1),2025,APR,12
2,DIESEL,Chandigarh(1),2025,APR,577
3,DIESEL/HYBRID,Chandigarh(1),2025,APR,11
4,ELECTRIC(BOV),Chandigarh(1),2025,APR,128
5,PETROL,Chandigarh(1),2025,APR,"2,241"
6,PETROL/CNG,Chandigarh(1),2025,APR,57
7,PETROL(E20)/CNG,Chandigarh(1),2025,APR,0
8,PETROL(E20)/HYBRID,Chandigarh(1),2025,APR,0
9,PETROL/ETHANOL,Chandigarh(1),2025,APR,379
10,PETROL/HYBRID,Chandigarh(1),2025,APR,141
11,PLUG-IN HYBRID EV,Chandigarh(1),2025,APR,0
12,PURE EV,Chandigarh(1),2025,APR,218
13,STRONG HYBRID EV,Chandigarh(1),2025,APR,121
1,CNG ONLY,Chandigarh(1),2025,MAY,16
2,DIESEL,Chandigarh(1),2025,MAY,493
3,DIESEL/HYBRID,Chandigarh(1),2025,MAY,3
4,ELECTRIC(BOV),Chandigarh(1),2025,MAY,163
5,PETROL,Chandigarh(1),2025,MAY,"1,776"
6,PETROL/CNG,Chandigarh(1),2025,MAY,58
7,PETROL(E20)/CNG,Chandigarh(1),2025,MAY,0
8,PETROL(E20)/HYBRID,Chandigarh(1),2025,MAY,0
9,PETROL/ETHANOL,Chandigarh(1),2025,MAY,563
10,PETROL/HYBRID,Chandigarh(1),2025,MAY,112
11,PLUG-IN HYBRID EV,Chandigarh(1),2025,MAY,1
12,PURE EV,Chandigarh(1),2025,MAY,205
13,STRONG HYBRID EV,Chandigarh(1),2025,MAY,97
1,CNG ONLY,Chandigarh(1),2025,JUN,8
2,DIESEL,Chandigarh(1),2025,JUN,614
3,DIESEL/HYBRID,Chandigarh(1),2025,JUN,9
4,ELECTRIC(BOV),Chandigarh(1),2025,JUN,151
5,PETROL,Chandigarh(1),2025,JUN,"1,765"
6,PETROL/CNG,Chandigarh(1),2025,JUN,56
7,PETROL(E20)/CNG,Chandigarh(1),2025,JUN,0
8,PETROL(E20)/HYBRID,Chandigarh(1),2025,JUN,0
9,PETROL/ETHANOL,Chandigarh(1),2025,JUN,751
10,PETROL/HYBRID,Chandigarh(1),2025,JUN,117
11,PLUG-IN HYBRID EV,Chandigarh(1),2025,JUN,0
12,PURE EV,Chandigarh(1),2025,JUN,238
13,STRONG HYBRID EV,Chandigarh(1),2025,JUN,182
1,CNG ONLY,Chandigarh(1),2025,JUL,24
2,DIESEL,Chandigarh(1),2025,JUL,515
3,DIESEL/HYBRID,Chandigarh(1),2025,JUL,10
4,ELECTRIC(BOV),Chandigarh(1),2025,JUL,142
5,PETROL,Chandigarh(1),2025,JUL,"2,018"
6,PETROL/CNG,Chandigarh(1),2025,JUL,50
7,PETROL(E20)/CNG,Chandigarh(1),2025,JUL,0
8,PETROL(E20)/HYBRID,Chandigarh(1),2025,JUL,0
9,PETROL/ETHANOL,Chandigarh(1),2025,JUL,977
10,PETROL/HYBRID,Chandigarh(1),2025,JUL,128
11,PLUG-IN HYBRID EV,Chandigarh(1),2025,JUL,0
12,PURE EV,Chandigarh(1),2025,JUL,329
13,STRONG HYBRID EV,Chandigarh(1),2025,JUL,144
1,CNG ONLY,Chandigarh(1),2025,AUG,17
2,DIESEL,Chandigarh(1),2025,AUG,433
3,DIESEL/HYBRID,Chandigarh(1),2025,AUG,11
4,ELECTRIC(BOV),Chandigarh(1),2025,AUG,154
5,PETROL,Chandigarh(1),2025,AUG,"1,790"
6,PETROL/CNG,Chandigarh(1),2025,AUG,57
7,PETROL(E20)/CNG,Chandigarh(1),2025,AUG,0
8,PETROL(E20)/HYBRID,Chandigarh(1),2025,AUG,0
9,PETROL/ETHANOL,Chandigarh(1),2025,AUG,979
10,PETROL/HYBRID,Chandigarh(1),2025,AUG,96
11,PLUG-IN HYBRID EV,Chandigarh(1),2025,AUG,0
12,PURE EV,Chandigarh(1),2025,AUG,293
13,STRONG HYBRID EV,Chandigarh(1),2025,AUG,118
1,CNG ONLY,Chandigarh(1),2025,SEP,12
2,DIESEL,Chandigarh(1),2025,SEP,547
3,DIESEL/HYBRID,Chandigarh(1),2025,SEP,32
4,ELECTRIC(BOV),Chandigarh(1),2025,SEP,133
5,PETROL,Chandigarh(1),2025,SEP,"1,720"
6,PETROL/CNG,Chandigarh(1),2025,SEP,52
7,PETROL(E20)/CNG,Chandigarh(1),2025,SEP,0
8,PETROL(E20)/HYBRID,Chandigarh(1),2025,SEP,1
9,PETROL/ETHANOL,Chandigarh(1),2025,SEP,"1,149"
10,PETROL/HYBRID,Chandigarh(1),2025,SEP,160
11,PLUG-IN HYBRID EV,Chandigarh(1),2025,SEP,0
12,PURE EV,Chandigarh(1),2025,SEP,344
13,STRONG HYBRID EV,Chandigarh(1),2025,SEP,160
1,CNG ONLY,Chandigarh(1),2025,OCT,7
2,DIESEL,Chandigarh(1),2025,OCT,491
3,DIESEL/HYBRID,Chandigarh(1),2025,OCT,28
4,ELECTRIC(BOV),Chandigarh(1),2025,OCT,148
5,PETROL,Chandigarh(1),2025,OCT,"3,149"
6,PETROL/CNG,Chandigarh(1),2025,OCT,74
7,PETROL(E20)/CNG,Chandigarh(1),2025,OCT,5
8,PETROL(E20)/HYBRID,Chandigarh(1),2025,OCT,9
9,PETROL/ETHANOL,Chandigarh(1),2025,OCT,"1,734"
10,PETROL/HYBRID,Chandigarh(1),2025,OCT,145
11,PLUG-IN HYBRID EV,Chandigarh(1),2025,OCT,0
12,PURE EV,Chandigarh(1),2025,OCT,364
13,STRONG HYBRID EV,Chandigarh(1),2025,OCT,94
1,CNG ONLY,Chandigarh(1),2025,NOV,6
2,DIESEL,Chandigarh(1),2025,NOV,560
3,DIESEL/HYBRID,Chandigarh(1),2025,NOV,30
4,ELECTRIC(BOV),Chandigarh(1),2025,NOV,124
5,PETROL,Chandigarh(1),2025,NOV,"1,471"
6,PETROL/CNG,Chandigarh(1),2025,NOV,36
7,PETROL(E20)/CNG,Chandigarh(1),2025,NOV,35
8,PETROL(E20)/HYBRID,Chandigarh(1),2025,NOV,110
9,PETROL/ETHANOL,Chandigarh(1),2025,NOV,"2,080"
10,PETROL/HYBRID,Chandigarh(1),2025,NOV,93
11,PLUG-IN HYBRID EV,Chandigarh(1),2025,NOV,0
12,PURE EV,Chandigarh(1),2025,NOV,366
13,STRONG HYBRID EV,Chandigarh(1),2025,NOV,157
1,CNG ONLY,Chandigarh(1),2025,DEC,6
2,DIESEL,Chandigarh(1),2025,DEC,509
3,DIESEL/HYBRID,Chandigarh(1),2025,DEC,16
4,ELECTRIC(BOV),Chandigarh(1),2025,DEC,119
5,PETROL,Chandigarh(1),2025,DEC,719
6,PETROL/CNG,Chandigarh(1),2025,DEC,29
7,PETROL(E20)/CNG,Chandigarh(1),2025,DEC,40
8,PETROL(E20)/HYBRID,Chandigarh(1),2025,DEC,140
9,PETROL/ETHANOL,Chandigarh(1),2025,DEC,"2,038"
10,PETROL/HYBRID,Chandigarh(1),2025,DEC,60
11,PLUG-IN HYBRID EV,Chandigarh(1),2025,DEC,0
12,PURE EV,Chandigarh(1),2025,DEC,363
13,STRONG HYBRID EV,Chandigarh(1),2025,DEC,109
1,CNG ONLY,UT of DNH and DD(3),2025,JAN,17
2,DIESEL,UT of DNH and DD(3),2025,JAN,620
3,DIESEL/HYBRID,UT of DNH and DD(3),2025,JAN,25
4,ELECTRIC(BOV),UT of DNH and DD(3),2025,JAN,18
5,ETHANOL,UT of DNH and DD(3),2025,JAN,0
6,NOT APPLICABLE,UT of DNH and DD(3),2025,JAN,3
7,PETROL,UT of DNH and DD(3),2025,JAN,"1,620"
8,PETROL/CNG,UT of DNH and DD(3),2025,JAN,178
9,PETROL(E20)/CNG,UT of DNH and DD(3),2025,JAN,0
10,PETROL(E20)/HYBRID,UT of DNH and DD(3),2025,JAN,0
11,PETROL/ETHANOL,UT of DNH and DD(3),2025,JAN,25
12,PETROL/HYBRID,UT of DNH and DD(3),2025,JAN,79
13,PURE EV,UT of DNH and DD(3),2025,JAN,21
14,STRONG HYBRID EV,UT of DNH and DD(3),2025,JAN,41
1,CNG ONLY,UT of DNH and DD(3),2025,FEB,13
2,DIESEL,UT of DNH and DD(3),2025,FEB,508
3,DIESEL/HYBRID,UT of DNH and DD(3),2025,FEB,13
4,ELECTRIC(BOV),UT of DNH and DD(3),2025,FEB,5
5,ETHANOL,UT of DNH and DD(3),2025,FEB,0
6,NOT APPLICABLE,UT of DNH and DD(3),2025,FEB,0
7,PETROL,UT of DNH and DD(3),2025,FEB,"1,132"
8,PETROL/CNG,UT of DNH and DD(3),2025,FEB,127
9,PETROL(E20)/CNG,UT of DNH and DD(3),2025,FEB,0
10,PETROL(E20)/HYBRID,UT of DNH and DD(3),2025,FEB,0
11,PETROL/ETHANOL,UT of DNH and DD(3),2025,FEB,28
12,PETROL/HYBRID,UT of DNH and DD(3),2025,FEB,37
13,PURE EV,UT of DNH and DD(3),2025,FEB,10
14,STRONG HYBRID EV,UT of DNH and DD(3),2025,FEB,21
1,CNG ONLY,UT of DNH and DD(3),2025,MAR,9
2,DIESEL,UT of DNH and DD(3),2025,MAR,609
3,DIESEL/HYBRID,UT of DNH and DD(3),2025,MAR,15
4,ELECTRIC(BOV),UT of DNH and DD(3),2025,MAR,4
5,ETHANOL,UT of DNH and DD(3),2025,MAR,0
6,NOT APPLICABLE,UT of DNH and DD(3),2025,MAR,9
7,PETROL,UT of DNH and DD(3),2025,MAR,"1,013"
8,PETROL/CNG,UT of DNH and DD(3),2025,MAR,97
9,PETROL(E20)/CNG,UT of DNH and DD(3),2025,MAR,0
10,PETROL(E20)/HYBRID,UT of DNH and DD(3),2025,MAR,0
11,PETROL/ETHANOL,UT of DNH and DD(3),2025,MAR,26
12,PETROL/HYBRID,UT of DNH and DD(3),2025,MAR,37
13,PURE EV,UT of DNH and DD(3),2025,MAR,19
14,STRONG HYBRID EV,UT of DNH and DD(3),2025,MAR,15
1,CNG ONLY,UT of DNH and DD(3),2025,APR,12
2,DIESEL,UT of DNH and DD(3),2025,APR,719
3,DIESEL/HYBRID,UT of DNH and DD(3),2025,APR,18
4,ELECTRIC(BOV),UT of DNH and DD(3),2025,APR,7
5,ETHANOL,UT of DNH and DD(3),2025,APR,0
6,NOT APPLICABLE,UT of DNH and DD(3),2025,APR,6
7,PETROL,UT of DNH and DD(3),2025,APR,"1,447"
8,PETROL/CNG,UT of DNH and DD(3),2025,APR,134
9,PETROL(E20)/CNG,UT of DNH and DD(3),2025,APR,0
10,PETROL(E20)/HYBRID,UT of DNH and DD(3),2025,APR,0
11,PETROL/ETHANOL,UT of DNH and DD(3),2025,APR,54
12,PETROL/HYBRID,UT of DNH and DD(3),2025,APR,37
13,PURE EV,UT of DNH and DD(3),2025,APR,21
14,STRONG HYBRID EV,UT of DNH and DD(3),2025,APR,28
1,CNG ONLY,UT of DNH and DD(3),2025,MAY,12
2,DIESEL,UT of DNH and DD(3),2025,MAY,445
3,DIESEL/HYBRID,UT of DNH and DD(3),2025,MAY,15
4,ELECTRIC(BOV),UT of DNH and DD(3),2025,MAY,3
5,ETHANOL,UT of DNH and DD(3),2025,MAY,0
6,NOT APPLICABLE,UT of DNH and DD(3),2025,MAY,3
7,PETROL,UT of DNH and DD(3),2025,MAY,984
8,PETROL/CNG,UT of DNH and DD(3),2025,MAY,98
9,PETROL(E20)/CNG,UT of DNH and DD(3),2025,MAY,0
10,PETROL(E20)/HYBRID,UT of DNH and DD(3),2025,MAY,0
11,PETROL/ETHANOL,UT of DNH and DD(3),2025,MAY,98
12,PETROL/HYBRID,UT of DNH and DD(3),2025,MAY,59
13,PURE EV,UT of DNH and DD(3),2025,MAY,14
14,STRONG HYBRID EV,UT of DNH and DD(3),2025,MAY,27
1,CNG ONLY,UT of DNH and DD(3),2025,JUN,9
2,DIESEL,UT of DNH and DD(3),2025,JUN,363
3,DIESEL/HYBRID,UT of DNH and DD(3),2025,JUN,11
4,ELECTRIC(BOV),UT of DNH and DD(3),2025,JUN,4
5,ETHANOL,UT of DNH and DD(3),2025,JUN,3
6,NOT APPLICABLE,UT of DNH and DD(3),2025,JUN,3
7,PETROL,UT of DNH and DD(3),2025,JUN,865
8,PETROL/CNG,UT of DNH and DD(3),2025,JUN,66
9,PETROL(E20)/CNG,UT of DNH and DD(3),2025,JUN,0
10,PETROL(E20)/HYBRID,UT of DNH and DD(3),2025,JUN,0
11,PETROL/ETHANOL,UT of DNH and DD(3),2025,JUN,135
12,PETROL/HYBRID,UT of DNH and DD(3),2025,JUN,34
13,PURE EV,UT of DNH and DD(3),2025,JUN,15
14,STRONG HYBRID EV,UT of DNH and DD(3),2025,JUN,18
1,CNG ONLY,UT of DNH and DD(3),2025,JUL,18
2,DIESEL,UT of DNH and DD(3),2025,JUL,548
3,DIESEL/HYBRID,UT of DNH and DD(3),2025,JUL,19
4,ELECTRIC(BOV),UT of DNH and DD(3),2025,JUL,7
5,ETHANOL,UT of DNH and DD(3),2025,JUL,0
6,NOT APPLICABLE,UT of DNH and DD(3),2025,JUL,6
7,PETROL,UT of DNH and DD(3),2025,JUL,"1,003"
8,PETROL/CNG,UT of DNH and DD(3),2025,JUL,132
9,PETROL(E20)/CNG,UT of DNH and DD(3),2025,JUL,0
10,PETROL(E20)/HYBRID,UT of DNH and DD(3),2025,JUL,0
11,PETROL/ETHANOL,UT of DNH and DD(3),2025,JUL,235
12,PETROL/HYBRID,UT of DNH and DD(3),2025,JUL,26
13,PURE EV,UT of DNH and DD(3),2025,JUL,15
14,STRONG HYBRID EV,UT of DNH and DD(3),2025,JUL,28
1,CNG ONLY,UT of DNH and DD(3),2025,AUG,13
2,DIESEL,UT of DNH and DD(3),2025,AUG,603
3,DIESEL/HYBRID,UT of DNH and DD(3),2025,AUG,17
4,ELECTRIC(BOV),UT of DNH and DD(3),2025,AUG,4
5,ETHANOL,UT of DNH and DD(3),2025,AUG,0
6,NOT APPLICABLE,UT of DNH and DD(3),2025,AUG,7
7,PETROL,UT of DNH and DD(3),2025,AUG,874
8,PETROL/CNG,UT of DNH and DD(3),2025,AUG,116
9,PETROL(E20)/CNG,UT of DNH and DD(3),2025,AUG,0
10,PETROL(E20)/HYBRID,UT of DNH and DD(3),2025,AUG,0
11,PETROL/ETHANOL,UT of DNH and DD(3),2025,AUG,242
12,PETROL/HYBRID,UT of DNH and DD(3),2025,AUG,55
13,PURE EV,UT of DNH and DD(3),2025,AUG,8
14,STRONG HYBRID EV,UT of DNH and DD(3),2025,AUG,27
1,CNG ONLY,UT of DNH and DD(3),2025,SEP,22
2,DIESEL,UT of DNH and DD(3),2025,SEP,511
3,DIESEL/HYBRID,UT of DNH and DD(3),2025,SEP,18
4,ELECTRIC(BOV),UT of DNH and DD(3),2025,SEP,2
5,ETHANOL,UT of DNH and DD(3),2025,SEP,0
6,NOT APPLICABLE,UT of DNH and DD(3),2025,SEP,12
7,PETROL,UT of DNH and DD(3),2025,SEP,834
8,PETROL/CNG,UT of DNH and DD(3),2025,SEP,109
9,PETROL(E20)/CNG,UT of DNH and DD(3),2025,SEP,0
10,PETROL(E20)/HYBRID,UT of DNH and DD(3),2025,SEP,14
11,PETROL/ETHANOL,UT of DNH and DD(3),2025,SEP,202
12,PETROL/HYBRID,UT of DNH and DD(3),2025,SEP,36
13,PURE EV,UT of DNH and DD(3),2025,SEP,26
14,STRONG HYBRID EV,UT of DNH and DD(3),2025,SEP,19
1,CNG ONLY,UT of DNH and DD(3),2025,OCT,25
2,DIESEL,UT of DNH and DD(3),2025,OCT,746
3,DIESEL/HYBRID,UT of DNH and DD(3),2025,OCT,46
4,ELECTRIC(BOV),UT of DNH and DD(3),2025,OCT,12
5,ETHANOL,UT of DNH and DD(3),2025,OCT,0
6,NOT APPLICABLE,UT of DNH and DD(3),2025,OCT,4
7,PETROL,UT of DNH and DD(3),2025,OCT,"1,047"
8,PETROL/CNG,UT of DNH and DD(3),2025,OCT,197
9,PETROL(E20)/CNG,UT of DNH and DD(3),2025,OCT,3
10,PETROL(E20)/HYBRID,UT of DNH and DD(3),2025,OCT,1
11,PETROL/ETHANOL,UT of DNH and DD(3),2025,OCT,336
12,PETROL/HYBRID,UT of DNH and DD(3),2025,OCT,63
13,PURE EV,UT of DNH and DD(3),2025,OCT,15
14,STRONG HYBRID EV,UT of DNH and DD(3),2025,OCT,31
1,CNG ONLY,UT of DNH and DD(3),2025,NOV,27
2,DIESEL,UT of DNH and DD(3),2025,NOV,521
3,DIESEL/HYBRID,UT of DNH and DD(3),2025,NOV,36
4,ELECTRIC(BOV),UT of DNH and DD(3),2025,NOV,7
5,ETHANOL,UT of DNH and DD(3),2025,NOV,0
6,NOT APPLICABLE,UT of DNH and DD(3),2025,NOV,8
7,PETROL,UT of DNH and DD(3),2025,NOV,"1,207"
8,PETROL/CNG,UT of DNH and DD(3),2025,NOV,104
9,PETROL(E20)/CNG,UT of DNH and DD(3),2025,NOV,131
10,PETROL(E20)/HYBRID,UT of DNH and DD(3),2025,NOV,19
11,PETROL/ETHANOL,UT of DNH and DD(3),2025,NOV,"1,599"
12,PETROL/HYBRID,UT of DNH and DD(3),2025,NOV,44
13,PURE EV,UT of DNH and DD(3),2025,NOV,27
14,STRONG HYBRID EV,UT of DNH and DD(3),2025,NOV,30
1,CNG ONLY,UT of DNH and DD(3),2025,DEC,17
2,DIESEL,UT of DNH and DD(3),2025,DEC,571
3,DIESEL/HYBRID,UT of DNH and DD(3),2025,DEC,25
4,ELECTRIC(BOV),UT of DNH and DD(3),2025,DEC,4
5,ETHANOL,UT of DNH and DD(3),2025,DEC,0
6,NOT APPLICABLE,UT of DNH and DD(3),2025,DEC,0
7,PETROL,UT of DNH and DD(3),2025,DEC,674
8,PETROL/CNG,UT of DNH and DD(3),2025,DEC,37
9,PETROL(E20)/CNG,UT of DNH and DD(3),2025,DEC,128
10,PETROL(E20)/HYBRID,UT of DNH and DD(3),2025,DEC,44
11,PETROL/ETHANOL,UT of DNH and DD(3),2025,DEC,"1,314"
12,PETROL/HYBRID,UT of DNH and DD(3),2025,DEC,31
13,PURE EV,UT of DNH and DD(3),2025,DEC,32
14,STRONG HYBRID EV,UT of DNH and DD(3),2025,DEC,36
1,CNG ONLY,Delhi(16),2025,JAN,"2,741"
2,DIESEL,Delhi(16),2025,JAN,"1,197"
3,DIESEL/HYBRID,Delhi(16),2025,JAN,2
4,ELECTRIC(BOV),Delhi(16),2025,JAN,"5,674"
5,ETHANOL,Delhi(16),2025,JAN,7
6,NOT APPLICABLE,Delhi(16),2025,JAN,0
7,PETROL,Delhi(16),2025,JAN,"51,896"
8,PETROL/CNG,Delhi(16),2025,JAN,"6,643"
9,PETROL(E20)/CNG,Delhi(16),2025,JAN,0
10,PETROL(E20)/HYBRID,Delhi(16),2025,JAN,0
11,PETROL(E20)/HYBRID/CNG,Delhi(16),2025,JAN,0
12,PETROL/ETHANOL,Delhi(16),2025,JAN,"1,163"
13,PETROL/HYBRID,Delhi(16),2025,JAN,"2,047"
14,PETROL/HYBRID/CNG,Delhi(16),2025,JAN,9
15,PLUG-IN HYBRID EV,Delhi(16),2025,JAN,0
