S No,Fuel,State,Year,Month Wise,Value
1,CNG ONLY,All Vahan4 Running States (35/36),2025,JAN,"47,760"
2,DIESEL,All Vahan4 Running States (35/36),2025,JAN,"2,70,334"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,JAN,548
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,JAN,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,JAN,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,JAN,"78,468"
7,ETHANOL,All Vahan4 Running States (35/36),2025,JAN,189
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,JAN,0
9,LNG,All Vahan4 Running States (35/36),2025,JAN,19
10,LPG ONLY,All Vahan4 Running States (35/36),2025,JAN,"3,436"
11,METHANOL,All Vahan4 Running States (35/36),2025,JAN,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,JAN,"6,575"
13,PETROL,All Vahan4 Running States (35/36),2025,JAN,"16,11,744"
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,JAN,"1,06,330"
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,JAN,8
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,JAN,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,JAN,1
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,JAN,3
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,JAN,"60,886"
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,JAN,"31,657"
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,JAN,43
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,JAN,"1,328"
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,JAN,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,JAN,11
25,PURE EV,All Vahan4 Running States (35/36),2025,JAN,"92,825"
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,JAN,"9,565"
1,CNG ONLY,All Vahan4 Running States (35/36),2025,FEB,"38,943"
2,DIESEL,All Vahan4 Running States (35/36),2025,FEB,"2,10,375"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,FEB,454
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,FEB,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,FEB,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,FEB,"62,724"
7,ETHANOL,All Vahan4 Running States (35/36),2025,FEB,131
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,FEB,0
9,LNG,All Vahan4 Running States (35/36),2025,FEB,27
10,LPG ONLY,All Vahan4 Running States (35/36),2025,FEB,"2,815"
11,METHANOL,All Vahan4 Running States (35/36),2025,FEB,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,FEB,"5,167"
13,PETROL,All Vahan4 Running States (35/36),2025,FEB,"13,77,067"
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,FEB,"63,320"
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,FEB,13
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,FEB,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,FEB,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,FEB,4
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,FEB,"57,411"
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,FEB,"19,014"
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,FEB,15
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,FEB,700
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,FEB,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,FEB,7
25,PURE EV,All Vahan4 Running States (35/36),2025,FEB,"77,447"
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,FEB,"7,607"
1,CNG ONLY,All Vahan4 Running States (35/36),2025,MAR,"38,245"
2,DIESEL,All Vahan4 Running States (35/36),2025,MAR,"2,36,639"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,MAR,516
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,MAR,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,MAR,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,MAR,"66,017"
7,ETHANOL,All Vahan4 Running States (35/36),2025,MAR,134
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,MAR,2
9,LNG,All Vahan4 Running States (35/36),2025,MAR,52
10,LPG ONLY,All Vahan4 Running States (35/36),2025,MAR,"2,733"
11,METHANOL,All Vahan4 Running States (35/36),2025,MAR,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,MAR,"6,178"
13,PETROL,All Vahan4 Running States (35/36),2025,MAR,"14,81,551"
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,MAR,"74,301"
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,MAR,15
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,MAR,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,MAR,3
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,MAR,4
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,MAR,"80,148"
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,MAR,"19,460"
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,MAR,19
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,MAR,921
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,MAR,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,MAR,13
25,PURE EV,All Vahan4 Running States (35/36),2025,MAR,"1,39,270"
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,MAR,"9,238"
1,CNG ONLY,All Vahan4 Running States (35/36),2025,APR,"37,043"
2,DIESEL,All Vahan4 Running States (35/36),2025,APR,"2,19,269"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,APR,532
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,APR,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,APR,30
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,APR,"59,242"
7,ETHANOL,All Vahan4 Running States (35/36),2025,APR,157
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,APR,0
9,LNG,All Vahan4 Running States (35/36),2025,APR,40
10,LPG ONLY,All Vahan4 Running States (35/36),2025,APR,"2,234"
11,METHANOL,All Vahan4 Running States (35/36),2025,APR,1
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,APR,"5,362"
13,PETROL,All Vahan4 Running States (35/36),2025,APR,"15,76,149"
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,APR,"70,951"
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,APR,31
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,APR,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,APR,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,APR,2
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,APR,"2,05,065"
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,APR,"21,238"
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,APR,18
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,APR,735
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,APR,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,APR,8
25,PURE EV,All Vahan4 Running States (35/36),2025,APR,"1,10,116"
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,APR,"9,455"
1,CNG ONLY,All Vahan4 Running States (35/36),2025,MAY,"36,504"
2,DIESEL,All Vahan4 Running States (35/36),2025,MAY,"2,13,485"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,MAY,485
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,MAY,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,MAY,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,MAY,"58,070"
7,ETHANOL,All Vahan4 Running States (35/36),2025,MAY,118
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,MAY,3
9,LNG,All Vahan4 Running States (35/36),2025,MAY,30
10,LPG ONLY,All Vahan4 Running States (35/36),2025,MAY,"2,582"
11,METHANOL,All Vahan4 Running States (35/36),2025,MAY,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,MAY,"4,346"
13,PETROL,All Vahan4 Running States (35/36),2025,MAY,"13,28,816"
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,MAY,"62,763"
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,MAY,46
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,MAY,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,MAY,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,MAY,4
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,MAY,"3,78,983"
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,MAY,"17,287"
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,MAY,11
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,MAY,637
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,MAY,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,MAY,5
25,PURE EV,All Vahan4 Running States (35/36),2025,MAY,"1,23,363"
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,MAY,"8,721"
1,CNG ONLY,All Vahan4 Running States (35/36),2025,JUN,"37,386"
2,DIESEL,All Vahan4 Running States (35/36),2025,JUN,"2,15,795"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,JUN,598
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,JUN,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,JUN,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,JUN,"51,802"
7,ETHANOL,All Vahan4 Running States (35/36),2025,JUN,158
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,JUN,0
9,LNG,All Vahan4 Running States (35/36),2025,JUN,53
10,LPG ONLY,All Vahan4 Running States (35/36),2025,JUN,"2,803"
11,METHANOL,All Vahan4 Running States (35/36),2025,JUN,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,JUN,"4,269"
13,PETROL,All Vahan4 Running States (35/36),2025,JUN,"10,67,367"
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,JUN,"63,899"
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,JUN,74
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,JUN,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,JUN,3
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,JUN,12
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,JUN,"4,25,370"
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,JUN,"16,359"
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,JUN,18
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,JUN,718
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,JUN,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,JUN,6
25,PURE EV,All Vahan4 Running States (35/36),2025,JUN,"1,29,999"
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,JUN,"8,568"
1,CNG ONLY,All Vahan4 Running States (35/36),2025,JUL,"40,349"
2,DIESEL,All Vahan4 Running States (35/36),2025,JUL,"2,27,699"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,JUL,780
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,JUL,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,JUL,9
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,JUL,"57,704"
7,ETHANOL,All Vahan4 Running States (35/36),2025,JUL,118
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,JUL,0
9,LNG,All Vahan4 Running States (35/36),2025,JUL,66
10,LPG ONLY,All Vahan4 Running States (35/36),2025,JUL,"2,822"
11,METHANOL,All Vahan4 Running States (35/36),2025,JUL,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,JUL,"3,949"
13,PETROL,All Vahan4 Running States (35/36),2025,JUL,"9,68,832"
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,JUL,"71,592"
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,JUL,106
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,JUL,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,JUL,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,JUL,6
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,JUL,"4,48,662"
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,JUL,"17,392"
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,JUL,32
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,JUL,930
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,JUL,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,JUL,10
25,PURE EV,All Vahan4 Running States (35/36),2025,JUL,"1,32,668"
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,JUL,"9,499"
1,CNG ONLY,All Vahan4 Running States (35/36),2025,AUG,"38,067"
2,DIESEL,All Vahan4 Running States (35/36),2025,AUG,"2,23,910"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,AUG,829
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,AUG,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,AUG,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,AUG,"52,767"
7,ETHANOL,All Vahan4 Running States (35/36),2025,AUG,103
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,AUG,1
9,LNG,All Vahan4 Running States (35/36),2025,AUG,82
10,LPG ONLY,All Vahan4 Running States (35/36),2025,AUG,"2,585"
11,METHANOL,All Vahan4 Running States (35/36),2025,AUG,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,AUG,"4,216"
13,PETROL,All Vahan4 Running States (35/36),2025,AUG,"9,54,723"
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,AUG,"71,141"
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,AUG,155
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,AUG,5
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,AUG,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,AUG,8
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,AUG,"4,75,001"
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,AUG,"17,620"
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,AUG,19
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,AUG,749
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,AUG,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,AUG,4
25,PURE EV,All Vahan4 Running States (35/36),2025,AUG,"1,35,990"
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,AUG,"9,200"
1,CNG ONLY,All Vahan4 Running States (35/36),2025,SEP,"35,264"
2,DIESEL,All Vahan4 Running States (35/36),2025,SEP,"1,94,584"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,SEP,821
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,SEP,1
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,SEP,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,SEP,"47,466"
7,ETHANOL,All Vahan4 Running States (35/36),2025,SEP,60
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,SEP,0
9,LNG,All Vahan4 Running States (35/36),2025,SEP,72
10,LPG ONLY,All Vahan4 Running States (35/36),2025,SEP,"2,497"
11,METHANOL,All Vahan4 Running States (35/36),2025,SEP,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,SEP,"5,077"
13,PETROL,All Vahan4 Running States (35/36),2025,SEP,"8,41,858"
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,SEP,"67,651"
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,SEP,761
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,SEP,156
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,SEP,1
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,SEP,11
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,SEP,"4,97,572"
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,SEP,"15,089"
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,SEP,22
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,SEP,767
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,SEP,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,SEP,1
25,PURE EV,All Vahan4 Running States (35/36),2025,SEP,"1,36,932"
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,SEP,"7,617"
1,CNG ONLY,All Vahan4 Running States (35/36),2025,OCT,"52,849"
2,DIESEL,All Vahan4 Running States (35/36),2025,OCT,"2,87,375"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,OCT,"1,311"
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,OCT,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,OCT,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,OCT,"54,154"
7,ETHANOL,All Vahan4 Running States (35/36),2025,OCT,68
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,OCT,0
9,LNG,All Vahan4 Running States (35/36),2025,OCT,74
10,LPG ONLY,All Vahan4 Running States (35/36),2025,OCT,"3,218"
11,METHANOL,All Vahan4 Running States (35/36),2025,OCT,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,OCT,"5,356"
13,PETROL,All Vahan4 Running States (35/36),2025,OCT,"21,20,768"
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,OCT,"1,26,355"
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,OCT,"6,159"
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,OCT,"3,051"
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,OCT,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,OCT,19
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,OCT,"11,84,750"
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,OCT,"25,134"
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,OCT,52
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,OCT,"1,259"
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,OCT,2
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,OCT,3
25,PURE EV,All Vahan4 Running States (35/36),2025,OCT,"1,82,598"
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,OCT,"11,787"
1,CNG ONLY,All Vahan4 Running States (35/36),2025,NOV,"43,524"
2,DIESEL,All Vahan4 Running States (35/36),2025,NOV,"2,99,557"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,NOV,"1,015"
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,NOV,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,NOV,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,NOV,"58,719"
7,ETHANOL,All Vahan4 Running States (35/36),2025,NOV,36
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,NOV,0
9,LNG,All Vahan4 Running States (35/36),2025,NOV,66
10,LPG ONLY,All Vahan4 Running States (35/36),2025,NOV,"3,141"
11,METHANOL,All Vahan4 Running States (35/36),2025,NOV,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,NOV,"6,854"
13,PETROL,All Vahan4 Running States (35/36),2025,NOV,"13,87,406"
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,NOV,"37,953"
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,NOV,"46,876"
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,NOV,"14,350"
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,NOV,8
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,NOV,174
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,NOV,"12,52,462"
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,NOV,"9,582"
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,NOV,14
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,NOV,397
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,NOV,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,NOV,2
25,PURE EV,All Vahan4 Running States (35/36),2025,NOV,"1,60,270"
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,NOV,"8,591"
1,CNG ONLY,All Vahan4 Running States (35/36),2025,DEC,"33,633"
2,DIESEL,All Vahan4 Running States (35/36),2025,DEC,"2,66,652"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,DEC,810
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,DEC,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,DEC,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,DEC,"60,257"
7,ETHANOL,All Vahan4 Running States (35/36),2025,DEC,20
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,DEC,0
9,LNG,All Vahan4 Running States (35/36),2025,DEC,27
10,LPG ONLY,All Vahan4 Running States (35/36),2025,DEC,"2,776"
11,METHANOL,All Vahan4 Running States (35/36),2025,DEC,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,DEC,"7,319"
13,PETROL,All Vahan4 Running States (35/36),2025,DEC,"4,54,789"
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,DEC,"26,336"
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,DEC,"54,940"
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,DEC,"18,711"
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,DEC,5
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,DEC,163
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,DEC,"9,67,401"
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,DEC,"5,656"
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,DEC,5
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,DEC,240
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,DEC,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,DEC,1
25,PURE EV,All Vahan4 Running States (35/36),2025,DEC,"1,43,909"
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,DEC,"8,510"
1,DIESEL,Andaman & Nicobar Island(3),2025,JAN,49
2,DIESEL/HYBRID,Andaman & Nicobar Island(3),2025,JAN,0
3,ELECTRIC(BOV),Andaman & Nicobar Island(3),2025,JAN,0
4,PETROL,Andaman & Nicobar Island(3),2025,JAN,629
5,PETROL/CNG,Andaman & Nicobar Island(3),2025,JAN,0
6,PETROL(E20)/CNG,Andaman & Nicobar Island(3),2025,JAN,0
7,PETROL(E20)/HYBRID,Andaman & Nicobar Island(3),2025,JAN,0
8,PETROL/ETHANOL,Andaman & Nicobar Island(3),2025,JAN,18
9,PETROL/HYBRID,Andaman & Nicobar Island(3),2025,JAN,18
10,PETROL/LPG,Andaman & Nicobar Island(3),2025,JAN,0
11,PURE EV,Andaman & Nicobar Island(3),2025,JAN,4
12,STRONG HYBRID EV,Andaman & Nicobar Island(3),2025,JAN,2
1,DIESEL,Andaman & Nicobar Island(3),2025,FEB,50
2,DIESEL/HYBRID,Andaman & Nicobar Island(3),2025,FEB,0
3,ELECTRIC(BOV),Andaman & Nicobar Island(3),2025,FEB,2
4,PETROL,Andaman & Nicobar Island(3),2025,FEB,532
5,PETROL/CNG,Andaman & Nicobar Island(3),2025,FEB,1
6,PETROL(E20)/CNG,Andaman & Nicobar Island(3),2025,FEB,0
7,PETROL(E20)/HYBRID,Andaman & Nicobar Island(3),2025,FEB,0
8,PETROL/ETHANOL,Andaman & Nicobar Island(3),2025,FEB,27
9,PETROL/HYBRID,Andaman & Nicobar Island(3),2025,FEB,21
10,PETROL/LPG,Andaman & Nicobar Island(3),2025,FEB,0
11,PURE EV,Andaman & Nicobar Island(3),2025,FEB,3
12,STRONG HYBRID EV,Andaman & Nicobar Island(3),2025,FEB,0
1,DIESEL,Andaman & Nicobar Island(3),2025,MAR,68
2,DIESEL/HYBRID,Andaman & Nicobar Island(3),2025,MAR,0
3,ELECTRIC(BOV),Andaman & Nicobar Island(3),2025,MAR,11
4,PETROL,Andaman & Nicobar Island(3),2025,MAR,514
5,PETROL/CNG,Andaman & Nicobar Island(3),2025,MAR,0
6,PETROL(E20)/CNG,Andaman & Nicobar Island(3),2025,MAR,0
7,PETROL(E20)/HYBRID,Andaman & Nicobar Island(3),2025,MAR,0
8,PETROL/ETHANOL,Andaman & Nicobar Island(3),2025,MAR,59
9,PETROL/HYBRID,Andaman & Nicobar Island(3),2025,MAR,14
10,PETROL/LPG,Andaman & Nicobar Island(3),2025,MAR,0
11,PURE EV,Andaman & Nicobar Island(3),2025,MAR,4
12,STRONG HYBRID EV,Andaman & Nicobar Island(3),2025,MAR,4
1,DIESEL,Andaman & Nicobar Island(3),2025,APR,40
2,DIESEL/HYBRID,Andaman & Nicobar Island(3),2025,APR,0
3,ELECTRIC(BOV),Andaman & Nicobar Island(3),2025,APR,1
4,PETROL,Andaman & Nicobar Island(3),2025,APR,542
5,PETROL/CNG,Andaman & Nicobar Island(3),2025,APR,0
6,PETROL(E20)/CNG,Andaman & Nicobar Island(3),2025,APR,0
7,PETROL(E20)/HYBRID,Andaman & Nicobar Island(3),2025,APR,0
8,PETROL/ETHANOL,Andaman & Nicobar Island(3),2025,APR,105
9,PETROL/HYBRID,Andaman & Nicobar Island(3),2025,APR,18
10,PETROL/LPG,Andaman & Nicobar Island(3),2025,APR,0
11,PURE EV,Andaman & Nicobar Island(3),2025,APR,5
12,STRONG HYBRID EV,Andaman & Nicobar Island(3),2025,APR,0
1,DIESEL,Andaman & Nicobar Island(3),2025,MAY,39
2,DIESEL/HYBRID,Andaman & Nicobar Island(3),2025,MAY,0
3,ELECTRIC(BOV),Andaman & Nicobar Island(3),2025,MAY,1
