S No,Fuel,State,Year,Vehicle Class,Value
8,PETROL/CNG,Madhya Pradesh(53),2026,Snorked Ladders,0
9,PETROL(E20)/CNG,Madhya Pradesh(53),2026,Snorked Ladders,0
10,PETROL(E20)/HYBRID,Madhya Pradesh(53),2026,Snorked Ladders,0
11,PETROL(E20)/HYBRID/CNG,Madhya Pradesh(53),2026,Snorked Ladders,0
12,PETROL(E20)/LPG,Madhya Pradesh(53),2026,Snorked Ladders,0
13,PETROL/ETHANOL,Madhya Pradesh(53),2026,Snorked Ladders,0
14,PETROL/HYBRID,Madhya Pradesh(53),2026,Snorked Ladders,0
15,PETROL/HYBRID/CNG,Madhya Pradesh(53),2026,Snorked Ladders,0
16,PETROL/LPG,Madhya Pradesh(53),2026,Snorked Ladders,0
17,PURE EV,Madhya Pradesh(53),2026,Snorked Ladders,0
18,STRONG HYBRID EV,Madhya Pradesh(53),2026,Snorked Ladders,0
1,CNG ONLY,Madhya Pradesh(53),2026,Auxiliary Trailer,0
2,DIESEL,Madhya Pradesh(53),2026,Auxiliary Trailer,0
3,DIESEL/HYBRID,Madhya Pradesh(53),2026,Auxiliary Trailer,0
4,ELECTRIC(BOV),Madhya Pradesh(53),2026,Auxiliary Trailer,0
5,LPG ONLY,Madhya Pradesh(53),2026,Auxiliary Trailer,0
6,NOT APPLICABLE,Madhya Pradesh(53),2026,Auxiliary Trailer,0
7,PETROL,Madhya Pradesh(53),2026,Auxiliary Trailer,0
8,PETROL/CNG,Madhya Pradesh(53),2026,Auxiliary Trailer,0
9,PETROL(E20)/CNG,Madhya Pradesh(53),2026,Auxiliary Trailer,0
10,PETROL(E20)/HYBRID,Madhya Pradesh(53),2026,Auxiliary Trailer,0
11,PETROL(E20)/HYBRID/CNG,Madhya Pradesh(53),2026,Auxiliary Trailer,0
12,PETROL(E20)/LPG,Madhya Pradesh(53),2026,Auxiliary Trailer,0
13,PETROL/ETHANOL,Madhya Pradesh(53),2026,Auxiliary Trailer,0
14,PETROL/HYBRID,Madhya Pradesh(53),2026,Auxiliary Trailer,0
15,PETROL/HYBRID/CNG,Madhya Pradesh(53),2026,Auxiliary Trailer,0
16,PETROL/LPG,Madhya Pradesh(53),2026,Auxiliary Trailer,0
17,PURE EV,Madhya Pradesh(53),2026,Auxiliary Trailer,0
18,STRONG HYBRID EV,Madhya Pradesh(53),2026,Auxiliary Trailer,0
1,CNG ONLY,Madhya Pradesh(53),2026,Fire Fighting Vehicle,0
2,DIESEL,Madhya Pradesh(53),2026,Fire Fighting Vehicle,2
3,DIESEL/HYBRID,Madhya Pradesh(53),2026,Fire Fighting Vehicle,0
4,ELECTRIC(BOV),Madhya Pradesh(53),2026,Fire Fighting Vehicle,0
5,LPG ONLY,Madhya Pradesh(53),2026,Fire Fighting Vehicle,0
6,NOT APPLICABLE,Madhya Pradesh(53),2026,Fire Fighting Vehicle,0
7,PETROL,Madhya Pradesh(53),2026,Fire Fighting Vehicle,0
8,PETROL/CNG,Madhya Pradesh(53),2026,Fire Fighting Vehicle,0
9,PETROL(E20)/CNG,Madhya Pradesh(53),2026,Fire Fighting Vehicle,0
10,PETROL(E20)/HYBRID,Madhya Pradesh(53),2026,Fire Fighting Vehicle,0
11,PETROL(E20)/HYBRID/CNG,Madhya Pradesh(53),2026,Fire Fighting Vehicle,0
12,PETROL(E20)/LPG,Madhya Pradesh(53),2026,Fire Fighting Vehicle,0
13,PETROL/ETHANOL,Madhya Pradesh(53),2026,Fire Fighting Vehicle,0
14,PETROL/HYBRID,Madhya Pradesh(53),2026,Fire Fighting Vehicle,0
15,PETROL/HYBRID/CNG,Madhya Pradesh(53),2026,Fire Fighting Vehicle,0
16,PETROL/LPG,Madhya Pradesh(53),2026,Fire Fighting Vehicle,0
17,PURE EV,Madhya Pradesh(53),2026,Fire Fighting Vehicle,0
18,STRONG HYBRID EV,Madhya Pradesh(53),2026,Fire Fighting Vehicle,0
1,CNG ONLY,Madhya Pradesh(53),2026,Articulated Vehicle,0
2,DIESEL,Madhya Pradesh(53),2026,Articulated Vehicle,445
3,DIESEL/HYBRID,Madhya Pradesh(53),2026,Articulated Vehicle,0
4,ELECTRIC(BOV),Madhya Pradesh(53),2026,Articulated Vehicle,0
5,LPG ONLY,Madhya Pradesh(53),2026,Articulated Vehicle,0
6,NOT APPLICABLE,Madhya Pradesh(53),2026,Articulated Vehicle,0
7,PETROL,Madhya Pradesh(53),2026,Articulated Vehicle,0
8,PETROL/CNG,Madhya Pradesh(53),2026,Articulated Vehicle,0
9,PETROL(E20)/CNG,Madhya Pradesh(53),2026,Articulated Vehicle,0
10,PETROL(E20)/HYBRID,Madhya Pradesh(53),2026,Articulated Vehicle,0
11,PETROL(E20)/HYBRID/CNG,Madhya Pradesh(53),2026,Articulated Vehicle,0
12,PETROL(E20)/LPG,Madhya Pradesh(53),2026,Articulated Vehicle,0
13,PETROL/ETHANOL,Madhya Pradesh(53),2026,Articulated Vehicle,0
14,PETROL/HYBRID,Madhya Pradesh(53),2026,Articulated Vehicle,0
15,PETROL/HYBRID/CNG,Madhya Pradesh(53),2026,Articulated Vehicle,0
16,PETROL/LPG,Madhya Pradesh(53),2026,Articulated Vehicle,0
17,PURE EV,Madhya Pradesh(53),2026,Articulated Vehicle,0
18,STRONG HYBRID EV,Madhya Pradesh(53),2026,Articulated Vehicle,0
1,CNG ONLY,Madhya Pradesh(53),2026,Hearses,0
2,DIESEL,Madhya Pradesh(53),2026,Hearses,0
3,DIESEL/HYBRID,Madhya Pradesh(53),2026,Hearses,0
4,ELECTRIC(BOV),Madhya Pradesh(53),2026,Hearses,0
5,LPG ONLY,Madhya Pradesh(53),2026,Hearses,0
6,NOT APPLICABLE,Madhya Pradesh(53),2026,Hearses,0
7,PETROL,Madhya Pradesh(53),2026,Hearses,0
8,PETROL/CNG,Madhya Pradesh(53),2026,Hearses,0
9,PETROL(E20)/CNG,Madhya Pradesh(53),2026,Hearses,0
10,PETROL(E20)/HYBRID,Madhya Pradesh(53),2026,Hearses,0
11,PETROL(E20)/HYBRID/CNG,Madhya Pradesh(53),2026,Hearses,0
12,PETROL(E20)/LPG,Madhya Pradesh(53),2026,Hearses,0
13,PETROL/ETHANOL,Madhya Pradesh(53),2026,Hearses,0
14,PETROL/HYBRID,Madhya Pradesh(53),2026,Hearses,0
15,PETROL/HYBRID/CNG,Madhya Pradesh(53),2026,Hearses,0
16,PETROL/LPG,Madhya Pradesh(53),2026,Hearses,0
17,PURE EV,Madhya Pradesh(53),2026,Hearses,0
18,STRONG HYBRID EV,Madhya Pradesh(53),2026,Hearses,0
1,CNG ONLY,Madhya Pradesh(53),2026,Omni Bus,0
2,DIESEL,Madhya Pradesh(53),2026,Omni Bus,2
3,DIESEL/HYBRID,Madhya Pradesh(53),2026,Omni Bus,0
4,ELECTRIC(BOV),Madhya Pradesh(53),2026,Omni Bus,0
5,LPG ONLY,Madhya Pradesh(53),2026,Omni Bus,0
6,NOT APPLICABLE,Madhya Pradesh(53),2026,Omni Bus,0
7,PETROL,Madhya Pradesh(53),2026,Omni Bus,0
8,PETROL/CNG,Madhya Pradesh(53),2026,Omni Bus,0
9,PETROL(E20)/CNG,Madhya Pradesh(53),2026,Omni Bus,0
10,PETROL(E20)/HYBRID,Madhya Pradesh(53),2026,Omni Bus,0
11,PETROL(E20)/HYBRID/CNG,Madhya Pradesh(53),2026,Omni Bus,0
12,PETROL(E20)/LPG,Madhya Pradesh(53),2026,Omni Bus,0
13,PETROL/ETHANOL,Madhya Pradesh(53),2026,Omni Bus,0
14,PETROL/HYBRID,Madhya Pradesh(53),2026,Omni Bus,0
15,PETROL/HYBRID/CNG,Madhya Pradesh(53),2026,Omni Bus,0
16,PETROL/LPG,Madhya Pradesh(53),2026,Omni Bus,0
17,PURE EV,Madhya Pradesh(53),2026,Omni Bus,0
18,STRONG HYBRID EV,Madhya Pradesh(53),2026,Omni Bus,0
1,CNG ONLY,Madhya Pradesh(53),2026,Dumper,0
2,DIESEL,Madhya Pradesh(53),2026,Dumper,429
3,DIESEL/HYBRID,Madhya Pradesh(53),2026,Dumper,0
4,ELECTRIC(BOV),Madhya Pradesh(53),2026,Dumper,0
5,LPG ONLY,Madhya Pradesh(53),2026,Dumper,0
6,NOT APPLICABLE,Madhya Pradesh(53),2026,Dumper,0
7,PETROL,Madhya Pradesh(53),2026,Dumper,0
8,PETROL/CNG,Madhya Pradesh(53),2026,Dumper,0
9,PETROL(E20)/CNG,Madhya Pradesh(53),2026,Dumper,0
10,PETROL(E20)/HYBRID,Madhya Pradesh(53),2026,Dumper,0
11,PETROL(E20)/HYBRID/CNG,Madhya Pradesh(53),2026,Dumper,0
12,PETROL(E20)/LPG,Madhya Pradesh(53),2026,Dumper,0
13,PETROL/ETHANOL,Madhya Pradesh(53),2026,Dumper,0
14,PETROL/HYBRID,Madhya Pradesh(53),2026,Dumper,0
15,PETROL/HYBRID/CNG,Madhya Pradesh(53),2026,Dumper,0
16,PETROL/LPG,Madhya Pradesh(53),2026,Dumper,0
17,PURE EV,Madhya Pradesh(53),2026,Dumper,0
18,STRONG HYBRID EV,Madhya Pradesh(53),2026,Dumper,0
1,CNG ONLY,Madhya Pradesh(53),2026,Excavator (Commercial),0
2,DIESEL,Madhya Pradesh(53),2026,Excavator (Commercial),0
3,DIESEL/HYBRID,Madhya Pradesh(53),2026,Excavator (Commercial),0
4,ELECTRIC(BOV),Madhya Pradesh(53),2026,Excavator (Commercial),0
5,LPG ONLY,Madhya Pradesh(53),2026,Excavator (Commercial),0
6,NOT APPLICABLE,Madhya Pradesh(53),2026,Excavator (Commercial),0
7,PETROL,Madhya Pradesh(53),2026,Excavator (Commercial),0
8,PETROL/CNG,Madhya Pradesh(53),2026,Excavator (Commercial),0
9,PETROL(E20)/CNG,Madhya Pradesh(53),2026,Excavator (Commercial),0
10,PETROL(E20)/HYBRID,Madhya Pradesh(53),2026,Excavator (Commercial),0
11,PETROL(E20)/HYBRID/CNG,Madhya Pradesh(53),2026,Excavator (Commercial),0
12,PETROL(E20)/LPG,Madhya Pradesh(53),2026,Excavator (Commercial),0
13,PETROL/ETHANOL,Madhya Pradesh(53),2026,Excavator (Commercial),0
14,PETROL/HYBRID,Madhya Pradesh(53),2026,Excavator (Commercial),0
15,PETROL/HYBRID/CNG,Madhya Pradesh(53),2026,Excavator (Commercial),0
16,PETROL/LPG,Madhya Pradesh(53),2026,Excavator (Commercial),0
17,PURE EV,Madhya Pradesh(53),2026,Excavator (Commercial),0
18,STRONG HYBRID EV,Madhya Pradesh(53),2026,Excavator (Commercial),0
1,CNG ONLY,Madhya Pradesh(53),2026,Trailer (Commercial),0
2,DIESEL,Madhya Pradesh(53),2026,Trailer (Commercial),7
3,DIESEL/HYBRID,Madhya Pradesh(53),2026,Trailer (Commercial),0
4,ELECTRIC(BOV),Madhya Pradesh(53),2026,Trailer (Commercial),0
5,LPG ONLY,Madhya Pradesh(53),2026,Trailer (Commercial),0
6,NOT APPLICABLE,Madhya Pradesh(53),2026,Trailer (Commercial),4
7,PETROL,Madhya Pradesh(53),2026,Trailer (Commercial),0
8,PETROL/CNG,Madhya Pradesh(53),2026,Trailer (Commercial),0
9,PETROL(E20)/CNG,Madhya Pradesh(53),2026,Trailer (Commercial),0
10,PETROL(E20)/HYBRID,Madhya Pradesh(53),2026,Trailer (Commercial),0
11,PETROL(E20)/HYBRID/CNG,Madhya Pradesh(53),2026,Trailer (Commercial),0
12,PETROL(E20)/LPG,Madhya Pradesh(53),2026,Trailer (Commercial),0
13,PETROL/ETHANOL,Madhya Pradesh(53),2026,Trailer (Commercial),0
14,PETROL/HYBRID,Madhya Pradesh(53),2026,Trailer (Commercial),0
15,PETROL/HYBRID/CNG,Madhya Pradesh(53),2026,Trailer (Commercial),0
16,PETROL/LPG,Madhya Pradesh(53),2026,Trailer (Commercial),0
17,PURE EV,Madhya Pradesh(53),2026,Trailer (Commercial),0
18,STRONG HYBRID EV,Madhya Pradesh(53),2026,Trailer (Commercial),0
1,CNG ONLY,Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),0
2,DIESEL,Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),0
3,DIESEL/HYBRID,Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),0
4,ELECTRIC(BOV),Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),0
5,LPG ONLY,Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),0
6,NOT APPLICABLE,Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),18
7,PETROL,Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),0
8,PETROL/CNG,Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),0
9,PETROL(E20)/CNG,Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),0
10,PETROL(E20)/HYBRID,Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),0
11,PETROL(E20)/HYBRID/CNG,Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),0
12,PETROL(E20)/LPG,Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),0
13,PETROL/ETHANOL,Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),0
14,PETROL/HYBRID,Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),0
15,PETROL/HYBRID/CNG,Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),0
16,PETROL/LPG,Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),0
17,PURE EV,Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),0
18,STRONG HYBRID EV,Madhya Pradesh(53),2026,Tractor-Trolley(Commercial),0
1,CNG ONLY,Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
2,DIESEL,Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
3,DIESEL/HYBRID,Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
4,ELECTRIC(BOV),Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
5,LPG ONLY,Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
6,NOT APPLICABLE,Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
7,PETROL,Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
8,PETROL/CNG,Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
9,PETROL(E20)/CNG,Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
10,PETROL(E20)/HYBRID,Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
11,PETROL(E20)/HYBRID/CNG,Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
12,PETROL(E20)/LPG,Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
13,PETROL/ETHANOL,Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
14,PETROL/HYBRID,Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
15,PETROL/HYBRID/CNG,Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
16,PETROL/LPG,Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
17,PURE EV,Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
18,STRONG HYBRID EV,Madhya Pradesh(53),2026,Semi-Trailer (Commercial),0
1,CNG ONLY,Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),0
2,DIESEL,Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),3
3,DIESEL/HYBRID,Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),0
4,ELECTRIC(BOV),Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),0
5,LPG ONLY,Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),0
6,NOT APPLICABLE,Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),0
7,PETROL,Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),0
8,PETROL/CNG,Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),0
9,PETROL(E20)/CNG,Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),0
10,PETROL(E20)/HYBRID,Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),0
11,PETROL(E20)/HYBRID/CNG,Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),0
12,PETROL(E20)/LPG,Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),0
13,PETROL/ETHANOL,Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),0
14,PETROL/HYBRID,Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),0
15,PETROL/HYBRID/CNG,Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),0
16,PETROL/LPG,Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),0
17,PURE EV,Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),0
18,STRONG HYBRID EV,Madhya Pradesh(53),2026,Construction Equipment Vehicle (Commercial),0
1,CNG ONLY,Madhya Pradesh(53),2026,Quadricycle (Commercial),0
2,DIESEL,Madhya Pradesh(53),2026,Quadricycle (Commercial),0
3,DIESEL/HYBRID,Madhya Pradesh(53),2026,Quadricycle (Commercial),0
4,ELECTRIC(BOV),Madhya Pradesh(53),2026,Quadricycle (Commercial),0
5,LPG ONLY,Madhya Pradesh(53),2026,Quadricycle (Commercial),0
6,NOT APPLICABLE,Madhya Pradesh(53),2026,Quadricycle (Commercial),0
7,PETROL,Madhya Pradesh(53),2026,Quadricycle (Commercial),0
8,PETROL/CNG,Madhya Pradesh(53),2026,Quadricycle (Commercial),0
9,PETROL(E20)/CNG,Madhya Pradesh(53),2026,Quadricycle (Commercial),0
10,PETROL(E20)/HYBRID,Madhya Pradesh(53),2026,Quadricycle (Commercial),0
11,PETROL(E20)/HYBRID/CNG,Madhya Pradesh(53),2026,Quadricycle (Commercial),0
12,PETROL(E20)/LPG,Madhya Pradesh(53),2026,Quadricycle (Commercial),0
13,PETROL/ETHANOL,Madhya Pradesh(53),2026,Quadricycle (Commercial),0
14,PETROL/HYBRID,Madhya Pradesh(53),2026,Quadricycle (Commercial),0
15,PETROL/HYBRID/CNG,Madhya Pradesh(53),2026,Quadricycle (Commercial),0
16,PETROL/LPG,Madhya Pradesh(53),2026,Quadricycle (Commercial),0
17,PURE EV,Madhya Pradesh(53),2026,Quadricycle (Commercial),0
18,STRONG HYBRID EV,Madhya Pradesh(53),2026,Quadricycle (Commercial),0
1,CNG ONLY,Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
2,DIESEL,Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
3,DIESEL/HYBRID,Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
4,ELECTRIC(BOV),Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
5,LPG ONLY,Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
6,NOT APPLICABLE,Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
7,PETROL,Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
8,PETROL/CNG,Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
9,PETROL(E20)/CNG,Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
10,PETROL(E20)/HYBRID,Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
11,PETROL(E20)/HYBRID/CNG,Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
12,PETROL(E20)/LPG,Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
13,PETROL/ETHANOL,Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
14,PETROL/HYBRID,Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
15,PETROL/HYBRID/CNG,Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
16,PETROL/LPG,Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
17,PURE EV,Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
18,STRONG HYBRID EV,Madhya Pradesh(53),2026,Modular Hydraulic Trailer,0
1,CNG ONLY,Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
2,DIESEL,Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
3,DIESEL/HYBRID,Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
4,ELECTRIC(BOV),Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
5,LPG ONLY,Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
6,NOT APPLICABLE,Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
7,PETROL,Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
8,PETROL/CNG,Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
9,PETROL(E20)/CNG,Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
10,PETROL(E20)/HYBRID,Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
11,PETROL(E20)/HYBRID/CNG,Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
12,PETROL(E20)/LPG,Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
13,PETROL/ETHANOL,Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
14,PETROL/HYBRID,Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
15,PETROL/HYBRID/CNG,Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
16,PETROL/LPG,Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
17,PURE EV,Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
18,STRONG HYBRID EV,Madhya Pradesh(53),2026,Vintage Motor Vehicle,0
1,DIESEL,Mizoram(12),2026,M-Cycle/Scooter,0
2,ELECTRIC(BOV),Mizoram(12),2026,M-Cycle/Scooter,107
3,PETROL,Mizoram(12),2026,M-Cycle/Scooter,"2,540"
4,PETROL(E20)/HYBRID,Mizoram(12),2026,M-Cycle/Scooter,0
5,PETROL/ETHANOL,Mizoram(12),2026,M-Cycle/Scooter,"1,366"
6,PETROL/HYBRID,Mizoram(12),2026,M-Cycle/Scooter,0
7,PURE EV,Mizoram(12),2026,M-Cycle/Scooter,51
8,STRONG HYBRID EV,Mizoram(12),2026,M-Cycle/Scooter,0
1,DIESEL,Mizoram(12),2026,M-Cycle/Scooter-With Side Car,0
2,ELECTRIC(BOV),Mizoram(12),2026,M-Cycle/Scooter-With Side Car,0
3,PETROL,Mizoram(12),2026,M-Cycle/Scooter-With Side Car,1
4,PETROL(E20)/HYBRID,Mizoram(12),2026,M-Cycle/Scooter-With Side Car,0
5,PETROL/ETHANOL,Mizoram(12),2026,M-Cycle/Scooter-With Side Car,0
6,PETROL/HYBRID,Mizoram(12),2026,M-Cycle/Scooter-With Side Car,0
7,PURE EV,Mizoram(12),2026,M-Cycle/Scooter-With Side Car,0
8,STRONG HYBRID EV,Mizoram(12),2026,M-Cycle/Scooter-With Side Car,0
1,DIESEL,Mizoram(12),2026,Moped,0
2,ELECTRIC(BOV),Mizoram(12),2026,Moped,0
3,PETROL,Mizoram(12),2026,Moped,0
4,PETROL(E20)/HYBRID,Mizoram(12),2026,Moped,0
5,PETROL/ETHANOL,Mizoram(12),2026,Moped,0
6,PETROL/HYBRID,Mizoram(12),2026,Moped,0
7,PURE EV,Mizoram(12),2026,Moped,0
8,STRONG HYBRID EV,Mizoram(12),2026,Moped,0
1,DIESEL,Mizoram(12),2026,Motorised Cycle (CC > 25cc),0
2,ELECTRIC(BOV),Mizoram(12),2026,Motorised Cycle (CC > 25cc),0
3,PETROL,Mizoram(12),2026,Motorised Cycle (CC > 25cc),0
4,PETROL(E20)/HYBRID,Mizoram(12),2026,Motorised Cycle (CC > 25cc),0
5,PETROL/ETHANOL,Mizoram(12),2026,Motorised Cycle (CC > 25cc),0
6,PETROL/HYBRID,Mizoram(12),2026,Motorised Cycle (CC > 25cc),0
7,PURE EV,Mizoram(12),2026,Motorised Cycle (CC > 25cc),0
8,STRONG HYBRID EV,Mizoram(12),2026,Motorised Cycle (CC > 25cc),0
1,DIESEL,Mizoram(12),2026,Adapted Vehicle,0
2,ELECTRIC(BOV),Mizoram(12),2026,Adapted Vehicle,0
3,PETROL,Mizoram(12),2026,Adapted Vehicle,0
4,PETROL(E20)/HYBRID,Mizoram(12),2026,Adapted Vehicle,0
5,PETROL/ETHANOL,Mizoram(12),2026,Adapted Vehicle,0
6,PETROL/HYBRID,Mizoram(12),2026,Adapted Vehicle,0
7,PURE EV,Mizoram(12),2026,Adapted Vehicle,0
8,STRONG HYBRID EV,Mizoram(12),2026,Adapted Vehicle,0
1,DIESEL,Mizoram(12),2026,Three Wheeler (Personal),0
2,ELECTRIC(BOV),Mizoram(12),2026,Three Wheeler (Personal),0
3,PETROL,Mizoram(12),2026,Three Wheeler (Personal),0
4,PETROL(E20)/HYBRID,Mizoram(12),2026,Three Wheeler (Personal),0
5,PETROL/ETHANOL,Mizoram(12),2026,Three Wheeler (Personal),0
6,PETROL/HYBRID,Mizoram(12),2026,Three Wheeler (Personal),0
7,PURE EV,Mizoram(12),2026,Three Wheeler (Personal),0
8,STRONG HYBRID EV,Mizoram(12),2026,Three Wheeler (Personal),0
1,DIESEL,Mizoram(12),2026,Motor Car,162
2,ELECTRIC(BOV),Mizoram(12),2026,Motor Car,0
3,PETROL,Mizoram(12),2026,Motor Car,17
4,PETROL(E20)/HYBRID,Mizoram(12),2026,Motor Car,40
5,PETROL/ETHANOL,Mizoram(12),2026,Motor Car,445
6,PETROL/HYBRID,Mizoram(12),2026,Motor Car,5
7,PURE EV,Mizoram(12),2026,Motor Car,4
8,STRONG HYBRID EV,Mizoram(12),2026,Motor Car,4
1,DIESEL,Mizoram(12),2026,Fork Lift,0
2,ELECTRIC(BOV),Mizoram(12),2026,Fork Lift,0
3,PETROL,Mizoram(12),2026,Fork Lift,0
4,PETROL(E20)/HYBRID,Mizoram(12),2026,Fork Lift,0
5,PETROL/ETHANOL,Mizoram(12),2026,Fork Lift,0
6,PETROL/HYBRID,Mizoram(12),2026,Fork Lift,0
7,PURE EV,Mizoram(12),2026,Fork Lift,0
8,STRONG HYBRID EV,Mizoram(12),2026,Fork Lift,0
1,DIESEL,Mizoram(12),2026,Vehicle Fitted With Rig,0
2,ELECTRIC(BOV),Mizoram(12),2026,Vehicle Fitted With Rig,0
3,PETROL,Mizoram(12),2026,Vehicle Fitted With Rig,0
4,PETROL(E20)/HYBRID,Mizoram(12),2026,Vehicle Fitted With Rig,0
5,PETROL/ETHANOL,Mizoram(12),2026,Vehicle Fitted With Rig,0
6,PETROL/HYBRID,Mizoram(12),2026,Vehicle Fitted With Rig,0
7,PURE EV,Mizoram(12),2026,Vehicle Fitted With Rig,0
8,STRONG HYBRID EV,Mizoram(12),2026,Vehicle Fitted With Rig,0
1,DIESEL,Mizoram(12),2026,Vehicle Fitted With Generator,0
2,ELECTRIC(BOV),Mizoram(12),2026,Vehicle Fitted With Generator,0
3,PETROL,Mizoram(12),2026,Vehicle Fitted With Generator,0
4,PETROL(E20)/HYBRID,Mizoram(12),2026,Vehicle Fitted With Generator,0
5,PETROL/ETHANOL,Mizoram(12),2026,Vehicle Fitted With Generator,0
6,PETROL/HYBRID,Mizoram(12),2026,Vehicle Fitted With Generator,0
7,PURE EV,Mizoram(12),2026,Vehicle Fitted With Generator,0
8,STRONG HYBRID EV,Mizoram(12),2026,Vehicle Fitted With Generator,0
1,DIESEL,Mizoram(12),2026,Vehicle Fitted With Compressor,0
2,ELECTRIC(BOV),Mizoram(12),2026,Vehicle Fitted With Compressor,0
3,PETROL,Mizoram(12),2026,Vehicle Fitted With Compressor,0
4,PETROL(E20)/HYBRID,Mizoram(12),2026,Vehicle Fitted With Compressor,0
5,PETROL/ETHANOL,Mizoram(12),2026,Vehicle Fitted With Compressor,0
6,PETROL/HYBRID,Mizoram(12),2026,Vehicle Fitted With Compressor,0
