S No,Norms,State,Year,Month Wise,Value
2,BHARAT STAGE IV,Manipur(17),2025,AUG,0
3,BHARAT STAGE VI,Manipur(17),2025,AUG,"4,449"
4,BHARAT (TREM) STAGE III A,Manipur(17),2025,AUG,2
5,CEV STAGE IV,Manipur(17),2025,AUG,0
6,CEV STAGE V,Manipur(17),2025,AUG,3
7,EURO 3,Manipur(17),2025,AUG,0
8,NOT AVAILABLE,Manipur(17),2025,AUG,145
1,BHARAT STAGE III,Manipur(17),2025,SEP,18
2,BHARAT STAGE IV,Manipur(17),2025,SEP,17
3,BHARAT STAGE VI,Manipur(17),2025,SEP,"2,799"
4,BHARAT (TREM) STAGE III A,Manipur(17),2025,SEP,0
5,CEV STAGE IV,Manipur(17),2025,SEP,0
6,CEV STAGE V,Manipur(17),2025,SEP,6
7,EURO 3,Manipur(17),2025,SEP,1
8,NOT AVAILABLE,Manipur(17),2025,SEP,147
1,BHARAT STAGE III,Manipur(17),2025,OCT,10
2,BHARAT STAGE IV,Manipur(17),2025,OCT,31
3,BHARAT STAGE VI,Manipur(17),2025,OCT,"3,684"
4,BHARAT (TREM) STAGE III A,Manipur(17),2025,OCT,4
5,CEV STAGE IV,Manipur(17),2025,OCT,0
6,CEV STAGE V,Manipur(17),2025,OCT,3
7,EURO 3,Manipur(17),2025,OCT,0
8,NOT AVAILABLE,Manipur(17),2025,OCT,168
1,BHARAT STAGE III,Manipur(17),2025,NOV,5
2,BHARAT STAGE IV,Manipur(17),2025,NOV,45
3,BHARAT STAGE VI,Manipur(17),2025,NOV,"3,152"
4,BHARAT (TREM) STAGE III A,Manipur(17),2025,NOV,10
5,CEV STAGE IV,Manipur(17),2025,NOV,0
6,CEV STAGE V,Manipur(17),2025,NOV,6
7,EURO 3,Manipur(17),2025,NOV,0
8,NOT AVAILABLE,Manipur(17),2025,NOV,125
1,BHARAT STAGE III,Manipur(17),2025,DEC,7
2,BHARAT STAGE IV,Manipur(17),2025,DEC,221
3,BHARAT STAGE VI,Manipur(17),2025,DEC,"3,357"
4,BHARAT (TREM) STAGE III A,Manipur(17),2025,DEC,15
5,CEV STAGE IV,Manipur(17),2025,DEC,0
6,CEV STAGE V,Manipur(17),2025,DEC,6
7,EURO 3,Manipur(17),2025,DEC,0
8,NOT AVAILABLE,Manipur(17),2025,DEC,169
1,BHARAT STAGE I,Madhya Pradesh(53),2025,JAN,0
2,BHARAT STAGE II,Madhya Pradesh(53),2025,JAN,20
3,BHARAT STAGE III,Madhya Pradesh(53),2025,JAN,1
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2025,JAN,163
5,BHARAT STAGE III/IV,Madhya Pradesh(53),2025,JAN,1
6,BHARAT STAGE IV,Madhya Pradesh(53),2025,JAN,16
7,BHARAT STAGE VI,Madhya Pradesh(53),2025,JAN,"1,15,070"
8,BHARAT (TREM) STAGE III,Madhya Pradesh(53),2025,JAN,0
9,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2025,JAN,"12,309"
10,BHARAT (TREM) STAGE III B,Madhya Pradesh(53),2025,JAN,0
11,CEV STAGE IV,Madhya Pradesh(53),2025,JAN,133
12,CEV STAGE V,Madhya Pradesh(53),2025,JAN,56
13,EURO 1,Madhya Pradesh(53),2025,JAN,0
14,EURO 2,Madhya Pradesh(53),2025,JAN,0
15,EURO 4,Madhya Pradesh(53),2025,JAN,0
16,NOT AVAILABLE,Madhya Pradesh(53),2025,JAN,"9,968"
17,TREM STAGE IV,Madhya Pradesh(53),2025,JAN,516
18,TREM STAGE V,Madhya Pradesh(53),2025,JAN,2
1,BHARAT STAGE I,Madhya Pradesh(53),2025,FEB,3
2,BHARAT STAGE II,Madhya Pradesh(53),2025,FEB,4
3,BHARAT STAGE III,Madhya Pradesh(53),2025,FEB,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2025,FEB,92
5,BHARAT STAGE III/IV,Madhya Pradesh(53),2025,FEB,0
6,BHARAT STAGE IV,Madhya Pradesh(53),2025,FEB,5
7,BHARAT STAGE VI,Madhya Pradesh(53),2025,FEB,"99,536"
8,BHARAT (TREM) STAGE III,Madhya Pradesh(53),2025,FEB,0
9,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2025,FEB,"8,083"
10,BHARAT (TREM) STAGE III B,Madhya Pradesh(53),2025,FEB,0
11,CEV STAGE IV,Madhya Pradesh(53),2025,FEB,46
12,CEV STAGE V,Madhya Pradesh(53),2025,FEB,121
13,EURO 1,Madhya Pradesh(53),2025,FEB,0
14,EURO 2,Madhya Pradesh(53),2025,FEB,0
15,EURO 4,Madhya Pradesh(53),2025,FEB,0
16,NOT AVAILABLE,Madhya Pradesh(53),2025,FEB,"8,263"
17,TREM STAGE IV,Madhya Pradesh(53),2025,FEB,706
18,TREM STAGE V,Madhya Pradesh(53),2025,FEB,1
1,BHARAT STAGE I,Madhya Pradesh(53),2025,MAR,0
2,BHARAT STAGE II,Madhya Pradesh(53),2025,MAR,4
3,BHARAT STAGE III,Madhya Pradesh(53),2025,MAR,2
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2025,MAR,103
5,BHARAT STAGE III/IV,Madhya Pradesh(53),2025,MAR,0
6,BHARAT STAGE IV,Madhya Pradesh(53),2025,MAR,6
7,BHARAT STAGE VI,Madhya Pradesh(53),2025,MAR,"1,15,525"
8,BHARAT (TREM) STAGE III,Madhya Pradesh(53),2025,MAR,1
9,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2025,MAR,"9,461"
10,BHARAT (TREM) STAGE III B,Madhya Pradesh(53),2025,MAR,0
11,CEV STAGE IV,Madhya Pradesh(53),2025,MAR,71
12,CEV STAGE V,Madhya Pradesh(53),2025,MAR,167
13,EURO 1,Madhya Pradesh(53),2025,MAR,0
14,EURO 2,Madhya Pradesh(53),2025,MAR,0
15,EURO 4,Madhya Pradesh(53),2025,MAR,0
16,NOT AVAILABLE,Madhya Pradesh(53),2025,MAR,"12,670"
17,TREM STAGE IV,Madhya Pradesh(53),2025,MAR,846
18,TREM STAGE V,Madhya Pradesh(53),2025,MAR,0
1,BHARAT STAGE I,Madhya Pradesh(53),2025,APR,0
2,BHARAT STAGE II,Madhya Pradesh(53),2025,APR,6
3,BHARAT STAGE III,Madhya Pradesh(53),2025,APR,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2025,APR,98
5,BHARAT STAGE III/IV,Madhya Pradesh(53),2025,APR,0
6,BHARAT STAGE IV,Madhya Pradesh(53),2025,APR,7
7,BHARAT STAGE VI,Madhya Pradesh(53),2025,APR,"1,29,502"
8,BHARAT (TREM) STAGE III,Madhya Pradesh(53),2025,APR,0
9,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2025,APR,"6,252"
10,BHARAT (TREM) STAGE III B,Madhya Pradesh(53),2025,APR,0
11,CEV STAGE IV,Madhya Pradesh(53),2025,APR,66
12,CEV STAGE V,Madhya Pradesh(53),2025,APR,146
13,EURO 1,Madhya Pradesh(53),2025,APR,0
14,EURO 2,Madhya Pradesh(53),2025,APR,0
15,EURO 4,Madhya Pradesh(53),2025,APR,0
16,NOT AVAILABLE,Madhya Pradesh(53),2025,APR,"8,949"
17,TREM STAGE IV,Madhya Pradesh(53),2025,APR,322
18,TREM STAGE V,Madhya Pradesh(53),2025,APR,0
1,BHARAT STAGE I,Madhya Pradesh(53),2025,MAY,0
2,BHARAT STAGE II,Madhya Pradesh(53),2025,MAY,5
3,BHARAT STAGE III,Madhya Pradesh(53),2025,MAY,2
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2025,MAY,78
5,BHARAT STAGE III/IV,Madhya Pradesh(53),2025,MAY,0
6,BHARAT STAGE IV,Madhya Pradesh(53),2025,MAY,9
7,BHARAT STAGE VI,Madhya Pradesh(53),2025,MAY,"1,16,835"
8,BHARAT (TREM) STAGE III,Madhya Pradesh(53),2025,MAY,0
9,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2025,MAY,"8,743"
10,BHARAT (TREM) STAGE III B,Madhya Pradesh(53),2025,MAY,2
11,CEV STAGE IV,Madhya Pradesh(53),2025,MAY,50
12,CEV STAGE V,Madhya Pradesh(53),2025,MAY,122
13,EURO 1,Madhya Pradesh(53),2025,MAY,0
14,EURO 2,Madhya Pradesh(53),2025,MAY,0
15,EURO 4,Madhya Pradesh(53),2025,MAY,0
16,NOT AVAILABLE,Madhya Pradesh(53),2025,MAY,"10,139"
17,TREM STAGE IV,Madhya Pradesh(53),2025,MAY,382
18,TREM STAGE V,Madhya Pradesh(53),2025,MAY,0
1,BHARAT STAGE I,Madhya Pradesh(53),2025,JUN,2
2,BHARAT STAGE II,Madhya Pradesh(53),2025,JUN,7
3,BHARAT STAGE III,Madhya Pradesh(53),2025,JUN,2
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2025,JUN,143
5,BHARAT STAGE III/IV,Madhya Pradesh(53),2025,JUN,1
6,BHARAT STAGE IV,Madhya Pradesh(53),2025,JUN,7
7,BHARAT STAGE VI,Madhya Pradesh(53),2025,JUN,"84,866"
8,BHARAT (TREM) STAGE III,Madhya Pradesh(53),2025,JUN,0
9,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2025,JUN,"9,854"
10,BHARAT (TREM) STAGE III B,Madhya Pradesh(53),2025,JUN,0
11,CEV STAGE IV,Madhya Pradesh(53),2025,JUN,111
12,CEV STAGE V,Madhya Pradesh(53),2025,JUN,101
13,EURO 1,Madhya Pradesh(53),2025,JUN,0
14,EURO 2,Madhya Pradesh(53),2025,JUN,0
15,EURO 4,Madhya Pradesh(53),2025,JUN,0
16,NOT AVAILABLE,Madhya Pradesh(53),2025,JUN,"11,258"
17,TREM STAGE IV,Madhya Pradesh(53),2025,JUN,348
18,TREM STAGE V,Madhya Pradesh(53),2025,JUN,0
1,BHARAT STAGE I,Madhya Pradesh(53),2025,JUL,4
2,BHARAT STAGE II,Madhya Pradesh(53),2025,JUL,6
3,BHARAT STAGE III,Madhya Pradesh(53),2025,JUL,4
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2025,JUL,28
5,BHARAT STAGE III/IV,Madhya Pradesh(53),2025,JUL,1
6,BHARAT STAGE IV,Madhya Pradesh(53),2025,JUL,5
7,BHARAT STAGE VI,Madhya Pradesh(53),2025,JUL,"80,035"
8,BHARAT (TREM) STAGE III,Madhya Pradesh(53),2025,JUL,1
9,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2025,JUL,"10,267"
10,BHARAT (TREM) STAGE III B,Madhya Pradesh(53),2025,JUL,0
11,CEV STAGE IV,Madhya Pradesh(53),2025,JUL,8
12,CEV STAGE V,Madhya Pradesh(53),2025,JUL,109
13,EURO 1,Madhya Pradesh(53),2025,JUL,3
14,EURO 2,Madhya Pradesh(53),2025,JUL,1
15,EURO 4,Madhya Pradesh(53),2025,JUL,0
16,NOT AVAILABLE,Madhya Pradesh(53),2025,JUL,"12,361"
17,TREM STAGE IV,Madhya Pradesh(53),2025,JUL,308
18,TREM STAGE V,Madhya Pradesh(53),2025,JUL,0
1,BHARAT STAGE I,Madhya Pradesh(53),2025,AUG,4
2,BHARAT STAGE II,Madhya Pradesh(53),2025,AUG,1
3,BHARAT STAGE III,Madhya Pradesh(53),2025,AUG,2
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2025,AUG,9
5,BHARAT STAGE III/IV,Madhya Pradesh(53),2025,AUG,2
6,BHARAT STAGE IV,Madhya Pradesh(53),2025,AUG,9
7,BHARAT STAGE VI,Madhya Pradesh(53),2025,AUG,"84,492"
8,BHARAT (TREM) STAGE III,Madhya Pradesh(53),2025,AUG,0
9,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2025,AUG,"8,193"
10,BHARAT (TREM) STAGE III B,Madhya Pradesh(53),2025,AUG,0
11,CEV STAGE IV,Madhya Pradesh(53),2025,AUG,9
12,CEV STAGE V,Madhya Pradesh(53),2025,AUG,152
13,EURO 1,Madhya Pradesh(53),2025,AUG,4
14,EURO 2,Madhya Pradesh(53),2025,AUG,1
15,EURO 4,Madhya Pradesh(53),2025,AUG,5
16,NOT AVAILABLE,Madhya Pradesh(53),2025,AUG,"10,825"
17,TREM STAGE IV,Madhya Pradesh(53),2025,AUG,354
18,TREM STAGE V,Madhya Pradesh(53),2025,AUG,0
1,BHARAT STAGE I,Madhya Pradesh(53),2025,SEP,1
2,BHARAT STAGE II,Madhya Pradesh(53),2025,SEP,1
3,BHARAT STAGE III,Madhya Pradesh(53),2025,SEP,0
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2025,SEP,5
5,BHARAT STAGE III/IV,Madhya Pradesh(53),2025,SEP,1
6,BHARAT STAGE IV,Madhya Pradesh(53),2025,SEP,12
7,BHARAT STAGE VI,Madhya Pradesh(53),2025,SEP,"84,842"
8,BHARAT (TREM) STAGE III,Madhya Pradesh(53),2025,SEP,0
9,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2025,SEP,"6,935"
10,BHARAT (TREM) STAGE III B,Madhya Pradesh(53),2025,SEP,0
11,CEV STAGE IV,Madhya Pradesh(53),2025,SEP,11
12,CEV STAGE V,Madhya Pradesh(53),2025,SEP,186
13,EURO 1,Madhya Pradesh(53),2025,SEP,1
14,EURO 2,Madhya Pradesh(53),2025,SEP,0
15,EURO 4,Madhya Pradesh(53),2025,SEP,1
16,NOT AVAILABLE,Madhya Pradesh(53),2025,SEP,"12,772"
17,TREM STAGE IV,Madhya Pradesh(53),2025,SEP,429
18,TREM STAGE V,Madhya Pradesh(53),2025,SEP,0
1,BHARAT STAGE I,Madhya Pradesh(53),2025,OCT,5
2,BHARAT STAGE II,Madhya Pradesh(53),2025,OCT,7
3,BHARAT STAGE III,Madhya Pradesh(53),2025,OCT,2
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2025,OCT,4
5,BHARAT STAGE III/IV,Madhya Pradesh(53),2025,OCT,0
6,BHARAT STAGE IV,Madhya Pradesh(53),2025,OCT,7
7,BHARAT STAGE VI,Madhya Pradesh(53),2025,OCT,"2,90,832"
8,BHARAT (TREM) STAGE III,Madhya Pradesh(53),2025,OCT,0
9,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2025,OCT,"6,597"
10,BHARAT (TREM) STAGE III B,Madhya Pradesh(53),2025,OCT,0
11,CEV STAGE IV,Madhya Pradesh(53),2025,OCT,5
12,CEV STAGE V,Madhya Pradesh(53),2025,OCT,322
13,EURO 1,Madhya Pradesh(53),2025,OCT,5
14,EURO 2,Madhya Pradesh(53),2025,OCT,0
15,EURO 4,Madhya Pradesh(53),2025,OCT,0
16,NOT AVAILABLE,Madhya Pradesh(53),2025,OCT,"18,916"
17,TREM STAGE IV,Madhya Pradesh(53),2025,OCT,419
18,TREM STAGE V,Madhya Pradesh(53),2025,OCT,0
1,BHARAT STAGE I,Madhya Pradesh(53),2025,NOV,2
2,BHARAT STAGE II,Madhya Pradesh(53),2025,NOV,4
3,BHARAT STAGE III,Madhya Pradesh(53),2025,NOV,11
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2025,NOV,2
5,BHARAT STAGE III/IV,Madhya Pradesh(53),2025,NOV,0
6,BHARAT STAGE IV,Madhya Pradesh(53),2025,NOV,13
7,BHARAT STAGE VI,Madhya Pradesh(53),2025,NOV,"1,56,279"
8,BHARAT (TREM) STAGE III,Madhya Pradesh(53),2025,NOV,1
9,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2025,NOV,"13,796"
10,BHARAT (TREM) STAGE III B,Madhya Pradesh(53),2025,NOV,0
11,CEV STAGE IV,Madhya Pradesh(53),2025,NOV,2
12,CEV STAGE V,Madhya Pradesh(53),2025,NOV,221
13,EURO 1,Madhya Pradesh(53),2025,NOV,2
14,EURO 2,Madhya Pradesh(53),2025,NOV,0
15,EURO 4,Madhya Pradesh(53),2025,NOV,0
16,NOT AVAILABLE,Madhya Pradesh(53),2025,NOV,"13,144"
17,TREM STAGE IV,Madhya Pradesh(53),2025,NOV,482
18,TREM STAGE V,Madhya Pradesh(53),2025,NOV,0
1,BHARAT STAGE I,Madhya Pradesh(53),2025,DEC,2
2,BHARAT STAGE II,Madhya Pradesh(53),2025,DEC,4
3,BHARAT STAGE III,Madhya Pradesh(53),2025,DEC,2
4,BHARAT STAGE III (CEV),Madhya Pradesh(53),2025,DEC,3
5,BHARAT STAGE III/IV,Madhya Pradesh(53),2025,DEC,0
6,BHARAT STAGE IV,Madhya Pradesh(53),2025,DEC,9
7,BHARAT STAGE VI,Madhya Pradesh(53),2025,DEC,"76,694"
8,BHARAT (TREM) STAGE III,Madhya Pradesh(53),2025,DEC,1
9,BHARAT (TREM) STAGE III A,Madhya Pradesh(53),2025,DEC,"13,977"
10,BHARAT (TREM) STAGE III B,Madhya Pradesh(53),2025,DEC,0
11,CEV STAGE IV,Madhya Pradesh(53),2025,DEC,7
12,CEV STAGE V,Madhya Pradesh(53),2025,DEC,182
13,EURO 1,Madhya Pradesh(53),2025,DEC,7
14,EURO 2,Madhya Pradesh(53),2025,DEC,0
15,EURO 4,Madhya Pradesh(53),2025,DEC,0
16,NOT AVAILABLE,Madhya Pradesh(53),2025,DEC,"11,130"
17,TREM STAGE IV,Madhya Pradesh(53),2025,DEC,523
18,TREM STAGE V,Madhya Pradesh(53),2025,DEC,0
1,BHARAT STAGE III,Mizoram(12),2025,JAN,0
2,BHARAT STAGE III (CEV),Mizoram(12),2025,JAN,2
3,BHARAT STAGE IV,Mizoram(12),2025,JAN,0
4,BHARAT STAGE VI,Mizoram(12),2025,JAN,"2,342"
5,BHARAT (TREM) STAGE III A,Mizoram(12),2025,JAN,0
6,CEV STAGE IV,Mizoram(12),2025,JAN,4
7,CEV STAGE V,Mizoram(12),2025,JAN,0
8,NOT AVAILABLE,Mizoram(12),2025,JAN,56
9,TREM STAGE IV,Mizoram(12),2025,JAN,0
1,BHARAT STAGE III,Mizoram(12),2025,FEB,1
2,BHARAT STAGE III (CEV),Mizoram(12),2025,FEB,3
3,BHARAT STAGE IV,Mizoram(12),2025,FEB,0
4,BHARAT STAGE VI,Mizoram(12),2025,FEB,"2,081"
5,BHARAT (TREM) STAGE III A,Mizoram(12),2025,FEB,0
6,CEV STAGE IV,Mizoram(12),2025,FEB,8
7,CEV STAGE V,Mizoram(12),2025,FEB,1
8,NOT AVAILABLE,Mizoram(12),2025,FEB,96
9,TREM STAGE IV,Mizoram(12),2025,FEB,1
1,BHARAT STAGE III,Mizoram(12),2025,MAR,1
2,BHARAT STAGE III (CEV),Mizoram(12),2025,MAR,2
3,BHARAT STAGE IV,Mizoram(12),2025,MAR,1
4,BHARAT STAGE VI,Mizoram(12),2025,MAR,"2,469"
5,BHARAT (TREM) STAGE III A,Mizoram(12),2025,MAR,0
6,CEV STAGE IV,Mizoram(12),2025,MAR,4
7,CEV STAGE V,Mizoram(12),2025,MAR,5
8,NOT AVAILABLE,Mizoram(12),2025,MAR,86
9,TREM STAGE IV,Mizoram(12),2025,MAR,1
1,BHARAT STAGE III,Mizoram(12),2025,APR,0
2,BHARAT STAGE III (CEV),Mizoram(12),2025,APR,0
3,BHARAT STAGE IV,Mizoram(12),2025,APR,0
4,BHARAT STAGE VI,Mizoram(12),2025,APR,"2,792"
5,BHARAT (TREM) STAGE III A,Mizoram(12),2025,APR,0
6,CEV STAGE IV,Mizoram(12),2025,APR,5
7,CEV STAGE V,Mizoram(12),2025,APR,7
8,NOT AVAILABLE,Mizoram(12),2025,APR,72
9,TREM STAGE IV,Mizoram(12),2025,APR,0
1,BHARAT STAGE III,Mizoram(12),2025,MAY,0
2,BHARAT STAGE III (CEV),Mizoram(12),2025,MAY,0
3,BHARAT STAGE IV,Mizoram(12),2025,MAY,0
4,BHARAT STAGE VI,Mizoram(12),2025,MAY,"2,484"
5,BHARAT (TREM) STAGE III A,Mizoram(12),2025,MAY,2
6,CEV STAGE IV,Mizoram(12),2025,MAY,3
7,CEV STAGE V,Mizoram(12),2025,MAY,6
8,NOT AVAILABLE,Mizoram(12),2025,MAY,44
9,TREM STAGE IV,Mizoram(12),2025,MAY,0
1,BHARAT STAGE III,Mizoram(12),2025,JUN,1
2,BHARAT STAGE III (CEV),Mizoram(12),2025,JUN,4
3,BHARAT STAGE IV,Mizoram(12),2025,JUN,0
4,BHARAT STAGE VI,Mizoram(12),2025,JUN,"2,265"
5,BHARAT (TREM) STAGE III A,Mizoram(12),2025,JUN,1
6,CEV STAGE IV,Mizoram(12),2025,JUN,3
7,CEV STAGE V,Mizoram(12),2025,JUN,9
8,NOT AVAILABLE,Mizoram(12),2025,JUN,50
9,TREM STAGE IV,Mizoram(12),2025,JUN,0
1,BHARAT STAGE III,Mizoram(12),2025,JUL,1
2,BHARAT STAGE III (CEV),Mizoram(12),2025,JUL,0
3,BHARAT STAGE IV,Mizoram(12),2025,JUL,0
4,BHARAT STAGE VI,Mizoram(12),2025,JUL,"2,441"
5,BHARAT (TREM) STAGE III A,Mizoram(12),2025,JUL,0
6,CEV STAGE IV,Mizoram(12),2025,JUL,0
7,CEV STAGE V,Mizoram(12),2025,JUL,4
8,NOT AVAILABLE,Mizoram(12),2025,JUL,69
9,TREM STAGE IV,Mizoram(12),2025,JUL,0
1,BHARAT STAGE III,Mizoram(12),2025,AUG,0
2,BHARAT STAGE III (CEV),Mizoram(12),2025,AUG,0
3,BHARAT STAGE IV,Mizoram(12),2025,AUG,0
4,BHARAT STAGE VI,Mizoram(12),2025,AUG,"2,259"
5,BHARAT (TREM) STAGE III A,Mizoram(12),2025,AUG,0
6,CEV STAGE IV,Mizoram(12),2025,AUG,4
7,CEV STAGE V,Mizoram(12),2025,AUG,10
8,NOT AVAILABLE,Mizoram(12),2025,AUG,29
9,TREM STAGE IV,Mizoram(12),2025,AUG,0
1,BHARAT STAGE III,Mizoram(12),2025,SEP,0
2,BHARAT STAGE III (CEV),Mizoram(12),2025,SEP,0
3,BHARAT STAGE IV,Mizoram(12),2025,SEP,0
4,BHARAT STAGE VI,Mizoram(12),2025,SEP,"2,493"
5,BHARAT (TREM) STAGE III A,Mizoram(12),2025,SEP,0
6,CEV STAGE IV,Mizoram(12),2025,SEP,0
7,CEV STAGE V,Mizoram(12),2025,SEP,9
8,NOT AVAILABLE,Mizoram(12),2025,SEP,93
9,TREM STAGE IV,Mizoram(12),2025,SEP,0
1,BHARAT STAGE III,Mizoram(12),2025,OCT,0
2,BHARAT STAGE III (CEV),Mizoram(12),2025,OCT,0
3,BHARAT STAGE IV,Mizoram(12),2025,OCT,2
4,BHARAT STAGE VI,Mizoram(12),2025,OCT,"2,736"
5,BHARAT (TREM) STAGE III A,Mizoram(12),2025,OCT,0
6,CEV STAGE IV,Mizoram(12),2025,OCT,0
7,CEV STAGE V,Mizoram(12),2025,OCT,6
8,NOT AVAILABLE,Mizoram(12),2025,OCT,71
9,TREM STAGE IV,Mizoram(12),2025,OCT,0
1,BHARAT STAGE III,Mizoram(12),2025,NOV,1
2,BHARAT STAGE III (CEV),Mizoram(12),2025,NOV,0
3,BHARAT STAGE IV,Mizoram(12),2025,NOV,0
4,BHARAT STAGE VI,Mizoram(12),2025,NOV,"2,429"
5,BHARAT (TREM) STAGE III A,Mizoram(12),2025,NOV,0
6,CEV STAGE IV,Mizoram(12),2025,NOV,0
7,CEV STAGE V,Mizoram(12),2025,NOV,6
8,NOT AVAILABLE,Mizoram(12),2025,NOV,76
9,TREM STAGE IV,Mizoram(12),2025,NOV,0
1,BHARAT STAGE III,Mizoram(12),2025,DEC,1
2,BHARAT STAGE III (CEV),Mizoram(12),2025,DEC,0
3,BHARAT STAGE IV,Mizoram(12),2025,DEC,1
4,BHARAT STAGE VI,Mizoram(12),2025,DEC,"2,591"
5,BHARAT (TREM) STAGE III A,Mizoram(12),2025,DEC,0
6,CEV STAGE IV,Mizoram(12),2025,DEC,1
7,CEV STAGE V,Mizoram(12),2025,DEC,9
8,NOT AVAILABLE,Mizoram(12),2025,DEC,82
9,TREM STAGE IV,Mizoram(12),2025,DEC,0
1,BHARAT STAGE I,Nagaland(9),2025,JAN,1
2,BHARAT STAGE II,Nagaland(9),2025,JAN,0
3,BHARAT STAGE III,Nagaland(9),2025,JAN,8
4,BHARAT STAGE III (CEV),Nagaland(9),2025,JAN,10
5,BHARAT STAGE III/IV,Nagaland(9),2025,JAN,0
6,BHARAT STAGE IV,Nagaland(9),2025,JAN,11
7,BHARAT STAGE VI,Nagaland(9),2025,JAN,"2,278"
8,BHARAT (TREM) STAGE III A,Nagaland(9),2025,JAN,0
9,CEV STAGE IV,Nagaland(9),2025,JAN,35
10,CEV STAGE V,Nagaland(9),2025,JAN,1
11,EURO 1,Nagaland(9),2025,JAN,0
12,EURO 2,Nagaland(9),2025,JAN,3
13,EURO 3,Nagaland(9),2025,JAN,6
14,EURO 4,Nagaland(9),2025,JAN,0
15,NOT APPLICABLE,Nagaland(9),2025,JAN,0
16,NOT AVAILABLE,Nagaland(9),2025,JAN,2
17,TREM STAGE IV,Nagaland(9),2025,JAN,0
1,BHARAT STAGE I,Nagaland(9),2025,FEB,0
2,BHARAT STAGE II,Nagaland(9),2025,FEB,1
3,BHARAT STAGE III,Nagaland(9),2025,FEB,13
4,BHARAT STAGE III (CEV),Nagaland(9),2025,FEB,6
5,BHARAT STAGE III/IV,Nagaland(9),2025,FEB,0
6,BHARAT STAGE IV,Nagaland(9),2025,FEB,17
7,BHARAT STAGE VI,Nagaland(9),2025,FEB,"2,281"
8,BHARAT (TREM) STAGE III A,Nagaland(9),2025,FEB,1
9,CEV STAGE IV,Nagaland(9),2025,FEB,38
10,CEV STAGE V,Nagaland(9),2025,FEB,3
11,EURO 1,Nagaland(9),2025,FEB,1
12,EURO 2,Nagaland(9),2025,FEB,1
13,EURO 3,Nagaland(9),2025,FEB,7
14,EURO 4,Nagaland(9),2025,FEB,0
15,NOT APPLICABLE,Nagaland(9),2025,FEB,0
16,NOT AVAILABLE,Nagaland(9),2025,FEB,2
17,TREM STAGE IV,Nagaland(9),2025,FEB,1
1,BHARAT STAGE I,Nagaland(9),2025,MAR,1
2,BHARAT STAGE II,Nagaland(9),2025,MAR,0
3,BHARAT STAGE III,Nagaland(9),2025,MAR,14
4,BHARAT STAGE III (CEV),Nagaland(9),2025,MAR,1
5,BHARAT STAGE III/IV,Nagaland(9),2025,MAR,1
6,BHARAT STAGE IV,Nagaland(9),2025,MAR,15
7,BHARAT STAGE VI,Nagaland(9),2025,MAR,"2,078"
8,BHARAT (TREM) STAGE III A,Nagaland(9),2025,MAR,1
9,CEV STAGE IV,Nagaland(9),2025,MAR,33
10,CEV STAGE V,Nagaland(9),2025,MAR,6
11,EURO 1,Nagaland(9),2025,MAR,1
12,EURO 2,Nagaland(9),2025,MAR,7
13,EURO 3,Nagaland(9),2025,MAR,9
14,EURO 4,Nagaland(9),2025,MAR,0
15,NOT APPLICABLE,Nagaland(9),2025,MAR,0
16,NOT AVAILABLE,Nagaland(9),2025,MAR,3
17,TREM STAGE IV,Nagaland(9),2025,MAR,0
1,BHARAT STAGE I,Nagaland(9),2025,APR,3
2,BHARAT STAGE II,Nagaland(9),2025,APR,2
3,BHARAT STAGE III,Nagaland(9),2025,APR,21
4,BHARAT STAGE III (CEV),Nagaland(9),2025,APR,4
5,BHARAT STAGE III/IV,Nagaland(9),2025,APR,0
6,BHARAT STAGE IV,Nagaland(9),2025,APR,20
7,BHARAT STAGE VI,Nagaland(9),2025,APR,"2,466"
8,BHARAT (TREM) STAGE III A,Nagaland(9),2025,APR,0
9,CEV STAGE IV,Nagaland(9),2025,APR,34
10,CEV STAGE V,Nagaland(9),2025,APR,7
11,EURO 1,Nagaland(9),2025,APR,0
12,EURO 2,Nagaland(9),2025,APR,4
13,EURO 3,Nagaland(9),2025,APR,5
