S No,Norms,State,Year,Vehicle Class,Value
12,TREM STAGE V,Maharashtra(59),2026,Construction Equipment Vehicle (Commercial),0
1,BHARAT STAGE III,Maharashtra(59),2026,Quadricycle (Commercial),0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,Quadricycle (Commercial),0
3,BHARAT STAGE IV,Maharashtra(59),2026,Quadricycle (Commercial),0
4,BHARAT STAGE VI,Maharashtra(59),2026,Quadricycle (Commercial),0
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,Quadricycle (Commercial),0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,Quadricycle (Commercial),0
7,CEV STAGE IV,Maharashtra(59),2026,Quadricycle (Commercial),0
8,CEV STAGE V,Maharashtra(59),2026,Quadricycle (Commercial),0
9,EURO 6,Maharashtra(59),2026,Quadricycle (Commercial),0
10,NOT AVAILABLE,Maharashtra(59),2026,Quadricycle (Commercial),0
11,TREM STAGE IV,Maharashtra(59),2026,Quadricycle (Commercial),0
12,TREM STAGE V,Maharashtra(59),2026,Quadricycle (Commercial),0
1,BHARAT STAGE III,Maharashtra(59),2026,Modular Hydraulic Trailer,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,Modular Hydraulic Trailer,0
3,BHARAT STAGE IV,Maharashtra(59),2026,Modular Hydraulic Trailer,0
4,BHARAT STAGE VI,Maharashtra(59),2026,Modular Hydraulic Trailer,0
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,Modular Hydraulic Trailer,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,Modular Hydraulic Trailer,0
7,CEV STAGE IV,Maharashtra(59),2026,Modular Hydraulic Trailer,0
8,CEV STAGE V,Maharashtra(59),2026,Modular Hydraulic Trailer,0
9,EURO 6,Maharashtra(59),2026,Modular Hydraulic Trailer,0
10,NOT AVAILABLE,Maharashtra(59),2026,Modular Hydraulic Trailer,0
11,TREM STAGE IV,Maharashtra(59),2026,Modular Hydraulic Trailer,0
12,TREM STAGE V,Maharashtra(59),2026,Modular Hydraulic Trailer,0
1,BHARAT STAGE III,Maharashtra(59),2026,Vintage Motor Vehicle,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2026,Vintage Motor Vehicle,0
3,BHARAT STAGE IV,Maharashtra(59),2026,Vintage Motor Vehicle,0
4,BHARAT STAGE VI,Maharashtra(59),2026,Vintage Motor Vehicle,0
5,BHARAT (TREM) STAGE III,Maharashtra(59),2026,Vintage Motor Vehicle,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2026,Vintage Motor Vehicle,0
7,CEV STAGE IV,Maharashtra(59),2026,Vintage Motor Vehicle,0
8,CEV STAGE V,Maharashtra(59),2026,Vintage Motor Vehicle,0
9,EURO 6,Maharashtra(59),2026,Vintage Motor Vehicle,0
10,NOT AVAILABLE,Maharashtra(59),2026,Vintage Motor Vehicle,0
11,TREM STAGE IV,Maharashtra(59),2026,Vintage Motor Vehicle,0
12,TREM STAGE V,Maharashtra(59),2026,Vintage Motor Vehicle,0
1,BHARAT STAGE III,Meghalaya(15),2026,M-Cycle/Scooter,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,M-Cycle/Scooter,0
3,BHARAT STAGE VI,Meghalaya(15),2026,M-Cycle/Scooter,"3,506"
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,M-Cycle/Scooter,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,M-Cycle/Scooter,0
6,CEV STAGE V,Meghalaya(15),2026,M-Cycle/Scooter,0
7,NOT AVAILABLE,Meghalaya(15),2026,M-Cycle/Scooter,19
1,BHARAT STAGE III,Meghalaya(15),2026,M-Cycle/Scooter-With Side Car,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,M-Cycle/Scooter-With Side Car,0
3,BHARAT STAGE VI,Meghalaya(15),2026,M-Cycle/Scooter-With Side Car,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,M-Cycle/Scooter-With Side Car,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,M-Cycle/Scooter-With Side Car,0
6,CEV STAGE V,Meghalaya(15),2026,M-Cycle/Scooter-With Side Car,0
7,NOT AVAILABLE,Meghalaya(15),2026,M-Cycle/Scooter-With Side Car,0
1,BHARAT STAGE III,Meghalaya(15),2026,Moped,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Moped,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Moped,1
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Moped,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Moped,0
6,CEV STAGE V,Meghalaya(15),2026,Moped,0
7,NOT AVAILABLE,Meghalaya(15),2026,Moped,0
1,BHARAT STAGE III,Meghalaya(15),2026,Motorised Cycle (CC > 25cc),0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Motorised Cycle (CC > 25cc),0
3,BHARAT STAGE VI,Meghalaya(15),2026,Motorised Cycle (CC > 25cc),0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Motorised Cycle (CC > 25cc),0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Motorised Cycle (CC > 25cc),0
6,CEV STAGE V,Meghalaya(15),2026,Motorised Cycle (CC > 25cc),0
7,NOT AVAILABLE,Meghalaya(15),2026,Motorised Cycle (CC > 25cc),0
1,BHARAT STAGE III,Meghalaya(15),2026,Adapted Vehicle,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Adapted Vehicle,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Adapted Vehicle,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Adapted Vehicle,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Adapted Vehicle,0
6,CEV STAGE V,Meghalaya(15),2026,Adapted Vehicle,0
7,NOT AVAILABLE,Meghalaya(15),2026,Adapted Vehicle,0
1,BHARAT STAGE III,Meghalaya(15),2026,Three Wheeler (Personal),0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Three Wheeler (Personal),0
3,BHARAT STAGE VI,Meghalaya(15),2026,Three Wheeler (Personal),1
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Three Wheeler (Personal),0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Three Wheeler (Personal),0
6,CEV STAGE V,Meghalaya(15),2026,Three Wheeler (Personal),0
7,NOT AVAILABLE,Meghalaya(15),2026,Three Wheeler (Personal),0
1,BHARAT STAGE III,Meghalaya(15),2026,Motor Car,9
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Motor Car,1
3,BHARAT STAGE VI,Meghalaya(15),2026,Motor Car,"2,128"
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Motor Car,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Motor Car,0
6,CEV STAGE V,Meghalaya(15),2026,Motor Car,0
7,NOT AVAILABLE,Meghalaya(15),2026,Motor Car,16
1,BHARAT STAGE III,Meghalaya(15),2026,Fork Lift,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Fork Lift,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Fork Lift,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Fork Lift,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Fork Lift,0
6,CEV STAGE V,Meghalaya(15),2026,Fork Lift,0
7,NOT AVAILABLE,Meghalaya(15),2026,Fork Lift,0
1,BHARAT STAGE III,Meghalaya(15),2026,Vehicle Fitted With Rig,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Vehicle Fitted With Rig,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Vehicle Fitted With Rig,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Vehicle Fitted With Rig,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Vehicle Fitted With Rig,0
6,CEV STAGE V,Meghalaya(15),2026,Vehicle Fitted With Rig,0
7,NOT AVAILABLE,Meghalaya(15),2026,Vehicle Fitted With Rig,0
1,BHARAT STAGE III,Meghalaya(15),2026,Vehicle Fitted With Generator,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Vehicle Fitted With Generator,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Vehicle Fitted With Generator,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Vehicle Fitted With Generator,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Vehicle Fitted With Generator,0
6,CEV STAGE V,Meghalaya(15),2026,Vehicle Fitted With Generator,0
7,NOT AVAILABLE,Meghalaya(15),2026,Vehicle Fitted With Generator,0
1,BHARAT STAGE III,Meghalaya(15),2026,Vehicle Fitted With Compressor,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Vehicle Fitted With Compressor,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Vehicle Fitted With Compressor,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Vehicle Fitted With Compressor,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Vehicle Fitted With Compressor,0
6,CEV STAGE V,Meghalaya(15),2026,Vehicle Fitted With Compressor,0
7,NOT AVAILABLE,Meghalaya(15),2026,Vehicle Fitted With Compressor,0
1,BHARAT STAGE III,Meghalaya(15),2026,Crane Mounted Vehicle,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Crane Mounted Vehicle,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Crane Mounted Vehicle,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Crane Mounted Vehicle,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Crane Mounted Vehicle,0
6,CEV STAGE V,Meghalaya(15),2026,Crane Mounted Vehicle,0
7,NOT AVAILABLE,Meghalaya(15),2026,Crane Mounted Vehicle,0
1,BHARAT STAGE III,Meghalaya(15),2026,Agricultural Tractor,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Agricultural Tractor,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Agricultural Tractor,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Agricultural Tractor,1
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Agricultural Tractor,9
6,CEV STAGE V,Meghalaya(15),2026,Agricultural Tractor,0
7,NOT AVAILABLE,Meghalaya(15),2026,Agricultural Tractor,0
1,BHARAT STAGE III,Meghalaya(15),2026,Power Tiller,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Power Tiller,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Power Tiller,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Power Tiller,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Power Tiller,0
6,CEV STAGE V,Meghalaya(15),2026,Power Tiller,0
7,NOT AVAILABLE,Meghalaya(15),2026,Power Tiller,0
1,BHARAT STAGE III,Meghalaya(15),2026,Private Service Vehicle (Individual Use),0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Private Service Vehicle (Individual Use),0
3,BHARAT STAGE VI,Meghalaya(15),2026,Private Service Vehicle (Individual Use),0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Private Service Vehicle (Individual Use),0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Private Service Vehicle (Individual Use),0
6,CEV STAGE V,Meghalaya(15),2026,Private Service Vehicle (Individual Use),0
7,NOT AVAILABLE,Meghalaya(15),2026,Private Service Vehicle (Individual Use),0
1,BHARAT STAGE III,Meghalaya(15),2026,Camper Van / Trailer (Private Use),0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Camper Van / Trailer (Private Use),0
3,BHARAT STAGE VI,Meghalaya(15),2026,Camper Van / Trailer (Private Use),1
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Camper Van / Trailer (Private Use),0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Camper Van / Trailer (Private Use),0
6,CEV STAGE V,Meghalaya(15),2026,Camper Van / Trailer (Private Use),0
7,NOT AVAILABLE,Meghalaya(15),2026,Camper Van / Trailer (Private Use),0
1,BHARAT STAGE III,Meghalaya(15),2026,Tow Truck,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Tow Truck,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Tow Truck,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Tow Truck,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Tow Truck,0
6,CEV STAGE V,Meghalaya(15),2026,Tow Truck,0
7,NOT AVAILABLE,Meghalaya(15),2026,Tow Truck,0
1,BHARAT STAGE III,Meghalaya(15),2026,Breakdown Van,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Breakdown Van,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Breakdown Van,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Breakdown Van,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Breakdown Van,0
6,CEV STAGE V,Meghalaya(15),2026,Breakdown Van,0
7,NOT AVAILABLE,Meghalaya(15),2026,Breakdown Van,0
1,BHARAT STAGE III,Meghalaya(15),2026,Recovery Vehicle,1
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Recovery Vehicle,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Recovery Vehicle,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Recovery Vehicle,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Recovery Vehicle,0
6,CEV STAGE V,Meghalaya(15),2026,Recovery Vehicle,0
7,NOT AVAILABLE,Meghalaya(15),2026,Recovery Vehicle,0
1,BHARAT STAGE III,Meghalaya(15),2026,Tower Wagon,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Tower Wagon,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Tower Wagon,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Tower Wagon,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Tower Wagon,0
6,CEV STAGE V,Meghalaya(15),2026,Tower Wagon,0
7,NOT AVAILABLE,Meghalaya(15),2026,Tower Wagon,0
1,BHARAT STAGE III,Meghalaya(15),2026,Tree Trimming Vehicle,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Tree Trimming Vehicle,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Tree Trimming Vehicle,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Tree Trimming Vehicle,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Tree Trimming Vehicle,0
6,CEV STAGE V,Meghalaya(15),2026,Tree Trimming Vehicle,0
7,NOT AVAILABLE,Meghalaya(15),2026,Tree Trimming Vehicle,0
1,BHARAT STAGE III,Meghalaya(15),2026,Construction Equipment Vehicle,1
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Construction Equipment Vehicle,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Construction Equipment Vehicle,1
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Construction Equipment Vehicle,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Construction Equipment Vehicle,0
6,CEV STAGE V,Meghalaya(15),2026,Construction Equipment Vehicle,71
7,NOT AVAILABLE,Meghalaya(15),2026,Construction Equipment Vehicle,0
1,BHARAT STAGE III,Meghalaya(15),2026,Omni Bus (Private Use),0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Omni Bus (Private Use),0
3,BHARAT STAGE VI,Meghalaya(15),2026,Omni Bus (Private Use),1
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Omni Bus (Private Use),0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Omni Bus (Private Use),0
6,CEV STAGE V,Meghalaya(15),2026,Omni Bus (Private Use),0
7,NOT AVAILABLE,Meghalaya(15),2026,Omni Bus (Private Use),0
1,BHARAT STAGE III,Meghalaya(15),2026,Road Roller,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Road Roller,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Road Roller,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Road Roller,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Road Roller,0
6,CEV STAGE V,Meghalaya(15),2026,Road Roller,0
7,NOT AVAILABLE,Meghalaya(15),2026,Road Roller,0
1,BHARAT STAGE III,Meghalaya(15),2026,Excavator (NT),0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Excavator (NT),0
3,BHARAT STAGE VI,Meghalaya(15),2026,Excavator (NT),0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Excavator (NT),0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Excavator (NT),0
6,CEV STAGE V,Meghalaya(15),2026,Excavator (NT),12
7,NOT AVAILABLE,Meghalaya(15),2026,Excavator (NT),0
1,BHARAT STAGE III,Meghalaya(15),2026,Bulldozer,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Bulldozer,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Bulldozer,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Bulldozer,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Bulldozer,0
6,CEV STAGE V,Meghalaya(15),2026,Bulldozer,0
7,NOT AVAILABLE,Meghalaya(15),2026,Bulldozer,0
1,BHARAT STAGE III,Meghalaya(15),2026,Harvester,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Harvester,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Harvester,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Harvester,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Harvester,0
6,CEV STAGE V,Meghalaya(15),2026,Harvester,0
7,NOT AVAILABLE,Meghalaya(15),2026,Harvester,0
1,BHARAT STAGE III,Meghalaya(15),2026,Trailer (Agricultural),0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Trailer (Agricultural),0
3,BHARAT STAGE VI,Meghalaya(15),2026,Trailer (Agricultural),0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Trailer (Agricultural),0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Trailer (Agricultural),0
6,CEV STAGE V,Meghalaya(15),2026,Trailer (Agricultural),0
7,NOT AVAILABLE,Meghalaya(15),2026,Trailer (Agricultural),0
1,BHARAT STAGE III,Meghalaya(15),2026,Earth Moving Equipment,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Earth Moving Equipment,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Earth Moving Equipment,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Earth Moving Equipment,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Earth Moving Equipment,0
6,CEV STAGE V,Meghalaya(15),2026,Earth Moving Equipment,2
7,NOT AVAILABLE,Meghalaya(15),2026,Earth Moving Equipment,0
1,BHARAT STAGE III,Meghalaya(15),2026,Trailer For Personal Use,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Trailer For Personal Use,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Trailer For Personal Use,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Trailer For Personal Use,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Trailer For Personal Use,0
6,CEV STAGE V,Meghalaya(15),2026,Trailer For Personal Use,0
7,NOT AVAILABLE,Meghalaya(15),2026,Trailer For Personal Use,0
1,BHARAT STAGE III,Meghalaya(15),2026,Quadricycle (Private),0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Quadricycle (Private),0
3,BHARAT STAGE VI,Meghalaya(15),2026,Quadricycle (Private),0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Quadricycle (Private),0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Quadricycle (Private),0
6,CEV STAGE V,Meghalaya(15),2026,Quadricycle (Private),0
7,NOT AVAILABLE,Meghalaya(15),2026,Quadricycle (Private),0
1,BHARAT STAGE III,Meghalaya(15),2026,Armoured/Specialised Vehicle,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Armoured/Specialised Vehicle,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Armoured/Specialised Vehicle,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Armoured/Specialised Vehicle,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Armoured/Specialised Vehicle,0
6,CEV STAGE V,Meghalaya(15),2026,Armoured/Specialised Vehicle,0
7,NOT AVAILABLE,Meghalaya(15),2026,Armoured/Specialised Vehicle,0
1,BHARAT STAGE III,Meghalaya(15),2026,Motor Caravan,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Motor Caravan,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Motor Caravan,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Motor Caravan,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Motor Caravan,0
6,CEV STAGE V,Meghalaya(15),2026,Motor Caravan,0
7,NOT AVAILABLE,Meghalaya(15),2026,Motor Caravan,0
1,BHARAT STAGE III,Meghalaya(15),2026,Motor Cycle/Scooter-SideCar(T),0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Motor Cycle/Scooter-SideCar(T),0
3,BHARAT STAGE VI,Meghalaya(15),2026,Motor Cycle/Scooter-SideCar(T),0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Motor Cycle/Scooter-SideCar(T),0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Motor Cycle/Scooter-SideCar(T),0
6,CEV STAGE V,Meghalaya(15),2026,Motor Cycle/Scooter-SideCar(T),0
7,NOT AVAILABLE,Meghalaya(15),2026,Motor Cycle/Scooter-SideCar(T),0
1,BHARAT STAGE III,Meghalaya(15),2026,Motor Cycle/Scooter-With Trailer,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Motor Cycle/Scooter-With Trailer,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Motor Cycle/Scooter-With Trailer,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Motor Cycle/Scooter-With Trailer,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Motor Cycle/Scooter-With Trailer,0
6,CEV STAGE V,Meghalaya(15),2026,Motor Cycle/Scooter-With Trailer,0
7,NOT AVAILABLE,Meghalaya(15),2026,Motor Cycle/Scooter-With Trailer,0
1,BHARAT STAGE III,Meghalaya(15),2026,Motor Cycle/Scooter-Used For Hire,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Motor Cycle/Scooter-Used For Hire,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Motor Cycle/Scooter-Used For Hire,1
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Motor Cycle/Scooter-Used For Hire,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Motor Cycle/Scooter-Used For Hire,0
6,CEV STAGE V,Meghalaya(15),2026,Motor Cycle/Scooter-Used For Hire,0
7,NOT AVAILABLE,Meghalaya(15),2026,Motor Cycle/Scooter-Used For Hire,0
1,BHARAT STAGE III,Meghalaya(15),2026,e-Rickshaw with Cart (G),0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,e-Rickshaw with Cart (G),0
3,BHARAT STAGE VI,Meghalaya(15),2026,e-Rickshaw with Cart (G),0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,e-Rickshaw with Cart (G),0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,e-Rickshaw with Cart (G),0
6,CEV STAGE V,Meghalaya(15),2026,e-Rickshaw with Cart (G),0
7,NOT AVAILABLE,Meghalaya(15),2026,e-Rickshaw with Cart (G),0
1,BHARAT STAGE III,Meghalaya(15),2026,e-Rickshaw(P),0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,e-Rickshaw(P),0
3,BHARAT STAGE VI,Meghalaya(15),2026,e-Rickshaw(P),0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,e-Rickshaw(P),0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,e-Rickshaw(P),0
6,CEV STAGE V,Meghalaya(15),2026,e-Rickshaw(P),0
7,NOT AVAILABLE,Meghalaya(15),2026,e-Rickshaw(P),1
1,BHARAT STAGE III,Meghalaya(15),2026,Luxury Cab,0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Luxury Cab,0
3,BHARAT STAGE VI,Meghalaya(15),2026,Luxury Cab,0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Luxury Cab,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Luxury Cab,0
6,CEV STAGE V,Meghalaya(15),2026,Luxury Cab,0
7,NOT AVAILABLE,Meghalaya(15),2026,Luxury Cab,0
1,BHARAT STAGE III,Meghalaya(15),2026,Three Wheeler (Passenger),0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Three Wheeler (Passenger),0
3,BHARAT STAGE VI,Meghalaya(15),2026,Three Wheeler (Passenger),96
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Three Wheeler (Passenger),0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Three Wheeler (Passenger),0
6,CEV STAGE V,Meghalaya(15),2026,Three Wheeler (Passenger),0
7,NOT AVAILABLE,Meghalaya(15),2026,Three Wheeler (Passenger),73
1,BHARAT STAGE III,Meghalaya(15),2026,Three Wheeler (Goods),0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Three Wheeler (Goods),0
3,BHARAT STAGE VI,Meghalaya(15),2026,Three Wheeler (Goods),0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Three Wheeler (Goods),0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Three Wheeler (Goods),0
6,CEV STAGE V,Meghalaya(15),2026,Three Wheeler (Goods),0
7,NOT AVAILABLE,Meghalaya(15),2026,Three Wheeler (Goods),0
1,BHARAT STAGE III,Meghalaya(15),2026,Goods Carrier,30
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Goods Carrier,4
3,BHARAT STAGE VI,Meghalaya(15),2026,Goods Carrier,432
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Goods Carrier,0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Goods Carrier,0
6,CEV STAGE V,Meghalaya(15),2026,Goods Carrier,0
7,NOT AVAILABLE,Meghalaya(15),2026,Goods Carrier,3
1,BHARAT STAGE III,Meghalaya(15),2026,Power Tiller (Commercial),0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Power Tiller (Commercial),0
3,BHARAT STAGE VI,Meghalaya(15),2026,Power Tiller (Commercial),0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Power Tiller (Commercial),0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Power Tiller (Commercial),0
6,CEV STAGE V,Meghalaya(15),2026,Power Tiller (Commercial),0
7,NOT AVAILABLE,Meghalaya(15),2026,Power Tiller (Commercial),0
1,BHARAT STAGE III,Meghalaya(15),2026,Tractor (Commercial),0
2,BHARAT STAGE III/IV,Meghalaya(15),2026,Tractor (Commercial),0
3,BHARAT STAGE VI,Meghalaya(15),2026,Tractor (Commercial),0
4,BHARAT (TREM) STAGE III,Meghalaya(15),2026,Tractor (Commercial),0
5,BHARAT (TREM) STAGE III A,Meghalaya(15),2026,Tractor (Commercial),2
6,CEV STAGE V,Meghalaya(15),2026,Tractor (Commercial),0
7,NOT AVAILABLE,Meghalaya(15),2026,Tractor (Commercial),0
1,BHARAT STAGE III,Meghalaya(15),2026,Mobile Clinic,0
