S No,Fuel,State,Year,Vehicle Category,Value
1,CNG ONLY,Tripura(9),2026,EURO  6AD,0
2,DIESEL,Tripura(9),2026,EURO  6AD,0
3,DIESEL/HYBRID,Tripura(9),2026,EURO  6AD,0
4,ELECTRIC(BOV),Tripura(9),2026,EURO  6AD,0
5,PETROL,Tripura(9),2026,EURO  6AD,0
6,PETROL/CNG,Tripura(9),2026,EURO  6AD,0
7,PETROL(E20)/CNG,Tripura(9),2026,EURO  6AD,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,EURO  6AD,0
9,PETROL/ETHANOL,Tripura(9),2026,EURO  6AD,0
10,PETROL/HYBRID,Tripura(9),2026,EURO  6AD,0
11,PURE EV,Tripura(9),2026,EURO  6AD,0
12,STRONG HYBRID EV,Tripura(9),2026,EURO  6AD,0
1,CNG ONLY,Tripura(9),2026,EURO 6B,0
2,DIESEL,Tripura(9),2026,EURO 6B,0
3,DIESEL/HYBRID,Tripura(9),2026,EURO 6B,0
4,ELECTRIC(BOV),Tripura(9),2026,EURO 6B,0
5,PETROL,Tripura(9),2026,EURO 6B,0
6,PETROL/CNG,Tripura(9),2026,EURO 6B,0
7,PETROL(E20)/CNG,Tripura(9),2026,EURO 6B,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,EURO 6B,0
9,PETROL/ETHANOL,Tripura(9),2026,EURO 6B,0
10,PETROL/HYBRID,Tripura(9),2026,EURO 6B,0
11,PURE EV,Tripura(9),2026,EURO 6B,0
12,STRONG HYBRID EV,Tripura(9),2026,EURO 6B,0
1,CNG ONLY,Tripura(9),2026,EURO 6C,0
2,DIESEL,Tripura(9),2026,EURO 6C,0
3,DIESEL/HYBRID,Tripura(9),2026,EURO 6C,0
4,ELECTRIC(BOV),Tripura(9),2026,EURO 6C,0
5,PETROL,Tripura(9),2026,EURO 6C,0
6,PETROL/CNG,Tripura(9),2026,EURO 6C,0
7,PETROL(E20)/CNG,Tripura(9),2026,EURO 6C,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,EURO 6C,0
9,PETROL/ETHANOL,Tripura(9),2026,EURO 6C,0
10,PETROL/HYBRID,Tripura(9),2026,EURO 6C,0
11,PURE EV,Tripura(9),2026,EURO 6C,0
12,STRONG HYBRID EV,Tripura(9),2026,EURO 6C,0
1,CNG ONLY,Tripura(9),2026,EURO 6D,0
2,DIESEL,Tripura(9),2026,EURO 6D,0
3,DIESEL/HYBRID,Tripura(9),2026,EURO 6D,0
4,ELECTRIC(BOV),Tripura(9),2026,EURO 6D,0
5,PETROL,Tripura(9),2026,EURO 6D,0
6,PETROL/CNG,Tripura(9),2026,EURO 6D,0
7,PETROL(E20)/CNG,Tripura(9),2026,EURO 6D,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,EURO 6D,0
9,PETROL/ETHANOL,Tripura(9),2026,EURO 6D,0
10,PETROL/HYBRID,Tripura(9),2026,EURO 6D,0
11,PURE EV,Tripura(9),2026,EURO 6D,0
12,STRONG HYBRID EV,Tripura(9),2026,EURO 6D,0
1,CNG ONLY,Tripura(9),2026,Not Applicable,0
2,DIESEL,Tripura(9),2026,Not Applicable,0
3,DIESEL/HYBRID,Tripura(9),2026,Not Applicable,0
4,ELECTRIC(BOV),Tripura(9),2026,Not Applicable,0
5,PETROL,Tripura(9),2026,Not Applicable,0
6,PETROL/CNG,Tripura(9),2026,Not Applicable,0
7,PETROL(E20)/CNG,Tripura(9),2026,Not Applicable,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,Not Applicable,0
9,PETROL/ETHANOL,Tripura(9),2026,Not Applicable,0
10,PETROL/HYBRID,Tripura(9),2026,Not Applicable,0
11,PURE EV,Tripura(9),2026,Not Applicable,0
12,STRONG HYBRID EV,Tripura(9),2026,Not Applicable,0
1,CNG ONLY,Tripura(9),2026,Not Available,0
2,DIESEL,Tripura(9),2026,Not Available,0
3,DIESEL/HYBRID,Tripura(9),2026,Not Available,0
4,ELECTRIC(BOV),Tripura(9),2026,Not Available,324
5,PETROL,Tripura(9),2026,Not Available,0
6,PETROL/CNG,Tripura(9),2026,Not Available,0
7,PETROL(E20)/CNG,Tripura(9),2026,Not Available,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,Not Available,0
9,PETROL/ETHANOL,Tripura(9),2026,Not Available,0
10,PETROL/HYBRID,Tripura(9),2026,Not Available,0
11,PURE EV,Tripura(9),2026,Not Available,920
12,STRONG HYBRID EV,Tripura(9),2026,Not Available,0
1,CNG ONLY,Tripura(9),2026,TREM STAGE IV,0
2,DIESEL,Tripura(9),2026,TREM STAGE IV,0
3,DIESEL/HYBRID,Tripura(9),2026,TREM STAGE IV,0
4,ELECTRIC(BOV),Tripura(9),2026,TREM STAGE IV,0
5,PETROL,Tripura(9),2026,TREM STAGE IV,0
6,PETROL/CNG,Tripura(9),2026,TREM STAGE IV,0
7,PETROL(E20)/CNG,Tripura(9),2026,TREM STAGE IV,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,TREM STAGE IV,0
9,PETROL/ETHANOL,Tripura(9),2026,TREM STAGE IV,0
10,PETROL/HYBRID,Tripura(9),2026,TREM STAGE IV,0
11,PURE EV,Tripura(9),2026,TREM STAGE IV,0
12,STRONG HYBRID EV,Tripura(9),2026,TREM STAGE IV,0
1,CNG ONLY,Tripura(9),2026,TREM STAGE V,0
2,DIESEL,Tripura(9),2026,TREM STAGE V,0
3,DIESEL/HYBRID,Tripura(9),2026,TREM STAGE V,0
4,ELECTRIC(BOV),Tripura(9),2026,TREM STAGE V,0
5,PETROL,Tripura(9),2026,TREM STAGE V,0
6,PETROL/CNG,Tripura(9),2026,TREM STAGE V,0
7,PETROL(E20)/CNG,Tripura(9),2026,TREM STAGE V,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,TREM STAGE V,0
9,PETROL/ETHANOL,Tripura(9),2026,TREM STAGE V,0
10,PETROL/HYBRID,Tripura(9),2026,TREM STAGE V,0
11,PURE EV,Tripura(9),2026,TREM STAGE V,0
12,STRONG HYBRID EV,Tripura(9),2026,TREM STAGE V,0
1,CNG ONLY,Uttarakhand(21),2026,BS I,0
2,DIESEL,Uttarakhand(21),2026,BS I,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,BS I,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,BS I,0
5,NOT APPLICABLE,Uttarakhand(21),2026,BS I,0
6,PETROL,Uttarakhand(21),2026,BS I,0
7,PETROL/CNG,Uttarakhand(21),2026,BS I,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,BS I,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,BS I,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,BS I,0
11,PETROL/HYBRID,Uttarakhand(21),2026,BS I,0
12,PURE EV,Uttarakhand(21),2026,BS I,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,BS I,0
1,CNG ONLY,Uttarakhand(21),2026,BS II,0
2,DIESEL,Uttarakhand(21),2026,BS II,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,BS II,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,BS II,0
5,NOT APPLICABLE,Uttarakhand(21),2026,BS II,0
6,PETROL,Uttarakhand(21),2026,BS II,0
7,PETROL/CNG,Uttarakhand(21),2026,BS II,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,BS II,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,BS II,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,BS II,0
11,PETROL/HYBRID,Uttarakhand(21),2026,BS II,0
12,PURE EV,Uttarakhand(21),2026,BS II,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,BS II,0
1,CNG ONLY,Uttarakhand(21),2026,BS III,0
2,DIESEL,Uttarakhand(21),2026,BS III,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,BS III,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,BS III,0
5,NOT APPLICABLE,Uttarakhand(21),2026,BS III,0
6,PETROL,Uttarakhand(21),2026,BS III,0
7,PETROL/CNG,Uttarakhand(21),2026,BS III,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,BS III,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,BS III,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,BS III,0
11,PETROL/HYBRID,Uttarakhand(21),2026,BS III,0
12,PURE EV,Uttarakhand(21),2026,BS III,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,BS III,0
1,CNG ONLY,Uttarakhand(21),2026,BS III (CEV),0
2,DIESEL,Uttarakhand(21),2026,BS III (CEV),0
3,DIESEL/HYBRID,Uttarakhand(21),2026,BS III (CEV),0
4,ELECTRIC(BOV),Uttarakhand(21),2026,BS III (CEV),0
5,NOT APPLICABLE,Uttarakhand(21),2026,BS III (CEV),0
6,PETROL,Uttarakhand(21),2026,BS III (CEV),0
7,PETROL/CNG,Uttarakhand(21),2026,BS III (CEV),0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,BS III (CEV),0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,BS III (CEV),0
10,PETROL/ETHANOL,Uttarakhand(21),2026,BS III (CEV),0
11,PETROL/HYBRID,Uttarakhand(21),2026,BS III (CEV),0
12,PURE EV,Uttarakhand(21),2026,BS III (CEV),0
13,STRONG HYBRID EV,Uttarakhand(21),2026,BS III (CEV),0
1,CNG ONLY,Uttarakhand(21),2026,BS III/IV,0
2,DIESEL,Uttarakhand(21),2026,BS III/IV,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,BS III/IV,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,BS III/IV,0
5,NOT APPLICABLE,Uttarakhand(21),2026,BS III/IV,0
6,PETROL,Uttarakhand(21),2026,BS III/IV,0
7,PETROL/CNG,Uttarakhand(21),2026,BS III/IV,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,BS III/IV,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,BS III/IV,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,BS III/IV,0
11,PETROL/HYBRID,Uttarakhand(21),2026,BS III/IV,0
12,PURE EV,Uttarakhand(21),2026,BS III/IV,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,BS III/IV,0
1,CNG ONLY,Uttarakhand(21),2026,BS IV,0
2,DIESEL,Uttarakhand(21),2026,BS IV,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,BS IV,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,BS IV,0
5,NOT APPLICABLE,Uttarakhand(21),2026,BS IV,0
6,PETROL,Uttarakhand(21),2026,BS IV,11
7,PETROL/CNG,Uttarakhand(21),2026,BS IV,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,BS IV,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,BS IV,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,BS IV,0
11,PETROL/HYBRID,Uttarakhand(21),2026,BS IV,0
12,PURE EV,Uttarakhand(21),2026,BS IV,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,BS IV,0
1,CNG ONLY,Uttarakhand(21),2026,BS IV/VI,0
2,DIESEL,Uttarakhand(21),2026,BS IV/VI,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,BS IV/VI,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,BS IV/VI,0
5,NOT APPLICABLE,Uttarakhand(21),2026,BS IV/VI,0
6,PETROL,Uttarakhand(21),2026,BS IV/VI,0
7,PETROL/CNG,Uttarakhand(21),2026,BS IV/VI,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,BS IV/VI,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,BS IV/VI,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,BS IV/VI,0
11,PETROL/HYBRID,Uttarakhand(21),2026,BS IV/VI,0
12,PURE EV,Uttarakhand(21),2026,BS IV/VI,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,BS IV/VI,0
1,CNG ONLY,Uttarakhand(21),2026,BS VI,144
2,DIESEL,Uttarakhand(21),2026,BS VI,"3,622"
3,DIESEL/HYBRID,Uttarakhand(21),2026,BS VI,32
4,ELECTRIC(BOV),Uttarakhand(21),2026,BS VI,0
5,NOT APPLICABLE,Uttarakhand(21),2026,BS VI,0
6,PETROL,Uttarakhand(21),2026,BS VI,"9,307"
7,PETROL/CNG,Uttarakhand(21),2026,BS VI,262
8,PETROL(E20)/CNG,Uttarakhand(21),2026,BS VI,740
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,BS VI,941
10,PETROL/ETHANOL,Uttarakhand(21),2026,BS VI,"25,657"
11,PETROL/HYBRID,Uttarakhand(21),2026,BS VI,149
12,PURE EV,Uttarakhand(21),2026,BS VI,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,BS VI,237
1,CNG ONLY,Uttarakhand(21),2026,B(T)S III,0
2,DIESEL,Uttarakhand(21),2026,B(T)S III,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,B(T)S III,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,B(T)S III,0
5,NOT APPLICABLE,Uttarakhand(21),2026,B(T)S III,0
6,PETROL,Uttarakhand(21),2026,B(T)S III,0
7,PETROL/CNG,Uttarakhand(21),2026,B(T)S III,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,B(T)S III,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,B(T)S III,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,B(T)S III,0
11,PETROL/HYBRID,Uttarakhand(21),2026,B(T)S III,0
12,PURE EV,Uttarakhand(21),2026,B(T)S III,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,B(T)S III,0
1,CNG ONLY,Uttarakhand(21),2026,B(T)S III A,0
2,DIESEL,Uttarakhand(21),2026,B(T)S III A,649
3,DIESEL/HYBRID,Uttarakhand(21),2026,B(T)S III A,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,B(T)S III A,0
5,NOT APPLICABLE,Uttarakhand(21),2026,B(T)S III A,0
6,PETROL,Uttarakhand(21),2026,B(T)S III A,0
7,PETROL/CNG,Uttarakhand(21),2026,B(T)S III A,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,B(T)S III A,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,B(T)S III A,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,B(T)S III A,0
11,PETROL/HYBRID,Uttarakhand(21),2026,B(T)S III A,0
12,PURE EV,Uttarakhand(21),2026,B(T)S III A,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,B(T)S III A,0
1,CNG ONLY,Uttarakhand(21),2026,B(T)S III B,0
2,DIESEL,Uttarakhand(21),2026,B(T)S III B,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,B(T)S III B,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,B(T)S III B,0
5,NOT APPLICABLE,Uttarakhand(21),2026,B(T)S III B,0
6,PETROL,Uttarakhand(21),2026,B(T)S III B,0
7,PETROL/CNG,Uttarakhand(21),2026,B(T)S III B,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,B(T)S III B,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,B(T)S III B,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,B(T)S III B,0
11,PETROL/HYBRID,Uttarakhand(21),2026,B(T)S III B,0
12,PURE EV,Uttarakhand(21),2026,B(T)S III B,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,B(T)S III B,0
1,CNG ONLY,Uttarakhand(21),2026,CEV STAGE IV,0
2,DIESEL,Uttarakhand(21),2026,CEV STAGE IV,2
3,DIESEL/HYBRID,Uttarakhand(21),2026,CEV STAGE IV,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,CEV STAGE IV,0
5,NOT APPLICABLE,Uttarakhand(21),2026,CEV STAGE IV,0
6,PETROL,Uttarakhand(21),2026,CEV STAGE IV,0
7,PETROL/CNG,Uttarakhand(21),2026,CEV STAGE IV,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,CEV STAGE IV,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,CEV STAGE IV,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,CEV STAGE IV,0
11,PETROL/HYBRID,Uttarakhand(21),2026,CEV STAGE IV,0
12,PURE EV,Uttarakhand(21),2026,CEV STAGE IV,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,CEV STAGE IV,0
1,CNG ONLY,Uttarakhand(21),2026,CEV STAGE V,0
2,DIESEL,Uttarakhand(21),2026,CEV STAGE V,118
3,DIESEL/HYBRID,Uttarakhand(21),2026,CEV STAGE V,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,CEV STAGE V,0
5,NOT APPLICABLE,Uttarakhand(21),2026,CEV STAGE V,0
6,PETROL,Uttarakhand(21),2026,CEV STAGE V,0
7,PETROL/CNG,Uttarakhand(21),2026,CEV STAGE V,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,CEV STAGE V,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,CEV STAGE V,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,CEV STAGE V,0
11,PETROL/HYBRID,Uttarakhand(21),2026,CEV STAGE V,0
12,PURE EV,Uttarakhand(21),2026,CEV STAGE V,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,CEV STAGE V,0
1,CNG ONLY,Uttarakhand(21),2026,EURO 1,0
2,DIESEL,Uttarakhand(21),2026,EURO 1,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,EURO 1,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,EURO 1,0
5,NOT APPLICABLE,Uttarakhand(21),2026,EURO 1,0
6,PETROL,Uttarakhand(21),2026,EURO 1,0
7,PETROL/CNG,Uttarakhand(21),2026,EURO 1,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,EURO 1,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,EURO 1,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,EURO 1,0
11,PETROL/HYBRID,Uttarakhand(21),2026,EURO 1,0
12,PURE EV,Uttarakhand(21),2026,EURO 1,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,EURO 1,0
1,CNG ONLY,Uttarakhand(21),2026,EURO 2,0
2,DIESEL,Uttarakhand(21),2026,EURO 2,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,EURO 2,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,EURO 2,0
5,NOT APPLICABLE,Uttarakhand(21),2026,EURO 2,0
6,PETROL,Uttarakhand(21),2026,EURO 2,0
7,PETROL/CNG,Uttarakhand(21),2026,EURO 2,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,EURO 2,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,EURO 2,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,EURO 2,0
11,PETROL/HYBRID,Uttarakhand(21),2026,EURO 2,0
12,PURE EV,Uttarakhand(21),2026,EURO 2,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,EURO 2,0
1,CNG ONLY,Uttarakhand(21),2026,EURO 3,0
2,DIESEL,Uttarakhand(21),2026,EURO 3,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,EURO 3,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,EURO 3,0
5,NOT APPLICABLE,Uttarakhand(21),2026,EURO 3,0
6,PETROL,Uttarakhand(21),2026,EURO 3,0
7,PETROL/CNG,Uttarakhand(21),2026,EURO 3,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,EURO 3,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,EURO 3,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,EURO 3,0
11,PETROL/HYBRID,Uttarakhand(21),2026,EURO 3,0
12,PURE EV,Uttarakhand(21),2026,EURO 3,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,EURO 3,0
1,CNG ONLY,Uttarakhand(21),2026,EURO 4,0
2,DIESEL,Uttarakhand(21),2026,EURO 4,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,EURO 4,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,EURO 4,0
5,NOT APPLICABLE,Uttarakhand(21),2026,EURO 4,0
6,PETROL,Uttarakhand(21),2026,EURO 4,0
7,PETROL/CNG,Uttarakhand(21),2026,EURO 4,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,EURO 4,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,EURO 4,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,EURO 4,0
11,PETROL/HYBRID,Uttarakhand(21),2026,EURO 4,0
12,PURE EV,Uttarakhand(21),2026,EURO 4,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,EURO 4,0
1,CNG ONLY,Uttarakhand(21),2026,EURO 6,0
2,DIESEL,Uttarakhand(21),2026,EURO 6,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,EURO 6,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,EURO 6,0
5,NOT APPLICABLE,Uttarakhand(21),2026,EURO 6,0
6,PETROL,Uttarakhand(21),2026,EURO 6,0
7,PETROL/CNG,Uttarakhand(21),2026,EURO 6,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,EURO 6,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,EURO 6,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,EURO 6,0
11,PETROL/HYBRID,Uttarakhand(21),2026,EURO 6,0
12,PURE EV,Uttarakhand(21),2026,EURO 6,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,EURO 6,0
1,CNG ONLY,Uttarakhand(21),2026,EURO 6A,0
2,DIESEL,Uttarakhand(21),2026,EURO 6A,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,EURO 6A,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,EURO 6A,0
5,NOT APPLICABLE,Uttarakhand(21),2026,EURO 6A,0
6,PETROL,Uttarakhand(21),2026,EURO 6A,0
7,PETROL/CNG,Uttarakhand(21),2026,EURO 6A,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,EURO 6A,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,EURO 6A,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,EURO 6A,0
11,PETROL/HYBRID,Uttarakhand(21),2026,EURO 6A,0
12,PURE EV,Uttarakhand(21),2026,EURO 6A,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,EURO 6A,0
1,CNG ONLY,Uttarakhand(21),2026,EURO  6AD,0
2,DIESEL,Uttarakhand(21),2026,EURO  6AD,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,EURO  6AD,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,EURO  6AD,0
5,NOT APPLICABLE,Uttarakhand(21),2026,EURO  6AD,0
6,PETROL,Uttarakhand(21),2026,EURO  6AD,0
7,PETROL/CNG,Uttarakhand(21),2026,EURO  6AD,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,EURO  6AD,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,EURO  6AD,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,EURO  6AD,0
11,PETROL/HYBRID,Uttarakhand(21),2026,EURO  6AD,0
12,PURE EV,Uttarakhand(21),2026,EURO  6AD,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,EURO  6AD,0
1,CNG ONLY,Uttarakhand(21),2026,EURO 6B,0
2,DIESEL,Uttarakhand(21),2026,EURO 6B,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,EURO 6B,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,EURO 6B,0
5,NOT APPLICABLE,Uttarakhand(21),2026,EURO 6B,0
6,PETROL,Uttarakhand(21),2026,EURO 6B,0
7,PETROL/CNG,Uttarakhand(21),2026,EURO 6B,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,EURO 6B,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,EURO 6B,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,EURO 6B,0
11,PETROL/HYBRID,Uttarakhand(21),2026,EURO 6B,0
12,PURE EV,Uttarakhand(21),2026,EURO 6B,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,EURO 6B,0
1,CNG ONLY,Uttarakhand(21),2026,EURO 6C,0
2,DIESEL,Uttarakhand(21),2026,EURO 6C,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,EURO 6C,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,EURO 6C,0
5,NOT APPLICABLE,Uttarakhand(21),2026,EURO 6C,0
6,PETROL,Uttarakhand(21),2026,EURO 6C,0
7,PETROL/CNG,Uttarakhand(21),2026,EURO 6C,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,EURO 6C,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,EURO 6C,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,EURO 6C,0
11,PETROL/HYBRID,Uttarakhand(21),2026,EURO 6C,0
12,PURE EV,Uttarakhand(21),2026,EURO 6C,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,EURO 6C,0
1,CNG ONLY,Uttarakhand(21),2026,EURO 6D,0
2,DIESEL,Uttarakhand(21),2026,EURO 6D,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,EURO 6D,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,EURO 6D,0
5,NOT APPLICABLE,Uttarakhand(21),2026,EURO 6D,0
6,PETROL,Uttarakhand(21),2026,EURO 6D,0
7,PETROL/CNG,Uttarakhand(21),2026,EURO 6D,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,EURO 6D,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,EURO 6D,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,EURO 6D,0
11,PETROL/HYBRID,Uttarakhand(21),2026,EURO 6D,0
12,PURE EV,Uttarakhand(21),2026,EURO 6D,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,EURO 6D,0
1,CNG ONLY,Uttarakhand(21),2026,Not Applicable,0
2,DIESEL,Uttarakhand(21),2026,Not Applicable,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,Not Applicable,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,Not Applicable,0
5,NOT APPLICABLE,Uttarakhand(21),2026,Not Applicable,0
6,PETROL,Uttarakhand(21),2026,Not Applicable,0
7,PETROL/CNG,Uttarakhand(21),2026,Not Applicable,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,Not Applicable,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,Not Applicable,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,Not Applicable,0
11,PETROL/HYBRID,Uttarakhand(21),2026,Not Applicable,0
12,PURE EV,Uttarakhand(21),2026,Not Applicable,0
13,STRONG HYBRID EV,Uttarakhand(21),2026,Not Applicable,0
1,CNG ONLY,Uttarakhand(21),2026,Not Available,0
2,DIESEL,Uttarakhand(21),2026,Not Available,0
3,DIESEL/HYBRID,Uttarakhand(21),2026,Not Available,0
4,ELECTRIC(BOV),Uttarakhand(21),2026,Not Available,785
5,NOT APPLICABLE,Uttarakhand(21),2026,Not Available,64
6,PETROL,Uttarakhand(21),2026,Not Available,5
7,PETROL/CNG,Uttarakhand(21),2026,Not Available,0
8,PETROL(E20)/CNG,Uttarakhand(21),2026,Not Available,0
9,PETROL(E20)/HYBRID,Uttarakhand(21),2026,Not Available,0
10,PETROL/ETHANOL,Uttarakhand(21),2026,Not Available,0
11,PETROL/HYBRID,Uttarakhand(21),2026,Not Available,0
