S No,Vehicle Class,State,Year,Fuel,Value
5,CONSTRUCTION EQUIPMENT VEHICLE,Jammu and Kashmir(21),2026,NOT APPLICABLE,0
6,CRANE MOUNTED VEHICLE,Jammu and Kashmir(21),2026,NOT APPLICABLE,0
7,DUMPER,Jammu and Kashmir(21),2026,NOT APPLICABLE,0
8,EDUCATIONAL INSTITUTION BUS,Jammu and Kashmir(21),2026,NOT APPLICABLE,0
9,E-RICKSHAW(P),Jammu and Kashmir(21),2026,NOT APPLICABLE,0
10,E-RICKSHAW WITH CART (G),Jammu and Kashmir(21),2026,NOT APPLICABLE,0
11,GOODS CARRIER,Jammu and Kashmir(21),2026,NOT APPLICABLE,0
12,MAXI CAB,Jammu and Kashmir(21),2026,NOT APPLICABLE,0
13,M-CYCLE/SCOOTER,Jammu and Kashmir(21),2026,NOT APPLICABLE,0
14,M-CYCLE/SCOOTER-WITH SIDE CAR,Jammu and Kashmir(21),2026,NOT APPLICABLE,0
15,MOPED,Jammu and Kashmir(21),2026,NOT APPLICABLE,0
16,MOTOR CAB,Jammu and Kashmir(21),2026,NOT APPLICABLE,0
17,MOTOR CAR,Jammu and Kashmir(21),2026,NOT APPLICABLE,0
18,MOTORISED CYCLE (CC > 25CC),Jammu and Kashmir(21),2026,NOT APPLICABLE,0
19,OMNI BUS,Jammu and Kashmir(21),2026,NOT APPLICABLE,0
20,PRIVATE SERVICE VEHICLE,Jammu and Kashmir(21),2026,NOT APPLICABLE,0
21,THREE WHEELER (GOODS),Jammu and Kashmir(21),2026,NOT APPLICABLE,0
22,THREE WHEELER (PASSENGER),Jammu and Kashmir(21),2026,NOT APPLICABLE,0
23,TRACTOR (COMMERCIAL),Jammu and Kashmir(21),2026,NOT APPLICABLE,0
1,ADAPTED VEHICLE,Jammu and Kashmir(21),2026,PETROL,0
2,AGRICULTURAL TRACTOR,Jammu and Kashmir(21),2026,PETROL,0
3,AMBULANCE,Jammu and Kashmir(21),2026,PETROL,0
4,BUS,Jammu and Kashmir(21),2026,PETROL,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Jammu and Kashmir(21),2026,PETROL,0
6,CRANE MOUNTED VEHICLE,Jammu and Kashmir(21),2026,PETROL,0
7,DUMPER,Jammu and Kashmir(21),2026,PETROL,0
8,EDUCATIONAL INSTITUTION BUS,Jammu and Kashmir(21),2026,PETROL,0
9,E-RICKSHAW(P),Jammu and Kashmir(21),2026,PETROL,0
10,E-RICKSHAW WITH CART (G),Jammu and Kashmir(21),2026,PETROL,0
11,GOODS CARRIER,Jammu and Kashmir(21),2026,PETROL,1
12,MAXI CAB,Jammu and Kashmir(21),2026,PETROL,0
13,M-CYCLE/SCOOTER,Jammu and Kashmir(21),2026,PETROL,"2,479"
14,M-CYCLE/SCOOTER-WITH SIDE CAR,Jammu and Kashmir(21),2026,PETROL,1
15,MOPED,Jammu and Kashmir(21),2026,PETROL,471
16,MOTOR CAB,Jammu and Kashmir(21),2026,PETROL,1
17,MOTOR CAR,Jammu and Kashmir(21),2026,PETROL,308
18,MOTORISED CYCLE (CC > 25CC),Jammu and Kashmir(21),2026,PETROL,55
19,OMNI BUS,Jammu and Kashmir(21),2026,PETROL,0
20,PRIVATE SERVICE VEHICLE,Jammu and Kashmir(21),2026,PETROL,0
21,THREE WHEELER (GOODS),Jammu and Kashmir(21),2026,PETROL,0
22,THREE WHEELER (PASSENGER),Jammu and Kashmir(21),2026,PETROL,1
23,TRACTOR (COMMERCIAL),Jammu and Kashmir(21),2026,PETROL,4
1,ADAPTED VEHICLE,Jammu and Kashmir(21),2026,PETROL/CNG,0
2,AGRICULTURAL TRACTOR,Jammu and Kashmir(21),2026,PETROL/CNG,0
3,AMBULANCE,Jammu and Kashmir(21),2026,PETROL/CNG,0
4,BUS,Jammu and Kashmir(21),2026,PETROL/CNG,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Jammu and Kashmir(21),2026,PETROL/CNG,0
6,CRANE MOUNTED VEHICLE,Jammu and Kashmir(21),2026,PETROL/CNG,0
7,DUMPER,Jammu and Kashmir(21),2026,PETROL/CNG,0
8,EDUCATIONAL INSTITUTION BUS,Jammu and Kashmir(21),2026,PETROL/CNG,0
9,E-RICKSHAW(P),Jammu and Kashmir(21),2026,PETROL/CNG,0
10,E-RICKSHAW WITH CART (G),Jammu and Kashmir(21),2026,PETROL/CNG,0
11,GOODS CARRIER,Jammu and Kashmir(21),2026,PETROL/CNG,0
12,MAXI CAB,Jammu and Kashmir(21),2026,PETROL/CNG,0
13,M-CYCLE/SCOOTER,Jammu and Kashmir(21),2026,PETROL/CNG,0
14,M-CYCLE/SCOOTER-WITH SIDE CAR,Jammu and Kashmir(21),2026,PETROL/CNG,0
15,MOPED,Jammu and Kashmir(21),2026,PETROL/CNG,0
16,MOTOR CAB,Jammu and Kashmir(21),2026,PETROL/CNG,0
17,MOTOR CAR,Jammu and Kashmir(21),2026,PETROL/CNG,2
18,MOTORISED CYCLE (CC > 25CC),Jammu and Kashmir(21),2026,PETROL/CNG,0
19,OMNI BUS,Jammu and Kashmir(21),2026,PETROL/CNG,0
20,PRIVATE SERVICE VEHICLE,Jammu and Kashmir(21),2026,PETROL/CNG,0
21,THREE WHEELER (GOODS),Jammu and Kashmir(21),2026,PETROL/CNG,0
22,THREE WHEELER (PASSENGER),Jammu and Kashmir(21),2026,PETROL/CNG,0
23,TRACTOR (COMMERCIAL),Jammu and Kashmir(21),2026,PETROL/CNG,0
1,ADAPTED VEHICLE,Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
2,AGRICULTURAL TRACTOR,Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
3,AMBULANCE,Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
4,BUS,Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
6,CRANE MOUNTED VEHICLE,Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
7,DUMPER,Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
8,EDUCATIONAL INSTITUTION BUS,Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
9,E-RICKSHAW(P),Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
10,E-RICKSHAW WITH CART (G),Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
11,GOODS CARRIER,Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
12,MAXI CAB,Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
13,M-CYCLE/SCOOTER,Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
14,M-CYCLE/SCOOTER-WITH SIDE CAR,Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
15,MOPED,Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
16,MOTOR CAB,Jammu and Kashmir(21),2026,PETROL(E20)/CNG,12
17,MOTOR CAR,Jammu and Kashmir(21),2026,PETROL(E20)/CNG,22
18,MOTORISED CYCLE (CC > 25CC),Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
19,OMNI BUS,Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
20,PRIVATE SERVICE VEHICLE,Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
21,THREE WHEELER (GOODS),Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
22,THREE WHEELER (PASSENGER),Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
23,TRACTOR (COMMERCIAL),Jammu and Kashmir(21),2026,PETROL(E20)/CNG,0
1,ADAPTED VEHICLE,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
2,AGRICULTURAL TRACTOR,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
3,AMBULANCE,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
4,BUS,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
6,CRANE MOUNTED VEHICLE,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
7,DUMPER,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
8,EDUCATIONAL INSTITUTION BUS,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
9,E-RICKSHAW(P),Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
10,E-RICKSHAW WITH CART (G),Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
11,GOODS CARRIER,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
12,MAXI CAB,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,4
13,M-CYCLE/SCOOTER,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
14,M-CYCLE/SCOOTER-WITH SIDE CAR,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
15,MOPED,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
16,MOTOR CAB,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,44
17,MOTOR CAR,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,556
18,MOTORISED CYCLE (CC > 25CC),Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
19,OMNI BUS,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
20,PRIVATE SERVICE VEHICLE,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
21,THREE WHEELER (GOODS),Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
22,THREE WHEELER (PASSENGER),Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
23,TRACTOR (COMMERCIAL),Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID,0
1,ADAPTED VEHICLE,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
2,AGRICULTURAL TRACTOR,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
3,AMBULANCE,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
4,BUS,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
6,CRANE MOUNTED VEHICLE,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
7,DUMPER,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
8,EDUCATIONAL INSTITUTION BUS,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
9,E-RICKSHAW(P),Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
10,E-RICKSHAW WITH CART (G),Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
11,GOODS CARRIER,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
12,MAXI CAB,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
13,M-CYCLE/SCOOTER,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
14,M-CYCLE/SCOOTER-WITH SIDE CAR,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
15,MOPED,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
16,MOTOR CAB,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
17,MOTOR CAR,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
18,MOTORISED CYCLE (CC > 25CC),Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
19,OMNI BUS,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
20,PRIVATE SERVICE VEHICLE,Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
21,THREE WHEELER (GOODS),Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
22,THREE WHEELER (PASSENGER),Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
23,TRACTOR (COMMERCIAL),Jammu and Kashmir(21),2026,PETROL(E20)/HYBRID/CNG,0
1,ADAPTED VEHICLE,Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
2,AGRICULTURAL TRACTOR,Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
3,AMBULANCE,Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
4,BUS,Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
6,CRANE MOUNTED VEHICLE,Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
7,DUMPER,Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
8,EDUCATIONAL INSTITUTION BUS,Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
9,E-RICKSHAW(P),Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
10,E-RICKSHAW WITH CART (G),Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
11,GOODS CARRIER,Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
12,MAXI CAB,Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
13,M-CYCLE/SCOOTER,Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
14,M-CYCLE/SCOOTER-WITH SIDE CAR,Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
15,MOPED,Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
16,MOTOR CAB,Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
17,MOTOR CAR,Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
18,MOTORISED CYCLE (CC > 25CC),Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
19,OMNI BUS,Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
20,PRIVATE SERVICE VEHICLE,Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
21,THREE WHEELER (GOODS),Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
22,THREE WHEELER (PASSENGER),Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
23,TRACTOR (COMMERCIAL),Jammu and Kashmir(21),2026,PETROL(E20)/LPG,0
1,ADAPTED VEHICLE,Jammu and Kashmir(21),2026,PETROL/ETHANOL,1
2,AGRICULTURAL TRACTOR,Jammu and Kashmir(21),2026,PETROL/ETHANOL,0
3,AMBULANCE,Jammu and Kashmir(21),2026,PETROL/ETHANOL,5
4,BUS,Jammu and Kashmir(21),2026,PETROL/ETHANOL,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Jammu and Kashmir(21),2026,PETROL/ETHANOL,0
6,CRANE MOUNTED VEHICLE,Jammu and Kashmir(21),2026,PETROL/ETHANOL,1
7,DUMPER,Jammu and Kashmir(21),2026,PETROL/ETHANOL,0
8,EDUCATIONAL INSTITUTION BUS,Jammu and Kashmir(21),2026,PETROL/ETHANOL,9
9,E-RICKSHAW(P),Jammu and Kashmir(21),2026,PETROL/ETHANOL,0
10,E-RICKSHAW WITH CART (G),Jammu and Kashmir(21),2026,PETROL/ETHANOL,0
11,GOODS CARRIER,Jammu and Kashmir(21),2026,PETROL/ETHANOL,446
12,MAXI CAB,Jammu and Kashmir(21),2026,PETROL/ETHANOL,69
13,M-CYCLE/SCOOTER,Jammu and Kashmir(21),2026,PETROL/ETHANOL,"3,950"
14,M-CYCLE/SCOOTER-WITH SIDE CAR,Jammu and Kashmir(21),2026,PETROL/ETHANOL,0
15,MOPED,Jammu and Kashmir(21),2026,PETROL/ETHANOL,"3,889"
16,MOTOR CAB,Jammu and Kashmir(21),2026,PETROL/ETHANOL,190
17,MOTOR CAR,Jammu and Kashmir(21),2026,PETROL/ETHANOL,"8,481"
18,MOTORISED CYCLE (CC > 25CC),Jammu and Kashmir(21),2026,PETROL/ETHANOL,10
19,OMNI BUS,Jammu and Kashmir(21),2026,PETROL/ETHANOL,4
20,PRIVATE SERVICE VEHICLE,Jammu and Kashmir(21),2026,PETROL/ETHANOL,7
21,THREE WHEELER (GOODS),Jammu and Kashmir(21),2026,PETROL/ETHANOL,0
22,THREE WHEELER (PASSENGER),Jammu and Kashmir(21),2026,PETROL/ETHANOL,31
23,TRACTOR (COMMERCIAL),Jammu and Kashmir(21),2026,PETROL/ETHANOL,0
1,ADAPTED VEHICLE,Jammu and Kashmir(21),2026,PETROL/HYBRID,0
2,AGRICULTURAL TRACTOR,Jammu and Kashmir(21),2026,PETROL/HYBRID,0
3,AMBULANCE,Jammu and Kashmir(21),2026,PETROL/HYBRID,0
4,BUS,Jammu and Kashmir(21),2026,PETROL/HYBRID,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Jammu and Kashmir(21),2026,PETROL/HYBRID,0
6,CRANE MOUNTED VEHICLE,Jammu and Kashmir(21),2026,PETROL/HYBRID,0
7,DUMPER,Jammu and Kashmir(21),2026,PETROL/HYBRID,0
8,EDUCATIONAL INSTITUTION BUS,Jammu and Kashmir(21),2026,PETROL/HYBRID,0
9,E-RICKSHAW(P),Jammu and Kashmir(21),2026,PETROL/HYBRID,0
10,E-RICKSHAW WITH CART (G),Jammu and Kashmir(21),2026,PETROL/HYBRID,0
11,GOODS CARRIER,Jammu and Kashmir(21),2026,PETROL/HYBRID,0
12,MAXI CAB,Jammu and Kashmir(21),2026,PETROL/HYBRID,0
13,M-CYCLE/SCOOTER,Jammu and Kashmir(21),2026,PETROL/HYBRID,0
14,M-CYCLE/SCOOTER-WITH SIDE CAR,Jammu and Kashmir(21),2026,PETROL/HYBRID,0
15,MOPED,Jammu and Kashmir(21),2026,PETROL/HYBRID,0
16,MOTOR CAB,Jammu and Kashmir(21),2026,PETROL/HYBRID,21
17,MOTOR CAR,Jammu and Kashmir(21),2026,PETROL/HYBRID,76
18,MOTORISED CYCLE (CC > 25CC),Jammu and Kashmir(21),2026,PETROL/HYBRID,0
19,OMNI BUS,Jammu and Kashmir(21),2026,PETROL/HYBRID,0
20,PRIVATE SERVICE VEHICLE,Jammu and Kashmir(21),2026,PETROL/HYBRID,0
21,THREE WHEELER (GOODS),Jammu and Kashmir(21),2026,PETROL/HYBRID,0
22,THREE WHEELER (PASSENGER),Jammu and Kashmir(21),2026,PETROL/HYBRID,0
23,TRACTOR (COMMERCIAL),Jammu and Kashmir(21),2026,PETROL/HYBRID,0
1,ADAPTED VEHICLE,Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
2,AGRICULTURAL TRACTOR,Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
3,AMBULANCE,Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
4,BUS,Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
6,CRANE MOUNTED VEHICLE,Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
7,DUMPER,Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
8,EDUCATIONAL INSTITUTION BUS,Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
9,E-RICKSHAW(P),Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
10,E-RICKSHAW WITH CART (G),Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
11,GOODS CARRIER,Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
12,MAXI CAB,Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
13,M-CYCLE/SCOOTER,Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
14,M-CYCLE/SCOOTER-WITH SIDE CAR,Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
15,MOPED,Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
16,MOTOR CAB,Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
17,MOTOR CAR,Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
18,MOTORISED CYCLE (CC > 25CC),Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
19,OMNI BUS,Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
20,PRIVATE SERVICE VEHICLE,Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
21,THREE WHEELER (GOODS),Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
22,THREE WHEELER (PASSENGER),Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
23,TRACTOR (COMMERCIAL),Jammu and Kashmir(21),2026,PETROL/HYBRID/CNG,0
1,ADAPTED VEHICLE,Jammu and Kashmir(21),2026,PETROL/LPG,0
2,AGRICULTURAL TRACTOR,Jammu and Kashmir(21),2026,PETROL/LPG,0
3,AMBULANCE,Jammu and Kashmir(21),2026,PETROL/LPG,0
4,BUS,Jammu and Kashmir(21),2026,PETROL/LPG,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Jammu and Kashmir(21),2026,PETROL/LPG,0
6,CRANE MOUNTED VEHICLE,Jammu and Kashmir(21),2026,PETROL/LPG,0
7,DUMPER,Jammu and Kashmir(21),2026,PETROL/LPG,0
8,EDUCATIONAL INSTITUTION BUS,Jammu and Kashmir(21),2026,PETROL/LPG,0
9,E-RICKSHAW(P),Jammu and Kashmir(21),2026,PETROL/LPG,0
10,E-RICKSHAW WITH CART (G),Jammu and Kashmir(21),2026,PETROL/LPG,0
11,GOODS CARRIER,Jammu and Kashmir(21),2026,PETROL/LPG,0
12,MAXI CAB,Jammu and Kashmir(21),2026,PETROL/LPG,0
13,M-CYCLE/SCOOTER,Jammu and Kashmir(21),2026,PETROL/LPG,0
14,M-CYCLE/SCOOTER-WITH SIDE CAR,Jammu and Kashmir(21),2026,PETROL/LPG,0
15,MOPED,Jammu and Kashmir(21),2026,PETROL/LPG,0
16,MOTOR CAB,Jammu and Kashmir(21),2026,PETROL/LPG,0
17,MOTOR CAR,Jammu and Kashmir(21),2026,PETROL/LPG,0
18,MOTORISED CYCLE (CC > 25CC),Jammu and Kashmir(21),2026,PETROL/LPG,0
19,OMNI BUS,Jammu and Kashmir(21),2026,PETROL/LPG,0
20,PRIVATE SERVICE VEHICLE,Jammu and Kashmir(21),2026,PETROL/LPG,0
21,THREE WHEELER (GOODS),Jammu and Kashmir(21),2026,PETROL/LPG,0
22,THREE WHEELER (PASSENGER),Jammu and Kashmir(21),2026,PETROL/LPG,0
23,TRACTOR (COMMERCIAL),Jammu and Kashmir(21),2026,PETROL/LPG,0
1,ADAPTED VEHICLE,Jammu and Kashmir(21),2026,PETROL/METHANOL,0
2,AGRICULTURAL TRACTOR,Jammu and Kashmir(21),2026,PETROL/METHANOL,0
3,AMBULANCE,Jammu and Kashmir(21),2026,PETROL/METHANOL,0
4,BUS,Jammu and Kashmir(21),2026,PETROL/METHANOL,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Jammu and Kashmir(21),2026,PETROL/METHANOL,0
6,CRANE MOUNTED VEHICLE,Jammu and Kashmir(21),2026,PETROL/METHANOL,0
7,DUMPER,Jammu and Kashmir(21),2026,PETROL/METHANOL,0
8,EDUCATIONAL INSTITUTION BUS,Jammu and Kashmir(21),2026,PETROL/METHANOL,0
9,E-RICKSHAW(P),Jammu and Kashmir(21),2026,PETROL/METHANOL,0
10,E-RICKSHAW WITH CART (G),Jammu and Kashmir(21),2026,PETROL/METHANOL,0
11,GOODS CARRIER,Jammu and Kashmir(21),2026,PETROL/METHANOL,0
12,MAXI CAB,Jammu and Kashmir(21),2026,PETROL/METHANOL,0
13,M-CYCLE/SCOOTER,Jammu and Kashmir(21),2026,PETROL/METHANOL,0
14,M-CYCLE/SCOOTER-WITH SIDE CAR,Jammu and Kashmir(21),2026,PETROL/METHANOL,0
15,MOPED,Jammu and Kashmir(21),2026,PETROL/METHANOL,0
16,MOTOR CAB,Jammu and Kashmir(21),2026,PETROL/METHANOL,0
17,MOTOR CAR,Jammu and Kashmir(21),2026,PETROL/METHANOL,0
18,MOTORISED CYCLE (CC > 25CC),Jammu and Kashmir(21),2026,PETROL/METHANOL,0
19,OMNI BUS,Jammu and Kashmir(21),2026,PETROL/METHANOL,0
20,PRIVATE SERVICE VEHICLE,Jammu and Kashmir(21),2026,PETROL/METHANOL,0
21,THREE WHEELER (GOODS),Jammu and Kashmir(21),2026,PETROL/METHANOL,0
22,THREE WHEELER (PASSENGER),Jammu and Kashmir(21),2026,PETROL/METHANOL,0
23,TRACTOR (COMMERCIAL),Jammu and Kashmir(21),2026,PETROL/METHANOL,0
1,ADAPTED VEHICLE,Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
2,AGRICULTURAL TRACTOR,Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
3,AMBULANCE,Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
4,BUS,Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
6,CRANE MOUNTED VEHICLE,Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
7,DUMPER,Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
8,EDUCATIONAL INSTITUTION BUS,Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
9,E-RICKSHAW(P),Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
10,E-RICKSHAW WITH CART (G),Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
11,GOODS CARRIER,Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
12,MAXI CAB,Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
13,M-CYCLE/SCOOTER,Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
14,M-CYCLE/SCOOTER-WITH SIDE CAR,Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
15,MOPED,Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
16,MOTOR CAB,Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
17,MOTOR CAR,Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
18,MOTORISED CYCLE (CC > 25CC),Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
19,OMNI BUS,Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
20,PRIVATE SERVICE VEHICLE,Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
21,THREE WHEELER (GOODS),Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
22,THREE WHEELER (PASSENGER),Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
23,TRACTOR (COMMERCIAL),Jammu and Kashmir(21),2026,PLUG-IN HYBRID EV,0
1,ADAPTED VEHICLE,Jammu and Kashmir(21),2026,PURE EV,0
2,AGRICULTURAL TRACTOR,Jammu and Kashmir(21),2026,PURE EV,0
3,AMBULANCE,Jammu and Kashmir(21),2026,PURE EV,0
4,BUS,Jammu and Kashmir(21),2026,PURE EV,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Jammu and Kashmir(21),2026,PURE EV,0
6,CRANE MOUNTED VEHICLE,Jammu and Kashmir(21),2026,PURE EV,0
7,DUMPER,Jammu and Kashmir(21),2026,PURE EV,0
8,EDUCATIONAL INSTITUTION BUS,Jammu and Kashmir(21),2026,PURE EV,0
9,E-RICKSHAW(P),Jammu and Kashmir(21),2026,PURE EV,7
10,E-RICKSHAW WITH CART (G),Jammu and Kashmir(21),2026,PURE EV,1
11,GOODS CARRIER,Jammu and Kashmir(21),2026,PURE EV,2
12,MAXI CAB,Jammu and Kashmir(21),2026,PURE EV,0
