S No,Vehicle Class,State,Year,Fuel,Value
10,E-RICKSHAW(P),Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
11,EXCAVATOR (NT),Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
12,FIRE FIGHTING VEHICLE,Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
13,FIRE TENDERS,Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
14,FORK LIFT,Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
15,GOODS CARRIER,Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
16,MAXI CAB,Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
17,M-CYCLE/SCOOTER,Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
18,M-CYCLE/SCOOTER-WITH SIDE CAR,Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
19,MOPED,Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
20,MOTOR CAB,Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
21,MOTOR CAR,Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
22,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
23,MOTORISED CYCLE (CC > 25CC),Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
24,PRIVATE SERVICE VEHICLE,Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
25,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
26,RECOVERY VEHICLE,Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
27,THREE WHEELER (GOODS),Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
28,THREE WHEELER (PASSENGER),Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
29,THREE WHEELER (PERSONAL),Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
30,TRACTOR (COMMERCIAL),Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
31,TRAILER (COMMERCIAL),Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
32,VEHICLE FITTED WITH RIG,Meghalaya(15),2025,PETROL(E20)/HYBRID/CNG,0
1,AGRICULTURAL TRACTOR,Meghalaya(15),2025,PETROL(E20)/LPG,0
2,AMBULANCE,Meghalaya(15),2025,PETROL(E20)/LPG,0
3,BUS,Meghalaya(15),2025,PETROL(E20)/LPG,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Meghalaya(15),2025,PETROL(E20)/LPG,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Meghalaya(15),2025,PETROL(E20)/LPG,0
6,CRANE MOUNTED VEHICLE,Meghalaya(15),2025,PETROL(E20)/LPG,0
7,DUMPER,Meghalaya(15),2025,PETROL(E20)/LPG,0
8,EARTH MOVING EQUIPMENT,Meghalaya(15),2025,PETROL(E20)/LPG,0
9,EDUCATIONAL INSTITUTION BUS,Meghalaya(15),2025,PETROL(E20)/LPG,0
10,E-RICKSHAW(P),Meghalaya(15),2025,PETROL(E20)/LPG,0
11,EXCAVATOR (NT),Meghalaya(15),2025,PETROL(E20)/LPG,0
12,FIRE FIGHTING VEHICLE,Meghalaya(15),2025,PETROL(E20)/LPG,0
13,FIRE TENDERS,Meghalaya(15),2025,PETROL(E20)/LPG,0
14,FORK LIFT,Meghalaya(15),2025,PETROL(E20)/LPG,0
15,GOODS CARRIER,Meghalaya(15),2025,PETROL(E20)/LPG,0
16,MAXI CAB,Meghalaya(15),2025,PETROL(E20)/LPG,0
17,M-CYCLE/SCOOTER,Meghalaya(15),2025,PETROL(E20)/LPG,0
18,M-CYCLE/SCOOTER-WITH SIDE CAR,Meghalaya(15),2025,PETROL(E20)/LPG,0
19,MOPED,Meghalaya(15),2025,PETROL(E20)/LPG,0
20,MOTOR CAB,Meghalaya(15),2025,PETROL(E20)/LPG,0
21,MOTOR CAR,Meghalaya(15),2025,PETROL(E20)/LPG,0
22,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Meghalaya(15),2025,PETROL(E20)/LPG,0
23,MOTORISED CYCLE (CC > 25CC),Meghalaya(15),2025,PETROL(E20)/LPG,0
24,PRIVATE SERVICE VEHICLE,Meghalaya(15),2025,PETROL(E20)/LPG,0
25,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Meghalaya(15),2025,PETROL(E20)/LPG,0
26,RECOVERY VEHICLE,Meghalaya(15),2025,PETROL(E20)/LPG,0
27,THREE WHEELER (GOODS),Meghalaya(15),2025,PETROL(E20)/LPG,0
28,THREE WHEELER (PASSENGER),Meghalaya(15),2025,PETROL(E20)/LPG,0
29,THREE WHEELER (PERSONAL),Meghalaya(15),2025,PETROL(E20)/LPG,0
30,TRACTOR (COMMERCIAL),Meghalaya(15),2025,PETROL(E20)/LPG,0
31,TRAILER (COMMERCIAL),Meghalaya(15),2025,PETROL(E20)/LPG,0
32,VEHICLE FITTED WITH RIG,Meghalaya(15),2025,PETROL(E20)/LPG,0
1,AGRICULTURAL TRACTOR,Meghalaya(15),2025,PETROL/ETHANOL,0
2,AMBULANCE,Meghalaya(15),2025,PETROL/ETHANOL,12
3,BUS,Meghalaya(15),2025,PETROL/ETHANOL,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Meghalaya(15),2025,PETROL/ETHANOL,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Meghalaya(15),2025,PETROL/ETHANOL,0
6,CRANE MOUNTED VEHICLE,Meghalaya(15),2025,PETROL/ETHANOL,0
7,DUMPER,Meghalaya(15),2025,PETROL/ETHANOL,0
8,EARTH MOVING EQUIPMENT,Meghalaya(15),2025,PETROL/ETHANOL,0
9,EDUCATIONAL INSTITUTION BUS,Meghalaya(15),2025,PETROL/ETHANOL,0
10,E-RICKSHAW(P),Meghalaya(15),2025,PETROL/ETHANOL,0
11,EXCAVATOR (NT),Meghalaya(15),2025,PETROL/ETHANOL,0
12,FIRE FIGHTING VEHICLE,Meghalaya(15),2025,PETROL/ETHANOL,0
13,FIRE TENDERS,Meghalaya(15),2025,PETROL/ETHANOL,0
14,FORK LIFT,Meghalaya(15),2025,PETROL/ETHANOL,0
15,GOODS CARRIER,Meghalaya(15),2025,PETROL/ETHANOL,80
16,MAXI CAB,Meghalaya(15),2025,PETROL/ETHANOL,2
17,M-CYCLE/SCOOTER,Meghalaya(15),2025,PETROL/ETHANOL,"9,615"
18,M-CYCLE/SCOOTER-WITH SIDE CAR,Meghalaya(15),2025,PETROL/ETHANOL,3
19,MOPED,Meghalaya(15),2025,PETROL/ETHANOL,0
20,MOTOR CAB,Meghalaya(15),2025,PETROL/ETHANOL,267
21,MOTOR CAR,Meghalaya(15),2025,PETROL/ETHANOL,"2,238"
22,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Meghalaya(15),2025,PETROL/ETHANOL,2
23,MOTORISED CYCLE (CC > 25CC),Meghalaya(15),2025,PETROL/ETHANOL,0
24,PRIVATE SERVICE VEHICLE,Meghalaya(15),2025,PETROL/ETHANOL,0
25,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Meghalaya(15),2025,PETROL/ETHANOL,0
26,RECOVERY VEHICLE,Meghalaya(15),2025,PETROL/ETHANOL,0
27,THREE WHEELER (GOODS),Meghalaya(15),2025,PETROL/ETHANOL,1
28,THREE WHEELER (PASSENGER),Meghalaya(15),2025,PETROL/ETHANOL,158
29,THREE WHEELER (PERSONAL),Meghalaya(15),2025,PETROL/ETHANOL,0
30,TRACTOR (COMMERCIAL),Meghalaya(15),2025,PETROL/ETHANOL,0
31,TRAILER (COMMERCIAL),Meghalaya(15),2025,PETROL/ETHANOL,0
32,VEHICLE FITTED WITH RIG,Meghalaya(15),2025,PETROL/ETHANOL,0
1,AGRICULTURAL TRACTOR,Meghalaya(15),2025,PETROL/HYBRID,0
2,AMBULANCE,Meghalaya(15),2025,PETROL/HYBRID,2
3,BUS,Meghalaya(15),2025,PETROL/HYBRID,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Meghalaya(15),2025,PETROL/HYBRID,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Meghalaya(15),2025,PETROL/HYBRID,0
6,CRANE MOUNTED VEHICLE,Meghalaya(15),2025,PETROL/HYBRID,0
7,DUMPER,Meghalaya(15),2025,PETROL/HYBRID,0
8,EARTH MOVING EQUIPMENT,Meghalaya(15),2025,PETROL/HYBRID,0
9,EDUCATIONAL INSTITUTION BUS,Meghalaya(15),2025,PETROL/HYBRID,0
10,E-RICKSHAW(P),Meghalaya(15),2025,PETROL/HYBRID,0
11,EXCAVATOR (NT),Meghalaya(15),2025,PETROL/HYBRID,0
12,FIRE FIGHTING VEHICLE,Meghalaya(15),2025,PETROL/HYBRID,0
13,FIRE TENDERS,Meghalaya(15),2025,PETROL/HYBRID,0
14,FORK LIFT,Meghalaya(15),2025,PETROL/HYBRID,0
15,GOODS CARRIER,Meghalaya(15),2025,PETROL/HYBRID,0
16,MAXI CAB,Meghalaya(15),2025,PETROL/HYBRID,1
17,M-CYCLE/SCOOTER,Meghalaya(15),2025,PETROL/HYBRID,0
18,M-CYCLE/SCOOTER-WITH SIDE CAR,Meghalaya(15),2025,PETROL/HYBRID,0
19,MOPED,Meghalaya(15),2025,PETROL/HYBRID,0
20,MOTOR CAB,Meghalaya(15),2025,PETROL/HYBRID,86
21,MOTOR CAR,Meghalaya(15),2025,PETROL/HYBRID,712
22,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Meghalaya(15),2025,PETROL/HYBRID,0
23,MOTORISED CYCLE (CC > 25CC),Meghalaya(15),2025,PETROL/HYBRID,0
24,PRIVATE SERVICE VEHICLE,Meghalaya(15),2025,PETROL/HYBRID,0
25,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Meghalaya(15),2025,PETROL/HYBRID,0
26,RECOVERY VEHICLE,Meghalaya(15),2025,PETROL/HYBRID,0
27,THREE WHEELER (GOODS),Meghalaya(15),2025,PETROL/HYBRID,0
28,THREE WHEELER (PASSENGER),Meghalaya(15),2025,PETROL/HYBRID,0
29,THREE WHEELER (PERSONAL),Meghalaya(15),2025,PETROL/HYBRID,0
30,TRACTOR (COMMERCIAL),Meghalaya(15),2025,PETROL/HYBRID,0
31,TRAILER (COMMERCIAL),Meghalaya(15),2025,PETROL/HYBRID,0
32,VEHICLE FITTED WITH RIG,Meghalaya(15),2025,PETROL/HYBRID,0
1,AGRICULTURAL TRACTOR,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
2,AMBULANCE,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
3,BUS,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Meghalaya(15),2025,PETROL/HYBRID/CNG,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
6,CRANE MOUNTED VEHICLE,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
7,DUMPER,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
8,EARTH MOVING EQUIPMENT,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
9,EDUCATIONAL INSTITUTION BUS,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
10,E-RICKSHAW(P),Meghalaya(15),2025,PETROL/HYBRID/CNG,0
11,EXCAVATOR (NT),Meghalaya(15),2025,PETROL/HYBRID/CNG,0
12,FIRE FIGHTING VEHICLE,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
13,FIRE TENDERS,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
14,FORK LIFT,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
15,GOODS CARRIER,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
16,MAXI CAB,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
17,M-CYCLE/SCOOTER,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
18,M-CYCLE/SCOOTER-WITH SIDE CAR,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
19,MOPED,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
20,MOTOR CAB,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
21,MOTOR CAR,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
22,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
23,MOTORISED CYCLE (CC > 25CC),Meghalaya(15),2025,PETROL/HYBRID/CNG,0
24,PRIVATE SERVICE VEHICLE,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
25,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Meghalaya(15),2025,PETROL/HYBRID/CNG,0
26,RECOVERY VEHICLE,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
27,THREE WHEELER (GOODS),Meghalaya(15),2025,PETROL/HYBRID/CNG,0
28,THREE WHEELER (PASSENGER),Meghalaya(15),2025,PETROL/HYBRID/CNG,0
29,THREE WHEELER (PERSONAL),Meghalaya(15),2025,PETROL/HYBRID/CNG,0
30,TRACTOR (COMMERCIAL),Meghalaya(15),2025,PETROL/HYBRID/CNG,0
31,TRAILER (COMMERCIAL),Meghalaya(15),2025,PETROL/HYBRID/CNG,0
32,VEHICLE FITTED WITH RIG,Meghalaya(15),2025,PETROL/HYBRID/CNG,0
1,AGRICULTURAL TRACTOR,Meghalaya(15),2025,PETROL/LPG,0
2,AMBULANCE,Meghalaya(15),2025,PETROL/LPG,0
3,BUS,Meghalaya(15),2025,PETROL/LPG,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Meghalaya(15),2025,PETROL/LPG,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Meghalaya(15),2025,PETROL/LPG,0
6,CRANE MOUNTED VEHICLE,Meghalaya(15),2025,PETROL/LPG,0
7,DUMPER,Meghalaya(15),2025,PETROL/LPG,0
8,EARTH MOVING EQUIPMENT,Meghalaya(15),2025,PETROL/LPG,0
9,EDUCATIONAL INSTITUTION BUS,Meghalaya(15),2025,PETROL/LPG,0
10,E-RICKSHAW(P),Meghalaya(15),2025,PETROL/LPG,0
11,EXCAVATOR (NT),Meghalaya(15),2025,PETROL/LPG,0
12,FIRE FIGHTING VEHICLE,Meghalaya(15),2025,PETROL/LPG,0
13,FIRE TENDERS,Meghalaya(15),2025,PETROL/LPG,0
14,FORK LIFT,Meghalaya(15),2025,PETROL/LPG,0
15,GOODS CARRIER,Meghalaya(15),2025,PETROL/LPG,0
16,MAXI CAB,Meghalaya(15),2025,PETROL/LPG,0
17,M-CYCLE/SCOOTER,Meghalaya(15),2025,PETROL/LPG,0
18,M-CYCLE/SCOOTER-WITH SIDE CAR,Meghalaya(15),2025,PETROL/LPG,0
19,MOPED,Meghalaya(15),2025,PETROL/LPG,0
20,MOTOR CAB,Meghalaya(15),2025,PETROL/LPG,0
21,MOTOR CAR,Meghalaya(15),2025,PETROL/LPG,0
22,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Meghalaya(15),2025,PETROL/LPG,0
23,MOTORISED CYCLE (CC > 25CC),Meghalaya(15),2025,PETROL/LPG,0
24,PRIVATE SERVICE VEHICLE,Meghalaya(15),2025,PETROL/LPG,0
25,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Meghalaya(15),2025,PETROL/LPG,0
26,RECOVERY VEHICLE,Meghalaya(15),2025,PETROL/LPG,0
27,THREE WHEELER (GOODS),Meghalaya(15),2025,PETROL/LPG,0
28,THREE WHEELER (PASSENGER),Meghalaya(15),2025,PETROL/LPG,0
29,THREE WHEELER (PERSONAL),Meghalaya(15),2025,PETROL/LPG,0
30,TRACTOR (COMMERCIAL),Meghalaya(15),2025,PETROL/LPG,0
31,TRAILER (COMMERCIAL),Meghalaya(15),2025,PETROL/LPG,0
32,VEHICLE FITTED WITH RIG,Meghalaya(15),2025,PETROL/LPG,0
1,AGRICULTURAL TRACTOR,Meghalaya(15),2025,PETROL/METHANOL,0
2,AMBULANCE,Meghalaya(15),2025,PETROL/METHANOL,0
3,BUS,Meghalaya(15),2025,PETROL/METHANOL,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Meghalaya(15),2025,PETROL/METHANOL,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Meghalaya(15),2025,PETROL/METHANOL,0
6,CRANE MOUNTED VEHICLE,Meghalaya(15),2025,PETROL/METHANOL,0
7,DUMPER,Meghalaya(15),2025,PETROL/METHANOL,0
8,EARTH MOVING EQUIPMENT,Meghalaya(15),2025,PETROL/METHANOL,0
9,EDUCATIONAL INSTITUTION BUS,Meghalaya(15),2025,PETROL/METHANOL,0
10,E-RICKSHAW(P),Meghalaya(15),2025,PETROL/METHANOL,0
11,EXCAVATOR (NT),Meghalaya(15),2025,PETROL/METHANOL,0
12,FIRE FIGHTING VEHICLE,Meghalaya(15),2025,PETROL/METHANOL,0
13,FIRE TENDERS,Meghalaya(15),2025,PETROL/METHANOL,0
14,FORK LIFT,Meghalaya(15),2025,PETROL/METHANOL,0
15,GOODS CARRIER,Meghalaya(15),2025,PETROL/METHANOL,0
16,MAXI CAB,Meghalaya(15),2025,PETROL/METHANOL,0
17,M-CYCLE/SCOOTER,Meghalaya(15),2025,PETROL/METHANOL,0
18,M-CYCLE/SCOOTER-WITH SIDE CAR,Meghalaya(15),2025,PETROL/METHANOL,0
19,MOPED,Meghalaya(15),2025,PETROL/METHANOL,0
20,MOTOR CAB,Meghalaya(15),2025,PETROL/METHANOL,0
21,MOTOR CAR,Meghalaya(15),2025,PETROL/METHANOL,0
22,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Meghalaya(15),2025,PETROL/METHANOL,0
23,MOTORISED CYCLE (CC > 25CC),Meghalaya(15),2025,PETROL/METHANOL,0
24,PRIVATE SERVICE VEHICLE,Meghalaya(15),2025,PETROL/METHANOL,0
25,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Meghalaya(15),2025,PETROL/METHANOL,0
26,RECOVERY VEHICLE,Meghalaya(15),2025,PETROL/METHANOL,0
27,THREE WHEELER (GOODS),Meghalaya(15),2025,PETROL/METHANOL,0
28,THREE WHEELER (PASSENGER),Meghalaya(15),2025,PETROL/METHANOL,0
29,THREE WHEELER (PERSONAL),Meghalaya(15),2025,PETROL/METHANOL,0
30,TRACTOR (COMMERCIAL),Meghalaya(15),2025,PETROL/METHANOL,0
31,TRAILER (COMMERCIAL),Meghalaya(15),2025,PETROL/METHANOL,0
32,VEHICLE FITTED WITH RIG,Meghalaya(15),2025,PETROL/METHANOL,0
1,AGRICULTURAL TRACTOR,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
2,AMBULANCE,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
3,BUS,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Meghalaya(15),2025,PLUG-IN HYBRID EV,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
6,CRANE MOUNTED VEHICLE,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
7,DUMPER,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
8,EARTH MOVING EQUIPMENT,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
9,EDUCATIONAL INSTITUTION BUS,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
10,E-RICKSHAW(P),Meghalaya(15),2025,PLUG-IN HYBRID EV,0
11,EXCAVATOR (NT),Meghalaya(15),2025,PLUG-IN HYBRID EV,0
12,FIRE FIGHTING VEHICLE,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
13,FIRE TENDERS,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
14,FORK LIFT,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
15,GOODS CARRIER,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
16,MAXI CAB,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
17,M-CYCLE/SCOOTER,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
18,M-CYCLE/SCOOTER-WITH SIDE CAR,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
19,MOPED,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
20,MOTOR CAB,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
21,MOTOR CAR,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
22,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
23,MOTORISED CYCLE (CC > 25CC),Meghalaya(15),2025,PLUG-IN HYBRID EV,0
24,PRIVATE SERVICE VEHICLE,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
25,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Meghalaya(15),2025,PLUG-IN HYBRID EV,0
26,RECOVERY VEHICLE,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
27,THREE WHEELER (GOODS),Meghalaya(15),2025,PLUG-IN HYBRID EV,0
28,THREE WHEELER (PASSENGER),Meghalaya(15),2025,PLUG-IN HYBRID EV,0
29,THREE WHEELER (PERSONAL),Meghalaya(15),2025,PLUG-IN HYBRID EV,0
30,TRACTOR (COMMERCIAL),Meghalaya(15),2025,PLUG-IN HYBRID EV,0
31,TRAILER (COMMERCIAL),Meghalaya(15),2025,PLUG-IN HYBRID EV,0
32,VEHICLE FITTED WITH RIG,Meghalaya(15),2025,PLUG-IN HYBRID EV,0
1,AGRICULTURAL TRACTOR,Meghalaya(15),2025,PURE EV,0
2,AMBULANCE,Meghalaya(15),2025,PURE EV,0
3,BUS,Meghalaya(15),2025,PURE EV,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Meghalaya(15),2025,PURE EV,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Meghalaya(15),2025,PURE EV,0
6,CRANE MOUNTED VEHICLE,Meghalaya(15),2025,PURE EV,0
7,DUMPER,Meghalaya(15),2025,PURE EV,0
8,EARTH MOVING EQUIPMENT,Meghalaya(15),2025,PURE EV,0
9,EDUCATIONAL INSTITUTION BUS,Meghalaya(15),2025,PURE EV,0
10,E-RICKSHAW(P),Meghalaya(15),2025,PURE EV,1
11,EXCAVATOR (NT),Meghalaya(15),2025,PURE EV,0
12,FIRE FIGHTING VEHICLE,Meghalaya(15),2025,PURE EV,0
13,FIRE TENDERS,Meghalaya(15),2025,PURE EV,0
14,FORK LIFT,Meghalaya(15),2025,PURE EV,0
15,GOODS CARRIER,Meghalaya(15),2025,PURE EV,12
16,MAXI CAB,Meghalaya(15),2025,PURE EV,0
17,M-CYCLE/SCOOTER,Meghalaya(15),2025,PURE EV,144
18,M-CYCLE/SCOOTER-WITH SIDE CAR,Meghalaya(15),2025,PURE EV,0
19,MOPED,Meghalaya(15),2025,PURE EV,0
20,MOTOR CAB,Meghalaya(15),2025,PURE EV,0
21,MOTOR CAR,Meghalaya(15),2025,PURE EV,77
22,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Meghalaya(15),2025,PURE EV,0
23,MOTORISED CYCLE (CC > 25CC),Meghalaya(15),2025,PURE EV,0
24,PRIVATE SERVICE VEHICLE,Meghalaya(15),2025,PURE EV,0
25,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Meghalaya(15),2025,PURE EV,0
26,RECOVERY VEHICLE,Meghalaya(15),2025,PURE EV,0
27,THREE WHEELER (GOODS),Meghalaya(15),2025,PURE EV,30
28,THREE WHEELER (PASSENGER),Meghalaya(15),2025,PURE EV,72
29,THREE WHEELER (PERSONAL),Meghalaya(15),2025,PURE EV,0
30,TRACTOR (COMMERCIAL),Meghalaya(15),2025,PURE EV,0
31,TRAILER (COMMERCIAL),Meghalaya(15),2025,PURE EV,0
32,VEHICLE FITTED WITH RIG,Meghalaya(15),2025,PURE EV,0
1,AGRICULTURAL TRACTOR,Meghalaya(15),2025,SOLAR,0
2,AMBULANCE,Meghalaya(15),2025,SOLAR,0
3,BUS,Meghalaya(15),2025,SOLAR,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Meghalaya(15),2025,SOLAR,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Meghalaya(15),2025,SOLAR,0
6,CRANE MOUNTED VEHICLE,Meghalaya(15),2025,SOLAR,0
7,DUMPER,Meghalaya(15),2025,SOLAR,0
8,EARTH MOVING EQUIPMENT,Meghalaya(15),2025,SOLAR,0
9,EDUCATIONAL INSTITUTION BUS,Meghalaya(15),2025,SOLAR,0
10,E-RICKSHAW(P),Meghalaya(15),2025,SOLAR,0
11,EXCAVATOR (NT),Meghalaya(15),2025,SOLAR,0
12,FIRE FIGHTING VEHICLE,Meghalaya(15),2025,SOLAR,0
13,FIRE TENDERS,Meghalaya(15),2025,SOLAR,0
14,FORK LIFT,Meghalaya(15),2025,SOLAR,0
15,GOODS CARRIER,Meghalaya(15),2025,SOLAR,0
16,MAXI CAB,Meghalaya(15),2025,SOLAR,0
17,M-CYCLE/SCOOTER,Meghalaya(15),2025,SOLAR,0
18,M-CYCLE/SCOOTER-WITH SIDE CAR,Meghalaya(15),2025,SOLAR,0
19,MOPED,Meghalaya(15),2025,SOLAR,0
20,MOTOR CAB,Meghalaya(15),2025,SOLAR,0
21,MOTOR CAR,Meghalaya(15),2025,SOLAR,0
22,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Meghalaya(15),2025,SOLAR,0
23,MOTORISED CYCLE (CC > 25CC),Meghalaya(15),2025,SOLAR,0
24,PRIVATE SERVICE VEHICLE,Meghalaya(15),2025,SOLAR,0
25,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Meghalaya(15),2025,SOLAR,0
26,RECOVERY VEHICLE,Meghalaya(15),2025,SOLAR,0
27,THREE WHEELER (GOODS),Meghalaya(15),2025,SOLAR,0
28,THREE WHEELER (PASSENGER),Meghalaya(15),2025,SOLAR,0
29,THREE WHEELER (PERSONAL),Meghalaya(15),2025,SOLAR,0
30,TRACTOR (COMMERCIAL),Meghalaya(15),2025,SOLAR,0
31,TRAILER (COMMERCIAL),Meghalaya(15),2025,SOLAR,0
32,VEHICLE FITTED WITH RIG,Meghalaya(15),2025,SOLAR,0
1,AGRICULTURAL TRACTOR,Meghalaya(15),2025,STRONG HYBRID EV,0
2,AMBULANCE,Meghalaya(15),2025,STRONG HYBRID EV,0
3,BUS,Meghalaya(15),2025,STRONG HYBRID EV,0
4,CAMPER VAN / TRAILER (PRIVATE USE),Meghalaya(15),2025,STRONG HYBRID EV,0
5,CONSTRUCTION EQUIPMENT VEHICLE,Meghalaya(15),2025,STRONG HYBRID EV,0
6,CRANE MOUNTED VEHICLE,Meghalaya(15),2025,STRONG HYBRID EV,0
7,DUMPER,Meghalaya(15),2025,STRONG HYBRID EV,0
8,EARTH MOVING EQUIPMENT,Meghalaya(15),2025,STRONG HYBRID EV,0
9,EDUCATIONAL INSTITUTION BUS,Meghalaya(15),2025,STRONG HYBRID EV,0
10,E-RICKSHAW(P),Meghalaya(15),2025,STRONG HYBRID EV,0
11,EXCAVATOR (NT),Meghalaya(15),2025,STRONG HYBRID EV,0
12,FIRE FIGHTING VEHICLE,Meghalaya(15),2025,STRONG HYBRID EV,0
13,FIRE TENDERS,Meghalaya(15),2025,STRONG HYBRID EV,0
14,FORK LIFT,Meghalaya(15),2025,STRONG HYBRID EV,0
15,GOODS CARRIER,Meghalaya(15),2025,STRONG HYBRID EV,0
16,MAXI CAB,Meghalaya(15),2025,STRONG HYBRID EV,0
17,M-CYCLE/SCOOTER,Meghalaya(15),2025,STRONG HYBRID EV,0
