S No,Vehicle Class,State,Year,Fuel,Value
15,CRANE MOUNTED VEHICLE,Gujarat(37),2025,DIESEL,"1,263"
16,DUMPER,Gujarat(37),2025,DIESEL,"1,413"
17,EARTH MOVING EQUIPMENT,Gujarat(37),2025,DIESEL,55
18,EDUCATIONAL INSTITUTION BUS,Gujarat(37),2025,DIESEL,133
19,E-RICKSHAW(P),Gujarat(37),2025,DIESEL,0
20,E-RICKSHAW WITH CART (G),Gujarat(37),2025,DIESEL,0
21,EXCAVATOR (NT),Gujarat(37),2025,DIESEL,65
22,FIRE FIGHTING VEHICLE,Gujarat(37),2025,DIESEL,79
23,FIRE TENDERS,Gujarat(37),2025,DIESEL,71
24,FORK LIFT,Gujarat(37),2025,DIESEL,666
25,GOODS CARRIER,Gujarat(37),2025,DIESEL,"55,978"
26,HARVESTER,Gujarat(37),2025,DIESEL,334
27,HEARSES,Gujarat(37),2025,DIESEL,20
28,LIBRARY VAN,Gujarat(37),2025,DIESEL,1
29,MAXI CAB,Gujarat(37),2025,DIESEL,"1,182"
30,M-CYCLE/SCOOTER,Gujarat(37),2025,DIESEL,0
31,M-CYCLE/SCOOTER-WITH SIDE CAR,Gujarat(37),2025,DIESEL,0
32,MOBILE CLINIC,Gujarat(37),2025,DIESEL,35
33,MOBILE WORKSHOP,Gujarat(37),2025,DIESEL,3
34,MOPED,Gujarat(37),2025,DIESEL,0
35,MOTOR CAB,Gujarat(37),2025,DIESEL,"3,244"
36,MOTOR CAR,Gujarat(37),2025,DIESEL,"80,483"
37,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Gujarat(37),2025,DIESEL,0
38,MOTORISED CYCLE (CC > 25CC),Gujarat(37),2025,DIESEL,0
39,OMNI BUS,Gujarat(37),2025,DIESEL,4
40,OMNI BUS (PRIVATE USE),Gujarat(37),2025,DIESEL,11
41,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Gujarat(37),2025,DIESEL,119
42,QUADRICYCLE (PRIVATE),Gujarat(37),2025,DIESEL,1
43,RECOVERY VEHICLE,Gujarat(37),2025,DIESEL,16
44,ROAD ROLLER,Gujarat(37),2025,DIESEL,22
45,SEMI-TRAILER (COMMERCIAL),Gujarat(37),2025,DIESEL,0
46,SNORKED LADDERS,Gujarat(37),2025,DIESEL,1
47,THREE WHEELER (GOODS),Gujarat(37),2025,DIESEL,"11,342"
48,THREE WHEELER (PASSENGER),Gujarat(37),2025,DIESEL,850
49,THREE WHEELER (PERSONAL),Gujarat(37),2025,DIESEL,1
50,TOWER WAGON,Gujarat(37),2025,DIESEL,13
51,TRACTOR (COMMERCIAL),Gujarat(37),2025,DIESEL,"9,584"
52,TRACTOR-TROLLEY(COMMERCIAL),Gujarat(37),2025,DIESEL,0
53,TRAILER (AGRICULTURAL),Gujarat(37),2025,DIESEL,0
54,TRAILER (COMMERCIAL),Gujarat(37),2025,DIESEL,0
55,VEHICLE FITTED WITH COMPRESSOR,Gujarat(37),2025,DIESEL,4
56,VEHICLE FITTED WITH GENERATOR,Gujarat(37),2025,DIESEL,10
57,VEHICLE FITTED WITH RIG,Gujarat(37),2025,DIESEL,9
58,VINTAGE MOTOR VEHICLE,Gujarat(37),2025,DIESEL,0
59,X-RAY VAN,Gujarat(37),2025,DIESEL,1
1,ADAPTED VEHICLE,Gujarat(37),2025,DIESEL/HYBRID,0
2,AGRICULTURAL TRACTOR,Gujarat(37),2025,DIESEL/HYBRID,0
3,AMBULANCE,Gujarat(37),2025,DIESEL/HYBRID,0
4,ANIMAL AMBULANCE,Gujarat(37),2025,DIESEL/HYBRID,0
5,ARMOURED/SPECIALISED VEHICLE,Gujarat(37),2025,DIESEL/HYBRID,0
6,ARTICULATED VEHICLE,Gujarat(37),2025,DIESEL/HYBRID,0
7,AUXILIARY TRAILER,Gujarat(37),2025,DIESEL/HYBRID,0
8,BREAKDOWN VAN,Gujarat(37),2025,DIESEL/HYBRID,0
9,BUS,Gujarat(37),2025,DIESEL/HYBRID,0
10,CAMPER VAN / TRAILER,Gujarat(37),2025,DIESEL/HYBRID,0
11,CAMPER VAN / TRAILER (PRIVATE USE),Gujarat(37),2025,DIESEL/HYBRID,0
12,CASH VAN,Gujarat(37),2025,DIESEL/HYBRID,0
13,CONSTRUCTION EQUIPMENT VEHICLE,Gujarat(37),2025,DIESEL/HYBRID,0
14,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Gujarat(37),2025,DIESEL/HYBRID,0
15,CRANE MOUNTED VEHICLE,Gujarat(37),2025,DIESEL/HYBRID,0
16,DUMPER,Gujarat(37),2025,DIESEL/HYBRID,0
17,EARTH MOVING EQUIPMENT,Gujarat(37),2025,DIESEL/HYBRID,0
18,EDUCATIONAL INSTITUTION BUS,Gujarat(37),2025,DIESEL/HYBRID,0
19,E-RICKSHAW(P),Gujarat(37),2025,DIESEL/HYBRID,0
20,E-RICKSHAW WITH CART (G),Gujarat(37),2025,DIESEL/HYBRID,0
21,EXCAVATOR (NT),Gujarat(37),2025,DIESEL/HYBRID,0
22,FIRE FIGHTING VEHICLE,Gujarat(37),2025,DIESEL/HYBRID,0
23,FIRE TENDERS,Gujarat(37),2025,DIESEL/HYBRID,0
24,FORK LIFT,Gujarat(37),2025,DIESEL/HYBRID,0
25,GOODS CARRIER,Gujarat(37),2025,DIESEL/HYBRID,0
26,HARVESTER,Gujarat(37),2025,DIESEL/HYBRID,0
27,HEARSES,Gujarat(37),2025,DIESEL/HYBRID,0
28,LIBRARY VAN,Gujarat(37),2025,DIESEL/HYBRID,0
29,MAXI CAB,Gujarat(37),2025,DIESEL/HYBRID,0
30,M-CYCLE/SCOOTER,Gujarat(37),2025,DIESEL/HYBRID,0
31,M-CYCLE/SCOOTER-WITH SIDE CAR,Gujarat(37),2025,DIESEL/HYBRID,0
32,MOBILE CLINIC,Gujarat(37),2025,DIESEL/HYBRID,0
33,MOBILE WORKSHOP,Gujarat(37),2025,DIESEL/HYBRID,0
34,MOPED,Gujarat(37),2025,DIESEL/HYBRID,0
35,MOTOR CAB,Gujarat(37),2025,DIESEL/HYBRID,2
36,MOTOR CAR,Gujarat(37),2025,DIESEL/HYBRID,"1,142"
37,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Gujarat(37),2025,DIESEL/HYBRID,0
38,MOTORISED CYCLE (CC > 25CC),Gujarat(37),2025,DIESEL/HYBRID,0
39,OMNI BUS,Gujarat(37),2025,DIESEL/HYBRID,0
40,OMNI BUS (PRIVATE USE),Gujarat(37),2025,DIESEL/HYBRID,0
41,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Gujarat(37),2025,DIESEL/HYBRID,0
42,QUADRICYCLE (PRIVATE),Gujarat(37),2025,DIESEL/HYBRID,0
43,RECOVERY VEHICLE,Gujarat(37),2025,DIESEL/HYBRID,0
44,ROAD ROLLER,Gujarat(37),2025,DIESEL/HYBRID,0
45,SEMI-TRAILER (COMMERCIAL),Gujarat(37),2025,DIESEL/HYBRID,0
46,SNORKED LADDERS,Gujarat(37),2025,DIESEL/HYBRID,0
47,THREE WHEELER (GOODS),Gujarat(37),2025,DIESEL/HYBRID,0
48,THREE WHEELER (PASSENGER),Gujarat(37),2025,DIESEL/HYBRID,0
49,THREE WHEELER (PERSONAL),Gujarat(37),2025,DIESEL/HYBRID,0
50,TOWER WAGON,Gujarat(37),2025,DIESEL/HYBRID,0
51,TRACTOR (COMMERCIAL),Gujarat(37),2025,DIESEL/HYBRID,0
52,TRACTOR-TROLLEY(COMMERCIAL),Gujarat(37),2025,DIESEL/HYBRID,0
53,TRAILER (AGRICULTURAL),Gujarat(37),2025,DIESEL/HYBRID,0
54,TRAILER (COMMERCIAL),Gujarat(37),2025,DIESEL/HYBRID,0
55,VEHICLE FITTED WITH COMPRESSOR,Gujarat(37),2025,DIESEL/HYBRID,0
56,VEHICLE FITTED WITH GENERATOR,Gujarat(37),2025,DIESEL/HYBRID,0
57,VEHICLE FITTED WITH RIG,Gujarat(37),2025,DIESEL/HYBRID,0
58,VINTAGE MOTOR VEHICLE,Gujarat(37),2025,DIESEL/HYBRID,0
59,X-RAY VAN,Gujarat(37),2025,DIESEL/HYBRID,0
1,ADAPTED VEHICLE,Gujarat(37),2025,DI-METHYL ETHER,0
2,AGRICULTURAL TRACTOR,Gujarat(37),2025,DI-METHYL ETHER,0
3,AMBULANCE,Gujarat(37),2025,DI-METHYL ETHER,0
4,ANIMAL AMBULANCE,Gujarat(37),2025,DI-METHYL ETHER,0
5,ARMOURED/SPECIALISED VEHICLE,Gujarat(37),2025,DI-METHYL ETHER,0
6,ARTICULATED VEHICLE,Gujarat(37),2025,DI-METHYL ETHER,0
7,AUXILIARY TRAILER,Gujarat(37),2025,DI-METHYL ETHER,0
8,BREAKDOWN VAN,Gujarat(37),2025,DI-METHYL ETHER,0
9,BUS,Gujarat(37),2025,DI-METHYL ETHER,0
10,CAMPER VAN / TRAILER,Gujarat(37),2025,DI-METHYL ETHER,0
11,CAMPER VAN / TRAILER (PRIVATE USE),Gujarat(37),2025,DI-METHYL ETHER,0
12,CASH VAN,Gujarat(37),2025,DI-METHYL ETHER,0
13,CONSTRUCTION EQUIPMENT VEHICLE,Gujarat(37),2025,DI-METHYL ETHER,0
14,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Gujarat(37),2025,DI-METHYL ETHER,0
15,CRANE MOUNTED VEHICLE,Gujarat(37),2025,DI-METHYL ETHER,0
16,DUMPER,Gujarat(37),2025,DI-METHYL ETHER,0
17,EARTH MOVING EQUIPMENT,Gujarat(37),2025,DI-METHYL ETHER,0
18,EDUCATIONAL INSTITUTION BUS,Gujarat(37),2025,DI-METHYL ETHER,0
19,E-RICKSHAW(P),Gujarat(37),2025,DI-METHYL ETHER,0
20,E-RICKSHAW WITH CART (G),Gujarat(37),2025,DI-METHYL ETHER,0
21,EXCAVATOR (NT),Gujarat(37),2025,DI-METHYL ETHER,0
22,FIRE FIGHTING VEHICLE,Gujarat(37),2025,DI-METHYL ETHER,0
23,FIRE TENDERS,Gujarat(37),2025,DI-METHYL ETHER,0
24,FORK LIFT,Gujarat(37),2025,DI-METHYL ETHER,0
25,GOODS CARRIER,Gujarat(37),2025,DI-METHYL ETHER,0
26,HARVESTER,Gujarat(37),2025,DI-METHYL ETHER,0
27,HEARSES,Gujarat(37),2025,DI-METHYL ETHER,0
28,LIBRARY VAN,Gujarat(37),2025,DI-METHYL ETHER,0
29,MAXI CAB,Gujarat(37),2025,DI-METHYL ETHER,0
30,M-CYCLE/SCOOTER,Gujarat(37),2025,DI-METHYL ETHER,0
31,M-CYCLE/SCOOTER-WITH SIDE CAR,Gujarat(37),2025,DI-METHYL ETHER,0
32,MOBILE CLINIC,Gujarat(37),2025,DI-METHYL ETHER,0
33,MOBILE WORKSHOP,Gujarat(37),2025,DI-METHYL ETHER,0
34,MOPED,Gujarat(37),2025,DI-METHYL ETHER,0
35,MOTOR CAB,Gujarat(37),2025,DI-METHYL ETHER,0
36,MOTOR CAR,Gujarat(37),2025,DI-METHYL ETHER,0
37,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Gujarat(37),2025,DI-METHYL ETHER,0
38,MOTORISED CYCLE (CC > 25CC),Gujarat(37),2025,DI-METHYL ETHER,0
39,OMNI BUS,Gujarat(37),2025,DI-METHYL ETHER,0
40,OMNI BUS (PRIVATE USE),Gujarat(37),2025,DI-METHYL ETHER,0
41,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Gujarat(37),2025,DI-METHYL ETHER,0
42,QUADRICYCLE (PRIVATE),Gujarat(37),2025,DI-METHYL ETHER,0
43,RECOVERY VEHICLE,Gujarat(37),2025,DI-METHYL ETHER,0
44,ROAD ROLLER,Gujarat(37),2025,DI-METHYL ETHER,0
45,SEMI-TRAILER (COMMERCIAL),Gujarat(37),2025,DI-METHYL ETHER,0
46,SNORKED LADDERS,Gujarat(37),2025,DI-METHYL ETHER,0
47,THREE WHEELER (GOODS),Gujarat(37),2025,DI-METHYL ETHER,0
48,THREE WHEELER (PASSENGER),Gujarat(37),2025,DI-METHYL ETHER,0
49,THREE WHEELER (PERSONAL),Gujarat(37),2025,DI-METHYL ETHER,0
50,TOWER WAGON,Gujarat(37),2025,DI-METHYL ETHER,0
51,TRACTOR (COMMERCIAL),Gujarat(37),2025,DI-METHYL ETHER,0
52,TRACTOR-TROLLEY(COMMERCIAL),Gujarat(37),2025,DI-METHYL ETHER,0
53,TRAILER (AGRICULTURAL),Gujarat(37),2025,DI-METHYL ETHER,0
54,TRAILER (COMMERCIAL),Gujarat(37),2025,DI-METHYL ETHER,0
55,VEHICLE FITTED WITH COMPRESSOR,Gujarat(37),2025,DI-METHYL ETHER,0
56,VEHICLE FITTED WITH GENERATOR,Gujarat(37),2025,DI-METHYL ETHER,0
57,VEHICLE FITTED WITH RIG,Gujarat(37),2025,DI-METHYL ETHER,0
58,VINTAGE MOTOR VEHICLE,Gujarat(37),2025,DI-METHYL ETHER,0
59,X-RAY VAN,Gujarat(37),2025,DI-METHYL ETHER,0
1,ADAPTED VEHICLE,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
2,AGRICULTURAL TRACTOR,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
3,AMBULANCE,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
4,ANIMAL AMBULANCE,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
5,ARMOURED/SPECIALISED VEHICLE,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
6,ARTICULATED VEHICLE,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
7,AUXILIARY TRAILER,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
8,BREAKDOWN VAN,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
9,BUS,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
10,CAMPER VAN / TRAILER,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
11,CAMPER VAN / TRAILER (PRIVATE USE),Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
12,CASH VAN,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
13,CONSTRUCTION EQUIPMENT VEHICLE,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
14,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
15,CRANE MOUNTED VEHICLE,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
16,DUMPER,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
17,EARTH MOVING EQUIPMENT,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
18,EDUCATIONAL INSTITUTION BUS,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
19,E-RICKSHAW(P),Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
20,E-RICKSHAW WITH CART (G),Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
21,EXCAVATOR (NT),Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
22,FIRE FIGHTING VEHICLE,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
23,FIRE TENDERS,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
24,FORK LIFT,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
25,GOODS CARRIER,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
26,HARVESTER,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
27,HEARSES,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
28,LIBRARY VAN,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
29,MAXI CAB,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
30,M-CYCLE/SCOOTER,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
31,M-CYCLE/SCOOTER-WITH SIDE CAR,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
32,MOBILE CLINIC,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
33,MOBILE WORKSHOP,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
34,MOPED,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
35,MOTOR CAB,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
36,MOTOR CAR,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
37,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
38,MOTORISED CYCLE (CC > 25CC),Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
39,OMNI BUS,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
40,OMNI BUS (PRIVATE USE),Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
41,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
42,QUADRICYCLE (PRIVATE),Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
43,RECOVERY VEHICLE,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
44,ROAD ROLLER,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
45,SEMI-TRAILER (COMMERCIAL),Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
46,SNORKED LADDERS,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
47,THREE WHEELER (GOODS),Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
48,THREE WHEELER (PASSENGER),Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
49,THREE WHEELER (PERSONAL),Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
50,TOWER WAGON,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
51,TRACTOR (COMMERCIAL),Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
52,TRACTOR-TROLLEY(COMMERCIAL),Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
53,TRAILER (AGRICULTURAL),Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
54,TRAILER (COMMERCIAL),Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
55,VEHICLE FITTED WITH COMPRESSOR,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
56,VEHICLE FITTED WITH GENERATOR,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
57,VEHICLE FITTED WITH RIG,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
58,VINTAGE MOTOR VEHICLE,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
59,X-RAY VAN,Gujarat(37),2025,DUAL DIESEL/BIO CNG,0
1,ADAPTED VEHICLE,Gujarat(37),2025,DUAL DIESEL/CNG,0
2,AGRICULTURAL TRACTOR,Gujarat(37),2025,DUAL DIESEL/CNG,0
3,AMBULANCE,Gujarat(37),2025,DUAL DIESEL/CNG,0
4,ANIMAL AMBULANCE,Gujarat(37),2025,DUAL DIESEL/CNG,0
5,ARMOURED/SPECIALISED VEHICLE,Gujarat(37),2025,DUAL DIESEL/CNG,0
6,ARTICULATED VEHICLE,Gujarat(37),2025,DUAL DIESEL/CNG,0
7,AUXILIARY TRAILER,Gujarat(37),2025,DUAL DIESEL/CNG,0
8,BREAKDOWN VAN,Gujarat(37),2025,DUAL DIESEL/CNG,0
9,BUS,Gujarat(37),2025,DUAL DIESEL/CNG,0
10,CAMPER VAN / TRAILER,Gujarat(37),2025,DUAL DIESEL/CNG,0
11,CAMPER VAN / TRAILER (PRIVATE USE),Gujarat(37),2025,DUAL DIESEL/CNG,0
12,CASH VAN,Gujarat(37),2025,DUAL DIESEL/CNG,0
13,CONSTRUCTION EQUIPMENT VEHICLE,Gujarat(37),2025,DUAL DIESEL/CNG,0
14,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Gujarat(37),2025,DUAL DIESEL/CNG,0
15,CRANE MOUNTED VEHICLE,Gujarat(37),2025,DUAL DIESEL/CNG,0
16,DUMPER,Gujarat(37),2025,DUAL DIESEL/CNG,0
17,EARTH MOVING EQUIPMENT,Gujarat(37),2025,DUAL DIESEL/CNG,0
18,EDUCATIONAL INSTITUTION BUS,Gujarat(37),2025,DUAL DIESEL/CNG,0
19,E-RICKSHAW(P),Gujarat(37),2025,DUAL DIESEL/CNG,0
20,E-RICKSHAW WITH CART (G),Gujarat(37),2025,DUAL DIESEL/CNG,0
21,EXCAVATOR (NT),Gujarat(37),2025,DUAL DIESEL/CNG,0
22,FIRE FIGHTING VEHICLE,Gujarat(37),2025,DUAL DIESEL/CNG,0
23,FIRE TENDERS,Gujarat(37),2025,DUAL DIESEL/CNG,0
24,FORK LIFT,Gujarat(37),2025,DUAL DIESEL/CNG,0
25,GOODS CARRIER,Gujarat(37),2025,DUAL DIESEL/CNG,0
26,HARVESTER,Gujarat(37),2025,DUAL DIESEL/CNG,0
27,HEARSES,Gujarat(37),2025,DUAL DIESEL/CNG,0
28,LIBRARY VAN,Gujarat(37),2025,DUAL DIESEL/CNG,0
29,MAXI CAB,Gujarat(37),2025,DUAL DIESEL/CNG,0
30,M-CYCLE/SCOOTER,Gujarat(37),2025,DUAL DIESEL/CNG,0
31,M-CYCLE/SCOOTER-WITH SIDE CAR,Gujarat(37),2025,DUAL DIESEL/CNG,0
32,MOBILE CLINIC,Gujarat(37),2025,DUAL DIESEL/CNG,0
33,MOBILE WORKSHOP,Gujarat(37),2025,DUAL DIESEL/CNG,0
34,MOPED,Gujarat(37),2025,DUAL DIESEL/CNG,0
35,MOTOR CAB,Gujarat(37),2025,DUAL DIESEL/CNG,0
36,MOTOR CAR,Gujarat(37),2025,DUAL DIESEL/CNG,0
37,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Gujarat(37),2025,DUAL DIESEL/CNG,0
38,MOTORISED CYCLE (CC > 25CC),Gujarat(37),2025,DUAL DIESEL/CNG,0
39,OMNI BUS,Gujarat(37),2025,DUAL DIESEL/CNG,0
40,OMNI BUS (PRIVATE USE),Gujarat(37),2025,DUAL DIESEL/CNG,0
41,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Gujarat(37),2025,DUAL DIESEL/CNG,0
42,QUADRICYCLE (PRIVATE),Gujarat(37),2025,DUAL DIESEL/CNG,0
43,RECOVERY VEHICLE,Gujarat(37),2025,DUAL DIESEL/CNG,0
44,ROAD ROLLER,Gujarat(37),2025,DUAL DIESEL/CNG,0
45,SEMI-TRAILER (COMMERCIAL),Gujarat(37),2025,DUAL DIESEL/CNG,0
46,SNORKED LADDERS,Gujarat(37),2025,DUAL DIESEL/CNG,0
47,THREE WHEELER (GOODS),Gujarat(37),2025,DUAL DIESEL/CNG,0
48,THREE WHEELER (PASSENGER),Gujarat(37),2025,DUAL DIESEL/CNG,0
49,THREE WHEELER (PERSONAL),Gujarat(37),2025,DUAL DIESEL/CNG,0
50,TOWER WAGON,Gujarat(37),2025,DUAL DIESEL/CNG,0
51,TRACTOR (COMMERCIAL),Gujarat(37),2025,DUAL DIESEL/CNG,0
52,TRACTOR-TROLLEY(COMMERCIAL),Gujarat(37),2025,DUAL DIESEL/CNG,0
53,TRAILER (AGRICULTURAL),Gujarat(37),2025,DUAL DIESEL/CNG,0
54,TRAILER (COMMERCIAL),Gujarat(37),2025,DUAL DIESEL/CNG,0
55,VEHICLE FITTED WITH COMPRESSOR,Gujarat(37),2025,DUAL DIESEL/CNG,0
56,VEHICLE FITTED WITH GENERATOR,Gujarat(37),2025,DUAL DIESEL/CNG,0
57,VEHICLE FITTED WITH RIG,Gujarat(37),2025,DUAL DIESEL/CNG,0
58,VINTAGE MOTOR VEHICLE,Gujarat(37),2025,DUAL DIESEL/CNG,0
59,X-RAY VAN,Gujarat(37),2025,DUAL DIESEL/CNG,0
1,ADAPTED VEHICLE,Gujarat(37),2025,DUAL DIESEL/LNG,0
2,AGRICULTURAL TRACTOR,Gujarat(37),2025,DUAL DIESEL/LNG,0
3,AMBULANCE,Gujarat(37),2025,DUAL DIESEL/LNG,0
4,ANIMAL AMBULANCE,Gujarat(37),2025,DUAL DIESEL/LNG,0
5,ARMOURED/SPECIALISED VEHICLE,Gujarat(37),2025,DUAL DIESEL/LNG,0
6,ARTICULATED VEHICLE,Gujarat(37),2025,DUAL DIESEL/LNG,0
7,AUXILIARY TRAILER,Gujarat(37),2025,DUAL DIESEL/LNG,0
8,BREAKDOWN VAN,Gujarat(37),2025,DUAL DIESEL/LNG,0
9,BUS,Gujarat(37),2025,DUAL DIESEL/LNG,0
10,CAMPER VAN / TRAILER,Gujarat(37),2025,DUAL DIESEL/LNG,0
11,CAMPER VAN / TRAILER (PRIVATE USE),Gujarat(37),2025,DUAL DIESEL/LNG,0
12,CASH VAN,Gujarat(37),2025,DUAL DIESEL/LNG,0
13,CONSTRUCTION EQUIPMENT VEHICLE,Gujarat(37),2025,DUAL DIESEL/LNG,0
14,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Gujarat(37),2025,DUAL DIESEL/LNG,0
15,CRANE MOUNTED VEHICLE,Gujarat(37),2025,DUAL DIESEL/LNG,0
16,DUMPER,Gujarat(37),2025,DUAL DIESEL/LNG,0
17,EARTH MOVING EQUIPMENT,Gujarat(37),2025,DUAL DIESEL/LNG,0
18,EDUCATIONAL INSTITUTION BUS,Gujarat(37),2025,DUAL DIESEL/LNG,0
19,E-RICKSHAW(P),Gujarat(37),2025,DUAL DIESEL/LNG,0
20,E-RICKSHAW WITH CART (G),Gujarat(37),2025,DUAL DIESEL/LNG,0
21,EXCAVATOR (NT),Gujarat(37),2025,DUAL DIESEL/LNG,0
22,FIRE FIGHTING VEHICLE,Gujarat(37),2025,DUAL DIESEL/LNG,0
23,FIRE TENDERS,Gujarat(37),2025,DUAL DIESEL/LNG,0
24,FORK LIFT,Gujarat(37),2025,DUAL DIESEL/LNG,0
25,GOODS CARRIER,Gujarat(37),2025,DUAL DIESEL/LNG,0
26,HARVESTER,Gujarat(37),2025,DUAL DIESEL/LNG,0
27,HEARSES,Gujarat(37),2025,DUAL DIESEL/LNG,0
28,LIBRARY VAN,Gujarat(37),2025,DUAL DIESEL/LNG,0
29,MAXI CAB,Gujarat(37),2025,DUAL DIESEL/LNG,0
30,M-CYCLE/SCOOTER,Gujarat(37),2025,DUAL DIESEL/LNG,0
31,M-CYCLE/SCOOTER-WITH SIDE CAR,Gujarat(37),2025,DUAL DIESEL/LNG,0
32,MOBILE CLINIC,Gujarat(37),2025,DUAL DIESEL/LNG,0
33,MOBILE WORKSHOP,Gujarat(37),2025,DUAL DIESEL/LNG,0
34,MOPED,Gujarat(37),2025,DUAL DIESEL/LNG,0
35,MOTOR CAB,Gujarat(37),2025,DUAL DIESEL/LNG,0
36,MOTOR CAR,Gujarat(37),2025,DUAL DIESEL/LNG,0
37,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Gujarat(37),2025,DUAL DIESEL/LNG,0
38,MOTORISED CYCLE (CC > 25CC),Gujarat(37),2025,DUAL DIESEL/LNG,0
39,OMNI BUS,Gujarat(37),2025,DUAL DIESEL/LNG,0
40,OMNI BUS (PRIVATE USE),Gujarat(37),2025,DUAL DIESEL/LNG,0
41,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Gujarat(37),2025,DUAL DIESEL/LNG,0
42,QUADRICYCLE (PRIVATE),Gujarat(37),2025,DUAL DIESEL/LNG,0
43,RECOVERY VEHICLE,Gujarat(37),2025,DUAL DIESEL/LNG,0
44,ROAD ROLLER,Gujarat(37),2025,DUAL DIESEL/LNG,0
45,SEMI-TRAILER (COMMERCIAL),Gujarat(37),2025,DUAL DIESEL/LNG,0
46,SNORKED LADDERS,Gujarat(37),2025,DUAL DIESEL/LNG,0
47,THREE WHEELER (GOODS),Gujarat(37),2025,DUAL DIESEL/LNG,0
48,THREE WHEELER (PASSENGER),Gujarat(37),2025,DUAL DIESEL/LNG,0
