S No,Vehicle Category,State,Year,Norms,Value
3,HEAVY MOTOR VEHICLE,Rajasthan(60),2025,Not Applicable,2
4,HEAVY PASSENGER VEHICLE,Rajasthan(60),2025,Not Applicable,0
5,LIGHT GOODS VEHICLE,Rajasthan(60),2025,Not Applicable,0
6,LIGHT MOTOR VEHICLE,Rajasthan(60),2025,Not Applicable,0
7,LIGHT PASSENGER VEHICLE,Rajasthan(60),2025,Not Applicable,0
8,MEDIUM GOODS VEHICLE,Rajasthan(60),2025,Not Applicable,0
9,MEDIUM MOTOR VEHICLE,Rajasthan(60),2025,Not Applicable,0
10,MEDIUM PASSENGER VEHICLE,Rajasthan(60),2025,Not Applicable,0
11,OTHER THAN MENTIONED ABOVE,Rajasthan(60),2025,Not Applicable,0
12,THREE WHEELER (INVALID CARRIAGE),Rajasthan(60),2025,Not Applicable,0
13,THREE WHEELER(NT),Rajasthan(60),2025,Not Applicable,0
14,THREE WHEELER(T),Rajasthan(60),2025,Not Applicable,0
15,TWO WHEELER (INVALID CARRIAGE),Rajasthan(60),2025,Not Applicable,0
16,TWO WHEELER(NT),Rajasthan(60),2025,Not Applicable,0
17,TWO WHEELER(T),Rajasthan(60),2025,Not Applicable,0
1,FOUR WHEELER (INVALID CARRIAGE),Rajasthan(60),2025,Not Available,4
2,HEAVY GOODS VEHICLE,Rajasthan(60),2025,Not Available,119
3,HEAVY MOTOR VEHICLE,Rajasthan(60),2025,Not Available,8
4,HEAVY PASSENGER VEHICLE,Rajasthan(60),2025,Not Available,14
5,LIGHT GOODS VEHICLE,Rajasthan(60),2025,Not Available,"2,673"
6,LIGHT MOTOR VEHICLE,Rajasthan(60),2025,Not Available,"11,201"
7,LIGHT PASSENGER VEHICLE,Rajasthan(60),2025,Not Available,89
8,MEDIUM GOODS VEHICLE,Rajasthan(60),2025,Not Available,0
9,MEDIUM MOTOR VEHICLE,Rajasthan(60),2025,Not Available,0
10,MEDIUM PASSENGER VEHICLE,Rajasthan(60),2025,Not Available,0
11,OTHER THAN MENTIONED ABOVE,Rajasthan(60),2025,Not Available,0
12,THREE WHEELER (INVALID CARRIAGE),Rajasthan(60),2025,Not Available,0
13,THREE WHEELER(NT),Rajasthan(60),2025,Not Available,1
14,THREE WHEELER(T),Rajasthan(60),2025,Not Available,"22,681"
15,TWO WHEELER (INVALID CARRIAGE),Rajasthan(60),2025,Not Available,14
16,TWO WHEELER(NT),Rajasthan(60),2025,Not Available,"79,670"
17,TWO WHEELER(T),Rajasthan(60),2025,Not Available,33
1,FOUR WHEELER (INVALID CARRIAGE),Rajasthan(60),2025,TREM STAGE IV,0
2,HEAVY GOODS VEHICLE,Rajasthan(60),2025,TREM STAGE IV,0
3,HEAVY MOTOR VEHICLE,Rajasthan(60),2025,TREM STAGE IV,0
4,HEAVY PASSENGER VEHICLE,Rajasthan(60),2025,TREM STAGE IV,0
5,LIGHT GOODS VEHICLE,Rajasthan(60),2025,TREM STAGE IV,0
6,LIGHT MOTOR VEHICLE,Rajasthan(60),2025,TREM STAGE IV,971
7,LIGHT PASSENGER VEHICLE,Rajasthan(60),2025,TREM STAGE IV,0
8,MEDIUM GOODS VEHICLE,Rajasthan(60),2025,TREM STAGE IV,0
9,MEDIUM MOTOR VEHICLE,Rajasthan(60),2025,TREM STAGE IV,1
10,MEDIUM PASSENGER VEHICLE,Rajasthan(60),2025,TREM STAGE IV,0
11,OTHER THAN MENTIONED ABOVE,Rajasthan(60),2025,TREM STAGE IV,617
12,THREE WHEELER (INVALID CARRIAGE),Rajasthan(60),2025,TREM STAGE IV,0
13,THREE WHEELER(NT),Rajasthan(60),2025,TREM STAGE IV,0
14,THREE WHEELER(T),Rajasthan(60),2025,TREM STAGE IV,0
15,TWO WHEELER (INVALID CARRIAGE),Rajasthan(60),2025,TREM STAGE IV,0
16,TWO WHEELER(NT),Rajasthan(60),2025,TREM STAGE IV,0
17,TWO WHEELER(T),Rajasthan(60),2025,TREM STAGE IV,0
1,FOUR WHEELER (INVALID CARRIAGE),Rajasthan(60),2025,TREM STAGE V,0
2,HEAVY GOODS VEHICLE,Rajasthan(60),2025,TREM STAGE V,0
3,HEAVY MOTOR VEHICLE,Rajasthan(60),2025,TREM STAGE V,0
4,HEAVY PASSENGER VEHICLE,Rajasthan(60),2025,TREM STAGE V,0
5,LIGHT GOODS VEHICLE,Rajasthan(60),2025,TREM STAGE V,0
6,LIGHT MOTOR VEHICLE,Rajasthan(60),2025,TREM STAGE V,0
7,LIGHT PASSENGER VEHICLE,Rajasthan(60),2025,TREM STAGE V,0
8,MEDIUM GOODS VEHICLE,Rajasthan(60),2025,TREM STAGE V,0
9,MEDIUM MOTOR VEHICLE,Rajasthan(60),2025,TREM STAGE V,0
10,MEDIUM PASSENGER VEHICLE,Rajasthan(60),2025,TREM STAGE V,0
11,OTHER THAN MENTIONED ABOVE,Rajasthan(60),2025,TREM STAGE V,0
12,THREE WHEELER (INVALID CARRIAGE),Rajasthan(60),2025,TREM STAGE V,0
13,THREE WHEELER(NT),Rajasthan(60),2025,TREM STAGE V,0
14,THREE WHEELER(T),Rajasthan(60),2025,TREM STAGE V,0
15,TWO WHEELER (INVALID CARRIAGE),Rajasthan(60),2025,TREM STAGE V,0
16,TWO WHEELER(NT),Rajasthan(60),2025,TREM STAGE V,0
17,TWO WHEELER(T),Rajasthan(60),2025,TREM STAGE V,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,BS I,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,BS I,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,BS I,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,BS I,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,BS I,1
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,BS I,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,BS I,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,BS I,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,BS I,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,BS I,0
11,TWO WHEELER(NT),Sikkim(9),2025,BS I,0
12,TWO WHEELER(T),Sikkim(9),2025,BS I,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,BS II,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,BS II,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,BS II,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,BS II,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,BS II,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,BS II,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,BS II,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,BS II,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,BS II,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,BS II,0
11,TWO WHEELER(NT),Sikkim(9),2025,BS II,0
12,TWO WHEELER(T),Sikkim(9),2025,BS II,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,BS III,1
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,BS III,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,BS III,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,BS III,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,BS III,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,BS III,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,BS III,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,BS III,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,BS III,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,BS III,0
11,TWO WHEELER(NT),Sikkim(9),2025,BS III,1
12,TWO WHEELER(T),Sikkim(9),2025,BS III,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,BS III (CEV),0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,BS III (CEV),1
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,BS III (CEV),0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,BS III (CEV),0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,BS III (CEV),0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,BS III (CEV),0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,BS III (CEV),0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,BS III (CEV),0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,BS III (CEV),0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,BS III (CEV),3
11,TWO WHEELER(NT),Sikkim(9),2025,BS III (CEV),0
12,TWO WHEELER(T),Sikkim(9),2025,BS III (CEV),0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,BS III/IV,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,BS III/IV,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,BS III/IV,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,BS III/IV,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,BS III/IV,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,BS III/IV,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,BS III/IV,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,BS III/IV,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,BS III/IV,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,BS III/IV,0
11,TWO WHEELER(NT),Sikkim(9),2025,BS III/IV,0
12,TWO WHEELER(T),Sikkim(9),2025,BS III/IV,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,BS IV,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,BS IV,1
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,BS IV,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,BS IV,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,BS IV,5
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,BS IV,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,BS IV,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,BS IV,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,BS IV,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,BS IV,0
11,TWO WHEELER(NT),Sikkim(9),2025,BS IV,0
12,TWO WHEELER(T),Sikkim(9),2025,BS IV,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,BS IV/VI,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,BS IV/VI,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,BS IV/VI,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,BS IV/VI,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,BS IV/VI,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,BS IV/VI,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,BS IV/VI,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,BS IV/VI,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,BS IV/VI,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,BS IV/VI,0
11,TWO WHEELER(NT),Sikkim(9),2025,BS IV/VI,0
12,TWO WHEELER(T),Sikkim(9),2025,BS IV/VI,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,BS VI,214
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,BS VI,2
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,BS VI,7
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,BS VI,157
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,BS VI,"3,207"
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,BS VI,"1,155"
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,BS VI,23
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,BS VI,1
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,BS VI,28
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,BS VI,4
11,TWO WHEELER(NT),Sikkim(9),2025,BS VI,"5,816"
12,TWO WHEELER(T),Sikkim(9),2025,BS VI,13
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,B(T)S III,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,B(T)S III,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,B(T)S III,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,B(T)S III,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,B(T)S III,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,B(T)S III,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,B(T)S III,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,B(T)S III,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,B(T)S III,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,B(T)S III,0
11,TWO WHEELER(NT),Sikkim(9),2025,B(T)S III,0
12,TWO WHEELER(T),Sikkim(9),2025,B(T)S III,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,B(T)S III A,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,B(T)S III A,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,B(T)S III A,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,B(T)S III A,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,B(T)S III A,8
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,B(T)S III A,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,B(T)S III A,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,B(T)S III A,2
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,B(T)S III A,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,B(T)S III A,1
11,TWO WHEELER(NT),Sikkim(9),2025,B(T)S III A,0
12,TWO WHEELER(T),Sikkim(9),2025,B(T)S III A,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,B(T)S III B,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,B(T)S III B,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,B(T)S III B,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,B(T)S III B,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,B(T)S III B,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,B(T)S III B,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,B(T)S III B,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,B(T)S III B,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,B(T)S III B,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,B(T)S III B,0
11,TWO WHEELER(NT),Sikkim(9),2025,B(T)S III B,0
12,TWO WHEELER(T),Sikkim(9),2025,B(T)S III B,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,CEV STAGE IV,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,CEV STAGE IV,1
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,CEV STAGE IV,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,CEV STAGE IV,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,CEV STAGE IV,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,CEV STAGE IV,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,CEV STAGE IV,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,CEV STAGE IV,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,CEV STAGE IV,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,CEV STAGE IV,19
11,TWO WHEELER(NT),Sikkim(9),2025,CEV STAGE IV,0
12,TWO WHEELER(T),Sikkim(9),2025,CEV STAGE IV,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,CEV STAGE V,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,CEV STAGE V,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,CEV STAGE V,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,CEV STAGE V,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,CEV STAGE V,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,CEV STAGE V,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,CEV STAGE V,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,CEV STAGE V,1
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,CEV STAGE V,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,CEV STAGE V,8
11,TWO WHEELER(NT),Sikkim(9),2025,CEV STAGE V,0
12,TWO WHEELER(T),Sikkim(9),2025,CEV STAGE V,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,EURO 1,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,EURO 1,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,EURO 1,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,EURO 1,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,EURO 1,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,EURO 1,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,EURO 1,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,EURO 1,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,EURO 1,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,EURO 1,0
11,TWO WHEELER(NT),Sikkim(9),2025,EURO 1,0
12,TWO WHEELER(T),Sikkim(9),2025,EURO 1,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,EURO 2,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,EURO 2,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,EURO 2,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,EURO 2,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,EURO 2,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,EURO 2,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,EURO 2,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,EURO 2,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,EURO 2,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,EURO 2,0
11,TWO WHEELER(NT),Sikkim(9),2025,EURO 2,0
12,TWO WHEELER(T),Sikkim(9),2025,EURO 2,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,EURO 3,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,EURO 3,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,EURO 3,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,EURO 3,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,EURO 3,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,EURO 3,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,EURO 3,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,EURO 3,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,EURO 3,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,EURO 3,0
11,TWO WHEELER(NT),Sikkim(9),2025,EURO 3,0
12,TWO WHEELER(T),Sikkim(9),2025,EURO 3,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,EURO 4,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,EURO 4,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,EURO 4,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,EURO 4,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,EURO 4,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,EURO 4,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,EURO 4,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,EURO 4,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,EURO 4,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,EURO 4,0
11,TWO WHEELER(NT),Sikkim(9),2025,EURO 4,0
12,TWO WHEELER(T),Sikkim(9),2025,EURO 4,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,EURO 6,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,EURO 6,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,EURO 6,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,EURO 6,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,EURO 6,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,EURO 6,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,EURO 6,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,EURO 6,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,EURO 6,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,EURO 6,0
11,TWO WHEELER(NT),Sikkim(9),2025,EURO 6,0
12,TWO WHEELER(T),Sikkim(9),2025,EURO 6,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,EURO 6A,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,EURO 6A,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,EURO 6A,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,EURO 6A,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,EURO 6A,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,EURO 6A,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,EURO 6A,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,EURO 6A,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,EURO 6A,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,EURO 6A,0
11,TWO WHEELER(NT),Sikkim(9),2025,EURO 6A,0
12,TWO WHEELER(T),Sikkim(9),2025,EURO 6A,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,EURO  6AD,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,EURO  6AD,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,EURO  6AD,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,EURO  6AD,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,EURO  6AD,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,EURO  6AD,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,EURO  6AD,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,EURO  6AD,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,EURO  6AD,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,EURO  6AD,0
11,TWO WHEELER(NT),Sikkim(9),2025,EURO  6AD,0
12,TWO WHEELER(T),Sikkim(9),2025,EURO  6AD,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,EURO 6B,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,EURO 6B,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,EURO 6B,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,EURO 6B,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,EURO 6B,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,EURO 6B,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,EURO 6B,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,EURO 6B,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,EURO 6B,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,EURO 6B,0
11,TWO WHEELER(NT),Sikkim(9),2025,EURO 6B,0
12,TWO WHEELER(T),Sikkim(9),2025,EURO 6B,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,EURO 6C,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,EURO 6C,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,EURO 6C,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,EURO 6C,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,EURO 6C,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,EURO 6C,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,EURO 6C,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,EURO 6C,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,EURO 6C,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,EURO 6C,0
11,TWO WHEELER(NT),Sikkim(9),2025,EURO 6C,0
12,TWO WHEELER(T),Sikkim(9),2025,EURO 6C,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,EURO 6D,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,EURO 6D,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,EURO 6D,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,EURO 6D,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,EURO 6D,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,EURO 6D,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,EURO 6D,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,EURO 6D,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,EURO 6D,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,EURO 6D,0
11,TWO WHEELER(NT),Sikkim(9),2025,EURO 6D,0
12,TWO WHEELER(T),Sikkim(9),2025,EURO 6D,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,Not Applicable,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,Not Applicable,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,Not Applicable,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,Not Applicable,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,Not Applicable,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,Not Applicable,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,Not Applicable,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,Not Applicable,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,Not Applicable,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,Not Applicable,0
11,TWO WHEELER(NT),Sikkim(9),2025,Not Applicable,0
12,TWO WHEELER(T),Sikkim(9),2025,Not Applicable,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,Not Available,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,Not Available,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,Not Available,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,Not Available,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,Not Available,6
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,Not Available,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,Not Available,0
