state_code,state_name,vehicle_group,maker,year,month,count
-1,All India,THREE WHEELER,AMAN AUTOMOBILES,2025,Vehicle Category Group,30
-1,All India,THREE WHEELER,AMAN ELECTRIC VEHICLES,2025,Vehicle Category Group,78
-1,All India,THREE WHEELER,AMAN ENTERPRISES BHPATNA,2025,Vehicle Category Group,21
-1,All India,THREE WHEELER,AMAR ENGG. WORKS,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,AMARJEET HARVESTER INDUSTRY,2025,Vehicle Category Group,4
-1,All India,THREE WHEELER,AMBICA IRON WORKS,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,AMBICA WELDING WORKS,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,AMBIKA ENTERPRISES,2025,Vehicle Category Group,29
-1,All India,THREE WHEELER,AMBIKA INDUSTRIES,2025,Vehicle Category Group,122
-1,All India,THREE WHEELER,AMIR KHAN SAIFI STEEL WORKS,2025,Vehicle Category Group,8
-1,All India,THREE WHEELER,AMMANN APOLLO INDIA PVT LTD,2025,Vehicle Category Group,19
-1,All India,THREE WHEELER,AMPERE VEHICLES PRIVATE LIMITED,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,AMRIT AGRO INDUSTRIES,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,AMRIT ENGINEERING WORKS ANGUL HEMASURPADA,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,A N ENTERPRISES,2025,Vehicle Category Group,3
-1,All India,THREE WHEELER,ANGAD AGRO INDUSTRIES,2025,Vehicle Category Group,5
-1,All India,THREE WHEELER,ANIL INDUSTRIES,2025,Vehicle Category Group,6
-1,All India,THREE WHEELER,ANJALI AUTO COMPONENTS,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,ANJALI TRADERS,2025,Vehicle Category Group,62
-1,All India,THREE WHEELER,ANJNEY EARTHMOVERS AND ENGINEERING,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,ANJ TECH,2025,Vehicle Category Group,14
-1,All India,THREE WHEELER,ANNAPURNA TRAILER IMPLEMENTS AP312671033,2025,Vehicle Category Group,4
-1,All India,THREE WHEELER,ANTARK ENERGY,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,ANVITA AUTO TECH WORKS PVT LTD,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,AOMBRAY ELECTRIC VEHICLE PVT LTD,2025,Vehicle Category Group,3
-1,All India,THREE WHEELER,A P I MOTORS PVT LTD,2025,Vehicle Category Group,80
-1,All India,THREE WHEELER,APM AUTO SALES,2025,Vehicle Category Group,132
-1,All India,THREE WHEELER,APOLLO CARMIX EQUIPMENTS PVT LTD,2025,Vehicle Category Group,6
-1,All India,THREE WHEELER,APSARA ENTERPRISE,2025,Vehicle Category Group,661
-1,All India,THREE WHEELER,A R AGRO TECH,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,ARCHIT ENTERPRISES,2025,Vehicle Category Group,101
-1,All India,THREE WHEELER,ARIN TRACTORS PVT LTD,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,ARJUN AGRO INDUSTRIES,2025,Vehicle Category Group,6
-1,All India,THREE WHEELER,ARJUN INDUSTRIES,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,A.R. MOTOR,2025,Vehicle Category Group,69
-1,All India,THREE WHEELER,ARNA ELECTRIC AUTO PVT LTD,2025,Vehicle Category Group,5
-1,All India,THREE WHEELER,ARROW AUTOMOTIVE,2025,Vehicle Category Group,519
-1,All India,THREE WHEELER,ARYAN INDUSTRIES,2025,Vehicle Category Group,13
-1,All India,THREE WHEELER,ASHA IMPEX,2025,Vehicle Category Group,14
-1,All India,THREE WHEELER,ASHMA-MOTORS PVT LTD,2025,Vehicle Category Group,94
-1,All India,THREE WHEELER,ASHOK LEYLAND LTD,2025,Vehicle Category Group,19038
-1,All India,THREE WHEELER,ASTON MARTIN LAGONDA LTD,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,ATHER ENERGY LTD,2025,Vehicle Category Group,22108
-1,All India,THREE WHEELER,ATTOLENT AUTO GROUP PVT LTD,2025,Vehicle Category Group,18
-1,All India,THREE WHEELER,ATUL AUTO LTD,2025,Vehicle Category Group,3280
-1,All India,THREE WHEELER,ATUL GREENTECH PRIVATE LIMITED,2025,Vehicle Category Group,143
-1,All India,THREE WHEELER,ATUT SANGAM,2025,Vehicle Category Group,143
-1,All India,THREE WHEELER,AUDI AG,2025,Vehicle Category Group,24
-1,All India,THREE WHEELER,AUTOECO GREEN ENERGY PVT LTD,2025,Vehicle Category Group,53
-1,All India,THREE WHEELER,AUTOHAUS PRIVATE LIMITED,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,AUTOMOBILI LAMBORGHINI S.P.A,2025,Vehicle Category Group,9
-1,All India,THREE WHEELER,AUTO SUPREME INDUSTRIES,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,A.V.AUTOMOTIVES PVT LTD,2025,Vehicle Category Group,42
-1,All India,THREE WHEELER,AVL ELECTRIC VEHICLES PVT LTD,2025,Vehicle Category Group,227
-1,All India,THREE WHEELER,AVON CYCLES LTD,2025,Vehicle Category Group,16
-1,All India,THREE WHEELER,AVTAR ENGINEERING WORKS,2025,Vehicle Category Group,5
-1,All India,THREE WHEELER,AWACHAT INDUSTRIES LTD,2025,Vehicle Category Group,291
-1,All India,THREE WHEELER,AZZURRO MOBILITY LLP,2025,Vehicle Category Group,4
-1,All India,THREE WHEELER,B24 ROKET EV,2025,Vehicle Category Group,61
-1,All India,THREE WHEELER,BABA E-VEHICLES,2025,Vehicle Category Group,14
-1,All India,THREE WHEELER,BABAJI ENGINEERING TRAILOR WORKS,2025,Vehicle Category Group,4
-1,All India,THREE WHEELER,BABA PRODUCT,2025,Vehicle Category Group,15
-1,All India,THREE WHEELER,BABAR AGRO INDUSTRIES AP1510243976,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,BADSHAH ENTERPRISES,2025,Vehicle Category Group,61
-1,All India,THREE WHEELER,BAGHWAN RIKSHAW UDYOG,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,BAJAJ AUTO LTD,2025,Vehicle Category Group,241125
-1,All India,THREE WHEELER,BAJAJ IMPLEMENTS PVT. LTD,2025,Vehicle Category Group,33
-1,All India,THREE WHEELER,BAJRANG AGRO INDUSTRIES,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,BAJRANG MECHANICAL WORKS,2025,Vehicle Category Group,5
-1,All India,THREE WHEELER,BALAJI AGRO INDUSTRIES,2025,Vehicle Category Group,24
-1,All India,THREE WHEELER,BALAJI FARM & STEEL WORKS,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,BALAJI TRADING COMPANY,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,BALAN ENGINEERING PVT LTD,2025,Vehicle Category Group,3
-1,All India,THREE WHEELER,BAL GOPAL WHEELS PVT LTD,2025,Vehicle Category Group,3
-1,All India,THREE WHEELER,BALI AUTO INDUSTRIES,2025,Vehicle Category Group,11
-1,All India,THREE WHEELER,BALURGHAT AUTOMOBILES AND ENGINEERING,2025,Vehicle Category Group,3
-1,All India,THREE WHEELER,BAMUR INDUSTRIES & ENGINEERING PVT LTD,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,BANSAL AGRICULTURE IMPLEMENTS,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,BASUDEB ENGINEERING CUTTACK KHAPURIA MADHUPATNA,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,BATTRE ELECTRIC MOBLITY PVT LTD,2025,Vehicle Category Group,49
-1,All India,THREE WHEELER,BAXY LTD,2025,Vehicle Category Group,449
-1,All India,THREE WHEELER,BEAUTY ENGINEERING WORKS,2025,Vehicle Category Group,6
-1,All India,THREE WHEELER,BEML LIMITED,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,2025,Vehicle Category Group,6
-1,All India,THREE WHEELER,BENTINCK INDUSTRIES PVT. LTD.,2025,Vehicle Category Group,87
-1,All India,THREE WHEELER,BENTLEY MOTORS LIMITED,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,BENTLEY MOTORS LTD (SAVWIPL),2025,Vehicle Category Group,7
-1,All India,THREE WHEELER,BEST WAY AGENCIES PVT LTD,2025,Vehicle Category Group,266
-1,All India,THREE WHEELER,BGAUSS AUTO PRIVATE LIMITED,2025,Vehicle Category Group,2481
-1,All India,THREE WHEELER,BHADAURIA ENTERPRISES,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,BHAGWAN AGRO INDUSTRIES,2025,Vehicle Category Group,6
-1,All India,THREE WHEELER,BHARATHI TRAILERS,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,BHARATH MOTOCORP,2025,Vehicle Category Group,16
-1,All India,THREE WHEELER,BHARAT MECHANICAL WORKS,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,BHARTI AGRICULTURE,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,BHASKARA INDUSTRIES,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,BHAVANI TROLI WORKS,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,BHAVE ELECTRIC VEHICLES PVT LTD,2025,Vehicle Category Group,97
-1,All India,THREE WHEELER,BHM INDUSTRIES,2025,Vehicle Category Group,255
-1,All India,THREE WHEELER,BHOGAL COMBINE SPARE PARTS,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,BHOLE SHANKAR MOTOR BODY,2025,Vehicle Category Group,6
-1,All India,THREE WHEELER,BHOOMI ENGINEERING,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,BHOYAR AGRO IND WARDHA,2025,Vehicle Category Group,6
-1,All India,THREE WHEELER,BIDISHA ENTERPRISES PVT LTD MAYURBHANJ RAIRANGPUR,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,BIG BULL TRADER PVT LTD,2025,Vehicle Category Group,888
-1,All India,THREE WHEELER,BILLU ELECTRIC MOTOR VEHICLES,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,BLACK DIAMOND MOTORS PVT LTD,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,BLUE EDGE TRADE VENTURE PVT. LTD,2025,Vehicle Category Group,9
-1,All India,THREE WHEELER,BLUE ENERGY COMMERCIAL VEHICLES PVT. LTD.,2025,Vehicle Category Group,49
-1,All India,THREE WHEELER,BMR EV INDUSTRIES PVT LTD,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,BMW INDIA PVT LTD,2025,Vehicle Category Group,2624
-1,All India,THREE WHEELER,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2025,Vehicle Category Group,160
-1,All India,THREE WHEELER,BOSS ENTERPRISES,2025,Vehicle Category Group,24
-1,All India,THREE WHEELER,BOUNCE ELECTRIC 1 PVT LTD,2025,Vehicle Category Group,125
-1,All India,THREE WHEELER,BRB MEXICO S.A DE C.V,2025,Vehicle Category Group,45
-1,All India,THREE WHEELER,BRIGHT AUTOZONE PVT LTD,2025,Vehicle Category Group,210
-1,All India,THREE WHEELER,BRIGHT SAFAR,2025,Vehicle Category Group,17
-1,All India,THREE WHEELER,BSERAIL ENGINEERING PVT LTD,2025,Vehicle Category Group,3
-1,All India,THREE WHEELER,BSMS AGRICULTURE WORKSHOP,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,BULL MACHINES PVT LTD,2025,Vehicle Category Group,179
-1,All India,THREE WHEELER,BUZZCHARGE ELECTRIC VEHICLES PVT LTD,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,BYD INDIA PRIVATE LIMITED,2025,Vehicle Category Group,240
-1,All India,THREE WHEELER,CAKE 0 EMISSION (IMPORTER: PEPFUELS TECHNOLOGIES),2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,CAPCO INDUSTRIES PVT LTD,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,CAP ELECTRIC WORKS LLP,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,CAPTAIN TRACTORS PVT. LTD.,2025,Vehicle Category Group,341
-1,All India,THREE WHEELER,CARREE YUNUS VEHICLE PVT LTD,2025,Vehicle Category Group,16
-1,All India,THREE WHEELER,CART INDIA,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD,2025,Vehicle Category Group,149
-1,All India,THREE WHEELER,CATERPILLAR INDIA PRIVATE LIMITED,2025,Vehicle Category Group,115
-1,All India,THREE WHEELER,CEEON INDIA,2025,Vehicle Category Group,15
-1,All India,THREE WHEELER,CELLETRON MOTOR WORKS,2025,Vehicle Category Group,4
-1,All India,THREE WHEELER,CG & BROTHER CO,2025,Vehicle Category Group,17
-1,All India,THREE WHEELER,CHAMPION POLY PLAST,2025,Vehicle Category Group,384
-1,All India,THREE WHEELER,CHAMUNDA AGRICULTURE AND WELDING WORKS,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,CHAMUNDA MECHANICLE WORKS,2025,Vehicle Category Group,7
-1,All India,THREE WHEELER,CHANDAKE-AUTOMOBILES LLP,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,CHANDANA CORPORATION,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,CHANNY AGRO INDUSTRIES,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,CHARWICK ENGINEERING WORKS AP004V00001,2025,Vehicle Category Group,4
-1,All India,THREE WHEELER,CHAUHAN AUTO INDUSTRIES,2025,Vehicle Category Group,28
-1,All India,THREE WHEELER,CHEHAK BATTERIES,2025,Vehicle Category Group,22
-1,All India,THREE WHEELER,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,CHITRA MANUFACTURERS LLP,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,CLAAS INDIA P LTD,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,CLASSIC LEGENDS PVT LTD,2025,Vehicle Category Group,4997
-1,All India,THREE WHEELER,C M OVERSEAS,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,CNH INDUSTRIAL (INDIA) PVT LTD,2025,Vehicle Category Group,5399
-1,All India,THREE WHEELER,COMETTO TRAILER,2025,Vehicle Category Group,8
-1,All India,THREE WHEELER,CONMAT HEAVY INDUSTRIES PVT LTD,2025,Vehicle Category Group,22
-1,All India,THREE WHEELER,CONTINENTAL ENGINES PVT LTD,2025,Vehicle Category Group,10
-1,All India,THREE WHEELER,COOPER CORPORATION PVT LTD,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,COVAI GREEN RIDE,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,CRANE KRAFT INDIA PRIVATE LIMITED,2025,Vehicle Category Group,17
-1,All India,THREE WHEELER,CREATIVE ENGINEERINGS,2025,Vehicle Category Group,6
-1,All India,THREE WHEELER,CUBE AUTO INDUSTRIES,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,2025,Vehicle Category Group,2459
-1,All India,THREE WHEELER,DAKSH INDUSTRY PVT LTD,2025,Vehicle Category Group,526
-1,All India,THREE WHEELER,DASHMESH TRADERS,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,DASMESH AGRICULTURE WORKS,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,DASMESH AGRO INDUSTRIES,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,DASMESH MECHANICAL WORKS PVT.LTD,2025,Vehicle Category Group,96
-1,All India,THREE WHEELER,DAVE EXIM PVT LTD,2025,Vehicle Category Group,161
-1,All India,THREE WHEELER,DEBU AUTOMOBILES,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,DEEP DRAWN TECHNOLOGIES,2025,Vehicle Category Group,7
-1,All India,THREE WHEELER,DEEP ELECTRIC VEHICLES,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,DE EUSI MOTORS PVT LTD.,2025,Vehicle Category Group,366
-1,All India,THREE WHEELER,DELTA AUTOCORP LTD,2025,Vehicle Category Group,70
-1,All India,THREE WHEELER,DEMAG AC 300,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,DEMAG DEMAG HC 340,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,DEV AGRO INDUSTRIES,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,DEVAM ELECTRIC VEHICLES PVT LTD,2025,Vehicle Category Group,13
-1,All India,THREE WHEELER,DEVCHHAYA MOTORS,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,DEV ENGINEERING WORKS BOLANGIR MADHIAPALI,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,DEVI ENGG WORKS AP235530181,2025,Vehicle Category Group,3
-1,All India,THREE WHEELER,DEV MOTORS,2025,Vehicle Category Group,250
-1,All India,THREE WHEELER,DEWAN AGRICULTURE WORKS,2025,Vehicle Category Group,5
-1,All India,THREE WHEELER,DHANALAKSHMI ENGINEERING WORKS,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,DHANALAXMI ENGINEERING PURI CHARINALA,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,DHANAVENKAT ENGINEERING WORKS BARGARH CANAL ROAD,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,DHAR IN PVT LTD,2025,Vehicle Category Group,176
-1,All India,THREE WHEELER,DHARMPAL ENTERPRISES,2025,Vehicle Category Group,20
-1,All India,THREE WHEELER,DHARTI AGRICULTURE WORKS,2025,Vehicle Category Group,5
-1,All India,THREE WHEELER,DHARTI AGROTECH,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,DHIMAN AGRICULTURE,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,DHIMAN AGRICULTURE WORKS,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,DHRITI ENTERPRISES,2025,Vehicle Category Group,17
-1,All India,THREE WHEELER,"DIAMOND ENGG,CTC",2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,DIAMOND ENGINEERING CUTTACK BHANPUR,2025,Vehicle Category Group,4
-1,All India,THREE WHEELER,DIAMOND E VEHICLES,2025,Vehicle Category Group,89
-1,All India,THREE WHEELER,DILLI ELECTRIC AUTO PVT LTD,2025,Vehicle Category Group,1918
-1,All India,THREE WHEELER,DIVANSU AUTOMOBILES LTD,2025,Vehicle Category Group,7
-1,All India,THREE WHEELER,DIVYA AGRICULTURE WORKS,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,DIVYA ENTERPRISES,2025,Vehicle Category Group,89
-1,All India,THREE WHEELER,DIVYA VARALAKSHMI INDUSTRY,2025,Vehicle Category Group,6
-1,All India,THREE WHEELER,DOOARS HINDUSTAN PVT LTD,2025,Vehicle Category Group,26
-1,All India,THREE WHEELER,DOOSAN BOBCAT INDIA PVT LTD,2025,Vehicle Category Group,63
-1,All India,THREE WHEELER,D S INDUSTRIES,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,DSR EV MOBILITY PVT LTD,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,DUCATI INDIA PVT LTD,2025,Vehicle Category Group,46
-1,All India,THREE WHEELER,DUCATI MOTOR HOLDING S.P.A,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,DUKE AUTO INDIA,2025,Vehicle Category Group,44
-1,All India,THREE WHEELER,DULEVO INDIA PVT LTD,2025,Vehicle Category Group,5
-1,All India,THREE WHEELER,DURGA AGRO ENGINEERING BALASORE BANAPARIA,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,DURGA ENGINEERING BHADRAK CHARAMPA,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,DURGA MECHANIC WORKS,2025,Vehicle Category Group,4
-1,All India,THREE WHEELER,D&V AUTO INDUSTRIES PVT LTD,2025,Vehicle Category Group,7
-1,All India,THREE WHEELER,DWARI ENGINEERS SAMBALPUR JAIL CHOWK,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,DYNAPAC ROAD CONSTRUCTION EQUIPMENT INDIA PVT LTD,2025,Vehicle Category Group,7
-1,All India,THREE WHEELER,DYS IMPEX PRIVATE LIMITED,2025,Vehicle Category Group,720
-1,All India,THREE WHEELER,EAGLE AGRO INSUTRIES,2025,Vehicle Category Group,3
-1,All India,THREE WHEELER,E-ASHWA AUTOMOTIVE PVT LTD,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,EBUZZ MOBILITY LLP,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2025,Vehicle Category Group,5
-1,All India,THREE WHEELER,ECO DYNAAMIC EQUIPMENTS,2025,Vehicle Category Group,6
-1,All India,THREE WHEELER,ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,2025,Vehicle Category Group,37
-1,All India,THREE WHEELER,ECOPLANET MOTORS PVT LTD,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,ECO SMART VEHICLES PVT LTD,2025,Vehicle Category Group,95
-1,All India,THREE WHEELER,EEVEE ENGINEERING PVT LTD,2025,Vehicle Category Group,37
-1,All India,THREE WHEELER,EFEV CHARGING SOLUTION PVT LTD,2025,Vehicle Category Group,177
-1,All India,THREE WHEELER,E-GURU AUTO ENERGY,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,EICHER MOTORS LTD,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,EICHER TRACTORS,2025,Vehicle Category Group,7817
-1,All India,THREE WHEELER,ELECTRA INTERNATIONAL,2025,Vehicle Category Group,15
-1,All India,THREE WHEELER,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2025,Vehicle Category Group,14
-1,All India,THREE WHEELER,ELECTRIC FUTURE INDIA,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,ELECTRO ARO AUTOMOTIVE PVT LTD,2025,Vehicle Category Group,33
-1,All India,THREE WHEELER,ELECTRODRIVE VEHICLES PVT LTD,2025,Vehicle Category Group,4
-1,All India,THREE WHEELER,ELEGO MOTORS PVT LTD,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,ELEPHANTA INDUSTRIES PVT LTD,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,ELITE AUTO ENGINEERS PVT LTD,2025,Vehicle Category Group,23
-1,All India,THREE WHEELER,ELTHOR ENERGY PRIVATE LIMITED,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,EMOBILITI SYSTEMS,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,EMOBI MANUFACTURY PRIVATE LIMITED,2025,Vehicle Category Group,33
-1,All India,THREE WHEELER,E-MOTION AUTOMOTIVE INDUSTRY LLP,2025,Vehicle Category Group,17
-1,All India,THREE WHEELER,ENABLING E-VEHICLE PVT LTD,2025,Vehicle Category Group,53
-1,All India,THREE WHEELER,ENERGY ELECTRIC VEHICLES,2025,Vehicle Category Group,887
-1,All India,THREE WHEELER,ENERGY IN MOTION PVT LTD,2025,Vehicle Category Group,53
-1,All India,THREE WHEELER,ENGINIA VEHICLES PVT LTD,2025,Vehicle Category Group,431
-1,All India,THREE WHEELER,ENTICE IMPEX PVT LTD,2025,Vehicle Category Group,48
-1,All India,THREE WHEELER,ENVISION ELECTRIC VEHICLES PVT LTD,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,E-POWER CORP,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,EPOWER VEHICLES PVT LTD,2025,Vehicle Category Group,3
-1,All India,THREE WHEELER,E ROYCE MOTORS INDIA PVT LTD,2025,Vehicle Category Group,81
-1,All India,THREE WHEELER,ESCORTS CONSTRUCTION EQUIPMENT LTD,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),2025,Vehicle Category Group,12318
-1,All India,THREE WHEELER,ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),2025,Vehicle Category Group,529
-1,All India,THREE WHEELER,ESCORTS LTD,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,E-SPRINTO GREEN ENERGY PVT LTD,2025,Vehicle Category Group,2033
-1,All India,THREE WHEELER,ESSEL ENERGY INFRA PVT LTD,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,EULER MOTORS PVT LTD,2025,Vehicle Category Group,731
-1,All India,THREE WHEELER,EVBHARAT RANGE PRIVATE LIMITED,2025,Vehicle Category Group,20
-1,All India,THREE WHEELER,EVCO AUTOMOBILES PVT LTD,2025,Vehicle Category Group,208
-1,All India,THREE WHEELER,EVEX AUTO INDIA PVT LTD,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,EVGREEN PVT LTD,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,EXDINDUS EV ENERGY PVT LTD,2025,Vehicle Category Group,10
-1,All India,THREE WHEELER,EXIDE INDUSTRIES LTD,2025,Vehicle Category Group,267
-1,All India,THREE WHEELER,EXTRA FAST SOLUTIONS,2025,Vehicle Category Group,26
-1,All India,THREE WHEELER,EYAMAUTO MOBILITY PVT LTD,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,FARMTECH AGRO INDUSTRIES,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,FEDE INDUSTRIES PVT LTD,2025,Vehicle Category Group,1185
-1,All India,THREE WHEELER,FERRARI SPA (IMPORTER:NAVNIT MOTORS PVT LTD),2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,FERRARI SPA (IMPORTER:SELECT CARS P LTD),2025,Vehicle Category Group,3
-1,All India,THREE WHEELER,FIELDTRACK EARTHMOVERS PVT LTD,2025,Vehicle Category Group,35
-1,All India,THREE WHEELER,FIORI CONCRETE MACHINES INDIA PVT LTD,2025,Vehicle Category Group,7
-1,All India,THREE WHEELER,FIRST CHOICE ELECTRIC VEHICLES PVT LTD,2025,Vehicle Category Group,44
-1,All India,THREE WHEELER,FITWEL MOBILITY PVT LTD,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,FIVE ELEMENTS,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,FLYRIDERS ELECTRIC SCOOTERS PVT LTD,2025,Vehicle Category Group,6
-1,All India,THREE WHEELER,FORCE MOTORS LIMITED,2025,Vehicle Category Group,2899
-1,All India,THREE WHEELER,FORD INDIA PVT LTD,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,FRIENDS ENGINEERING WORKS,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,FRN MOTORS PVT LTD,2025,Vehicle Category Group,66
-1,All India,THREE WHEELER,FUTURE AUTOMOTIVE,2025,Vehicle Category Group,2
-1,All India,THREE WHEELER,FUTURE EV TECHNOLOGY,2025,Vehicle Category Group,12
-1,All India,THREE WHEELER,GAGAN AUTOMOTIVES,2025,Vehicle Category Group,78
-1,All India,THREE WHEELER,GAHIR AGRICULTURAL INDUSTRIES,2025,Vehicle Category Group,1
-1,All India,THREE WHEELER,GAHIR AGRO INDUSTRIES LIMITED,2025,Vehicle Category Group,0
-1,All India,THREE WHEELER,GALAXY ELECTRIC VEHICLES,2025,Vehicle Category Group,34
-1,All India,THREE WHEELER,GANESH AGRICULTURE WORKS,2025,Vehicle Category Group,7
-1,All India,THREE WHEELER,GANESH ENGINEERING WORKS AP118063632,2025,Vehicle Category Group,10
