S No,Vehicle Class,State,Year,Norms,Value
15,EXCAVATOR (NT),Haryana(104),2026,EURO 1,0
16,FIRE TENDERS,Haryana(104),2026,EURO 1,0
17,FORK LIFT,Haryana(104),2026,EURO 1,0
18,GOODS CARRIER,Haryana(104),2026,EURO 1,0
19,HARVESTER,Haryana(104),2026,EURO 1,0
20,HEARSES,Haryana(104),2026,EURO 1,0
21,LUXURY CAB,Haryana(104),2026,EURO 1,0
22,MAXI CAB,Haryana(104),2026,EURO 1,0
23,M-CYCLE/SCOOTER,Haryana(104),2026,EURO 1,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2026,EURO 1,0
25,MOBILE CLINIC,Haryana(104),2026,EURO 1,0
26,MOPED,Haryana(104),2026,EURO 1,0
27,MOTOR CAB,Haryana(104),2026,EURO 1,0
28,MOTOR CAR,Haryana(104),2026,EURO 1,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2026,EURO 1,0
30,MOTORISED CYCLE (CC > 25CC),Haryana(104),2026,EURO 1,0
31,OMNI BUS,Haryana(104),2026,EURO 1,0
32,OMNI BUS (PRIVATE USE),Haryana(104),2026,EURO 1,0
33,RECOVERY VEHICLE,Haryana(104),2026,EURO 1,0
34,THREE WHEELER (GOODS),Haryana(104),2026,EURO 1,0
35,THREE WHEELER (PASSENGER),Haryana(104),2026,EURO 1,0
36,TRAILER (COMMERCIAL),Haryana(104),2026,EURO 1,0
1,ADAPTED VEHICLE,Haryana(104),2026,EURO 2,0
2,AGRICULTURAL TRACTOR,Haryana(104),2026,EURO 2,0
3,AMBULANCE,Haryana(104),2026,EURO 2,0
4,ANIMAL AMBULANCE,Haryana(104),2026,EURO 2,0
5,ARTICULATED VEHICLE,Haryana(104),2026,EURO 2,0
6,BUS,Haryana(104),2026,EURO 2,0
7,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2026,EURO 2,0
8,CASH VAN,Haryana(104),2026,EURO 2,0
9,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2026,EURO 2,0
10,CRANE MOUNTED VEHICLE,Haryana(104),2026,EURO 2,0
11,EARTH MOVING EQUIPMENT,Haryana(104),2026,EURO 2,0
12,EDUCATIONAL INSTITUTION BUS,Haryana(104),2026,EURO 2,0
13,E-RICKSHAW(P),Haryana(104),2026,EURO 2,0
14,E-RICKSHAW WITH CART (G),Haryana(104),2026,EURO 2,0
15,EXCAVATOR (NT),Haryana(104),2026,EURO 2,0
16,FIRE TENDERS,Haryana(104),2026,EURO 2,0
17,FORK LIFT,Haryana(104),2026,EURO 2,0
18,GOODS CARRIER,Haryana(104),2026,EURO 2,0
19,HARVESTER,Haryana(104),2026,EURO 2,0
20,HEARSES,Haryana(104),2026,EURO 2,0
21,LUXURY CAB,Haryana(104),2026,EURO 2,0
22,MAXI CAB,Haryana(104),2026,EURO 2,0
23,M-CYCLE/SCOOTER,Haryana(104),2026,EURO 2,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2026,EURO 2,0
25,MOBILE CLINIC,Haryana(104),2026,EURO 2,0
26,MOPED,Haryana(104),2026,EURO 2,0
27,MOTOR CAB,Haryana(104),2026,EURO 2,0
28,MOTOR CAR,Haryana(104),2026,EURO 2,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2026,EURO 2,0
30,MOTORISED CYCLE (CC > 25CC),Haryana(104),2026,EURO 2,0
31,OMNI BUS,Haryana(104),2026,EURO 2,0
32,OMNI BUS (PRIVATE USE),Haryana(104),2026,EURO 2,0
33,RECOVERY VEHICLE,Haryana(104),2026,EURO 2,0
34,THREE WHEELER (GOODS),Haryana(104),2026,EURO 2,0
35,THREE WHEELER (PASSENGER),Haryana(104),2026,EURO 2,0
36,TRAILER (COMMERCIAL),Haryana(104),2026,EURO 2,0
1,ADAPTED VEHICLE,Haryana(104),2026,EURO 3,0
2,AGRICULTURAL TRACTOR,Haryana(104),2026,EURO 3,0
3,AMBULANCE,Haryana(104),2026,EURO 3,0
4,ANIMAL AMBULANCE,Haryana(104),2026,EURO 3,0
5,ARTICULATED VEHICLE,Haryana(104),2026,EURO 3,0
6,BUS,Haryana(104),2026,EURO 3,0
7,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2026,EURO 3,0
8,CASH VAN,Haryana(104),2026,EURO 3,0
9,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2026,EURO 3,0
10,CRANE MOUNTED VEHICLE,Haryana(104),2026,EURO 3,0
11,EARTH MOVING EQUIPMENT,Haryana(104),2026,EURO 3,0
12,EDUCATIONAL INSTITUTION BUS,Haryana(104),2026,EURO 3,0
13,E-RICKSHAW(P),Haryana(104),2026,EURO 3,0
14,E-RICKSHAW WITH CART (G),Haryana(104),2026,EURO 3,0
15,EXCAVATOR (NT),Haryana(104),2026,EURO 3,0
16,FIRE TENDERS,Haryana(104),2026,EURO 3,0
17,FORK LIFT,Haryana(104),2026,EURO 3,0
18,GOODS CARRIER,Haryana(104),2026,EURO 3,0
19,HARVESTER,Haryana(104),2026,EURO 3,0
20,HEARSES,Haryana(104),2026,EURO 3,0
21,LUXURY CAB,Haryana(104),2026,EURO 3,0
22,MAXI CAB,Haryana(104),2026,EURO 3,0
23,M-CYCLE/SCOOTER,Haryana(104),2026,EURO 3,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2026,EURO 3,0
25,MOBILE CLINIC,Haryana(104),2026,EURO 3,0
26,MOPED,Haryana(104),2026,EURO 3,0
27,MOTOR CAB,Haryana(104),2026,EURO 3,0
28,MOTOR CAR,Haryana(104),2026,EURO 3,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2026,EURO 3,0
30,MOTORISED CYCLE (CC > 25CC),Haryana(104),2026,EURO 3,0
31,OMNI BUS,Haryana(104),2026,EURO 3,0
32,OMNI BUS (PRIVATE USE),Haryana(104),2026,EURO 3,0
33,RECOVERY VEHICLE,Haryana(104),2026,EURO 3,0
34,THREE WHEELER (GOODS),Haryana(104),2026,EURO 3,0
35,THREE WHEELER (PASSENGER),Haryana(104),2026,EURO 3,0
36,TRAILER (COMMERCIAL),Haryana(104),2026,EURO 3,0
1,ADAPTED VEHICLE,Haryana(104),2026,EURO 4,0
2,AGRICULTURAL TRACTOR,Haryana(104),2026,EURO 4,0
3,AMBULANCE,Haryana(104),2026,EURO 4,0
4,ANIMAL AMBULANCE,Haryana(104),2026,EURO 4,0
5,ARTICULATED VEHICLE,Haryana(104),2026,EURO 4,0
6,BUS,Haryana(104),2026,EURO 4,0
7,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2026,EURO 4,0
8,CASH VAN,Haryana(104),2026,EURO 4,0
9,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2026,EURO 4,0
10,CRANE MOUNTED VEHICLE,Haryana(104),2026,EURO 4,0
11,EARTH MOVING EQUIPMENT,Haryana(104),2026,EURO 4,0
12,EDUCATIONAL INSTITUTION BUS,Haryana(104),2026,EURO 4,0
13,E-RICKSHAW(P),Haryana(104),2026,EURO 4,0
14,E-RICKSHAW WITH CART (G),Haryana(104),2026,EURO 4,0
15,EXCAVATOR (NT),Haryana(104),2026,EURO 4,0
16,FIRE TENDERS,Haryana(104),2026,EURO 4,0
17,FORK LIFT,Haryana(104),2026,EURO 4,0
18,GOODS CARRIER,Haryana(104),2026,EURO 4,0
19,HARVESTER,Haryana(104),2026,EURO 4,0
20,HEARSES,Haryana(104),2026,EURO 4,0
21,LUXURY CAB,Haryana(104),2026,EURO 4,0
22,MAXI CAB,Haryana(104),2026,EURO 4,0
23,M-CYCLE/SCOOTER,Haryana(104),2026,EURO 4,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2026,EURO 4,0
25,MOBILE CLINIC,Haryana(104),2026,EURO 4,0
26,MOPED,Haryana(104),2026,EURO 4,0
27,MOTOR CAB,Haryana(104),2026,EURO 4,0
28,MOTOR CAR,Haryana(104),2026,EURO 4,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2026,EURO 4,0
30,MOTORISED CYCLE (CC > 25CC),Haryana(104),2026,EURO 4,0
31,OMNI BUS,Haryana(104),2026,EURO 4,0
32,OMNI BUS (PRIVATE USE),Haryana(104),2026,EURO 4,0
33,RECOVERY VEHICLE,Haryana(104),2026,EURO 4,0
34,THREE WHEELER (GOODS),Haryana(104),2026,EURO 4,0
35,THREE WHEELER (PASSENGER),Haryana(104),2026,EURO 4,0
36,TRAILER (COMMERCIAL),Haryana(104),2026,EURO 4,0
1,ADAPTED VEHICLE,Haryana(104),2026,EURO 6,0
2,AGRICULTURAL TRACTOR,Haryana(104),2026,EURO 6,0
3,AMBULANCE,Haryana(104),2026,EURO 6,0
4,ANIMAL AMBULANCE,Haryana(104),2026,EURO 6,0
5,ARTICULATED VEHICLE,Haryana(104),2026,EURO 6,0
6,BUS,Haryana(104),2026,EURO 6,0
7,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2026,EURO 6,0
8,CASH VAN,Haryana(104),2026,EURO 6,0
9,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2026,EURO 6,0
10,CRANE MOUNTED VEHICLE,Haryana(104),2026,EURO 6,0
11,EARTH MOVING EQUIPMENT,Haryana(104),2026,EURO 6,0
12,EDUCATIONAL INSTITUTION BUS,Haryana(104),2026,EURO 6,0
13,E-RICKSHAW(P),Haryana(104),2026,EURO 6,0
14,E-RICKSHAW WITH CART (G),Haryana(104),2026,EURO 6,0
15,EXCAVATOR (NT),Haryana(104),2026,EURO 6,0
16,FIRE TENDERS,Haryana(104),2026,EURO 6,0
17,FORK LIFT,Haryana(104),2026,EURO 6,0
18,GOODS CARRIER,Haryana(104),2026,EURO 6,0
19,HARVESTER,Haryana(104),2026,EURO 6,0
20,HEARSES,Haryana(104),2026,EURO 6,0
21,LUXURY CAB,Haryana(104),2026,EURO 6,0
22,MAXI CAB,Haryana(104),2026,EURO 6,0
23,M-CYCLE/SCOOTER,Haryana(104),2026,EURO 6,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2026,EURO 6,0
25,MOBILE CLINIC,Haryana(104),2026,EURO 6,0
26,MOPED,Haryana(104),2026,EURO 6,0
27,MOTOR CAB,Haryana(104),2026,EURO 6,0
28,MOTOR CAR,Haryana(104),2026,EURO 6,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2026,EURO 6,0
30,MOTORISED CYCLE (CC > 25CC),Haryana(104),2026,EURO 6,0
31,OMNI BUS,Haryana(104),2026,EURO 6,0
32,OMNI BUS (PRIVATE USE),Haryana(104),2026,EURO 6,0
33,RECOVERY VEHICLE,Haryana(104),2026,EURO 6,0
34,THREE WHEELER (GOODS),Haryana(104),2026,EURO 6,0
35,THREE WHEELER (PASSENGER),Haryana(104),2026,EURO 6,0
36,TRAILER (COMMERCIAL),Haryana(104),2026,EURO 6,0
1,ADAPTED VEHICLE,Haryana(104),2026,EURO 6A,0
2,AGRICULTURAL TRACTOR,Haryana(104),2026,EURO 6A,0
3,AMBULANCE,Haryana(104),2026,EURO 6A,0
4,ANIMAL AMBULANCE,Haryana(104),2026,EURO 6A,0
5,ARTICULATED VEHICLE,Haryana(104),2026,EURO 6A,0
6,BUS,Haryana(104),2026,EURO 6A,0
7,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2026,EURO 6A,0
8,CASH VAN,Haryana(104),2026,EURO 6A,0
9,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2026,EURO 6A,0
10,CRANE MOUNTED VEHICLE,Haryana(104),2026,EURO 6A,0
11,EARTH MOVING EQUIPMENT,Haryana(104),2026,EURO 6A,0
12,EDUCATIONAL INSTITUTION BUS,Haryana(104),2026,EURO 6A,0
13,E-RICKSHAW(P),Haryana(104),2026,EURO 6A,0
14,E-RICKSHAW WITH CART (G),Haryana(104),2026,EURO 6A,0
15,EXCAVATOR (NT),Haryana(104),2026,EURO 6A,0
16,FIRE TENDERS,Haryana(104),2026,EURO 6A,0
17,FORK LIFT,Haryana(104),2026,EURO 6A,0
18,GOODS CARRIER,Haryana(104),2026,EURO 6A,0
19,HARVESTER,Haryana(104),2026,EURO 6A,0
20,HEARSES,Haryana(104),2026,EURO 6A,0
21,LUXURY CAB,Haryana(104),2026,EURO 6A,0
22,MAXI CAB,Haryana(104),2026,EURO 6A,0
23,M-CYCLE/SCOOTER,Haryana(104),2026,EURO 6A,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2026,EURO 6A,0
25,MOBILE CLINIC,Haryana(104),2026,EURO 6A,0
26,MOPED,Haryana(104),2026,EURO 6A,0
27,MOTOR CAB,Haryana(104),2026,EURO 6A,0
28,MOTOR CAR,Haryana(104),2026,EURO 6A,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2026,EURO 6A,0
30,MOTORISED CYCLE (CC > 25CC),Haryana(104),2026,EURO 6A,0
31,OMNI BUS,Haryana(104),2026,EURO 6A,0
32,OMNI BUS (PRIVATE USE),Haryana(104),2026,EURO 6A,0
33,RECOVERY VEHICLE,Haryana(104),2026,EURO 6A,0
34,THREE WHEELER (GOODS),Haryana(104),2026,EURO 6A,0
35,THREE WHEELER (PASSENGER),Haryana(104),2026,EURO 6A,0
36,TRAILER (COMMERCIAL),Haryana(104),2026,EURO 6A,0
1,ADAPTED VEHICLE,Haryana(104),2026,EURO  6AD,0
2,AGRICULTURAL TRACTOR,Haryana(104),2026,EURO  6AD,0
3,AMBULANCE,Haryana(104),2026,EURO  6AD,0
4,ANIMAL AMBULANCE,Haryana(104),2026,EURO  6AD,0
5,ARTICULATED VEHICLE,Haryana(104),2026,EURO  6AD,0
6,BUS,Haryana(104),2026,EURO  6AD,0
7,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2026,EURO  6AD,0
8,CASH VAN,Haryana(104),2026,EURO  6AD,0
9,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2026,EURO  6AD,0
10,CRANE MOUNTED VEHICLE,Haryana(104),2026,EURO  6AD,0
11,EARTH MOVING EQUIPMENT,Haryana(104),2026,EURO  6AD,0
12,EDUCATIONAL INSTITUTION BUS,Haryana(104),2026,EURO  6AD,0
13,E-RICKSHAW(P),Haryana(104),2026,EURO  6AD,0
14,E-RICKSHAW WITH CART (G),Haryana(104),2026,EURO  6AD,0
15,EXCAVATOR (NT),Haryana(104),2026,EURO  6AD,0
16,FIRE TENDERS,Haryana(104),2026,EURO  6AD,0
17,FORK LIFT,Haryana(104),2026,EURO  6AD,0
18,GOODS CARRIER,Haryana(104),2026,EURO  6AD,0
19,HARVESTER,Haryana(104),2026,EURO  6AD,0
20,HEARSES,Haryana(104),2026,EURO  6AD,0
21,LUXURY CAB,Haryana(104),2026,EURO  6AD,0
22,MAXI CAB,Haryana(104),2026,EURO  6AD,0
23,M-CYCLE/SCOOTER,Haryana(104),2026,EURO  6AD,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2026,EURO  6AD,0
25,MOBILE CLINIC,Haryana(104),2026,EURO  6AD,0
26,MOPED,Haryana(104),2026,EURO  6AD,0
27,MOTOR CAB,Haryana(104),2026,EURO  6AD,0
28,MOTOR CAR,Haryana(104),2026,EURO  6AD,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2026,EURO  6AD,0
30,MOTORISED CYCLE (CC > 25CC),Haryana(104),2026,EURO  6AD,0
31,OMNI BUS,Haryana(104),2026,EURO  6AD,0
32,OMNI BUS (PRIVATE USE),Haryana(104),2026,EURO  6AD,0
33,RECOVERY VEHICLE,Haryana(104),2026,EURO  6AD,0
34,THREE WHEELER (GOODS),Haryana(104),2026,EURO  6AD,0
35,THREE WHEELER (PASSENGER),Haryana(104),2026,EURO  6AD,0
36,TRAILER (COMMERCIAL),Haryana(104),2026,EURO  6AD,0
1,ADAPTED VEHICLE,Haryana(104),2026,EURO 6B,0
2,AGRICULTURAL TRACTOR,Haryana(104),2026,EURO 6B,0
3,AMBULANCE,Haryana(104),2026,EURO 6B,0
4,ANIMAL AMBULANCE,Haryana(104),2026,EURO 6B,0
5,ARTICULATED VEHICLE,Haryana(104),2026,EURO 6B,0
6,BUS,Haryana(104),2026,EURO 6B,0
7,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2026,EURO 6B,0
8,CASH VAN,Haryana(104),2026,EURO 6B,0
9,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2026,EURO 6B,0
10,CRANE MOUNTED VEHICLE,Haryana(104),2026,EURO 6B,0
11,EARTH MOVING EQUIPMENT,Haryana(104),2026,EURO 6B,0
12,EDUCATIONAL INSTITUTION BUS,Haryana(104),2026,EURO 6B,0
13,E-RICKSHAW(P),Haryana(104),2026,EURO 6B,0
14,E-RICKSHAW WITH CART (G),Haryana(104),2026,EURO 6B,0
15,EXCAVATOR (NT),Haryana(104),2026,EURO 6B,0
16,FIRE TENDERS,Haryana(104),2026,EURO 6B,0
17,FORK LIFT,Haryana(104),2026,EURO 6B,0
18,GOODS CARRIER,Haryana(104),2026,EURO 6B,0
19,HARVESTER,Haryana(104),2026,EURO 6B,0
20,HEARSES,Haryana(104),2026,EURO 6B,0
21,LUXURY CAB,Haryana(104),2026,EURO 6B,0
22,MAXI CAB,Haryana(104),2026,EURO 6B,0
23,M-CYCLE/SCOOTER,Haryana(104),2026,EURO 6B,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2026,EURO 6B,0
25,MOBILE CLINIC,Haryana(104),2026,EURO 6B,0
26,MOPED,Haryana(104),2026,EURO 6B,0
27,MOTOR CAB,Haryana(104),2026,EURO 6B,0
28,MOTOR CAR,Haryana(104),2026,EURO 6B,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2026,EURO 6B,0
30,MOTORISED CYCLE (CC > 25CC),Haryana(104),2026,EURO 6B,0
31,OMNI BUS,Haryana(104),2026,EURO 6B,0
32,OMNI BUS (PRIVATE USE),Haryana(104),2026,EURO 6B,0
33,RECOVERY VEHICLE,Haryana(104),2026,EURO 6B,0
34,THREE WHEELER (GOODS),Haryana(104),2026,EURO 6B,0
35,THREE WHEELER (PASSENGER),Haryana(104),2026,EURO 6B,0
36,TRAILER (COMMERCIAL),Haryana(104),2026,EURO 6B,0
1,ADAPTED VEHICLE,Haryana(104),2026,EURO 6C,0
2,AGRICULTURAL TRACTOR,Haryana(104),2026,EURO 6C,0
3,AMBULANCE,Haryana(104),2026,EURO 6C,0
4,ANIMAL AMBULANCE,Haryana(104),2026,EURO 6C,0
5,ARTICULATED VEHICLE,Haryana(104),2026,EURO 6C,0
6,BUS,Haryana(104),2026,EURO 6C,0
7,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2026,EURO 6C,0
8,CASH VAN,Haryana(104),2026,EURO 6C,0
9,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2026,EURO 6C,0
10,CRANE MOUNTED VEHICLE,Haryana(104),2026,EURO 6C,0
11,EARTH MOVING EQUIPMENT,Haryana(104),2026,EURO 6C,0
12,EDUCATIONAL INSTITUTION BUS,Haryana(104),2026,EURO 6C,0
13,E-RICKSHAW(P),Haryana(104),2026,EURO 6C,0
14,E-RICKSHAW WITH CART (G),Haryana(104),2026,EURO 6C,0
15,EXCAVATOR (NT),Haryana(104),2026,EURO 6C,0
16,FIRE TENDERS,Haryana(104),2026,EURO 6C,0
17,FORK LIFT,Haryana(104),2026,EURO 6C,0
18,GOODS CARRIER,Haryana(104),2026,EURO 6C,0
19,HARVESTER,Haryana(104),2026,EURO 6C,0
20,HEARSES,Haryana(104),2026,EURO 6C,0
21,LUXURY CAB,Haryana(104),2026,EURO 6C,0
22,MAXI CAB,Haryana(104),2026,EURO 6C,0
23,M-CYCLE/SCOOTER,Haryana(104),2026,EURO 6C,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2026,EURO 6C,0
25,MOBILE CLINIC,Haryana(104),2026,EURO 6C,0
26,MOPED,Haryana(104),2026,EURO 6C,0
27,MOTOR CAB,Haryana(104),2026,EURO 6C,0
28,MOTOR CAR,Haryana(104),2026,EURO 6C,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2026,EURO 6C,0
30,MOTORISED CYCLE (CC > 25CC),Haryana(104),2026,EURO 6C,0
31,OMNI BUS,Haryana(104),2026,EURO 6C,0
32,OMNI BUS (PRIVATE USE),Haryana(104),2026,EURO 6C,0
33,RECOVERY VEHICLE,Haryana(104),2026,EURO 6C,0
34,THREE WHEELER (GOODS),Haryana(104),2026,EURO 6C,0
35,THREE WHEELER (PASSENGER),Haryana(104),2026,EURO 6C,0
36,TRAILER (COMMERCIAL),Haryana(104),2026,EURO 6C,0
1,ADAPTED VEHICLE,Haryana(104),2026,EURO 6D,0
2,AGRICULTURAL TRACTOR,Haryana(104),2026,EURO 6D,0
3,AMBULANCE,Haryana(104),2026,EURO 6D,0
4,ANIMAL AMBULANCE,Haryana(104),2026,EURO 6D,0
5,ARTICULATED VEHICLE,Haryana(104),2026,EURO 6D,0
6,BUS,Haryana(104),2026,EURO 6D,0
7,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2026,EURO 6D,0
8,CASH VAN,Haryana(104),2026,EURO 6D,0
9,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2026,EURO 6D,0
10,CRANE MOUNTED VEHICLE,Haryana(104),2026,EURO 6D,0
11,EARTH MOVING EQUIPMENT,Haryana(104),2026,EURO 6D,0
12,EDUCATIONAL INSTITUTION BUS,Haryana(104),2026,EURO 6D,0
13,E-RICKSHAW(P),Haryana(104),2026,EURO 6D,0
14,E-RICKSHAW WITH CART (G),Haryana(104),2026,EURO 6D,0
15,EXCAVATOR (NT),Haryana(104),2026,EURO 6D,0
16,FIRE TENDERS,Haryana(104),2026,EURO 6D,0
17,FORK LIFT,Haryana(104),2026,EURO 6D,0
18,GOODS CARRIER,Haryana(104),2026,EURO 6D,0
19,HARVESTER,Haryana(104),2026,EURO 6D,0
20,HEARSES,Haryana(104),2026,EURO 6D,0
21,LUXURY CAB,Haryana(104),2026,EURO 6D,0
22,MAXI CAB,Haryana(104),2026,EURO 6D,0
23,M-CYCLE/SCOOTER,Haryana(104),2026,EURO 6D,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2026,EURO 6D,0
25,MOBILE CLINIC,Haryana(104),2026,EURO 6D,0
26,MOPED,Haryana(104),2026,EURO 6D,0
27,MOTOR CAB,Haryana(104),2026,EURO 6D,0
28,MOTOR CAR,Haryana(104),2026,EURO 6D,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2026,EURO 6D,0
30,MOTORISED CYCLE (CC > 25CC),Haryana(104),2026,EURO 6D,0
31,OMNI BUS,Haryana(104),2026,EURO 6D,0
32,OMNI BUS (PRIVATE USE),Haryana(104),2026,EURO 6D,0
33,RECOVERY VEHICLE,Haryana(104),2026,EURO 6D,0
34,THREE WHEELER (GOODS),Haryana(104),2026,EURO 6D,0
35,THREE WHEELER (PASSENGER),Haryana(104),2026,EURO 6D,0
36,TRAILER (COMMERCIAL),Haryana(104),2026,EURO 6D,0
1,ADAPTED VEHICLE,Haryana(104),2026,Not Applicable,0
2,AGRICULTURAL TRACTOR,Haryana(104),2026,Not Applicable,0
3,AMBULANCE,Haryana(104),2026,Not Applicable,0
4,ANIMAL AMBULANCE,Haryana(104),2026,Not Applicable,0
5,ARTICULATED VEHICLE,Haryana(104),2026,Not Applicable,0
6,BUS,Haryana(104),2026,Not Applicable,0
7,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2026,Not Applicable,0
8,CASH VAN,Haryana(104),2026,Not Applicable,0
9,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2026,Not Applicable,0
10,CRANE MOUNTED VEHICLE,Haryana(104),2026,Not Applicable,0
11,EARTH MOVING EQUIPMENT,Haryana(104),2026,Not Applicable,0
12,EDUCATIONAL INSTITUTION BUS,Haryana(104),2026,Not Applicable,0
13,E-RICKSHAW(P),Haryana(104),2026,Not Applicable,0
14,E-RICKSHAW WITH CART (G),Haryana(104),2026,Not Applicable,0
15,EXCAVATOR (NT),Haryana(104),2026,Not Applicable,0
16,FIRE TENDERS,Haryana(104),2026,Not Applicable,0
17,FORK LIFT,Haryana(104),2026,Not Applicable,0
18,GOODS CARRIER,Haryana(104),2026,Not Applicable,0
19,HARVESTER,Haryana(104),2026,Not Applicable,0
20,HEARSES,Haryana(104),2026,Not Applicable,0
21,LUXURY CAB,Haryana(104),2026,Not Applicable,0
22,MAXI CAB,Haryana(104),2026,Not Applicable,0
23,M-CYCLE/SCOOTER,Haryana(104),2026,Not Applicable,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2026,Not Applicable,0
25,MOBILE CLINIC,Haryana(104),2026,Not Applicable,0
26,MOPED,Haryana(104),2026,Not Applicable,0
27,MOTOR CAB,Haryana(104),2026,Not Applicable,0
28,MOTOR CAR,Haryana(104),2026,Not Applicable,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2026,Not Applicable,0
30,MOTORISED CYCLE (CC > 25CC),Haryana(104),2026,Not Applicable,0
31,OMNI BUS,Haryana(104),2026,Not Applicable,0
32,OMNI BUS (PRIVATE USE),Haryana(104),2026,Not Applicable,0
33,RECOVERY VEHICLE,Haryana(104),2026,Not Applicable,0
34,THREE WHEELER (GOODS),Haryana(104),2026,Not Applicable,0
35,THREE WHEELER (PASSENGER),Haryana(104),2026,Not Applicable,0
36,TRAILER (COMMERCIAL),Haryana(104),2026,Not Applicable,0
1,ADAPTED VEHICLE,Haryana(104),2026,Not Available,0
2,AGRICULTURAL TRACTOR,Haryana(104),2026,Not Available,0
3,AMBULANCE,Haryana(104),2026,Not Available,0
4,ANIMAL AMBULANCE,Haryana(104),2026,Not Available,0
5,ARTICULATED VEHICLE,Haryana(104),2026,Not Available,0
6,BUS,Haryana(104),2026,Not Available,0
7,CAMPER VAN / TRAILER (PRIVATE USE),Haryana(104),2026,Not Available,0
8,CASH VAN,Haryana(104),2026,Not Available,0
9,CONSTRUCTION EQUIPMENT VEHICLE,Haryana(104),2026,Not Available,0
10,CRANE MOUNTED VEHICLE,Haryana(104),2026,Not Available,0
11,EARTH MOVING EQUIPMENT,Haryana(104),2026,Not Available,0
12,EDUCATIONAL INSTITUTION BUS,Haryana(104),2026,Not Available,0
13,E-RICKSHAW(P),Haryana(104),2026,Not Available,"1,398"
14,E-RICKSHAW WITH CART (G),Haryana(104),2026,Not Available,685
15,EXCAVATOR (NT),Haryana(104),2026,Not Available,0
16,FIRE TENDERS,Haryana(104),2026,Not Available,0
17,FORK LIFT,Haryana(104),2026,Not Available,0
18,GOODS CARRIER,Haryana(104),2026,Not Available,190
19,HARVESTER,Haryana(104),2026,Not Available,0
20,HEARSES,Haryana(104),2026,Not Available,0
21,LUXURY CAB,Haryana(104),2026,Not Available,0
22,MAXI CAB,Haryana(104),2026,Not Available,0
23,M-CYCLE/SCOOTER,Haryana(104),2026,Not Available,"1,509"
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Haryana(104),2026,Not Available,0
25,MOBILE CLINIC,Haryana(104),2026,Not Available,0
26,MOPED,Haryana(104),2026,Not Available,1
27,MOTOR CAB,Haryana(104),2026,Not Available,82
28,MOTOR CAR,Haryana(104),2026,Not Available,157
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Haryana(104),2026,Not Available,0
30,MOTORISED CYCLE (CC > 25CC),Haryana(104),2026,Not Available,3
