S No,Fuel,State,Year,Norms,Value
17,PETROL/LPG,Haryana(104),2025,EURO 3,0
18,PLUG-IN HYBRID EV,Haryana(104),2025,EURO 3,0
19,PURE EV,Haryana(104),2025,EURO 3,0
20,STRONG HYBRID EV,Haryana(104),2025,EURO 3,0
1,CNG ONLY,Haryana(104),2025,EURO 4,0
2,DIESEL,Haryana(104),2025,EURO 4,0
3,DIESEL/HYBRID,Haryana(104),2025,EURO 4,0
4,ELECTRIC(BOV),Haryana(104),2025,EURO 4,0
5,ETHANOL,Haryana(104),2025,EURO 4,0
6,LNG,Haryana(104),2025,EURO 4,0
7,NOT APPLICABLE,Haryana(104),2025,EURO 4,0
8,PETROL,Haryana(104),2025,EURO 4,1
9,PETROL/CNG,Haryana(104),2025,EURO 4,0
10,PETROL(E20)/CNG,Haryana(104),2025,EURO 4,0
11,PETROL(E20)/HYBRID,Haryana(104),2025,EURO 4,0
12,PETROL(E20)/HYBRID/CNG,Haryana(104),2025,EURO 4,0
13,PETROL(E20)/LPG,Haryana(104),2025,EURO 4,0
14,PETROL/ETHANOL,Haryana(104),2025,EURO 4,0
15,PETROL/HYBRID,Haryana(104),2025,EURO 4,0
16,PETROL/HYBRID/CNG,Haryana(104),2025,EURO 4,0
17,PETROL/LPG,Haryana(104),2025,EURO 4,0
18,PLUG-IN HYBRID EV,Haryana(104),2025,EURO 4,0
19,PURE EV,Haryana(104),2025,EURO 4,0
20,STRONG HYBRID EV,Haryana(104),2025,EURO 4,0
1,CNG ONLY,Haryana(104),2025,EURO 6,0
2,DIESEL,Haryana(104),2025,EURO 6,5
3,DIESEL/HYBRID,Haryana(104),2025,EURO 6,0
4,ELECTRIC(BOV),Haryana(104),2025,EURO 6,0
5,ETHANOL,Haryana(104),2025,EURO 6,0
6,LNG,Haryana(104),2025,EURO 6,0
7,NOT APPLICABLE,Haryana(104),2025,EURO 6,0
8,PETROL,Haryana(104),2025,EURO 6,10
9,PETROL/CNG,Haryana(104),2025,EURO 6,0
10,PETROL(E20)/CNG,Haryana(104),2025,EURO 6,0
11,PETROL(E20)/HYBRID,Haryana(104),2025,EURO 6,0
12,PETROL(E20)/HYBRID/CNG,Haryana(104),2025,EURO 6,0
13,PETROL(E20)/LPG,Haryana(104),2025,EURO 6,0
14,PETROL/ETHANOL,Haryana(104),2025,EURO 6,0
15,PETROL/HYBRID,Haryana(104),2025,EURO 6,0
16,PETROL/HYBRID/CNG,Haryana(104),2025,EURO 6,0
17,PETROL/LPG,Haryana(104),2025,EURO 6,0
18,PLUG-IN HYBRID EV,Haryana(104),2025,EURO 6,0
19,PURE EV,Haryana(104),2025,EURO 6,0
20,STRONG HYBRID EV,Haryana(104),2025,EURO 6,0
1,CNG ONLY,Haryana(104),2025,EURO 6A,0
2,DIESEL,Haryana(104),2025,EURO 6A,0
3,DIESEL/HYBRID,Haryana(104),2025,EURO 6A,0
4,ELECTRIC(BOV),Haryana(104),2025,EURO 6A,0
5,ETHANOL,Haryana(104),2025,EURO 6A,0
6,LNG,Haryana(104),2025,EURO 6A,0
7,NOT APPLICABLE,Haryana(104),2025,EURO 6A,0
8,PETROL,Haryana(104),2025,EURO 6A,0
9,PETROL/CNG,Haryana(104),2025,EURO 6A,0
10,PETROL(E20)/CNG,Haryana(104),2025,EURO 6A,0
11,PETROL(E20)/HYBRID,Haryana(104),2025,EURO 6A,0
12,PETROL(E20)/HYBRID/CNG,Haryana(104),2025,EURO 6A,0
13,PETROL(E20)/LPG,Haryana(104),2025,EURO 6A,0
14,PETROL/ETHANOL,Haryana(104),2025,EURO 6A,0
15,PETROL/HYBRID,Haryana(104),2025,EURO 6A,0
16,PETROL/HYBRID/CNG,Haryana(104),2025,EURO 6A,0
17,PETROL/LPG,Haryana(104),2025,EURO 6A,0
18,PLUG-IN HYBRID EV,Haryana(104),2025,EURO 6A,0
19,PURE EV,Haryana(104),2025,EURO 6A,0
20,STRONG HYBRID EV,Haryana(104),2025,EURO 6A,0
1,CNG ONLY,Haryana(104),2025,EURO  6AD,0
2,DIESEL,Haryana(104),2025,EURO  6AD,0
3,DIESEL/HYBRID,Haryana(104),2025,EURO  6AD,0
4,ELECTRIC(BOV),Haryana(104),2025,EURO  6AD,0
5,ETHANOL,Haryana(104),2025,EURO  6AD,0
6,LNG,Haryana(104),2025,EURO  6AD,0
7,NOT APPLICABLE,Haryana(104),2025,EURO  6AD,0
8,PETROL,Haryana(104),2025,EURO  6AD,0
9,PETROL/CNG,Haryana(104),2025,EURO  6AD,0
10,PETROL(E20)/CNG,Haryana(104),2025,EURO  6AD,0
11,PETROL(E20)/HYBRID,Haryana(104),2025,EURO  6AD,0
12,PETROL(E20)/HYBRID/CNG,Haryana(104),2025,EURO  6AD,0
13,PETROL(E20)/LPG,Haryana(104),2025,EURO  6AD,0
14,PETROL/ETHANOL,Haryana(104),2025,EURO  6AD,0
15,PETROL/HYBRID,Haryana(104),2025,EURO  6AD,0
16,PETROL/HYBRID/CNG,Haryana(104),2025,EURO  6AD,0
17,PETROL/LPG,Haryana(104),2025,EURO  6AD,0
18,PLUG-IN HYBRID EV,Haryana(104),2025,EURO  6AD,0
19,PURE EV,Haryana(104),2025,EURO  6AD,0
20,STRONG HYBRID EV,Haryana(104),2025,EURO  6AD,0
1,CNG ONLY,Haryana(104),2025,EURO 6B,0
2,DIESEL,Haryana(104),2025,EURO 6B,0
3,DIESEL/HYBRID,Haryana(104),2025,EURO 6B,0
4,ELECTRIC(BOV),Haryana(104),2025,EURO 6B,0
5,ETHANOL,Haryana(104),2025,EURO 6B,0
6,LNG,Haryana(104),2025,EURO 6B,0
7,NOT APPLICABLE,Haryana(104),2025,EURO 6B,0
8,PETROL,Haryana(104),2025,EURO 6B,0
9,PETROL/CNG,Haryana(104),2025,EURO 6B,0
10,PETROL(E20)/CNG,Haryana(104),2025,EURO 6B,0
11,PETROL(E20)/HYBRID,Haryana(104),2025,EURO 6B,0
12,PETROL(E20)/HYBRID/CNG,Haryana(104),2025,EURO 6B,0
13,PETROL(E20)/LPG,Haryana(104),2025,EURO 6B,0
14,PETROL/ETHANOL,Haryana(104),2025,EURO 6B,0
15,PETROL/HYBRID,Haryana(104),2025,EURO 6B,0
16,PETROL/HYBRID/CNG,Haryana(104),2025,EURO 6B,0
17,PETROL/LPG,Haryana(104),2025,EURO 6B,0
18,PLUG-IN HYBRID EV,Haryana(104),2025,EURO 6B,0
19,PURE EV,Haryana(104),2025,EURO 6B,0
20,STRONG HYBRID EV,Haryana(104),2025,EURO 6B,0
1,CNG ONLY,Haryana(104),2025,EURO 6C,0
2,DIESEL,Haryana(104),2025,EURO 6C,0
3,DIESEL/HYBRID,Haryana(104),2025,EURO 6C,0
4,ELECTRIC(BOV),Haryana(104),2025,EURO 6C,0
5,ETHANOL,Haryana(104),2025,EURO 6C,0
6,LNG,Haryana(104),2025,EURO 6C,0
7,NOT APPLICABLE,Haryana(104),2025,EURO 6C,0
8,PETROL,Haryana(104),2025,EURO 6C,0
9,PETROL/CNG,Haryana(104),2025,EURO 6C,0
10,PETROL(E20)/CNG,Haryana(104),2025,EURO 6C,0
11,PETROL(E20)/HYBRID,Haryana(104),2025,EURO 6C,0
12,PETROL(E20)/HYBRID/CNG,Haryana(104),2025,EURO 6C,0
13,PETROL(E20)/LPG,Haryana(104),2025,EURO 6C,0
14,PETROL/ETHANOL,Haryana(104),2025,EURO 6C,0
15,PETROL/HYBRID,Haryana(104),2025,EURO 6C,0
16,PETROL/HYBRID/CNG,Haryana(104),2025,EURO 6C,0
17,PETROL/LPG,Haryana(104),2025,EURO 6C,0
18,PLUG-IN HYBRID EV,Haryana(104),2025,EURO 6C,0
19,PURE EV,Haryana(104),2025,EURO 6C,0
20,STRONG HYBRID EV,Haryana(104),2025,EURO 6C,0
1,CNG ONLY,Haryana(104),2025,EURO 6D,0
2,DIESEL,Haryana(104),2025,EURO 6D,0
3,DIESEL/HYBRID,Haryana(104),2025,EURO 6D,0
4,ELECTRIC(BOV),Haryana(104),2025,EURO 6D,0
5,ETHANOL,Haryana(104),2025,EURO 6D,0
6,LNG,Haryana(104),2025,EURO 6D,0
7,NOT APPLICABLE,Haryana(104),2025,EURO 6D,0
8,PETROL,Haryana(104),2025,EURO 6D,0
9,PETROL/CNG,Haryana(104),2025,EURO 6D,0
10,PETROL(E20)/CNG,Haryana(104),2025,EURO 6D,0
11,PETROL(E20)/HYBRID,Haryana(104),2025,EURO 6D,0
12,PETROL(E20)/HYBRID/CNG,Haryana(104),2025,EURO 6D,0
13,PETROL(E20)/LPG,Haryana(104),2025,EURO 6D,0
14,PETROL/ETHANOL,Haryana(104),2025,EURO 6D,0
15,PETROL/HYBRID,Haryana(104),2025,EURO 6D,0
16,PETROL/HYBRID/CNG,Haryana(104),2025,EURO 6D,0
17,PETROL/LPG,Haryana(104),2025,EURO 6D,0
18,PLUG-IN HYBRID EV,Haryana(104),2025,EURO 6D,0
19,PURE EV,Haryana(104),2025,EURO 6D,0
20,STRONG HYBRID EV,Haryana(104),2025,EURO 6D,0
1,CNG ONLY,Haryana(104),2025,Not Applicable,0
2,DIESEL,Haryana(104),2025,Not Applicable,0
3,DIESEL/HYBRID,Haryana(104),2025,Not Applicable,0
4,ELECTRIC(BOV),Haryana(104),2025,Not Applicable,0
5,ETHANOL,Haryana(104),2025,Not Applicable,0
6,LNG,Haryana(104),2025,Not Applicable,0
7,NOT APPLICABLE,Haryana(104),2025,Not Applicable,0
8,PETROL,Haryana(104),2025,Not Applicable,0
9,PETROL/CNG,Haryana(104),2025,Not Applicable,0
10,PETROL(E20)/CNG,Haryana(104),2025,Not Applicable,0
11,PETROL(E20)/HYBRID,Haryana(104),2025,Not Applicable,0
12,PETROL(E20)/HYBRID/CNG,Haryana(104),2025,Not Applicable,0
13,PETROL(E20)/LPG,Haryana(104),2025,Not Applicable,0
14,PETROL/ETHANOL,Haryana(104),2025,Not Applicable,0
15,PETROL/HYBRID,Haryana(104),2025,Not Applicable,0
16,PETROL/HYBRID/CNG,Haryana(104),2025,Not Applicable,0
17,PETROL/LPG,Haryana(104),2025,Not Applicable,0
18,PLUG-IN HYBRID EV,Haryana(104),2025,Not Applicable,0
19,PURE EV,Haryana(104),2025,Not Applicable,0
20,STRONG HYBRID EV,Haryana(104),2025,Not Applicable,0
1,CNG ONLY,Haryana(104),2025,Not Available,0
2,DIESEL,Haryana(104),2025,Not Available,0
3,DIESEL/HYBRID,Haryana(104),2025,Not Available,0
4,ELECTRIC(BOV),Haryana(104),2025,Not Available,"13,943"
5,ETHANOL,Haryana(104),2025,Not Available,0
6,LNG,Haryana(104),2025,Not Available,0
7,NOT APPLICABLE,Haryana(104),2025,Not Available,304
8,PETROL,Haryana(104),2025,Not Available,0
9,PETROL/CNG,Haryana(104),2025,Not Available,0
10,PETROL(E20)/CNG,Haryana(104),2025,Not Available,0
11,PETROL(E20)/HYBRID,Haryana(104),2025,Not Available,0
12,PETROL(E20)/HYBRID/CNG,Haryana(104),2025,Not Available,0
13,PETROL(E20)/LPG,Haryana(104),2025,Not Available,0
14,PETROL/ETHANOL,Haryana(104),2025,Not Available,0
15,PETROL/HYBRID,Haryana(104),2025,Not Available,0
16,PETROL/HYBRID/CNG,Haryana(104),2025,Not Available,0
17,PETROL/LPG,Haryana(104),2025,Not Available,0
18,PLUG-IN HYBRID EV,Haryana(104),2025,Not Available,0
19,PURE EV,Haryana(104),2025,Not Available,"23,458"
20,STRONG HYBRID EV,Haryana(104),2025,Not Available,0
1,CNG ONLY,Haryana(104),2025,TREM STAGE IV,0
2,DIESEL,Haryana(104),2025,TREM STAGE IV,"2,841"
3,DIESEL/HYBRID,Haryana(104),2025,TREM STAGE IV,0
4,ELECTRIC(BOV),Haryana(104),2025,TREM STAGE IV,0
5,ETHANOL,Haryana(104),2025,TREM STAGE IV,0
6,LNG,Haryana(104),2025,TREM STAGE IV,0
7,NOT APPLICABLE,Haryana(104),2025,TREM STAGE IV,0
8,PETROL,Haryana(104),2025,TREM STAGE IV,0
9,PETROL/CNG,Haryana(104),2025,TREM STAGE IV,0
10,PETROL(E20)/CNG,Haryana(104),2025,TREM STAGE IV,0
11,PETROL(E20)/HYBRID,Haryana(104),2025,TREM STAGE IV,0
12,PETROL(E20)/HYBRID/CNG,Haryana(104),2025,TREM STAGE IV,0
13,PETROL(E20)/LPG,Haryana(104),2025,TREM STAGE IV,0
14,PETROL/ETHANOL,Haryana(104),2025,TREM STAGE IV,0
15,PETROL/HYBRID,Haryana(104),2025,TREM STAGE IV,0
16,PETROL/HYBRID/CNG,Haryana(104),2025,TREM STAGE IV,0
17,PETROL/LPG,Haryana(104),2025,TREM STAGE IV,0
18,PLUG-IN HYBRID EV,Haryana(104),2025,TREM STAGE IV,0
19,PURE EV,Haryana(104),2025,TREM STAGE IV,0
20,STRONG HYBRID EV,Haryana(104),2025,TREM STAGE IV,0
1,CNG ONLY,Haryana(104),2025,TREM STAGE V,0
2,DIESEL,Haryana(104),2025,TREM STAGE V,10
3,DIESEL/HYBRID,Haryana(104),2025,TREM STAGE V,0
4,ELECTRIC(BOV),Haryana(104),2025,TREM STAGE V,0
5,ETHANOL,Haryana(104),2025,TREM STAGE V,0
6,LNG,Haryana(104),2025,TREM STAGE V,0
7,NOT APPLICABLE,Haryana(104),2025,TREM STAGE V,0
8,PETROL,Haryana(104),2025,TREM STAGE V,0
9,PETROL/CNG,Haryana(104),2025,TREM STAGE V,0
10,PETROL(E20)/CNG,Haryana(104),2025,TREM STAGE V,0
11,PETROL(E20)/HYBRID,Haryana(104),2025,TREM STAGE V,0
12,PETROL(E20)/HYBRID/CNG,Haryana(104),2025,TREM STAGE V,0
13,PETROL(E20)/LPG,Haryana(104),2025,TREM STAGE V,0
14,PETROL/ETHANOL,Haryana(104),2025,TREM STAGE V,0
15,PETROL/HYBRID,Haryana(104),2025,TREM STAGE V,0
16,PETROL/HYBRID/CNG,Haryana(104),2025,TREM STAGE V,0
17,PETROL/LPG,Haryana(104),2025,TREM STAGE V,0
18,PLUG-IN HYBRID EV,Haryana(104),2025,TREM STAGE V,0
19,PURE EV,Haryana(104),2025,TREM STAGE V,0
20,STRONG HYBRID EV,Haryana(104),2025,TREM STAGE V,0
1,CNG ONLY,Jharkhand(25),2025,BS I,0
2,DIESEL,Jharkhand(25),2025,BS I,0
3,DIESEL/HYBRID,Jharkhand(25),2025,BS I,0
4,ELECTRIC(BOV),Jharkhand(25),2025,BS I,0
5,ETHANOL,Jharkhand(25),2025,BS I,0
6,LPG ONLY,Jharkhand(25),2025,BS I,0
7,NOT APPLICABLE,Jharkhand(25),2025,BS I,0
8,PETROL,Jharkhand(25),2025,BS I,0
9,PETROL/CNG,Jharkhand(25),2025,BS I,0
10,PETROL(E20)/CNG,Jharkhand(25),2025,BS I,0
11,PETROL(E20)/HYBRID,Jharkhand(25),2025,BS I,0
12,PETROL/ETHANOL,Jharkhand(25),2025,BS I,0
13,PETROL/HYBRID,Jharkhand(25),2025,BS I,0
14,PURE EV,Jharkhand(25),2025,BS I,0
15,STRONG HYBRID EV,Jharkhand(25),2025,BS I,0
1,CNG ONLY,Jharkhand(25),2025,BS II,0
2,DIESEL,Jharkhand(25),2025,BS II,0
3,DIESEL/HYBRID,Jharkhand(25),2025,BS II,0
4,ELECTRIC(BOV),Jharkhand(25),2025,BS II,0
5,ETHANOL,Jharkhand(25),2025,BS II,0
6,LPG ONLY,Jharkhand(25),2025,BS II,0
7,NOT APPLICABLE,Jharkhand(25),2025,BS II,0
8,PETROL,Jharkhand(25),2025,BS II,0
9,PETROL/CNG,Jharkhand(25),2025,BS II,0
10,PETROL(E20)/CNG,Jharkhand(25),2025,BS II,0
11,PETROL(E20)/HYBRID,Jharkhand(25),2025,BS II,0
12,PETROL/ETHANOL,Jharkhand(25),2025,BS II,0
13,PETROL/HYBRID,Jharkhand(25),2025,BS II,0
14,PURE EV,Jharkhand(25),2025,BS II,0
15,STRONG HYBRID EV,Jharkhand(25),2025,BS II,0
1,CNG ONLY,Jharkhand(25),2025,BS III,0
2,DIESEL,Jharkhand(25),2025,BS III,1
3,DIESEL/HYBRID,Jharkhand(25),2025,BS III,0
4,ELECTRIC(BOV),Jharkhand(25),2025,BS III,0
5,ETHANOL,Jharkhand(25),2025,BS III,0
6,LPG ONLY,Jharkhand(25),2025,BS III,0
7,NOT APPLICABLE,Jharkhand(25),2025,BS III,0
8,PETROL,Jharkhand(25),2025,BS III,0
9,PETROL/CNG,Jharkhand(25),2025,BS III,0
10,PETROL(E20)/CNG,Jharkhand(25),2025,BS III,0
11,PETROL(E20)/HYBRID,Jharkhand(25),2025,BS III,0
12,PETROL/ETHANOL,Jharkhand(25),2025,BS III,0
13,PETROL/HYBRID,Jharkhand(25),2025,BS III,0
14,PURE EV,Jharkhand(25),2025,BS III,0
15,STRONG HYBRID EV,Jharkhand(25),2025,BS III,0
1,CNG ONLY,Jharkhand(25),2025,BS III (CEV),0
2,DIESEL,Jharkhand(25),2025,BS III (CEV),252
3,DIESEL/HYBRID,Jharkhand(25),2025,BS III (CEV),0
4,ELECTRIC(BOV),Jharkhand(25),2025,BS III (CEV),0
5,ETHANOL,Jharkhand(25),2025,BS III (CEV),0
6,LPG ONLY,Jharkhand(25),2025,BS III (CEV),0
7,NOT APPLICABLE,Jharkhand(25),2025,BS III (CEV),3
8,PETROL,Jharkhand(25),2025,BS III (CEV),0
9,PETROL/CNG,Jharkhand(25),2025,BS III (CEV),0
10,PETROL(E20)/CNG,Jharkhand(25),2025,BS III (CEV),0
11,PETROL(E20)/HYBRID,Jharkhand(25),2025,BS III (CEV),0
12,PETROL/ETHANOL,Jharkhand(25),2025,BS III (CEV),0
13,PETROL/HYBRID,Jharkhand(25),2025,BS III (CEV),0
14,PURE EV,Jharkhand(25),2025,BS III (CEV),0
15,STRONG HYBRID EV,Jharkhand(25),2025,BS III (CEV),0
1,CNG ONLY,Jharkhand(25),2025,BS III/IV,0
2,DIESEL,Jharkhand(25),2025,BS III/IV,0
3,DIESEL/HYBRID,Jharkhand(25),2025,BS III/IV,0
4,ELECTRIC(BOV),Jharkhand(25),2025,BS III/IV,0
5,ETHANOL,Jharkhand(25),2025,BS III/IV,0
6,LPG ONLY,Jharkhand(25),2025,BS III/IV,0
7,NOT APPLICABLE,Jharkhand(25),2025,BS III/IV,0
8,PETROL,Jharkhand(25),2025,BS III/IV,0
9,PETROL/CNG,Jharkhand(25),2025,BS III/IV,0
10,PETROL(E20)/CNG,Jharkhand(25),2025,BS III/IV,0
11,PETROL(E20)/HYBRID,Jharkhand(25),2025,BS III/IV,0
12,PETROL/ETHANOL,Jharkhand(25),2025,BS III/IV,0
13,PETROL/HYBRID,Jharkhand(25),2025,BS III/IV,0
14,PURE EV,Jharkhand(25),2025,BS III/IV,0
15,STRONG HYBRID EV,Jharkhand(25),2025,BS III/IV,0
1,CNG ONLY,Jharkhand(25),2025,BS IV,0
2,DIESEL,Jharkhand(25),2025,BS IV,0
3,DIESEL/HYBRID,Jharkhand(25),2025,BS IV,0
4,ELECTRIC(BOV),Jharkhand(25),2025,BS IV,0
5,ETHANOL,Jharkhand(25),2025,BS IV,0
6,LPG ONLY,Jharkhand(25),2025,BS IV,0
7,NOT APPLICABLE,Jharkhand(25),2025,BS IV,0
8,PETROL,Jharkhand(25),2025,BS IV,1
9,PETROL/CNG,Jharkhand(25),2025,BS IV,0
10,PETROL(E20)/CNG,Jharkhand(25),2025,BS IV,0
11,PETROL(E20)/HYBRID,Jharkhand(25),2025,BS IV,0
12,PETROL/ETHANOL,Jharkhand(25),2025,BS IV,0
13,PETROL/HYBRID,Jharkhand(25),2025,BS IV,0
14,PURE EV,Jharkhand(25),2025,BS IV,0
15,STRONG HYBRID EV,Jharkhand(25),2025,BS IV,0
1,CNG ONLY,Jharkhand(25),2025,BS IV/VI,0
2,DIESEL,Jharkhand(25),2025,BS IV/VI,0
3,DIESEL/HYBRID,Jharkhand(25),2025,BS IV/VI,0
4,ELECTRIC(BOV),Jharkhand(25),2025,BS IV/VI,0
5,ETHANOL,Jharkhand(25),2025,BS IV/VI,0
6,LPG ONLY,Jharkhand(25),2025,BS IV/VI,0
7,NOT APPLICABLE,Jharkhand(25),2025,BS IV/VI,0
8,PETROL,Jharkhand(25),2025,BS IV/VI,0
9,PETROL/CNG,Jharkhand(25),2025,BS IV/VI,0
10,PETROL(E20)/CNG,Jharkhand(25),2025,BS IV/VI,0
11,PETROL(E20)/HYBRID,Jharkhand(25),2025,BS IV/VI,0
12,PETROL/ETHANOL,Jharkhand(25),2025,BS IV/VI,0
13,PETROL/HYBRID,Jharkhand(25),2025,BS IV/VI,0
14,PURE EV,Jharkhand(25),2025,BS IV/VI,0
15,STRONG HYBRID EV,Jharkhand(25),2025,BS IV/VI,0
1,CNG ONLY,Jharkhand(25),2025,BS VI,"5,649"
2,DIESEL,Jharkhand(25),2025,BS VI,"36,478"
3,DIESEL/HYBRID,Jharkhand(25),2025,BS VI,79
4,ELECTRIC(BOV),Jharkhand(25),2025,BS VI,0
5,ETHANOL,Jharkhand(25),2025,BS VI,13
6,LPG ONLY,Jharkhand(25),2025,BS VI,"1,801"
7,NOT APPLICABLE,Jharkhand(25),2025,BS VI,0
8,PETROL,Jharkhand(25),2025,BS VI,"3,86,793"
9,PETROL/CNG,Jharkhand(25),2025,BS VI,"5,242"
10,PETROL(E20)/CNG,Jharkhand(25),2025,BS VI,850
11,PETROL(E20)/HYBRID,Jharkhand(25),2025,BS VI,"1,169"
12,PETROL/ETHANOL,Jharkhand(25),2025,BS VI,"1,80,171"
13,PETROL/HYBRID,Jharkhand(25),2025,BS VI,"6,189"
14,PURE EV,Jharkhand(25),2025,BS VI,0
15,STRONG HYBRID EV,Jharkhand(25),2025,BS VI,659
1,CNG ONLY,Jharkhand(25),2025,B(T)S III,0
2,DIESEL,Jharkhand(25),2025,B(T)S III,0
3,DIESEL/HYBRID,Jharkhand(25),2025,B(T)S III,0
4,ELECTRIC(BOV),Jharkhand(25),2025,B(T)S III,0
5,ETHANOL,Jharkhand(25),2025,B(T)S III,0
6,LPG ONLY,Jharkhand(25),2025,B(T)S III,0
7,NOT APPLICABLE,Jharkhand(25),2025,B(T)S III,0
8,PETROL,Jharkhand(25),2025,B(T)S III,0
9,PETROL/CNG,Jharkhand(25),2025,B(T)S III,0
10,PETROL(E20)/CNG,Jharkhand(25),2025,B(T)S III,0
11,PETROL(E20)/HYBRID,Jharkhand(25),2025,B(T)S III,0
12,PETROL/ETHANOL,Jharkhand(25),2025,B(T)S III,0
13,PETROL/HYBRID,Jharkhand(25),2025,B(T)S III,0
14,PURE EV,Jharkhand(25),2025,B(T)S III,0
15,STRONG HYBRID EV,Jharkhand(25),2025,B(T)S III,0
1,CNG ONLY,Jharkhand(25),2025,B(T)S III A,0
2,DIESEL,Jharkhand(25),2025,B(T)S III A,"17,912"
3,DIESEL/HYBRID,Jharkhand(25),2025,B(T)S III A,0
4,ELECTRIC(BOV),Jharkhand(25),2025,B(T)S III A,0
5,ETHANOL,Jharkhand(25),2025,B(T)S III A,0
6,LPG ONLY,Jharkhand(25),2025,B(T)S III A,0
7,NOT APPLICABLE,Jharkhand(25),2025,B(T)S III A,3
8,PETROL,Jharkhand(25),2025,B(T)S III A,0
9,PETROL/CNG,Jharkhand(25),2025,B(T)S III A,0
10,PETROL(E20)/CNG,Jharkhand(25),2025,B(T)S III A,0
11,PETROL(E20)/HYBRID,Jharkhand(25),2025,B(T)S III A,0
12,PETROL/ETHANOL,Jharkhand(25),2025,B(T)S III A,0
13,PETROL/HYBRID,Jharkhand(25),2025,B(T)S III A,0
14,PURE EV,Jharkhand(25),2025,B(T)S III A,0
15,STRONG HYBRID EV,Jharkhand(25),2025,B(T)S III A,0
1,CNG ONLY,Jharkhand(25),2025,B(T)S III B,0
2,DIESEL,Jharkhand(25),2025,B(T)S III B,1
3,DIESEL/HYBRID,Jharkhand(25),2025,B(T)S III B,0
4,ELECTRIC(BOV),Jharkhand(25),2025,B(T)S III B,0
5,ETHANOL,Jharkhand(25),2025,B(T)S III B,0
6,LPG ONLY,Jharkhand(25),2025,B(T)S III B,0
7,NOT APPLICABLE,Jharkhand(25),2025,B(T)S III B,0
8,PETROL,Jharkhand(25),2025,B(T)S III B,0
9,PETROL/CNG,Jharkhand(25),2025,B(T)S III B,0
10,PETROL(E20)/CNG,Jharkhand(25),2025,B(T)S III B,0
11,PETROL(E20)/HYBRID,Jharkhand(25),2025,B(T)S III B,0
12,PETROL/ETHANOL,Jharkhand(25),2025,B(T)S III B,0
13,PETROL/HYBRID,Jharkhand(25),2025,B(T)S III B,0
14,PURE EV,Jharkhand(25),2025,B(T)S III B,0
15,STRONG HYBRID EV,Jharkhand(25),2025,B(T)S III B,0
1,CNG ONLY,Jharkhand(25),2025,CEV STAGE IV,0
2,DIESEL,Jharkhand(25),2025,CEV STAGE IV,432
3,DIESEL/HYBRID,Jharkhand(25),2025,CEV STAGE IV,0
4,ELECTRIC(BOV),Jharkhand(25),2025,CEV STAGE IV,0
5,ETHANOL,Jharkhand(25),2025,CEV STAGE IV,0
6,LPG ONLY,Jharkhand(25),2025,CEV STAGE IV,0
7,NOT APPLICABLE,Jharkhand(25),2025,CEV STAGE IV,0
8,PETROL,Jharkhand(25),2025,CEV STAGE IV,0
9,PETROL/CNG,Jharkhand(25),2025,CEV STAGE IV,0
10,PETROL(E20)/CNG,Jharkhand(25),2025,CEV STAGE IV,0
11,PETROL(E20)/HYBRID,Jharkhand(25),2025,CEV STAGE IV,0
12,PETROL/ETHANOL,Jharkhand(25),2025,CEV STAGE IV,0
13,PETROL/HYBRID,Jharkhand(25),2025,CEV STAGE IV,0
14,PURE EV,Jharkhand(25),2025,CEV STAGE IV,0
15,STRONG HYBRID EV,Jharkhand(25),2025,CEV STAGE IV,0
1,CNG ONLY,Jharkhand(25),2025,CEV STAGE V,0
2,DIESEL,Jharkhand(25),2025,CEV STAGE V,660
3,DIESEL/HYBRID,Jharkhand(25),2025,CEV STAGE V,0
4,ELECTRIC(BOV),Jharkhand(25),2025,CEV STAGE V,0
5,ETHANOL,Jharkhand(25),2025,CEV STAGE V,0
6,LPG ONLY,Jharkhand(25),2025,CEV STAGE V,0
7,NOT APPLICABLE,Jharkhand(25),2025,CEV STAGE V,0
8,PETROL,Jharkhand(25),2025,CEV STAGE V,0
9,PETROL/CNG,Jharkhand(25),2025,CEV STAGE V,0
10,PETROL(E20)/CNG,Jharkhand(25),2025,CEV STAGE V,0
11,PETROL(E20)/HYBRID,Jharkhand(25),2025,CEV STAGE V,0
12,PETROL/ETHANOL,Jharkhand(25),2025,CEV STAGE V,0
13,PETROL/HYBRID,Jharkhand(25),2025,CEV STAGE V,0
14,PURE EV,Jharkhand(25),2025,CEV STAGE V,0
15,STRONG HYBRID EV,Jharkhand(25),2025,CEV STAGE V,0
1,CNG ONLY,Jharkhand(25),2025,EURO 1,0
2,DIESEL,Jharkhand(25),2025,EURO 1,0
3,DIESEL/HYBRID,Jharkhand(25),2025,EURO 1,0
4,ELECTRIC(BOV),Jharkhand(25),2025,EURO 1,0
5,ETHANOL,Jharkhand(25),2025,EURO 1,0
6,LPG ONLY,Jharkhand(25),2025,EURO 1,0
7,NOT APPLICABLE,Jharkhand(25),2025,EURO 1,0
8,PETROL,Jharkhand(25),2025,EURO 1,0
9,PETROL/CNG,Jharkhand(25),2025,EURO 1,0
10,PETROL(E20)/CNG,Jharkhand(25),2025,EURO 1,0
11,PETROL(E20)/HYBRID,Jharkhand(25),2025,EURO 1,0
12,PETROL/ETHANOL,Jharkhand(25),2025,EURO 1,0
13,PETROL/HYBRID,Jharkhand(25),2025,EURO 1,0
14,PURE EV,Jharkhand(25),2025,EURO 1,0
