state_code,state_name,maker,year,x_column,count
-1,All India,DAKSH INDUSTRY PVT LTD,2025,Vehicle Category Group,0
-1,All India,DASHMESH TRADERS,2025,Vehicle Category Group,0
-1,All India,DASMESH AGRICULTURE WORKS,2025,Vehicle Category Group,0
-1,All India,DASMESH AGRO INDUSTRIES,2025,Vehicle Category Group,0
-1,All India,DASMESH MECHANICAL WORKS PVT.LTD,2025,Vehicle Category Group,0
-1,All India,DAVE EXIM PVT LTD,2025,Vehicle Category Group,0
-1,All India,DEBU AUTOMOBILES,2025,Vehicle Category Group,0
-1,All India,DEEP DRAWN TECHNOLOGIES,2025,Vehicle Category Group,0
-1,All India,DEEP ELECTRIC VEHICLES,2025,Vehicle Category Group,0
-1,All India,DE EUSI MOTORS PVT LTD.,2025,Vehicle Category Group,0
-1,All India,DELTA AUTOCORP LTD,2025,Vehicle Category Group,0
-1,All India,DEMAG AC 300,2025,Vehicle Category Group,0
-1,All India,DEMAG DEMAG HC 340,2025,Vehicle Category Group,0
-1,All India,DEV AGRO INDUSTRIES,2025,Vehicle Category Group,0
-1,All India,DEVAM ELECTRIC VEHICLES PVT LTD,2025,Vehicle Category Group,0
-1,All India,DEVCHHAYA MOTORS,2025,Vehicle Category Group,0
-1,All India,DEV ENGINEERING WORKS BOLANGIR MADHIAPALI,2025,Vehicle Category Group,0
-1,All India,DEVI ENGG WORKS AP235530181,2025,Vehicle Category Group,0
-1,All India,DEV MOTORS,2025,Vehicle Category Group,0
-1,All India,DEWAN AGRICULTURE WORKS,2025,Vehicle Category Group,0
-1,All India,DHANALAKSHMI ENGINEERING WORKS,2025,Vehicle Category Group,0
-1,All India,DHANALAXMI ENGINEERING PURI CHARINALA,2025,Vehicle Category Group,0
-1,All India,DHANAVENKAT ENGINEERING WORKS BARGARH CANAL ROAD,2025,Vehicle Category Group,0
-1,All India,DHAR IN PVT LTD,2025,Vehicle Category Group,0
-1,All India,DHARMPAL ENTERPRISES,2025,Vehicle Category Group,0
-1,All India,DHARTI AGRICULTURE WORKS,2025,Vehicle Category Group,0
-1,All India,DHARTI AGROTECH,2025,Vehicle Category Group,0
-1,All India,DHIMAN AGRICULTURE,2025,Vehicle Category Group,0
-1,All India,DHIMAN AGRICULTURE WORKS,2025,Vehicle Category Group,0
-1,All India,DHRITI ENTERPRISES,2025,Vehicle Category Group,0
-1,All India,"DIAMOND ENGG,CTC",2025,Vehicle Category Group,0
-1,All India,DIAMOND ENGINEERING CUTTACK BHANPUR,2025,Vehicle Category Group,0
-1,All India,DIAMOND E VEHICLES,2025,Vehicle Category Group,0
-1,All India,DILLI ELECTRIC AUTO PVT LTD,2025,Vehicle Category Group,0
-1,All India,DIVANSU AUTOMOBILES LTD,2025,Vehicle Category Group,0
-1,All India,DIVYA AGRICULTURE WORKS,2025,Vehicle Category Group,0
-1,All India,DIVYA ENTERPRISES,2025,Vehicle Category Group,0
-1,All India,DIVYA VARALAKSHMI INDUSTRY,2025,Vehicle Category Group,0
-1,All India,DOOARS HINDUSTAN PVT LTD,2025,Vehicle Category Group,0
-1,All India,DOOSAN BOBCAT INDIA PVT LTD,2025,Vehicle Category Group,0
-1,All India,D S INDUSTRIES,2025,Vehicle Category Group,0
-1,All India,DSR EV MOBILITY PVT LTD,2025,Vehicle Category Group,0
-1,All India,DUCATI INDIA PVT LTD,2025,Vehicle Category Group,0
-1,All India,DUCATI MOTOR HOLDING S.P.A,2025,Vehicle Category Group,0
-1,All India,DUKE AUTO INDIA,2025,Vehicle Category Group,0
-1,All India,DULEVO INDIA PVT LTD,2025,Vehicle Category Group,0
-1,All India,DURGA AGRO ENGINEERING BALASORE BANAPARIA,2025,Vehicle Category Group,0
-1,All India,DURGA ENGINEERING BHADRAK CHARAMPA,2025,Vehicle Category Group,0
-1,All India,DURGA MECHANIC WORKS,2025,Vehicle Category Group,0
-1,All India,D&V AUTO INDUSTRIES PVT LTD,2025,Vehicle Category Group,0
-1,All India,DWARI ENGINEERS SAMBALPUR JAIL CHOWK,2025,Vehicle Category Group,0
-1,All India,DYNAPAC ROAD CONSTRUCTION EQUIPMENT INDIA PVT LTD,2025,Vehicle Category Group,0
-1,All India,DYS IMPEX PRIVATE LIMITED,2025,Vehicle Category Group,0
-1,All India,EAGLE AGRO INSUTRIES,2025,Vehicle Category Group,0
-1,All India,E-ASHWA AUTOMOTIVE PVT LTD,2025,Vehicle Category Group,0
-1,All India,EBUZZ MOBILITY LLP,2025,Vehicle Category Group,0
-1,All India,ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2025,Vehicle Category Group,0
-1,All India,ECO DYNAAMIC EQUIPMENTS,2025,Vehicle Category Group,0
-1,All India,ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,2025,Vehicle Category Group,0
-1,All India,ECOPLANET MOTORS PVT LTD,2025,Vehicle Category Group,0
-1,All India,ECO SMART VEHICLES PVT LTD,2025,Vehicle Category Group,0
-1,All India,EEVEE ENGINEERING PVT LTD,2025,Vehicle Category Group,0
-1,All India,EFEV CHARGING SOLUTION PVT LTD,2025,Vehicle Category Group,0
-1,All India,E-GURU AUTO ENERGY,2025,Vehicle Category Group,0
-1,All India,EICHER MOTORS LTD,2025,Vehicle Category Group,0
-1,All India,EICHER TRACTORS,2025,Vehicle Category Group,0
-1,All India,ELECTRA INTERNATIONAL,2025,Vehicle Category Group,0
-1,All India,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2025,Vehicle Category Group,0
-1,All India,ELECTRIC FUTURE INDIA,2025,Vehicle Category Group,0
-1,All India,ELECTRO ARO AUTOMOTIVE PVT LTD,2025,Vehicle Category Group,0
-1,All India,ELECTRODRIVE VEHICLES PVT LTD,2025,Vehicle Category Group,0
-1,All India,ELEGO MOTORS PVT LTD,2025,Vehicle Category Group,0
-1,All India,ELEPHANTA INDUSTRIES PVT LTD,2025,Vehicle Category Group,0
-1,All India,ELITE AUTO ENGINEERS PVT LTD,2025,Vehicle Category Group,0
-1,All India,ELTHOR ENERGY PRIVATE LIMITED,2025,Vehicle Category Group,0
-1,All India,EMOBILITI SYSTEMS,2025,Vehicle Category Group,0
-1,All India,EMOBI MANUFACTURY PRIVATE LIMITED,2025,Vehicle Category Group,0
-1,All India,E-MOTION AUTOMOTIVE INDUSTRY LLP,2025,Vehicle Category Group,0
-1,All India,ENABLING E-VEHICLE PVT LTD,2025,Vehicle Category Group,0
-1,All India,ENERGY ELECTRIC VEHICLES,2025,Vehicle Category Group,0
-1,All India,ENERGY IN MOTION PVT LTD,2025,Vehicle Category Group,0
-1,All India,ENGINIA VEHICLES PVT LTD,2025,Vehicle Category Group,0
-1,All India,ENTICE IMPEX PVT LTD,2025,Vehicle Category Group,0
-1,All India,ENVISION ELECTRIC VEHICLES PVT LTD,2025,Vehicle Category Group,0
-1,All India,E-POWER CORP,2025,Vehicle Category Group,0
-1,All India,EPOWER VEHICLES PVT LTD,2025,Vehicle Category Group,0
-1,All India,E ROYCE MOTORS INDIA PVT LTD,2025,Vehicle Category Group,0
-1,All India,ESCORTS CONSTRUCTION EQUIPMENT LTD,2025,Vehicle Category Group,0
-1,All India,ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),2025,Vehicle Category Group,0
-1,All India,ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),2025,Vehicle Category Group,0
-1,All India,ESCORTS LTD,2025,Vehicle Category Group,0
-1,All India,E-SPRINTO GREEN ENERGY PVT LTD,2025,Vehicle Category Group,0
-1,All India,ESSEL ENERGY INFRA PVT LTD,2025,Vehicle Category Group,0
