S No,Norms,State,Year,Fuel,Value
9,CEV STAGE V,Karnataka(68),2026,DUAL DIESEL/CNG,0
10,EURO 6,Karnataka(68),2026,DUAL DIESEL/CNG,0
11,NOT AVAILABLE,Karnataka(68),2026,DUAL DIESEL/CNG,0
12,TREM STAGE IV,Karnataka(68),2026,DUAL DIESEL/CNG,0
13,TREM STAGE V,Karnataka(68),2026,DUAL DIESEL/CNG,0
1,BHARAT STAGE I,Karnataka(68),2026,DUAL DIESEL/LNG,0
2,BHARAT STAGE III,Karnataka(68),2026,DUAL DIESEL/LNG,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,DUAL DIESEL/LNG,0
4,BHARAT STAGE IV,Karnataka(68),2026,DUAL DIESEL/LNG,0
5,BHARAT STAGE VI,Karnataka(68),2026,DUAL DIESEL/LNG,0
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,DUAL DIESEL/LNG,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,DUAL DIESEL/LNG,0
8,CEV STAGE IV,Karnataka(68),2026,DUAL DIESEL/LNG,0
9,CEV STAGE V,Karnataka(68),2026,DUAL DIESEL/LNG,0
10,EURO 6,Karnataka(68),2026,DUAL DIESEL/LNG,0
11,NOT AVAILABLE,Karnataka(68),2026,DUAL DIESEL/LNG,0
12,TREM STAGE IV,Karnataka(68),2026,DUAL DIESEL/LNG,0
13,TREM STAGE V,Karnataka(68),2026,DUAL DIESEL/LNG,0
1,BHARAT STAGE I,Karnataka(68),2026,ELECTRIC(BOV),0
2,BHARAT STAGE III,Karnataka(68),2026,ELECTRIC(BOV),0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,ELECTRIC(BOV),0
4,BHARAT STAGE IV,Karnataka(68),2026,ELECTRIC(BOV),0
5,BHARAT STAGE VI,Karnataka(68),2026,ELECTRIC(BOV),0
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,ELECTRIC(BOV),0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,ELECTRIC(BOV),0
8,CEV STAGE IV,Karnataka(68),2026,ELECTRIC(BOV),0
9,CEV STAGE V,Karnataka(68),2026,ELECTRIC(BOV),0
10,EURO 6,Karnataka(68),2026,ELECTRIC(BOV),1
11,NOT AVAILABLE,Karnataka(68),2026,ELECTRIC(BOV),"6,426"
12,TREM STAGE IV,Karnataka(68),2026,ELECTRIC(BOV),0
13,TREM STAGE V,Karnataka(68),2026,ELECTRIC(BOV),0
1,BHARAT STAGE I,Karnataka(68),2026,ETHANOL,0
2,BHARAT STAGE III,Karnataka(68),2026,ETHANOL,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,ETHANOL,0
4,BHARAT STAGE IV,Karnataka(68),2026,ETHANOL,0
5,BHARAT STAGE VI,Karnataka(68),2026,ETHANOL,0
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,ETHANOL,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,ETHANOL,0
8,CEV STAGE IV,Karnataka(68),2026,ETHANOL,0
9,CEV STAGE V,Karnataka(68),2026,ETHANOL,0
10,EURO 6,Karnataka(68),2026,ETHANOL,0
11,NOT AVAILABLE,Karnataka(68),2026,ETHANOL,0
12,TREM STAGE IV,Karnataka(68),2026,ETHANOL,0
13,TREM STAGE V,Karnataka(68),2026,ETHANOL,0
1,BHARAT STAGE I,Karnataka(68),2026,FLEX-FUEL(BIO-DIESEL),0
2,BHARAT STAGE III,Karnataka(68),2026,FLEX-FUEL(BIO-DIESEL),0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,FLEX-FUEL(BIO-DIESEL),0
4,BHARAT STAGE IV,Karnataka(68),2026,FLEX-FUEL(BIO-DIESEL),0
5,BHARAT STAGE VI,Karnataka(68),2026,FLEX-FUEL(BIO-DIESEL),4
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,FLEX-FUEL(BIO-DIESEL),0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,FLEX-FUEL(BIO-DIESEL),0
8,CEV STAGE IV,Karnataka(68),2026,FLEX-FUEL(BIO-DIESEL),0
9,CEV STAGE V,Karnataka(68),2026,FLEX-FUEL(BIO-DIESEL),0
10,EURO 6,Karnataka(68),2026,FLEX-FUEL(BIO-DIESEL),0
11,NOT AVAILABLE,Karnataka(68),2026,FLEX-FUEL(BIO-DIESEL),0
12,TREM STAGE IV,Karnataka(68),2026,FLEX-FUEL(BIO-DIESEL),0
13,TREM STAGE V,Karnataka(68),2026,FLEX-FUEL(BIO-DIESEL),0
1,BHARAT STAGE I,Karnataka(68),2026,FLEX-FUEL(ETHANOL),0
2,BHARAT STAGE III,Karnataka(68),2026,FLEX-FUEL(ETHANOL),0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,FLEX-FUEL(ETHANOL),0
4,BHARAT STAGE IV,Karnataka(68),2026,FLEX-FUEL(ETHANOL),0
5,BHARAT STAGE VI,Karnataka(68),2026,FLEX-FUEL(ETHANOL),0
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,FLEX-FUEL(ETHANOL),0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,FLEX-FUEL(ETHANOL),0
8,CEV STAGE IV,Karnataka(68),2026,FLEX-FUEL(ETHANOL),0
9,CEV STAGE V,Karnataka(68),2026,FLEX-FUEL(ETHANOL),0
10,EURO 6,Karnataka(68),2026,FLEX-FUEL(ETHANOL),0
11,NOT AVAILABLE,Karnataka(68),2026,FLEX-FUEL(ETHANOL),0
12,TREM STAGE IV,Karnataka(68),2026,FLEX-FUEL(ETHANOL),0
13,TREM STAGE V,Karnataka(68),2026,FLEX-FUEL(ETHANOL),0
1,BHARAT STAGE I,Karnataka(68),2026,FUEL CELL HYDROGEN,0
2,BHARAT STAGE III,Karnataka(68),2026,FUEL CELL HYDROGEN,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,FUEL CELL HYDROGEN,0
4,BHARAT STAGE IV,Karnataka(68),2026,FUEL CELL HYDROGEN,0
5,BHARAT STAGE VI,Karnataka(68),2026,FUEL CELL HYDROGEN,0
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,FUEL CELL HYDROGEN,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,FUEL CELL HYDROGEN,0
8,CEV STAGE IV,Karnataka(68),2026,FUEL CELL HYDROGEN,0
9,CEV STAGE V,Karnataka(68),2026,FUEL CELL HYDROGEN,0
10,EURO 6,Karnataka(68),2026,FUEL CELL HYDROGEN,0
11,NOT AVAILABLE,Karnataka(68),2026,FUEL CELL HYDROGEN,0
12,TREM STAGE IV,Karnataka(68),2026,FUEL CELL HYDROGEN,0
13,TREM STAGE V,Karnataka(68),2026,FUEL CELL HYDROGEN,0
1,BHARAT STAGE I,Karnataka(68),2026,HCNG,0
2,BHARAT STAGE III,Karnataka(68),2026,HCNG,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,HCNG,0
4,BHARAT STAGE IV,Karnataka(68),2026,HCNG,0
5,BHARAT STAGE VI,Karnataka(68),2026,HCNG,0
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,HCNG,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,HCNG,0
8,CEV STAGE IV,Karnataka(68),2026,HCNG,0
9,CEV STAGE V,Karnataka(68),2026,HCNG,0
10,EURO 6,Karnataka(68),2026,HCNG,0
11,NOT AVAILABLE,Karnataka(68),2026,HCNG,0
12,TREM STAGE IV,Karnataka(68),2026,HCNG,0
13,TREM STAGE V,Karnataka(68),2026,HCNG,0
1,BHARAT STAGE I,Karnataka(68),2026,HYDROGEN(ICE),0
2,BHARAT STAGE III,Karnataka(68),2026,HYDROGEN(ICE),0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,HYDROGEN(ICE),0
4,BHARAT STAGE IV,Karnataka(68),2026,HYDROGEN(ICE),0
5,BHARAT STAGE VI,Karnataka(68),2026,HYDROGEN(ICE),0
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,HYDROGEN(ICE),0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,HYDROGEN(ICE),0
8,CEV STAGE IV,Karnataka(68),2026,HYDROGEN(ICE),0
9,CEV STAGE V,Karnataka(68),2026,HYDROGEN(ICE),0
10,EURO 6,Karnataka(68),2026,HYDROGEN(ICE),0
11,NOT AVAILABLE,Karnataka(68),2026,HYDROGEN(ICE),0
12,TREM STAGE IV,Karnataka(68),2026,HYDROGEN(ICE),0
13,TREM STAGE V,Karnataka(68),2026,HYDROGEN(ICE),0
1,BHARAT STAGE I,Karnataka(68),2026,LNG,0
2,BHARAT STAGE III,Karnataka(68),2026,LNG,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,LNG,0
4,BHARAT STAGE IV,Karnataka(68),2026,LNG,0
5,BHARAT STAGE VI,Karnataka(68),2026,LNG,0
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,LNG,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,LNG,0
8,CEV STAGE IV,Karnataka(68),2026,LNG,0
9,CEV STAGE V,Karnataka(68),2026,LNG,0
10,EURO 6,Karnataka(68),2026,LNG,0
11,NOT AVAILABLE,Karnataka(68),2026,LNG,0
12,TREM STAGE IV,Karnataka(68),2026,LNG,0
13,TREM STAGE V,Karnataka(68),2026,LNG,0
1,BHARAT STAGE I,Karnataka(68),2026,LPG ONLY,0
2,BHARAT STAGE III,Karnataka(68),2026,LPG ONLY,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,LPG ONLY,0
4,BHARAT STAGE IV,Karnataka(68),2026,LPG ONLY,0
5,BHARAT STAGE VI,Karnataka(68),2026,LPG ONLY,"1,198"
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,LPG ONLY,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,LPG ONLY,0
8,CEV STAGE IV,Karnataka(68),2026,LPG ONLY,0
9,CEV STAGE V,Karnataka(68),2026,LPG ONLY,0
10,EURO 6,Karnataka(68),2026,LPG ONLY,0
11,NOT AVAILABLE,Karnataka(68),2026,LPG ONLY,0
12,TREM STAGE IV,Karnataka(68),2026,LPG ONLY,0
13,TREM STAGE V,Karnataka(68),2026,LPG ONLY,0
1,BHARAT STAGE I,Karnataka(68),2026,METHANOL,0
2,BHARAT STAGE III,Karnataka(68),2026,METHANOL,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,METHANOL,0
4,BHARAT STAGE IV,Karnataka(68),2026,METHANOL,0
5,BHARAT STAGE VI,Karnataka(68),2026,METHANOL,0
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,METHANOL,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,METHANOL,0
8,CEV STAGE IV,Karnataka(68),2026,METHANOL,0
9,CEV STAGE V,Karnataka(68),2026,METHANOL,0
10,EURO 6,Karnataka(68),2026,METHANOL,0
11,NOT AVAILABLE,Karnataka(68),2026,METHANOL,0
12,TREM STAGE IV,Karnataka(68),2026,METHANOL,0
13,TREM STAGE V,Karnataka(68),2026,METHANOL,0
1,BHARAT STAGE I,Karnataka(68),2026,NOT APPLICABLE,0
2,BHARAT STAGE III,Karnataka(68),2026,NOT APPLICABLE,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,NOT APPLICABLE,0
4,BHARAT STAGE IV,Karnataka(68),2026,NOT APPLICABLE,0
5,BHARAT STAGE VI,Karnataka(68),2026,NOT APPLICABLE,2
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,NOT APPLICABLE,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,NOT APPLICABLE,1
8,CEV STAGE IV,Karnataka(68),2026,NOT APPLICABLE,0
9,CEV STAGE V,Karnataka(68),2026,NOT APPLICABLE,0
10,EURO 6,Karnataka(68),2026,NOT APPLICABLE,0
11,NOT AVAILABLE,Karnataka(68),2026,NOT APPLICABLE,"2,073"
12,TREM STAGE IV,Karnataka(68),2026,NOT APPLICABLE,1
13,TREM STAGE V,Karnataka(68),2026,NOT APPLICABLE,0
1,BHARAT STAGE I,Karnataka(68),2026,PETROL,1
2,BHARAT STAGE III,Karnataka(68),2026,PETROL,5
3,BHARAT STAGE III (CEV),Karnataka(68),2026,PETROL,0
4,BHARAT STAGE IV,Karnataka(68),2026,PETROL,6
5,BHARAT STAGE VI,Karnataka(68),2026,PETROL,"70,624"
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,PETROL,3
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,PETROL,0
8,CEV STAGE IV,Karnataka(68),2026,PETROL,0
9,CEV STAGE V,Karnataka(68),2026,PETROL,0
10,EURO 6,Karnataka(68),2026,PETROL,0
11,NOT AVAILABLE,Karnataka(68),2026,PETROL,0
12,TREM STAGE IV,Karnataka(68),2026,PETROL,0
13,TREM STAGE V,Karnataka(68),2026,PETROL,0
1,BHARAT STAGE I,Karnataka(68),2026,PETROL/CNG,0
2,BHARAT STAGE III,Karnataka(68),2026,PETROL/CNG,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,PETROL/CNG,0
4,BHARAT STAGE IV,Karnataka(68),2026,PETROL/CNG,0
5,BHARAT STAGE VI,Karnataka(68),2026,PETROL/CNG,"1,198"
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,PETROL/CNG,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,PETROL/CNG,0
8,CEV STAGE IV,Karnataka(68),2026,PETROL/CNG,0
9,CEV STAGE V,Karnataka(68),2026,PETROL/CNG,0
10,EURO 6,Karnataka(68),2026,PETROL/CNG,0
11,NOT AVAILABLE,Karnataka(68),2026,PETROL/CNG,0
12,TREM STAGE IV,Karnataka(68),2026,PETROL/CNG,0
13,TREM STAGE V,Karnataka(68),2026,PETROL/CNG,0
1,BHARAT STAGE I,Karnataka(68),2026,PETROL(E20)/CNG,0
2,BHARAT STAGE III,Karnataka(68),2026,PETROL(E20)/CNG,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,PETROL(E20)/CNG,0
4,BHARAT STAGE IV,Karnataka(68),2026,PETROL(E20)/CNG,0
5,BHARAT STAGE VI,Karnataka(68),2026,PETROL(E20)/CNG,"7,762"
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,PETROL(E20)/CNG,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,PETROL(E20)/CNG,0
8,CEV STAGE IV,Karnataka(68),2026,PETROL(E20)/CNG,0
9,CEV STAGE V,Karnataka(68),2026,PETROL(E20)/CNG,0
10,EURO 6,Karnataka(68),2026,PETROL(E20)/CNG,0
11,NOT AVAILABLE,Karnataka(68),2026,PETROL(E20)/CNG,0
12,TREM STAGE IV,Karnataka(68),2026,PETROL(E20)/CNG,0
13,TREM STAGE V,Karnataka(68),2026,PETROL(E20)/CNG,0
1,BHARAT STAGE I,Karnataka(68),2026,PETROL(E20)/HYBRID,0
2,BHARAT STAGE III,Karnataka(68),2026,PETROL(E20)/HYBRID,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,PETROL(E20)/HYBRID,0
4,BHARAT STAGE IV,Karnataka(68),2026,PETROL(E20)/HYBRID,0
5,BHARAT STAGE VI,Karnataka(68),2026,PETROL(E20)/HYBRID,"3,215"
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,PETROL(E20)/HYBRID,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,PETROL(E20)/HYBRID,0
8,CEV STAGE IV,Karnataka(68),2026,PETROL(E20)/HYBRID,0
9,CEV STAGE V,Karnataka(68),2026,PETROL(E20)/HYBRID,0
10,EURO 6,Karnataka(68),2026,PETROL(E20)/HYBRID,0
11,NOT AVAILABLE,Karnataka(68),2026,PETROL(E20)/HYBRID,0
12,TREM STAGE IV,Karnataka(68),2026,PETROL(E20)/HYBRID,0
13,TREM STAGE V,Karnataka(68),2026,PETROL(E20)/HYBRID,0
1,BHARAT STAGE I,Karnataka(68),2026,PETROL(E20)/HYBRID/CNG,0
2,BHARAT STAGE III,Karnataka(68),2026,PETROL(E20)/HYBRID/CNG,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,PETROL(E20)/HYBRID/CNG,0
4,BHARAT STAGE IV,Karnataka(68),2026,PETROL(E20)/HYBRID/CNG,0
5,BHARAT STAGE VI,Karnataka(68),2026,PETROL(E20)/HYBRID/CNG,0
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,PETROL(E20)/HYBRID/CNG,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,PETROL(E20)/HYBRID/CNG,0
8,CEV STAGE IV,Karnataka(68),2026,PETROL(E20)/HYBRID/CNG,0
9,CEV STAGE V,Karnataka(68),2026,PETROL(E20)/HYBRID/CNG,0
10,EURO 6,Karnataka(68),2026,PETROL(E20)/HYBRID/CNG,0
11,NOT AVAILABLE,Karnataka(68),2026,PETROL(E20)/HYBRID/CNG,0
12,TREM STAGE IV,Karnataka(68),2026,PETROL(E20)/HYBRID/CNG,0
13,TREM STAGE V,Karnataka(68),2026,PETROL(E20)/HYBRID/CNG,0
1,BHARAT STAGE I,Karnataka(68),2026,PETROL(E20)/LPG,0
2,BHARAT STAGE III,Karnataka(68),2026,PETROL(E20)/LPG,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,PETROL(E20)/LPG,0
4,BHARAT STAGE IV,Karnataka(68),2026,PETROL(E20)/LPG,0
5,BHARAT STAGE VI,Karnataka(68),2026,PETROL(E20)/LPG,0
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,PETROL(E20)/LPG,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,PETROL(E20)/LPG,0
8,CEV STAGE IV,Karnataka(68),2026,PETROL(E20)/LPG,0
9,CEV STAGE V,Karnataka(68),2026,PETROL(E20)/LPG,0
10,EURO 6,Karnataka(68),2026,PETROL(E20)/LPG,0
11,NOT AVAILABLE,Karnataka(68),2026,PETROL(E20)/LPG,0
12,TREM STAGE IV,Karnataka(68),2026,PETROL(E20)/LPG,0
13,TREM STAGE V,Karnataka(68),2026,PETROL(E20)/LPG,0
1,BHARAT STAGE I,Karnataka(68),2026,PETROL/ETHANOL,0
2,BHARAT STAGE III,Karnataka(68),2026,PETROL/ETHANOL,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,PETROL/ETHANOL,0
4,BHARAT STAGE IV,Karnataka(68),2026,PETROL/ETHANOL,0
5,BHARAT STAGE VI,Karnataka(68),2026,PETROL/ETHANOL,"1,61,422"
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,PETROL/ETHANOL,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,PETROL/ETHANOL,0
8,CEV STAGE IV,Karnataka(68),2026,PETROL/ETHANOL,0
9,CEV STAGE V,Karnataka(68),2026,PETROL/ETHANOL,0
10,EURO 6,Karnataka(68),2026,PETROL/ETHANOL,0
11,NOT AVAILABLE,Karnataka(68),2026,PETROL/ETHANOL,0
12,TREM STAGE IV,Karnataka(68),2026,PETROL/ETHANOL,0
13,TREM STAGE V,Karnataka(68),2026,PETROL/ETHANOL,0
1,BHARAT STAGE I,Karnataka(68),2026,PETROL/HYBRID,0
2,BHARAT STAGE III,Karnataka(68),2026,PETROL/HYBRID,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,PETROL/HYBRID,0
4,BHARAT STAGE IV,Karnataka(68),2026,PETROL/HYBRID,0
5,BHARAT STAGE VI,Karnataka(68),2026,PETROL/HYBRID,963
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,PETROL/HYBRID,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,PETROL/HYBRID,0
8,CEV STAGE IV,Karnataka(68),2026,PETROL/HYBRID,0
9,CEV STAGE V,Karnataka(68),2026,PETROL/HYBRID,0
10,EURO 6,Karnataka(68),2026,PETROL/HYBRID,0
11,NOT AVAILABLE,Karnataka(68),2026,PETROL/HYBRID,0
12,TREM STAGE IV,Karnataka(68),2026,PETROL/HYBRID,0
13,TREM STAGE V,Karnataka(68),2026,PETROL/HYBRID,0
1,BHARAT STAGE I,Karnataka(68),2026,PETROL/HYBRID/CNG,0
2,BHARAT STAGE III,Karnataka(68),2026,PETROL/HYBRID/CNG,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,PETROL/HYBRID/CNG,0
4,BHARAT STAGE IV,Karnataka(68),2026,PETROL/HYBRID/CNG,0
5,BHARAT STAGE VI,Karnataka(68),2026,PETROL/HYBRID/CNG,0
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,PETROL/HYBRID/CNG,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,PETROL/HYBRID/CNG,0
8,CEV STAGE IV,Karnataka(68),2026,PETROL/HYBRID/CNG,0
9,CEV STAGE V,Karnataka(68),2026,PETROL/HYBRID/CNG,0
10,EURO 6,Karnataka(68),2026,PETROL/HYBRID/CNG,0
11,NOT AVAILABLE,Karnataka(68),2026,PETROL/HYBRID/CNG,0
12,TREM STAGE IV,Karnataka(68),2026,PETROL/HYBRID/CNG,0
13,TREM STAGE V,Karnataka(68),2026,PETROL/HYBRID/CNG,0
1,BHARAT STAGE I,Karnataka(68),2026,PETROL/LPG,0
2,BHARAT STAGE III,Karnataka(68),2026,PETROL/LPG,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,PETROL/LPG,0
4,BHARAT STAGE IV,Karnataka(68),2026,PETROL/LPG,2
5,BHARAT STAGE VI,Karnataka(68),2026,PETROL/LPG,0
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,PETROL/LPG,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,PETROL/LPG,0
8,CEV STAGE IV,Karnataka(68),2026,PETROL/LPG,0
9,CEV STAGE V,Karnataka(68),2026,PETROL/LPG,0
10,EURO 6,Karnataka(68),2026,PETROL/LPG,0
11,NOT AVAILABLE,Karnataka(68),2026,PETROL/LPG,0
12,TREM STAGE IV,Karnataka(68),2026,PETROL/LPG,0
13,TREM STAGE V,Karnataka(68),2026,PETROL/LPG,0
1,BHARAT STAGE I,Karnataka(68),2026,PETROL/METHANOL,0
2,BHARAT STAGE III,Karnataka(68),2026,PETROL/METHANOL,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,PETROL/METHANOL,0
4,BHARAT STAGE IV,Karnataka(68),2026,PETROL/METHANOL,0
5,BHARAT STAGE VI,Karnataka(68),2026,PETROL/METHANOL,0
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,PETROL/METHANOL,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,PETROL/METHANOL,0
8,CEV STAGE IV,Karnataka(68),2026,PETROL/METHANOL,0
9,CEV STAGE V,Karnataka(68),2026,PETROL/METHANOL,0
10,EURO 6,Karnataka(68),2026,PETROL/METHANOL,0
11,NOT AVAILABLE,Karnataka(68),2026,PETROL/METHANOL,0
12,TREM STAGE IV,Karnataka(68),2026,PETROL/METHANOL,0
13,TREM STAGE V,Karnataka(68),2026,PETROL/METHANOL,0
1,BHARAT STAGE I,Karnataka(68),2026,PLUG-IN HYBRID EV,0
2,BHARAT STAGE III,Karnataka(68),2026,PLUG-IN HYBRID EV,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,PLUG-IN HYBRID EV,0
4,BHARAT STAGE IV,Karnataka(68),2026,PLUG-IN HYBRID EV,0
5,BHARAT STAGE VI,Karnataka(68),2026,PLUG-IN HYBRID EV,0
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,PLUG-IN HYBRID EV,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,PLUG-IN HYBRID EV,0
8,CEV STAGE IV,Karnataka(68),2026,PLUG-IN HYBRID EV,0
9,CEV STAGE V,Karnataka(68),2026,PLUG-IN HYBRID EV,0
10,EURO 6,Karnataka(68),2026,PLUG-IN HYBRID EV,0
11,NOT AVAILABLE,Karnataka(68),2026,PLUG-IN HYBRID EV,0
12,TREM STAGE IV,Karnataka(68),2026,PLUG-IN HYBRID EV,0
13,TREM STAGE V,Karnataka(68),2026,PLUG-IN HYBRID EV,0
1,BHARAT STAGE I,Karnataka(68),2026,PURE EV,0
2,BHARAT STAGE III,Karnataka(68),2026,PURE EV,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,PURE EV,0
4,BHARAT STAGE IV,Karnataka(68),2026,PURE EV,0
5,BHARAT STAGE VI,Karnataka(68),2026,PURE EV,0
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,PURE EV,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,PURE EV,0
8,CEV STAGE IV,Karnataka(68),2026,PURE EV,0
9,CEV STAGE V,Karnataka(68),2026,PURE EV,0
10,EURO 6,Karnataka(68),2026,PURE EV,0
11,NOT AVAILABLE,Karnataka(68),2026,PURE EV,"26,255"
12,TREM STAGE IV,Karnataka(68),2026,PURE EV,0
13,TREM STAGE V,Karnataka(68),2026,PURE EV,0
1,BHARAT STAGE I,Karnataka(68),2026,SOLAR,0
2,BHARAT STAGE III,Karnataka(68),2026,SOLAR,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,SOLAR,0
4,BHARAT STAGE IV,Karnataka(68),2026,SOLAR,0
5,BHARAT STAGE VI,Karnataka(68),2026,SOLAR,0
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,SOLAR,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,SOLAR,0
8,CEV STAGE IV,Karnataka(68),2026,SOLAR,0
9,CEV STAGE V,Karnataka(68),2026,SOLAR,0
10,EURO 6,Karnataka(68),2026,SOLAR,0
11,NOT AVAILABLE,Karnataka(68),2026,SOLAR,0
12,TREM STAGE IV,Karnataka(68),2026,SOLAR,0
13,TREM STAGE V,Karnataka(68),2026,SOLAR,0
1,BHARAT STAGE I,Karnataka(68),2026,STRONG HYBRID EV,0
2,BHARAT STAGE III,Karnataka(68),2026,STRONG HYBRID EV,0
3,BHARAT STAGE III (CEV),Karnataka(68),2026,STRONG HYBRID EV,0
4,BHARAT STAGE IV,Karnataka(68),2026,STRONG HYBRID EV,0
5,BHARAT STAGE VI,Karnataka(68),2026,STRONG HYBRID EV,"1,870"
6,BHARAT (TREM) STAGE III,Karnataka(68),2026,STRONG HYBRID EV,0
7,BHARAT (TREM) STAGE III A,Karnataka(68),2026,STRONG HYBRID EV,0
8,CEV STAGE IV,Karnataka(68),2026,STRONG HYBRID EV,0
9,CEV STAGE V,Karnataka(68),2026,STRONG HYBRID EV,0
10,EURO 6,Karnataka(68),2026,STRONG HYBRID EV,0
11,NOT AVAILABLE,Karnataka(68),2026,STRONG HYBRID EV,0
12,TREM STAGE IV,Karnataka(68),2026,STRONG HYBRID EV,0
13,TREM STAGE V,Karnataka(68),2026,STRONG HYBRID EV,0
1,BHARAT STAGE IV,Kerala(87),2026,BIO-CNG/BIO-GAS,0
2,BHARAT STAGE VI,Kerala(87),2026,BIO-CNG/BIO-GAS,0
3,BHARAT (TREM) STAGE III,Kerala(87),2026,BIO-CNG/BIO-GAS,0
4,BHARAT (TREM) STAGE III A,Kerala(87),2026,BIO-CNG/BIO-GAS,0
5,CEV STAGE IV,Kerala(87),2026,BIO-CNG/BIO-GAS,0
6,CEV STAGE V,Kerala(87),2026,BIO-CNG/BIO-GAS,0
7,NOT AVAILABLE,Kerala(87),2026,BIO-CNG/BIO-GAS,0
8,TREM STAGE IV,Kerala(87),2026,BIO-CNG/BIO-GAS,0
1,BHARAT STAGE IV,Kerala(87),2026,BIO-DIESEL(B100),0
2,BHARAT STAGE VI,Kerala(87),2026,BIO-DIESEL(B100),0
3,BHARAT (TREM) STAGE III,Kerala(87),2026,BIO-DIESEL(B100),0
4,BHARAT (TREM) STAGE III A,Kerala(87),2026,BIO-DIESEL(B100),0
